Fecha,NO2,O3,PM25,PRE,RS,SO2,TMP,VEL,CO,DIR,HUM,LLU,AOD
2018-11-23,30.888695652173915,15.449565217391305,6.654583333333334,726.4571428571428,220.4895833333333,3.526521739130435,14.308571428571428,1.3471428571428572,0.93,144.4828571428571,78.0442857142857,0.0,0.0
2018-11-24,33.87208333333333,13.957916666666668,5.347916666666666,726.16125,256.19083333333333,3.885833333333333,14.677916666666668,1.115,0.99875,165.72541666666666,72.70083333333334,0.0,331.0
2018-11-25,25.24826086956521,13.597391304347829,13.865,726.0033333333332,266.0133333333333,2.7221739130434783,14.8375,1.4641666666666666,0.8052173913043478,102.27583333333332,78.29958333333333,1.9,0.0
2018-11-26,31.968333333333334,9.705,21.021666666666665,726.9641666666666,225.1916666666667,3.785833333333333,12.947083333333332,1.2679166666666666,1.0045833333333334,119.86958333333332,86.03083333333332,27.8,296.0
2018-11-27,37.17086956521739,7.767826086956521,14.917083333333332,727.43,224.25,3.316521739130435,12.511666666666663,1.1445833333333333,1.0152173913043478,103.51916666666666,85.48666666666666,1.4,0.0
2018-11-28,32.4275,13.521666666666668,22.780833333333334,726.9395833333333,233.17291666666668,4.647916666666666,13.94375,1.4087500000000002,1.1045833333333333,202.97083333333333,65.26333333333334,0.0,335.0
2018-11-29,42.76260869565217,6.521304347826088,11.783333333333331,727.2645833333332,210.63666666666663,6.009130434782609,13.362916666666663,1.1295833333333334,1.3130434782608695,142.46625,74.5975,0.6,0.0
2018-11-30,29.00555555555556,10.14111111111111,11.658333333333331,727.9899999999999,297.22125,2.4944444444444445,12.127916666666666,1.0608333333333333,0.91,146.30416666666667,82.85666666666667,4.3,0.0
2018-12-01,32.07714285714285,13.672857142857143,6.888333333333333,727.3525,192.55041666666668,3.2949999999999995,13.01875,1.14375,1.1442857142857144,160.45083333333335,74.55916666666667,13.0,0.0
2018-12-02,24.10375,16.005,8.202916666666667,726.9166666666666,145.1905,3.1725,13.447083333333332,1.1275,1.0120833333333332,187.84375,65.25083333333333,0.0,0.0
2018-12-03,31.817391304347822,10.285652173913045,12.035000000000002,726.9625,223.0525,3.741304347826087,13.212083333333334,1.1366666666666667,1.0231818181818182,155.04916666666665,70.99708333333334,0.1,0.0
2018-12-04,33.99166666666667,12.374583333333334,8.964166666666667,726.6025,134.57291666666666,4.086666666666667,13.159583333333332,1.3,0.8850000000000001,161.57541666666663,75.1975,0.0,0.0
2018-12-05,31.917826086956524,12.71782608695652,9.732916666666666,726.7945833333333,181.07416666666663,3.8143478260869568,13.369583333333331,1.545,0.8078260869565218,139.1675,69.90333333333334,0.0,0.0
2018-12-06,41.26125,14.695416666666668,21.97,727.1504166666667,92.20375,4.76,13.400833333333331,1.2416666666666667,1.0683333333333334,194.94083333333333,68.18583333333333,2.6,0.0
2018-12-07,32.85652173913044,15.481304347826086,17.074166666666667,727.7225,102.7090909090909,3.63,13.714166666666666,1.2283333333333333,1.0082608695652175,125.92625,72.79458333333334,0.1,0.0
2018-12-08,28.33458333333333,13.99875,6.405,727.6033333333334,121.12458333333336,3.044583333333333,14.2875,1.3970833333333337,0.935,129.09833333333333,70.39083333333333,0.0,0.0
2018-12-09,19.778260869565216,13.311304347826088,8.164166666666667,727.0154166666666,89.44583333333333,2.8434782608695657,15.201666666666666,1.413333333333333,0.8304347826086957,123.8325,63.13791666666666,0.0,0.0
2018-12-10,25.39772727272728,9.081818181818182,11.667083333333332,727.1545833333333,63.94291666666667,4.2304545454545455,15.333478260869564,1.35375,0.9763157894736842,125.36083333333332,60.67869565217391,0.0,457.0
2018-12-11,31.116086956521738,7.339130434782609,11.669166666666667,727.7729166666667,156.53125,4.302608695652174,14.545833333333334,1.1391666666666669,0.5721739130434783,114.7225,72.43958333333333,0.0,0.0
2018-12-12,21.975416666666664,8.633333333333333,7.27625,727.5179166666667,259.13375,3.959583333333333,15.482916666666666,1.4541666666666666,0.5134782608695653,124.20875,62.18625,0.0,0.0
2018-12-13,24.93695652173913,9.89,10.30875,727.2508333333334,256.1058333333333,4.490869565217392,14.9575,1.3445833333333332,0.7700000000000001,147.21541666666667,65.99208333333333,4.0,0.0
2018-12-14,28.13363636363636,10.298636363636364,11.511666666666663,727.7604166666666,243.5120833333333,3.9004545454545454,14.680833333333332,1.4004166666666666,0.7213636363636364,120.26166666666666,72.45083333333334,1.6,0.0
2018-12-15,21.70521739130435,11.160869565217393,8.7,727.6737499999999,181.52875000000003,6.150869565217391,15.15,1.6883333333333337,0.6739130434782609,97.13666666666668,63.26125,0.0,0.0
2018-12-16,17.110833333333332,17.2575,9.97,727.5187500000001,144.79416666666663,4.437916666666667,15.6875,1.67375,0.4316666666666666,172.74208333333334,49.25125,0.0,0.0
2018-12-17,28.129565217391303,13.656086956521738,8.684583333333334,727.11375,155.73875,4.268260869565218,15.222916666666668,1.3125,0.6647619047619048,127.00083333333332,61.91,0.0,470.0
2018-12-18,27.281666666666663,11.660833333333334,8.341052631578947,726.8233333333333,139.2175,5.36375,15.026666666666666,1.4058333333333335,0.6058333333333333,118.48791666666666,68.60166666666667,0.0,0.0
2018-12-19,27.410434782608696,9.586086956521738,35.665,726.6283333333334,195.08666666666667,4.682173913043478,14.69625,1.4741666666666668,0.7233333333333333,88.52,72.575,1.3,368.0
2018-12-20,25.049166666666668,8.895833333333334,18.195,727.055,245.84166666666667,5.617083333333333,14.249166666666667,1.7075000000000002,0.6266666666666666,97.14416666666666,66.75,0.0,0.0
