Fecha,O3,PM25,PRE,RS,TMP,VEL,DIR,HUM,LLU,AOD
2021-09-17,47.56,16.45,764.56,299.3,17.28,1.54,125.63,53.42,0.0,0.17584
2021-09-27,23.04,15.28,764.55,320.34,16.69,1.36,164.48,57.42,0.0,0.18415
2021-09-29,21.29,10.48,764.39,252.51,14.75,1.76,126.44,82.12,5.8,0.598
2021-10-07,22.43,15.75,762.95,297.41,15.8,1.87,171.62,79.58,0.0,0.27575
2021-10-09,31.1,13.36,763.8,311.67,15.72,1.89,124.24,76.74,0.0,0.37372000000000005
2021-10-11,23.88,17.43,764.12,222.23,15.52,1.24,160.41,81.63,9.3,0.31067
2021-10-12,23.3,17.17,764.09,289.2,15.59,1.34,152.03,82.85,0.0,0.40117
2021-10-14,23.73,11.35,763.4,244.65,15.64,1.54,113.21,84.47,0.1,0.29699000000000003
2021-10-18,25.2,14.97,764.46,264.8,15.15,1.22,120.22,82.9,5.0,0.40553
2021-10-20,30.27,11.78,765.86,298.44,14.99,1.72,145.03,83.43,6.6,0.28904
2021-10-22,25.53,15.12,764.95,261.86,14.48,1.57,158.26,82.92,0.1,0.21950999999999998
2021-10-23,28.57,8.12,764.96,232.17,14.65,1.32,154.59,84.8,10.6,0.42945
2021-10-25,36.64,10.36,766.35,249.7,15.06,1.16,151.08,82.55,7.0,0.45515
2021-10-27,23.09,14.76,764.9,273.46,16.01,1.5,172.75,79.07,0.0,0.24129
2021-10-28,27.69,13.49,765.12,289.32,16.32,1.47,114.86,78.6,0.0,0.26953
2021-10-30,31.75,12.79,765.0,287.04,14.69,1.35,130.63,82.78,16.3,0.36781
2021-11-05,21.67,14.39,764.41,261.67,15.29,1.75,184.83,76.87,0.0,0.31706
2021-11-06,28.27,11.49,764.64,257.23,15.87,1.6,141.08,79.21,0.0,0.48754000000000003
2021-11-07,30.82,10.93,764.95,283.21,15.73,1.62,124.55,77.02,0.0,0.43889
2021-11-11,25.22,9.35,764.24,304.12,15.91,1.79,110.85,75.5,0.0,0.49567
2021-11-14,26.83,7.88,763.75,315.49,15.95,1.78,155.46,77.21,1.3,0.38843
2021-11-15,23.91,8.75,763.98,293.17,15.73,1.68,132.17,78.02,0.1,0.39025
2021-11-19,19.34,5.6,764.67,200.68,13.83,1.94,129.88,88.06,6.8,0.53193
2021-11-26,24.77,13.33,764.52,269.8,14.68,1.32,141.01,84.47,0.2,0.48064
2021-11-27,23.6,17.65,764.04,304.94,15.32,1.36,145.09,82.27,4.1,0.50688
2021-11-28,23.82,14.42,763.59,309.56,14.6,1.69,136.95,83.35,0.1,0.21833000000000002
2021-12-21,15.66,8.11,763.99,258.79,14.51,1.99,125.24,89.79,1.4,0.40517000000000003
2021-12-22,16.05,9.03,764.67,246.1,14.96,1.95,119.2,87.76,0.0,0.5730000000000001
2021-12-23,15.31,9.88,764.81,289.55,15.8,1.83,136.52,84.64,0.0,0.26904
2021-12-24,20.05,10.45,764.6,306.74,16.37,1.86,148.6,80.55,0.0,0.34919
2021-12-26,31.83,15.91,764.74,315.71,15.75,1.66,134.13,81.5,4.4,0.33216
2021-12-30,23.48,11.9,764.09,273.96,15.59,1.84,125.61,84.47,0.0,0.57387
2021-12-31,22.19,22.41,763.41,295.33,15.65,1.97,135.85,83.63,0.0,0.46513
