Fecha,NO2,O3,PM25,PRE,RS,SO2,TMP,VEL,CO,DIR,HUM,LLU,AOD
2007-06-01,34.598260869565216,13.150869565217391,28.33238095238095,727.1430434782609,135.0690909090909,1.433478260869565,12.22086956521739,1.0543478260869563,1.433478260869565,169.24260869565217,82.84739130434782,0.0,0.0
2007-06-02,39.37,14.227083333333333,28.959565217391308,727.59125,152.67125,1.3641666666666667,12.62375,1.3675,1.3641666666666667,149.23333333333332,81.4975,0.0,0.0
2007-06-03,26.02208333333333,22.33458333333333,16.13608695652174,727.4845833333334,157.4125,1.0054166666666666,14.074583333333337,1.586666666666667,1.0054166666666666,183.76666666666665,66.44416666666667,0.0,0.0
2007-06-04,28.18,13.254761904761908,22.988260869565217,727.1550000000001,126.59347826086956,1.3165,14.15875,1.1929166666666666,1.3165,139.68833333333333,67.1975,0.0,0.0
2007-06-05,24.81095238095238,16.45304347826087,20.22272727272728,726.9591304347827,200.57304347826087,1.0625,13.785217391304348,1.6491304347826088,1.0625,192.22478260869565,69.77826086956522,0.0,0.0
2007-06-06,27.48625,16.06833333333333,31.061304347826084,726.3645833333334,181.02916666666667,0.96625,13.625416666666666,1.6870833333333335,0.96625,126.32166666666666,77.85125000000001,0.0,0.0
2007-06-07,25.124166666666667,17.824583333333333,26.64434782608696,725.72125,144.88083333333333,0.9504166666666666,13.747916666666669,1.7033333333333334,0.9504166666666666,81.86041666666667,75.715,0.0,0.0
2007-06-08,26.624166666666667,19.050833333333333,21.801739130434783,725.7125,227.9779166666667,0.7216666666666667,14.097083333333332,1.90375,0.7216666666666667,114.41958333333334,69.49083333333333,0.0,0.0
2007-06-09,28.2975,22.66125,19.26652173913044,725.51125,224.64416666666668,0.935,14.099583333333332,2.084166666666667,0.935,135.34,56.086666666666666,0.0,0.0
2007-06-10,24.013181818181817,26.60727272727273,10.105714285714283,724.65,238.3060869565217,0.5522727272727272,14.42090909090909,1.7386363636363635,0.5522727272727272,158.11863636363637,52.73772727272728,0.0,0.0
2007-06-11,30.749583333333334,18.05666666666667,21.890434782608697,725.0254166666667,148.1860869565217,0.8791666666666668,13.915,1.808333333333333,0.8791666666666668,124.82875,62.26708333333334,0.0,200.0
2007-06-12,27.45125,16.68375,23.418260869565216,724.9216666666666,181.805,0.91625,14.428333333333333,1.7379166666666668,0.91625,112.37875,62.85,0.0,0.0
2007-06-13,26.80708333333333,17.2275,23.127391304347825,724.7358333333333,137.00916666666666,1.012916666666667,13.469583333333333,1.5116666666666667,1.012916666666667,164.50291666666666,65.59208333333333,0.0,338.0
2007-06-14,24.72,13.994583333333331,20.605217391304347,725.1066666666667,163.34041666666667,0.8266666666666667,13.667083333333332,1.4233333333333331,0.8266666666666667,168.08208333333334,65.56125,0.0,0.0
2007-06-15,27.78708333333333,15.218333333333334,17.585652173913044,725.9004166666667,121.975,0.695,13.29875,1.575,0.695,147.67708333333334,62.4275,0.0,0.0
2007-06-16,28.594583333333333,19.73333333333333,16.94782608695652,726.4050000000001,156.42208333333332,0.9129166666666668,13.43,1.8204166666666663,0.9129166666666668,120.0725,59.13833333333333,0.0,0.0
2007-06-17,23.19458333333333,18.0875,17.32391304347826,726.1833333333334,212.74625,0.9695833333333334,14.29875,1.7025,0.9695833333333334,139.53833333333333,63.37625,0.0,320.0
2007-06-18,20.813636363636363,19.82181818181818,10.78695652173913,725.4508333333333,247.8933333333333,0.5368181818181819,15.415416666666667,1.99125,0.5368181818181819,164.13375,54.145,0.0,0.0
2007-06-19,32.4,10.61842105263158,32.25,725.6221052631579,82.38894736842106,1.4342105263157894,13.729473684210529,1.2226315789473683,1.4342105263157894,168.5026315789474,63.0978947368421,0.0,148.0
2007-06-20,26.1805,17.161,16.270500000000002,725.8704166666666,156.39541666666665,0.9275,14.5375,1.964583333333333,0.9275,99.69416666666666,62.77875,0.0,0.0
2007-06-21,25.072,19.474,15.61,725.7600000000001,155.36708333333334,0.8779999999999999,14.415,1.77625,0.8779999999999999,124.71375,63.98125,0.0,128.0
2007-06-22,34.93,13.6875,32.48111111111111,726.654,111.9615,1.238,11.927,1.342,1.238,186.3345,78.49249999999999,0.0,528.0
2007-06-23,24.40625,13.838125,17.30625,725.545625,58.39062500000001,0.980625,13.046875,1.585,0.980625,124.71625,75.589375,0.0,0.0
2007-06-24,18.34,17.902916666666666,12.900869565217391,725.3537500000001,174.92083333333335,0.7104166666666667,14.770833333333334,1.68125,0.7104166666666667,155.97791666666666,63.89875,0.0,0.0
2007-06-25,20.895714285714288,16.74,9.991666666666667,726.5085714285715,0.0,0.5571428571428572,13.794285714285715,1.6528571428571428,0.5571428571428572,109.59857142857142,58.78000000000001,0.0,0.0
2007-06-26,22.195714285714285,22.510952380952386,19.094285714285714,726.2269565217392,235.78869565217389,0.8500000000000001,14.94173913043478,2.3,0.8500000000000001,126.59913043478262,55.67217391304348,0.0,193.0
2007-06-27,19.1475,23.11,13.804782608695652,725.6783333333333,198.43125,0.7866666666666666,15.184583333333334,2.3725,0.7866666666666666,205.03583333333333,54.977916666666665,0.0,0.0
2007-06-28,22.155,21.035,13.92608695652174,725.81,257.7966666666667,0.7295652173913044,15.182916666666666,2.2304166666666667,0.7295652173913044,139.34041666666667,50.87833333333333,0.0,128.0
2007-06-29,16.192916666666665,21.92708333333333,12.019565217391303,726.8445833333334,166.85333333333332,0.5691666666666667,14.673333333333334,2.408333333333333,0.5691666666666667,162.47541666666666,54.44208333333333,0.0,275.0
