system:time_start,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Jan 1, 2019",0.207,0.205,0.192,0.172,0.181,0.129,0.169,0.184,0.099
"Jan 2, 2019",0.21,0.201,0.203,0.194,0.184,0.205,0.193,0.16,0.18
"Jan 3, 2019",0.353,0.392,0.387,0.387,0.219,0.361,0.32,0.298,0.255
"Jan 4, 2019",,,,,,,,,
"Jan 5, 2019",0.329,0.394,0.383,0.307,0.328,0.32,0.363,0.292,0.268
"Jan 6, 2019",,,,,,,,,
"Jan 7, 2019",,,0.515,,0.512,,,0.448,0.44
"Jan 8, 2019",,,,,,,,,
"Jan 9, 2019",,,0.43,,,0.425,,0.308,0.444
"Jan 10, 2019",,,,,,,,0.333,
"Jan 11, 2019",,,,,,,,,
"Jan 12, 2019",0.383,0.397,0.34,0.382,0.386,0.296,0.339,0.313,0.266
"Jan 13, 2019",,,,,,,,,
"Jan 14, 2019",0.389,0.388,0.436,0.452,0.38,0.429,0.409,0.493,0.388
"Jan 15, 2019",,0.496,0.497,,0.485,0.497,,,0.474
"Jan 16, 2019",,,,,,,,,
"Jan 17, 2019",,,,,,,,,
"Jan 18, 2019",0.324,0.459,0.447,0.412,0.417,0.415,0.455,0.457,0.461
"Jan 19, 2019",,,,,,,,,0.547
"Jan 20, 2019",,,,,,,,,
"Jan 21, 2019",0.297,0.346,0.334,0.372,0.308,0.317,0.334,0.269,0.233
"Jan 22, 2019",0.364,0.3,0.262,,0.372,0.284,,0.574,0.266
"Jan 23, 2019",0.238,0.255,0.261,0.233,0.217,0.197,0.275,0.204,0.157
"Jan 24, 2019",0.275,0.37,0.341,0.216,0.22,0.258,0.219,0.254,0.201
"Jan 25, 2019",0.273,0.273,0.262,0.226,0.227,0.254,0.232,0.222,0.199
"Jan 26, 2019",0.284,0.232,0.216,0.216,0.24,0.158,0.21,0.203,0.167
"Jan 27, 2019",0.325,0.333,0.351,0.306,0.309,0.393,0.314,0.261,0.384
"Jan 28, 2019",,,,,,0.566,,0.585,0.552
"Jan 29, 2019",,,,,,,,,
"Jan 30, 2019",0.534,0.477,0.496,,0.439,0.518,0.569,0.474,0.371
"Jan 31, 2019",,,,,,,,,
"Feb 1, 2019",,,,,,,,,
"Feb 2, 2019",,,0.494,,0.544,0.419,0.491,0.428,0.38
"Feb 3, 2019",,,,,,,,0.538,
"Feb 4, 2019",,,,,,,,,
"Feb 5, 2019",,,,,,,,,
"Feb 6, 2019",,0.499,0.531,,0.468,0.481,,,0.529
"Feb 7, 2019",,,,,,,,,
"Feb 8, 2019",0.431,0.436,0.438,0.37,0.402,0.423,0.374,0.373,0.341
"Feb 9, 2019",,,,,,,,,
"Feb 10, 2019",0.523,0.589,0.57,0.583,0.582,0.541,0.547,0.566,
"Feb 11, 2019",,,,,,,,0.55,
"Feb 12, 2019",0.456,0.478,0.467,0.468,0.503,0.521,0.459,0.474,
"Feb 13, 2019",,,,,,,,,
"Feb 14, 2019",,,,,,,,,
"Feb 15, 2019",0.338,0.39,0.416,0.411,0.356,0.339,0.427,0.287,0.289
"Feb 16, 2019",0.481,0.389,0.391,0.404,0.388,0.377,0.413,0.404,0.337
"Feb 17, 2019",0.284,0.305,0.293,0.28,0.28,0.225,0.323,0.242,0.214
"Feb 18, 2019",,,,,,,,,
"Feb 19, 2019",,,,,,,,,
"Feb 20, 2019",,,,,,,,,
"Feb 21, 2019",,,,,,,,,
"Feb 22, 2019",,0.853,0.823,,0.84,0.565,,0.471,0.541
"Feb 23, 2019",,,,,,,,,
"Feb 24, 2019",,,,,,,,,
"Feb 25, 2019",0.517,,,,,0.424,,,0.396
"Feb 26, 2019",0.525,0.494,0.535,0.392,0.418,0.405,0.364,0.329,0.379
"Feb 27, 2019",,,,0.378,,0.456,0.437,0.39,0.4
"Feb 28, 2019",,,,,,,,0.512,0.532
"Mar 1, 2019",,0.557,0.555,0.645,0.58,0.566,0.608,0.567,
"Mar 2, 2019",,,,,,,,,
"Mar 3, 2019",,,,0.545,0.563,,0.494,0.452,0.467
"Mar 4, 2019",,,,,,,,,
"Mar 5, 2019",,,,,,,,,
"Mar 6, 2019",,,,,,,,,
"Mar 7, 2019",,,,,,,,,
"Mar 8, 2019",0.323,0.306,0.31,0.28,0.252,0.255,0.304,0.295,0.233
"Mar 9, 2019",,,,,,,,,
"Mar 10, 2019",,0.475,0.444,0.556,0.524,0.473,,0.593,0.443
"Mar 11, 2019",,,,,,,,,
"Mar 12, 2019",,0.385,0.326,,0.336,0.334,0.332,0.265,0.235
"Mar 13, 2019",,,,,,,,,
"Mar 14, 2019",0.424,0.502,0.439,,0.539,0.43,0.499,0.507,0.506
"Mar 15, 2019",,,,,,,0.394,0.344,
"Mar 16, 2019",0.242,0.198,0.206,0.235,0.204,0.229,0.264,0.2,0.27
"Mar 17, 2019",0.415,0.488,0.532,0.371,0.473,0.516,0.495,0.451,0.443
"Mar 18, 2019",,,,,,,,,
"Mar 19, 2019",,,,,,,,,
"Mar 20, 2019",,,,,,0.282,,0.354,
"Mar 21, 2019",,0.431,0.367,0.345,0.385,0.369,0.244,0.198,0.292
"Mar 22, 2019",,,,,,,,,
"Mar 23, 2019",0.362,0.375,0.365,0.352,0.38,0.32,0.35,0.306,
"Mar 24, 2019",0.578,0.577,0.582,0.546,0.573,,0.537,0.414,0.475
"Mar 25, 2019",,,,,,,,,
"Mar 26, 2019",0.511,0.528,0.519,0.534,0.525,0.477,0.487,0.512,0.476
"Mar 27, 2019",,,,,,,,,
"Mar 28, 2019",0.403,0.398,0.375,0.423,0.394,0.329,0.46,0.424,0.305
"Mar 29, 2019",,,,,,,,,
"Mar 30, 2019",,,,,,,,,
"Mar 31, 2019",,,,,,,,,
"Apr 1, 2019",,,,,,,,,
"Apr 2, 2019",0.581,,0.59,0.467,,0.579,0.462,0.326,0.561
"Apr 3, 2019",,,,,,,,,
"Apr 4, 2019",,,,,,,,0.508,
"Apr 5, 2019",,,,,,,,0.302,0.535
"Apr 6, 2019",,0.483,0.492,,0.469,,,,
"Apr 7, 2019",,,,,,,,,
"Apr 8, 2019",,,,0.42,,,0.454,0.4,
"Apr 9, 2019",0.347,0.266,0.259,0.269,0.256,0.263,0.29,0.261,0.261
"Apr 10, 2019",,,,,,,,,
"Apr 11, 2019",0.368,0.351,0.349,0.38,0.326,0.346,0.422,0.356,0.256
"Apr 12, 2019",,,,,,0.386,,,
"Apr 13, 2019",0.336,0.287,0.311,,0.169,0.313,,0.345,0.316
"Apr 14, 2019",0.508,0.441,0.437,0.441,0.374,0.411,0.456,0.519,0.308
"Apr 15, 2019",,,,,,,,,
"Apr 16, 2019",0.325,0.365,0.292,0.348,0.365,0.196,0.334,0.275,0.244
"Apr 17, 2019",,,,,,,,,
"Apr 18, 2019",,0.358,0.409,,0.383,0.326,0.388,,0.395
"Apr 19, 2019",,,,,,,,,
"Apr 20, 2019",,,,,,,,,
"Apr 21, 2019",,,,,,,,,
"Apr 22, 2019",0.414,0.523,0.479,0.504,0.5,0.417,0.52,0.479,0.43
"Apr 23, 2019",,,,,,0.57,,,
"Apr 24, 2019",,,,,,,,,
"Apr 25, 2019",,0.436,0.436,,,0.447,,0.17,0.377
"Apr 26, 2019",,,,,,,,,
"Apr 27, 2019",,0.401,,0.346,0.396,0.463,0.353,,0.444
"Apr 28, 2019",,,0.52,,,0.415,,,0.381
"Apr 29, 2019",,,,,,,,0.449,
"Apr 30, 2019",0.426,,,0.43,0.44,0.42,,,
"May 1, 2019",0.175,0.195,0.182,0.153,0.169,0.136,0.153,0.184,0.181
"May 2, 2019",0.398,0.32,0.299,,0.414,0.245,,0.342,0.188
"May 3, 2019",,,,,,,,,
