system:time_start,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Jan 1, 2018",,,,,,,,,
"Jan 2, 2018",,,,,,,,,
"Jan 3, 2018",,,,,,0.555,0.468,0.427,0.427
"Jan 4, 2018",0.245,0.194,0.191,0.232,0.215,0.133,0.224,0.133,0.159
"Jan 5, 2018",0.426,,0.506,0.361,,0.339,0.375,0.336,0.352
"Jan 6, 2018",,,,,,,,,
"Jan 7, 2018",0.207,0.168,0.151,0.212,0.186,0.092,0.152,0.094,0.093
"Jan 8, 2018",0.314,0.321,0.323,0.479,0.327,,0.443,0.376,
"Jan 9, 2018",,,,,,,0.393,0.339,0.541
"Jan 10, 2018",,,,,,,,,
"Jan 11, 2018",0.215,0.248,0.265,0.276,0.245,0.234,0.38,0.224,0.222
"Jan 12, 2018",0.528,0.433,0.426,0.542,0.447,0.381,0.533,0.534,0.424
"Jan 13, 2018",,0.57,0.571,,0.574,,,,0.559
"Jan 14, 2018",,0.508,,0.479,0.467,0.464,0.459,0.36,0.366
"Jan 15, 2018",,,,,,,,,
"Jan 16, 2018",,,,,,,,,
"Jan 17, 2018",,,,,,,,,
"Jan 18, 2018",,,,0.594,,,0.594,,
"Jan 19, 2018",,,,,,,,0.455,
"Jan 20, 2018",,,,,,,0.497,0.407,0.469
"Jan 21, 2018",,0.379,0.388,,0.367,0.373,,0.483,0.342
"Jan 22, 2018",,0.34,0.314,0.384,0.355,0.338,0.365,0.416,0.422
"Jan 23, 2018",,,,,0.449,0.424,,0.272,0.415
"Jan 24, 2018",0.256,0.193,0.18,0.203,0.213,0.2,0.175,0.112,0.204
"Jan 25, 2018",0.268,0.322,0.31,0.343,0.294,0.244,0.344,0.286,0.195
"Jan 26, 2018",,,,,,,,0.589,
"Jan 27, 2018",,0.516,,0.535,0.488,0.393,0.405,0.398,0.303
"Jan 28, 2018",0.377,0.299,0.295,0.326,0.287,0.288,0.305,,0.216
"Jan 29, 2018",0.205,0.15,0.15,0.193,0.17,0.096,0.213,0.179,0.087
"Jan 30, 2018",0.2,0.183,0.162,0.222,0.22,0.115,0.198,0.211,0.146
"Jan 31, 2018",0.21,0.208,0.197,0.286,0.24,0.191,0.292,0.261,0.259
"Feb 1, 2018",0.255,0.219,0.225,0.302,0.311,0.26,0.277,0.286,0.224
