Fecha,AOD_media,PM25_1,PM25_7,PM25_14,PM25_18,PM25,TMP,IQCA,IQCA_1,IQCA_7,IQCA_14,IQCA_18
2018-04-26,0,12.3,29.82,8.65,19.92,19.15541667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-04-27,1.028,7.83,22.16,7.97,18.52,15.635,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-04-28,0,15.4,0.58,5.22,14.47,10.48875,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-04-29,0,17.13,10.92,27.53,21.02,16.4925,,Deseable,Deseable,Deseable,Aceptable,Deseable
2018-04-30,0,18.23,12,17.68,13.22,13.54583333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-01,2.237,15.39,10.43,2.55,19.95,14.39916667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-02,0,10.6,20.84,30.52,15.84,16.4,,Deseable,Deseable,Deseable,Aceptable,Deseable
2018-05-03,3.036,12.83,18.55,3,16.78,17.3975,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-04,2.87,7.59,12.31,36.78,4.8,14.2747619,,Deseable,Deseable,Deseable,Aceptable,Deseable
2018-05-05,0.416,17.7,5.23,19.45,23.22,13.32958333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-06,1.613,18.87,13.82,9.7,16.63,12.89166667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-07,0,5.15,3.76,14.06,10.7,6.99,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-08,0,10.91,18.51,7.77,15.77,11.50708333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-09,0,2.34,16.87,21.73,7.59,8.285416667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-10,0.837,1.4,19.18,35.65,8.33,14.63833333,,Deseable,Deseable,Deseable,Aceptable,Deseable
2018-05-11,0,5.76,18.89,16.38,13.52,13.57083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-12,0,18.69,18.34,21.66,15.7,15.72375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-13,0,6.74,8.46,5.17,7.99,7.873333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-14,0.098,14.18,25.04,10.32,18.36,14.44,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-05-15,2.524,5.08,11.23,6.95,10.03,10.03416667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-16,0,10.1,23.22,5.96,11.48,12.99375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-17,4.918,8.9,23.74,11.22,16.1,16.06916667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-18,0,0.23,31.99,29.12,11.31,14.54291667,,Deseable,Deseable,Aceptable,Aceptable,Deseable
2018-05-19,0.147,7.07,9.24,13.44,21.97,11.9225,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-20,0,16.82,25.57,12.24,11.2,16.40208333,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-05-21,0,2.07,8.4,9.42,9.13,9.31625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-22,1.087,8.53,10.22,26,29.09,13.06291667,,Deseable,Deseable,Deseable,Aceptable,Aceptable
2018-05-23,0.154,11.09,5.52,11.2,8.61,11.2625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-24,1.331,3.69,7.11,11.74,19.94,8.18625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-25,0,10.19,8.24,3.03,17.44,10.18833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-26,0,9.04,14.97,1.31,7.94,14.15375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-27,0,4.87,9.56,10.44,7.34,12.37583333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-28,5.799,6.35,13.47,8.67,14.26,9.04625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-29,2.367,15.97,17.71,8.48,9.16,15.00333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-30,4.665,0,25.42,5.7,8.83,16.46,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-05-31,0.786,13.67,14.32,24.25,44.46,16.1875,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-06-01,0.254,22.05,33.73,15.56,5.16,22.17166667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-02,2.511,7.58,14.32,11.58,23.6,15.24333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-03,0,13.37,11.22,6.11,32.34,12.85166667,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-06-04,0,6.72,20.11,3.29,14,12.2375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-05,0.322,15.14,15.94,0.59,17.66,9.5275,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-06,2.142,15.9,11.24,12.28,19.73,12.865,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-07,1.879,13.73,14.16,7.62,10.07,16.77416667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-08,3.167,17.49,19.78,3.5,24.88,16.32333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-09,2.551,19.75,16.94,3.8,22.34,18.725,,Deseable,Deseable,Deseable,Deseable,Deseable
