system:time_start,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Feb 14, 2022",0.557,0.477,0.506,0.379,0.473,0.545,0.492,0.402,0.374
"Feb 15, 2022",,,,,,,,,
"Feb 16, 2022",,,,,,,,,
"Feb 17, 2022",0.551,,0.578,0.462,,0.524,0.474,0.447,0.5
"Feb 18, 2022",,,,,,,,,
"Feb 19, 2022",,,,0.148,,0,0.145,0.147,0.252
"Feb 20, 2022",,,,,,,,,
"Feb 21, 2022",0.197,0.277,0.274,0.25,0.311,0.287,0.246,0.229,0.297
"Feb 22, 2022",,,,,,,,,
"Feb 23, 2022",0.365,0.426,0.459,,0.411,0.534,0.298,0.142,0.501
"Feb 24, 2022",,,,,,,,,
"Feb 25, 2022",,,,,,,,,
"Feb 26, 2022",,,,,,,,,
"Feb 27, 2022",,,,,,,,,
"Feb 28, 2022",0.458,0.498,0.432,,,0.404,,0.408,0.373
"Mar 1, 2022",,,,,,,,,
"Mar 2, 2022",,,,,,,,,0.575
"Mar 3, 2022",,,,,,,,,
"Mar 4, 2022",0.25,0.144,0.281,0.153,0.092,0.268,0.232,0.143,0.228
"Mar 5, 2022",,,,,,,,,
"Mar 6, 2022",,,,,,,,,
"Mar 7, 2022",,,,,,,,0.083,
"Mar 8, 2022",,,,,,,,,
"Mar 9, 2022",0.218,0.173,0.169,0.159,0.06,0.22,0.12,0.088,0.165
"Mar 10, 2022",,,,,,,,,
"Mar 11, 2022",,,,,,0.142,,,
"Mar 12, 2022",,,,,,,,,
"Mar 13, 2022",0.166,0.23,0.179,0.193,0.205,0.153,0.277,0.179,0.189
"Mar 14, 2022",0.176,0.141,0.174,0.294,0.141,0.277,0.359,0.291,0.322
"Mar 15, 2022",,,,,,,,,
"Mar 16, 2022",,,,,,,,0.33,
"Mar 17, 2022",,,,,,,,,
"Mar 18, 2022",0.203,0.203,0.322,0.363,0.203,0.358,0.341,0.416,0.306
"Mar 19, 2022",,,,,,,,,
"Mar 20, 2022",,,,0.38,,,0.28,0.089,0.233
"Mar 21, 2022",,,,0.584,,,0.584,0.527,
"Mar 22, 2022",0.357,0.422,0.405,0.481,0.391,0.379,0.501,0.3,0.454
"Mar 23, 2022",0.32,0.399,0.354,0.304,0.401,0.338,0.324,0.404,0.333
"Mar 24, 2022",,,,,,,,,
"Mar 25, 2022",,,,,,,,,
"Mar 26, 2022",,,,,,,,,
"Mar 27, 2022",,,,,,,,,
"Mar 28, 2022",,,,,,,,,
"Mar 29, 2022",,,,,,,,,
"Mar 30, 2022",,,,,,,,,
"Mar 31, 2022",,,,,,,,,
"Apr 1, 2022",,,,,,,,,
"Apr 2, 2022",,,,,,,,,
"Apr 3, 2022",0.154,0.222,0.216,0.292,0.204,0.183,0.374,0.134,0.159
"Apr 4, 2022",,,,,,,,,
"Apr 5, 2022",0.195,0.211,0.224,0.129,0.206,0.251,0.179,0.093,0.184
"Apr 6, 2022",,0.431,0.431,0.516,0.468,,0.547,0.561,0.425
"Apr 7, 2022",0.454,0.479,0.452,,,0.467,,0.506,0.56
"Apr 8, 2022",,0.509,0.509,,,,,,
"Apr 9, 2022",,,,,,,,,
"Apr 10, 2022",0.546,0.403,0.403,,0.316,0.413,,0.357,0.385
"Apr 11, 2022",,,,,,,,,
"Apr 12, 2022",,,,,,0.389,0.141,,0
"Apr 13, 2022",,,,,,,,,
"Apr 14, 2022",0.445,,,0.428,0.422,,0.429,,0.465
"Apr 15, 2022",0.4,,,,,,,,
"Apr 16, 2022",,,,,,,,,
"Apr 17, 2022",,,,,,,,0.379,
"Apr 18, 2022",,,,,,,,,
"Apr 19, 2022",,,,,,,,,
"Apr 20, 2022",,,,,,,,,
"Apr 21, 2022",,,,0.3,,,,0.314,
"Apr 22, 2022",,,,,,,,,
"Apr 23, 2022",0.273,0.4,0.306,0.542,0.422,0.311,0.488,0.209,0.263
"Apr 24, 2022",0.505,,,,,,,0.444,
"Apr 25, 2022",,,,,,,,,
"Apr 26, 2022",0.237,0.249,0.258,0.23,0.226,0.219,0.242,0.236,0.276
"Apr 27, 2022",,,,,,,,,
"Apr 28, 2022",,,,,,,,,
"Apr 29, 2022",,,,,,,,,
"Apr 30, 2022",0.43,0.302,0.31,0.34,0.342,0.434,0.401,0.354,0.372
"May 1, 2022",0.346,0.27,0.263,0.233,0.272,0.214,0.245,0.161,0.222
"May 2, 2022",0.398,0.401,0.414,0.442,0.335,0.439,0.467,0.264,0.388
"May 3, 2022",0.136,0.089,0.103,0.153,0.079,0.087,0.18,0.162,0.069
"May 4, 2022",,,,,,,,,
"May 5, 2022",,,,,,,,,
"May 6, 2022",,,,,,,,,
"May 7, 2022",0.156,0.154,0.218,0.257,0.15,0.263,0.26,0.12,0.169
"May 8, 2022",0.173,0.359,0.359,,0.362,0.299,0.279,,0.243
"May 9, 2022",0.185,0.192,0.181,0.357,0.196,0.151,0.39,0.18,0.176
"May 10, 2022",,0.413,0.472,,0.308,0.412,,,0.355
"May 11, 2022",,,,,,,,,
"May 12, 2022",,,,,,,,0.38,
"May 13, 2022",,,,,,0.503,0.551,0.577,
"May 14, 2022",,,,0.549,,,0.472,0.424,
"May 15, 2022",,,,,,,,,
"May 16, 2022",,,,,,,,,
"May 17, 2022",,,,,,,,,
"May 18, 2022",,,,,,,,,
"May 19, 2022",,,,,,,,0.427,0.517
"May 20, 2022",,,,,,,,,
"May 21, 2022",0.336,0.272,0.271,0.386,0.322,0.281,0.369,0.228,0.217
"May 22, 2022",,,,0.464,,0.392,0.46,0.418,0.367
"May 23, 2022",0.444,0.483,0.483,0.51,0.55,0.429,,,
"May 24, 2022",0.325,0.377,0.394,,0.377,0.372,,,0.383
"May 25, 2022",,,,,,,,,
"May 26, 2022",0.512,,,,,,,,
"May 27, 2022",,,,,,,,,
"May 28, 2022",0.425,,,0.387,,,0.394,0.33,
"May 29, 2022",,,,,,,,,
"May 30, 2022",,,,,,,,,
"May 31, 2022",,,,0.557,,,0.555,,0.459
"Jun 1, 2022",,,,,,,,,
"Jun 2, 2022",,,,,,,,,
"Jun 3, 2022",,,,,,,,,
"Jun 4, 2022",0.301,0.217,0.203,0.186,0.187,0.156,0.176,0.045,0.117
"Jun 5, 2022",,,,,,,,,
"Jun 6, 2022",0.132,0.154,0.17,0.238,0.17,0.183,0.231,0.104,0.163
"Jun 7, 2022",,,,,,,,,
"Jun 8, 2022",,,,,,,0.545,0.506,
"Jun 9, 2022",,,,,,,,0.561,
"Jun 10, 2022",,,,,,,,,
"Jun 11, 2022",,,,,,,,,
"Jun 12, 2022",0.371,0.323,0.308,0.377,0.364,0.327,0.414,0.255,0.423
"Jun 13, 2022",0.295,,,0.329,,,0.332,0.318,
"Jun 14, 2022",,0.443,,,0.469,0.488,,,0.34
"Jun 15, 2022",0.111,0.118,0.132,0.341,0.16,0.14,0.341,0.094,0.148
"Jun 16, 2022",0.32,0.302,0.294,0.398,0.302,0.225,0.375,0.36,0.248
"Jun 17, 2022",0.185,,,0.335,0.337,0.212,0.356,0.257,0.236
"Jun 18, 2022",,,,,,,,,
"Jun 19, 2022",,0.457,0.464,,0.457,,,,
"Jun 20, 2022",0.476,0.556,0.492,,,0.433,,0.465,0.534
"Jun 21, 2022",,,,,,,,,
"Jun 22, 2022",,,,,,,0.318,0.447,
"Jun 23, 2022",0.312,0.322,0.246,,0.337,0.3,0.395,,0.218
"Jun 24, 2022",,,,0.428,,,0.393,0.425,
"Jun 25, 2022",,,,0.555,0.555,,0.541,,
"Jun 26, 2022",,,,,,,,,
"Jun 27, 2022",0.254,0.142,0.156,0.164,0.145,0.178,0.127,0.04,0.068
"Jun 28, 2022",0.094,0.087,0.087,0.284,0.205,0.075,0.297,0.159,0.091
"Jun 29, 2022",0.05,0.16,0.171,0.201,0.178,0.155,0.255,0.329,0.184
"Jun 30, 2022",,,,,0.502,,0.485,,0.486
"Jul 1, 2022",0.106,0.076,0.068,0.09,0.102,0.048,0.247,0.125,0.046
"Jul 2, 2022",,,,0.429,0.367,0.383,0.431,0.309,0.343
"Jul 3, 2022",,0.306,0.38,0.209,0.255,0.419,0.252,0.215,
"Jul 4, 2022",,0.414,0.138,0.27,0.402,0.349,0.381,,0.37
"Jul 5, 2022",,,,,,,,,
"Jul 6, 2022",,0.438,0.428,,,0.37,0.438,0.357,
"Jul 7, 2022",0.24,0.149,0.134,0.252,0.174,0.134,0.184,0.383,0.083
"Jul 8, 2022",,,,0.275,,,0.218,0.047,
"Jul 9, 2022",,0.255,,,,,,,
"Jul 10, 2022",0.438,0.476,0.476,0.298,0.275,0.454,,,
"Jul 11, 2022",,0.39,0.354,0.32,,0.315,0.329,0.304,
"Jul 12, 2022",,,,0.103,0.129,,0.097,0.073,0.125
"Jul 13, 2022",,,,,,,,,
"Jul 14, 2022",,,,,,,,,
"Jul 15, 2022",0,0.007,0.007,0.012,0.007,0.003,0.049,0.137,0.14
"Jul 16, 2022",,,0.474,,0.483,,0.55,0.557,0.483
"Jul 17, 2022",,,,,,,,,
"Jul 18, 2022",0.359,0.288,0.288,0.288,0.288,0.413,0.365,,0.282
"Jul 19, 2022",0.187,0.167,0.16,0.236,0.198,0.185,0.246,0.145,0.274
"Jul 20, 2022",0.503,,0.518,0.494,,0.518,0.457,0.502,0.409
"Jul 21, 2022",0.24,0.218,0.358,0.165,0.207,0.374,0.165,0.233,0.302
"Jul 22, 2022",0.55,,,0.544,,0.533,0.469,0.45,
"Jul 23, 2022",,,,,,,,,
"Jul 24, 2022",,,,,,,,,
"Jul 25, 2022",,,,,,,,,
"Jul 26, 2022",,0.414,0.414,,,0.461,,,
"Jul 27, 2022",,,,,,,,,
"Jul 28, 2022",0.5,0.241,,0.223,0.173,0.273,0.215,0.228,0.317
"Jul 29, 2022",0.078,0.027,0.025,0.02,0.029,0.048,0.014,0.019,0.002
"Jul 30, 2022",0.093,0.112,0.119,0.216,0.153,0.125,,,0.268
"Jul 31, 2022",0.011,0,0.008,0.003,0,0.002,0.147,0.201,0.002
"Aug 1, 2022",,0.404,0.404,0.588,0.387,0.404,0.586,,0.312
"Aug 2, 2022",0.313,0.201,0.21,0.459,0.214,0.231,0.406,0.381,0.235
"Aug 3, 2022",,,,,,,,,0.189
"Aug 4, 2022",,,,,,,0.51,0.388,
"Aug 5, 2022",,,,,,,,,
"Aug 6, 2022",,0.41,0.42,,0.426,0.48,,0.465,
"Aug 7, 2022",0.261,0.173,0.174,0.144,0.251,0.234,0.224,0.252,0.264
"Aug 8, 2022",,0.349,0.284,0.327,0.25,0.248,0.311,0.314,0.098
"Aug 9, 2022",,0.474,0.459,0.5,0.516,0.528,0.44,,0.525
"Aug 10, 2022",,,,,,,,,0.283
"Aug 11, 2022",,,,,,,,,
"Aug 12, 2022",0.149,0.133,0.124,0.18,0.159,0.107,0.22,0.198,0.085
"Aug 13, 2022",0.048,0,0,0.225,0.174,0.186,0.307,0.182,0.14
"Aug 14, 2022",0.101,0.18,0.18,0.165,0.26,0.165,0.153,0.142,0.138
"Aug 15, 2022",,,,,,,,,0.304
"Aug 16, 2022",0.165,0.023,0.025,0.024,0.072,0.076,0.005,0.007,0.125
"Aug 17, 2022",0.313,0.313,0.313,,0.313,0.293,0.353,0.221,
"Aug 18, 2022",0.03,0.007,0.009,0.017,0.007,0,0.008,0.028,0
"Aug 19, 2022",0.391,0.352,0.445,0.519,0.376,0.409,0.511,0.543,0.369
"Aug 20, 2022",,,,,,,,,
"Aug 21, 2022",,,,,,,,,
"Aug 22, 2022",,0.314,,0.557,0.528,,0.557,,0.456
"Aug 23, 2022",0.096,0.104,0.104,0.11,0.099,0.075,0.107,0.135,0.099
"Aug 24, 2022",,0.341,0.338,,,0.288,,,0.221
"Aug 25, 2022",0.445,0.177,0.193,0.087,0.188,0.123,0.165,0.173,0.335
"Aug 26, 2022",0.576,,,,,,,,
"Aug 27, 2022",0.094,0.062,0.076,0.036,0.04,0.083,0.047,0.045,0.057
"Aug 28, 2022",,,,,,,,,
"Aug 29, 2022",,0.37,0.406,,,0.406,,0.47,0.315
"Aug 30, 2022",0.334,0.367,0.377,0.462,0.317,0.392,0.442,0.423,0.333
"Aug 31, 2022",0.592,0.402,0.418,,0.413,0.478,,,0.462
"Sep 1, 2022",0.014,0.013,0.009,0,0.025,0.03,0,0.011,0.093
"Sep 2, 2022",,,,,,0.4,,,
"Sep 3, 2022",,,,,,,,0.381,
"Sep 4, 2022",,,,,,,,,
"Sep 5, 2022",,,,,,,0.552,,0.549
"Sep 6, 2022",,,,,,,,,
"Sep 7, 2022",,,,,,,,,
"Sep 8, 2022",0.149,0.099,0.09,0.17,0.121,0.089,0.146,0.113,0.057
"Sep 9, 2022",0.208,0.262,0.171,,0.223,0.125,,,0.151
"Sep 10, 2022",,,,0.32,0.303,,0.264,0.413,0.282
"Sep 11, 2022",,,,,,,0.448,,
"Sep 12, 2022",0,0.022,0.014,0.015,0.009,0,0.03,0.057,0.003
"Sep 13, 2022",0.173,0.198,0.197,0.24,0.194,0.127,0.257,0.337,0.172
"Sep 14, 2022",0.244,0.179,0.195,0.218,0.195,0.275,0.205,0.177,0.232
"Sep 15, 2022",0.27,0.331,0.301,0.412,0.297,0.306,0.359,0.292,0.264
"Sep 16, 2022",,,,,,,,,
"Sep 17, 2022",,,,,,,,,
"Sep 18, 2022",0.391,0.564,,,0.539,0.206,0.516,0.56,0.3
"Sep 19, 2022",0.158,0.148,0.127,0.198,0.154,0.043,0.153,0.395,0.161
"Sep 20, 2022",,,,,,,,,
"Sep 21, 2022",,0.518,0.521,0.569,0.542,0.578,0.54,0.504,0.569
"Sep 22, 2022",0.24,0.217,0.177,0.286,0.262,0.144,0.25,0.296,0.249
"Sep 23, 2022",0.209,0.178,0.184,0.17,0.174,0.208,0.154,0.166,0.193
"Sep 24, 2022",,,,,,,,,
"Sep 25, 2022",,,,,,0.608,,,0.858
"Sep 26, 2022",0.251,0.212,0.24,0.416,0.227,0.135,0.407,,0.085
"Sep 27, 2022",0.237,0.227,0.253,0.256,0.206,0.232,0.258,0.337,0.166
"Sep 28, 2022",,0.524,0.52,,0.539,0.54,0.463,0.433,
"Sep 29, 2022",,,,,,,,,
"Sep 30, 2022",0.292,0.337,0.314,0.352,0.355,0.281,0.287,0.271,0.378
"Oct 1, 2022",,0.409,,0.415,0.414,0.486,0.315,0.414,0.378
"Oct 2, 2022",,0.49,0.49,0.504,0.465,,0.435,0.324,
"Oct 3, 2022",0.262,0.27,0.283,0.15,0.087,0.259,0.194,0.146,0.182
"Oct 4, 2022",,,,,,,,,
"Oct 5, 2022",0.253,0.347,0.323,0.322,0.314,0.276,0.347,0.313,0.387
"Oct 6, 2022",,,,,,,,,
"Oct 7, 2022",,,,,,,,,
"Oct 8, 2022",,,,,,,,,
"Oct 9, 2022",0.464,0.406,0.427,0.382,0.372,0.453,0.37,0.374,
"Oct 10, 2022",,,,,,,0.373,,
"Oct 11, 2022",,0.416,0.416,,0.416,,,,
"Oct 12, 2022",,,,,,,,,
"Oct 13, 2022",,,,,,,,,
"Oct 14, 2022",,,,,,,,,
"Oct 15, 2022",,,,,,,,,
"Oct 16, 2022",,,,,,,,,
"Oct 17, 2022",,,,,,,,,
"Oct 18, 2022",,,,,,,,,
"Oct 19, 2022",,,,,,,,,
"Oct 20, 2022",,,,,,,,,
"Oct 21, 2022",,,,,,,,,
"Oct 22, 2022",,,,,,,,0.551,
"Oct 23, 2022",,,,,,,,,
"Oct 24, 2022",,,,0.411,,,0.437,0.355,0.527
"Oct 25, 2022",,,,,,,,,
"Oct 26, 2022",,,,,,,,,
"Oct 27, 2022",,0.543,0.51,,,0.428,,,
"Oct 28, 2022",,,,,,,,,
"Oct 29, 2022",0.31,0.302,0.262,0.367,0.327,0.205,0.388,0.277,0.228
"Oct 30, 2022",0.306,0.312,0.298,0.358,0.311,0.254,0.329,0.246,0.242
"Oct 31, 2022",0.074,0.019,0.039,0.129,0.071,0.203,0.157,0.149,0.2
"Nov 1, 2022",0.219,0.244,0.473,,0.355,0.444,0.363,0.344,0.346
"Nov 2, 2022",,,,,,,0.592,,
"Nov 3, 2022",0.486,0.538,0.574,0.589,0.487,0.48,0.563,0.558,0.458
"Nov 4, 2022",,0.524,0.584,,0.45,0.581,,,0.448
"Nov 5, 2022",,0.426,0.424,0.556,0.503,0.35,0.475,0.333,0.326
"Nov 6, 2022",,,,,,,0.585,0.596,
"Nov 7, 2022",0.18,0.147,0.162,0.115,0.104,0.187,0.13,0.156,0.157
"Nov 8, 2022",,0.594,0.591,,,0.536,0.595,0.455,0.557
"Nov 9, 2022",0.444,,,0.577,,,0.541,0.567,
"Nov 10, 2022",,,,,,,,,
"Nov 11, 2022",,,,,,,,,
"Nov 12, 2022",,,,,,,,0.55,
"Nov 13, 2022",,,,,,,,,
"Nov 14, 2022",0.252,0.293,0.293,0.127,0.293,0.352,0.199,0.167,0.293
"Nov 15, 2022",0.52,,0.556,,,0.555,,,
"Nov 16, 2022",,,,,,,,,
"Nov 17, 2022",,,,,,,,,
"Nov 18, 2022",0.492,0.37,0.375,0.402,0.376,0.459,0.395,0.435,0.438
"Nov 19, 2022",0.307,0.316,0.338,0.344,0.302,0.302,0.321,0.321,0.305
"Nov 20, 2022",,,,,,,,,
"Nov 21, 2022",,,,0.57,,,0.45,0.526,
"Nov 22, 2022",,,,0.397,,,0.441,0.402,
"Nov 23, 2022",,,,0.329,0.337,,0.39,0.318,
"Nov 24, 2022",0.221,0.295,0.269,0.3,0.231,0.108,0.164,0.249,0.123
"Nov 25, 2022",,,,,,,,,
"Nov 26, 2022",,0.458,0.436,0.538,0.494,0.525,,0.356,0.474
"Nov 27, 2022",0.377,,,,,0.361,,,
"Nov 28, 2022",,,,0.553,0.575,,0.538,0.491,0.536
"Nov 29, 2022",0.554,0.544,0.521,,0.559,0.496,0.567,0.538,0.489
"Nov 30, 2022",0.393,0.326,0.333,0.282,0.314,0.312,0.261,0.266,0.302
"Dec 1, 2022",0.342,0.319,0.356,0.316,0.26,0.32,0.349,0.224,0.292
"Dec 2, 2022",,,,,,,,,
"Dec 3, 2022",0.444,0.48,0.461,0.396,0.433,0.412,0.383,0.332,0.392
"Dec 4, 2022",,0.436,0.436,,,0.538,,0.516,0.449
"Dec 5, 2022",0.323,0.214,0.209,0.404,0.243,0.238,0.338,0.294,0.212
"Dec 6, 2022",0.351,0.307,0.298,0.336,0.345,0.281,0.301,0.278,0.262
"Dec 7, 2022",,,,,,,,,
"Dec 8, 2022",0.219,0.198,0.206,0.29,0.212,0.185,0.205,0.277,0.19
"Dec 9, 2022",,0.564,0.564,0.433,0.418,0.546,0.447,,
"Dec 10, 2022",,,,0.374,,,0,0.439,0.422
"Dec 11, 2022",,,,,,,,,
"Dec 12, 2022",0.408,0.456,0.489,0.418,0.403,0.471,0.432,0.302,0.372
"Dec 13, 2022",0.419,0.428,0.406,0.552,0.528,0.373,0.534,0.512,0.541
"Dec 14, 2022",,,,0.426,0.422,0.363,0.427,0.299,
"Dec 15, 2022",,0.414,0.418,,,0.492,,,
"Dec 16, 2022",0.459,0.578,0.481,,0.578,0.443,0.592,,0.509
"Dec 17, 2022",,,,,,,,,
"Dec 18, 2022",0.507,0.438,0.44,0.474,0.4,0.451,0.426,0.395,0.334
"Dec 19, 2022",0.33,0.32,0.338,0.423,0.315,0.276,0.423,0.329,0.283
"Dec 20, 2022",0.468,0.349,0.373,0.3,0.315,0.261,0.314,0.359,0.215
"Dec 21, 2022",,0.4,0.372,0.436,0.4,0.383,0.432,,0.428
"Dec 22, 2022",0.515,0.339,0.41,0.265,0.284,0.424,0.415,0.381,0.304
"Dec 23, 2022",0.284,0.27,0.25,0.267,0.282,0.25,0.279,0.233,0.262
"Dec 24, 2022",0.559,0.451,0.436,0.471,0.48,0.388,0.399,0.422,0.346
"Dec 25, 2022",0.586,0.569,0.568,0.525,,0.487,0.525,0.419,
"Dec 26, 2022",,,,,,,,,
"Dec 27, 2022",,,0.493,,,0.502,,,0.418
"Dec 28, 2022",0.436,0.378,0.366,0.399,0.357,0.313,0.377,0.381,0.277
"Dec 29, 2022",0.388,0.325,0.336,0.279,0.298,0.342,0.294,0.22,0.257
"Dec 30, 2022",0.448,0.556,0.589,0.449,0.556,,0.467,0.452,
