Fecha,AOD_media,AOD_mediana,AOD_moda,PM25_1,PM25_7,PM25_14,PM25_18,PM25,TMP,IQCA,IQCA_1,IQCA_7,IQCA_14,IQCA_18
2018-06-10,0,0,0,24.94,13.61,31.46,11.17,13.58291667,,Deseable,Deseable,Deseable,Aceptable,Deseable
2018-06-11,0.235,0.246,0.25,25.59,31.35,,30.72,21.15470588,,Deseable,Aceptable,Aceptable,Incorrecto,Aceptable
2018-06-12,0,0,0,15.42,23.82,9.08,22.12,19.53458333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-13,0.126,0.121,0.126,2.17,59.68,13.57,25.54,18.98833333,,Deseable,Deseable,Precaucion,Deseable,Aceptable
2018-06-14,0.404,0.418,0.418,19.07,23.34,10.63,4.07,16.08166667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-15,0.362,0.364,0.289,0.48,30.78,10.04,5.21,20.26791667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-16,0.41,0.392,0.392,27.05,31.57,14.64,16.69,20.31727273,,Deseable,Aceptable,Aceptable,Deseable,Deseable
2018-06-17,0,0,0,11.31,2.34,6.62,8.27,9.439166667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-18,0.337,0.362,0.282,1.69,57.22,18.57,1.57,14.15333333,,Deseable,Deseable,Precaucion,Deseable,Deseable
2018-06-19,0.306,0.306,0.289,6.32,43.48,7.37,2.88,14.26541667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-20,0.372,0.398,0.316,13.84,37.57,21.2,6.08,11.71458333,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-21,0.194,0.191,0.149,19.99,25.41,11.08,3.72,13.14916667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-22,0.137,0.133,0.054,28.01,74.67,2.43,11.59,19.05541667,,Deseable,Aceptable,Precaucion,Deseable,Deseable
2018-06-23,0.493,0.493,0.493,33.77,32.49,24.68,8.53,21.65875,,Deseable,Aceptable,Aceptable,Deseable,Deseable
2018-06-24,0,0,0,14.81,27.04,20.5,35.44,20.97625,,Deseable,Deseable,Aceptable,Deseable,Aceptable
2018-06-25,0,0,0,15.85,54.97,20.12,15.56,20.12208333,,Deseable,Deseable,Precaucion,Deseable,Deseable
2018-06-26,0,0,0,25.88,36.95,39.22,25.9,22.06,,Deseable,Aceptable,Aceptable,Aceptable,Aceptable
2018-06-27,0,0,0,16.18,44.39,32.37,10.72,17.19833333,,Deseable,Deseable,Aceptable,Aceptable,Deseable
2018-06-28,0,0,0,13.3,28.35,27.89,26.76,25.0825,,Aceptable,Deseable,Aceptable,Aceptable,Aceptable
2018-06-29,0,0,0,28.1,14.98,34.32,10.83,21.69208333,,Deseable,Aceptable,Deseable,Aceptable,Deseable
2018-06-30,0,0,0,21.96,35.14,14.07,9.58,23.70375,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-07-01,0.332,0.325,0.295,20.02,5.95,14.72,14.3,15.13958333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-02,0.061,0.053,0.041,11.14,76.67,13.65,7.47,22.67458333,,Deseable,Deseable,Precaucion,Deseable,Deseable
2018-07-03,0.172,0.155,0.147,23.95,23.99,13.37,21.95,17.57041667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-04,0.271,0.264,0.174,9.86,23.77,19.77,23.88,19.99875,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-05,0,0,0,10.69,10.91,13.41,14.89,14.265,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-06,0.488,0.476,0.432,10.57,20.94,16.53,13.35,14.65125,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-07,0,0,0,10.55,18.23,13.36,10.33,15.92708333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-08,0.211,0.213,0.24,16.16,22.41,18.58,15.44,16.17875,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-09,0.336,0.326,0.325,4.75,1.16,14.77,13.75,11.25083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-10,0.138,0.137,0.159,0.26,2.41,7.14,10.89,16.695,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-11,0.17,0.158,0.101,13.79,22.12,17.61,7.8,15.23791667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-12,0.175,0.171,0.176,9.53,7.98,12.14,13.24,14.34083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-13,0.249,0.236,0.368,9.79,40.32,10.55,6.13,14.93958333,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-07-14,0.306,0.304,0.263,36.61,25.14,11.7,14.34,19.6575,,Deseable,Aceptable,Aceptable,Deseable,Deseable
2018-07-15,0.118,0.108,0.136,4.31,16.43,13.88,12.66,16.79375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-16,0.089,0.084,0.021,2.74,12.38,14.17,18.46,10.69791667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-17,0.278,0.269,0.253,10.13,29.57,9.68,56.37,14.87875,,Deseable,Deseable,Aceptable,Deseable,Precaucion
2018-07-18,0.273,0.283,0.105,26.72,33.83,14.25,16.55,32.305,,Aceptable,Aceptable,Aceptable,Deseable,Deseable
2018-07-19,0.247,0.258,0.172,14.82,26.67,5.71,11.92,19.725,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-07-20,0,0,0,29.2,59.86,21.93,15.54,31.29958333,,Aceptable,Aceptable,Precaucion,Deseable,Deseable
2018-07-21,0,0,0,28.66,52.15,24.13,18.86,28.61541667,,Aceptable,Aceptable,Precaucion,Deseable,Deseable
2018-07-22,0,0,0,20.7,21.94,7.87,19.96,20.42083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-23,0.23,0.216,0.209,1.93,53.76,22.5,9.07,19.84833333,,Deseable,Deseable,Precaucion,Deseable,Deseable
2018-07-24,0.312,0.341,0.341,11.04,48.41,12.29,4.19,14.40083333,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-07-25,0.313,0.302,0.302,9.86,26.98,26.54,32.83,15.12208333,,Deseable,Deseable,Aceptable,Aceptable,Aceptable
2018-07-26,0.189,0.185,0.182,11.33,52.32,2.27,33.34,17.53416667,,Deseable,Deseable,Precaucion,Deseable,Aceptable
2018-07-27,0.441,0.418,0.418,18.26,36.45,52.5,14.41,25.52333333,,Aceptable,Deseable,Aceptable,Precaucion,Deseable
2018-07-28,0.148,0.14,0.125,25.84,2.49,9.88,16.99,18.7325,,Deseable,Aceptable,Deseable,Deseable,Deseable
2018-07-29,0,0,0,20.45,51.37,12.14,13.04,19.85,,Deseable,Deseable,Precaucion,Deseable,Deseable
2018-07-30,0,0,0,8.09,4.68,38.62,4.91,13.55125,,Deseable,Deseable,Deseable,Aceptable,Deseable
