Fecha,AOD_media,AOD_mediana,AOD_moda,PM25_1,PM25_7,PM25_14,PM25_18,PM25,TMP,IQCA,IQCA_1,IQCA_7,IQCA_14,IQCA_18
2018-05-23,0.478,0.516,0.516,11.09,5.52,11.2,8.61,11.2625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-24,0.329,0.345,0.422,3.69,7.11,11.74,19.94,8.18625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-25,0,0,0,10.19,8.24,3.03,17.44,10.18833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-26,0,0,0,9.04,14.97,1.31,7.94,14.15375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-27,0,0,0,4.87,9.56,10.44,7.34,12.37583333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-28,0.417,0.434,0.303,6.35,13.47,8.67,14.26,9.04625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-29,0.426,0.434,0.309,15.97,17.71,8.48,9.16,15.00333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-05-30,0.372,0.373,0.313,0,25.42,5.7,8.83,16.46,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-05-31,0.055,0.041,0.012,13.67,14.32,24.25,44.46,16.1875,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-06-01,0.297,0.284,0.251,22.05,33.73,15.56,5.16,22.17166667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-02,0.296,0.292,0.251,7.58,14.32,11.58,23.6,15.24333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-03,0,0,0,13.37,11.22,6.11,32.34,12.85166667,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-06-04,0,0,0,6.72,20.11,3.29,14,12.2375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-05,0.45,0.442,0.432,15.14,15.94,0.59,17.66,9.5275,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-06,0.141,0.134,0.079,15.9,11.24,12.28,19.73,12.865,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-07,0.063,0.063,0.004,13.73,14.16,7.62,10.07,16.77416667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-08,0.17,0.176,0.177,17.49,19.78,3.5,24.88,16.32333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-09,0.17,0.168,0.16,19.75,16.94,3.8,22.34,18.725,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-10,0,0,0,11.62,6.99,17.02,1.98,13.19916667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-11,0.204,0.182,0.125,12.06,15.95,7.38,28.49,15.02875,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-06-12,0,0,0,11.07,30.1,8.42,17.38,13.81416667,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-13,0.116,0.102,0.087,10.64,21.25,10.49,5.97,15.485,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-14,0.241,0.212,0.207,19.24,10.4,,15.12,19.84333333,,Deseable,Deseable,Deseable,Incorrecto,Deseable
2018-06-15,0,0,0,20.8,20.42,12.48,21.08,14.675,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-16,0.313,0.31,0.283,15.54,24.81,14.04,28.97,17.45916667,,Deseable,Deseable,Deseable,Deseable,Aceptable
2018-06-17,0,0,0,12.18,0.96,6.73,7.34,11.65416667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-18,0.221,0.216,0.211,4.22,16.88,8.37,11.81,9.582083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-19,0.291,0.302,0.238,5.31,9.72,15.63,8.71,8.956666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-20,0.342,0.354,0.407,21.18,37.7,7.48,10.07,15.27333333,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-21,0.15,0.14,0.13,3.51,15.73,7.78,7.92,10.73958333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-22,0.098,0.094,0.063,18.4,16,1.98,22.4,14.30125,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-23,0,0,0,21.07,17.42,10.18,13.25,18.01833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-24,0,0,0,11.22,21.18,12.61,18.99,14.28666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-25,0,0,0,13.21,28.7,11.03,8.31,17.24875,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-06-26,0,0,0,47.54,20.17,13.23,12.77,16.5075,,Deseable,Aceptable,Deseable,Deseable,Deseable
2018-06-27,0,0,0,8.22,16.65,11.05,17.81,11.29,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-28,0,0,0,5.79,7.69,15.67,23.59,9.700833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-06-29,0,0,0,18.75,12.28,38.45,5.34,10.14958333,,Deseable,Deseable,Deseable,Aceptable,Deseable
2018-06-30,0,0,0,5.27,8.56,8.27,10.39,9.172083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-01,0,0,0,4.33,1.85,3.1,12.68,7.6675,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-02,0.046,0.04,0.026,4.4,9.73,4.51,18.98,10.055,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-03,0.206,0.198,0.18,18.78,0,7.61,11.02,11.98791667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-04,0.196,0.191,0.184,12.36,3.41,10.92,10.79,17.23666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-05,0,0,0,19.25,10.02,12.14,20.16,14.52875,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-06,0.53,0.519,0.491,14.81,14.63,0.37,14.73,16.04333333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-07,0,0,0,28.1,9.67,7.35,10.48,18.00541667,,Deseable,Aceptable,Deseable,Deseable,Deseable
2018-07-08,0.134,0.12,0.092,15.25,9.66,6,17.86,13.00833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-09,0.17,0.152,0.111,8.41,1.92,4.79,7.4,11.47375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-10,0.12,0.122,0.115,5.93,8.09,1.83,23.12,14.01583333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-11,0.197,0.174,0.155,13.72,13.39,0,10.28,12.915,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-12,0.216,0.206,0.209,16.55,14.48,9.92,8.16,13.54208333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-13,0.135,0.116,0.092,19.24,8.08,8.75,12.79,13.07826087,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-14,0.141,0.139,0.103,10.04,5.65,7.26,10.13,11.28875,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-15,0.074,0.075,0.007,13.94,11.79,4.99,1.01,13.135,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-16,0.042,0.044,0,,,,,17.92,,Deseable,Incorrecto,Incorrecto,Incorrecto,Incorrecto
2018-07-17,0,0,0,,,10.03,6.87,7.093333333,,Deseable,Incorrecto,Incorrecto,Deseable,Deseable
2018-07-18,0.396,0.4,0.4,0.48,15.74,1.17,19.82,14.59083333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-19,0,0,0,20.23,25.32,12.22,23.45,17.98958333,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-07-20,0.452,0.452,0.452,12.89,13.65,3.98,14.12,15.56125,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-21,0,0,0,14.5,31.3,5.73,18.2,16.65375,,Deseable,Deseable,Aceptable,Deseable,Deseable
2018-07-22,0,0,0,1.5,13.74,7.6,18.61,12.18125,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-23,0.196,0.177,0.132,13.43,13.79,4.06,9.57,11.1925,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-24,0.173,0.167,0.133,12.25,13.06,3.23,7.63,13.10363636,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-25,0.139,0.129,0.095,10.25,17.08,5.72,20.75,12.34625,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-26,0.249,0.244,0.244,11.41,18.95,2.53,23.92,16.774,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-27,0.416,0.44,0.318,8.26,,6.12,3.01,15.58818182,,Deseable,Deseable,Incorrecto,Deseable,Deseable
2018-07-28,0.191,0.187,0.187,16,13.29,6.67,4.53,12.04958333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-29,0,0,0,15.86,21.12,6.02,17.96,15.84666667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-30,0,0,0,6,9.07,16.75,14.54,7.73375,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-07-31,0,0,0,2.91,18.7,9.48,18.29,11.09833333,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-01,0.129,0.125,0.119,11.46,18.73,10.32,19.16,13.11041667,,Deseable,Deseable,Deseable,Deseable,Deseable
2018-08-02,0.148,0.15,0.18,9.28,15.15,6.45,8.87,11.23454545,,Deseable,Deseable,Deseable,Deseable,Deseable
