Unnamed: 0,Max_Belisario,Max_Carapungo,Max_Centro,Max_Cotocollao,Max_ElCamal,Max_Guamani,Max_LosChillos,Max_SanAntonio,Max_Tumbaco,Category,Period,Belisario,Carapungo,Centro,Cotocollao,ElCamal,Guamani,LosChillos,SanAntonio,Tumbaco
CO,,,,,,,,,,Mean,Weekly_NoZeroAOD,-0.1356334779363237,-0.0480373225040684,0.0532647450475928,0.0186530591959684,-0.0635723394412988,0.1253711583505051,-0.2210894411650271,,0.0740658323102347
DIR,,,,,,,,,,Mean,Weekly_NoZeroAOD,-0.0625719702841905,-0.1078550426540008,0.2475092106780347,-0.0506123054841017,-0.0245132962337063,0.0754047458858116,0.1053290787564502,-0.0483814521900728,-0.1736056573941855
HUM,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.0526210202714986,0.0634372693758317,-0.0203959537244229,0.1258961400371337,0.1775828093555551,-0.0605247731981617,-0.1151123271122057,-0.0045756214912135,0.0647210761385843
LLU,,,,,,,,,,Mean,Weekly_NoZeroAOD,0.0582534972522581,0.095477998178348,-0.0510252443014046,-0.0046379082471746,-0.0317221616524836,0.0537448052340552,-0.0149172396089627,-0.0206897560082772,-0.093236983643856
NO2,,,,,,,,,,Mean,Weekly,-0.0975535055605688,0.0098954633027895,0.0028380349476172,0.0534534733141917,-0.1151737047978872,-0.0304471675135852,-0.0339865231909483,,0.0768057706878243
O3,,,,,,,,,,Mean,Weekly,-0.1322532196980032,-0.0212633564041016,0.0169525553400817,-0.0896837833065788,-0.088753736631028,0.045682508112238,0.0404490689863489,-0.0947224032228579,-0.0831858332256932
PM25,,,,,,,,,,Mean,Weekly,0.0351868731349494,-0.0710939054405492,-0.0521432622794057,-0.0817871683309078,-0.0129839376719268,-0.1892621917183215,-0.0650016180489316,-0.1090146907513127,-0.037597652141212
PRE,,,,,,,,,,Mean,Weekly,0.0718431297453643,0.0326627272086916,-0.0895718739793471,0.034232759810043,0.0755278754702012,0.0166827304094078,-0.0956034557153125,0.0298251920554782,-0.1678411045954903
RS,,,,,,,,,,Mean,Weekly,0.0931907486592798,0.0826990245344442,0.0696134920168801,0.1189144086431208,-0.0274596728173701,0.0494939849908192,-0.0419181132004393,-0.1167137385651013,0.0455953245276754
SO2,,,,,,,,,,Mean,Weekly,-0.0414634254308659,0.060041921200204,-0.0588708286934292,0.0653685113554956,-0.0582375342214824,0.0100074709777321,-0.0399496270824882,,
TMP,,,,,,,,,,Mean,Weekly,0.0769520231228392,-0.0273916628645902,-0.1550600045213454,0.0423618327609349,0.0161161083958405,0.0738097682897089,0.0005484576999027,0.0275066477194934,0.0602434670076534
VEL,,,,,,,,,,Mean,Weekly,-0.0282250983699702,-0.0087999832405925,-0.2224004043234444,-0.0611646690526371,-0.0574600660134864,0.1417249923680257,0.0793087307594921,-0.0501049734645775,0.1130484755217902
CO,,,,,,,,,,Mean,Weekly,0.0024847033406245,0.0493690971056313,0.0615340674638385,0.0520636735380479,-0.0282728949804462,0.04224739858105,-0.0794987902498162,,0.1378562333452942
DIR,,,,,,,,,,Mean,Weekly,0.1309052818275456,-0.0532157696047521,0.0558501038279443,0.0430375313686838,0.0276053769392714,0.0602920597420753,-0.0218641537029243,-0.0734994365991929,0.2275608251083284
HUM,,,,,,,,,,Mean,Weekly,-0.0526483977727273,-0.1173378458136702,0.104314907630632,-0.1269136592074028,-0.0713162466340049,-0.1738248662292209,-0.093268705944489,-0.0300870696257997,-0.2061968558250136
LLU,,,,,,,,,,Mean,Weekly,0.0305106616042553,-0.0727642529188487,0.0439392273719307,-0.0968676020419441,-0.0635054952303232,-0.053639855125732,-0.0664057766784677,0.0594497004103854,-0.1129530973693772
