Unnamed: 0,Belisario,Carapungo,Centro,Cotocollao,ElCamal,Guamani,LosChillos,SanAntonio,Tumbaco,Archivo
LLU,0.4736964827647479,0.8640136292232138,0.2444109373585222,0.9540527747919748,0.1647057374777728,0.1297227563568081,0.4096326407612642,-0.2020982362278156,0.6185808926807831,correlaciones_Estacional.csv
NO2,0.1778442552387953,-0.0711893138917535,0.1507294741448337,0.3297883637456091,0.2582936488869062,0.5640050516114213,0.4416148387726563,,0.042715699788288,correlaciones_Estacional.csv
O3,-0.4329972484620031,0.0278594688210773,-0.2640110576549214,0.0686412435243803,-0.0757531117108867,0.2956799686162078,0.5811790265729229,-0.4425353674363581,0.1619398195101374,correlaciones_Estacional.csv
PM25,0.2201451614433033,-0.3443057102259717,0.5260344233790523,0.546662417882466,0.3646592079805547,0.2548996523432859,0.4659859898648503,-0.5607371598384681,-0.5643430462964925,correlaciones_Estacional.csv
PRE,-0.585500649878261,-0.5322219084949826,-0.4162310234014941,-0.7034775637225105,-0.8095010930097463,-0.6461610648126219,-0.4877832663138786,-0.4108086869251123,-0.2711761858456035,correlaciones_Estacional.csv
RS,-0.3755555931679965,-0.2566319655902996,0.0091327405698765,0.5596829030924562,0.2496500117483475,0.404713505391589,0.352124481061113,0.1283542619498372,-0.4713668832494384,correlaciones_Estacional.csv
SO2,-0.3888980003334005,-0.049603354685255,-0.0445127129368938,0.5583915362382462,0.0668253092479714,0.5147546916411716,0.2580334008030763,,-0.3867485050344098,correlaciones_Estacional.csv
TMP,-0.1363211409531627,-0.2745397552257164,-0.0821233093035583,-0.6862824616781932,-0.2676200299342285,0.0567080773877242,-0.0038626369989053,0.1352570185111983,-0.4805657616596843,correlaciones_Estacional.csv
VEL,-0.317076657907743,0.111914610067068,0.5659676343407939,-0.9623527701384323,0.5120205145337806,-0.6384268503320918,0.3879695674250334,0.5081722124558102,-0.5177521850797807,correlaciones_Estacional.csv
CO,0.1541542655765317,-0.0742112355771007,-0.0231677999119183,0.4666841641193989,-0.0853033629805255,0.1463669857231286,-0.1349300253056382,,-0.1257589829270992,correlaciones_Mensual.csv
DIR,-0.1679694076923812,0.3502327407120632,-0.2052219796715689,0.1178436304137445,-0.1387763401787778,-0.2207473743005356,0.0928349213372367,-0.1496514122044194,0.0825303007486793,correlaciones_Mensual.csv
HUM,0.2885547378422367,0.5443553877280973,0.2416432769726678,0.7773740773589503,0.3161293805711012,0.4538595511714941,0.3159754955147777,0.440232739134959,0.5524372359138903,correlaciones_Mensual.csv
LLU,-0.0173114619388769,0.4755683029805874,0.2278682905193597,0.6167251948374203,-0.1208695022048281,0.2134635219002228,0.3296524374485427,0.0890423427097349,0.11554676760156,correlaciones_Mensual.csv
NO2,0.1384588795487606,-0.05553052711552,0.0577769737131837,0.2144947274759582,0.0019802429506825,0.3239382854942642,0.1388750494358185,,-0.0070097836752736,correlaciones_Mensual.csv
O3,0.0606064740357933,0.2017549447459011,-0.1342759908563929,0.3456314497731551,0.0473905019613831,0.1993837571739476,0.3682343273096568,-0.1191737385097803,0.2416932766397803,correlaciones_Mensual.csv
PM25,0.1824791236058992,-0.1404797144129028,0.209664521125086,0.0402172733743501,0.2754193834891805,0.2525229820470429,0.0697044628955369,-0.4105139639670324,-0.2919461653726825,correlaciones_Mensual.csv
PRE,-0.2620729074478881,-0.4177131389921122,-0.4030398245159954,-0.3702794154247732,-0.4341863588524103,-0.3188000785881151,-0.2194387547982365,-0.2026124371929978,-0.0796044952984203,correlaciones_Mensual.csv
RS,-0.0637311048949158,0.008600572978904,-0.0262338291997786,0.5766346217358077,-0.1741514423879605,-0.1079743523855291,0.104048057511698,0.235044291825723,-0.4589391695297055,correlaciones_Mensual.csv
SO2,-0.2366286939983506,-0.0856003374138939,0.0417097109279836,0.3134816067955639,-0.2082060398058245,0.2020049938282403,-0.0745612669055567,,-0.4270484232873914,correlaciones_Mensual.csv
TMP,-0.0993251966491586,-0.0925887189413726,-0.0739924511635972,-0.3985138418080232,-0.2260042271464905,-0.0281377014523705,-0.0935643149840774,0.1124692756566095,-0.0848201889678769,correlaciones_Mensual.csv
VEL,-0.1840547445817356,0.19510944961202,0.1664890465667294,-0.4294799742662591,0.2556649713712636,-0.5208374845946728,0.0097802567298922,0.3609145063533125,-0.2874834548632258,correlaciones_Mensual.csv
CO,0.1664493635401077,-0.1224040645327104,0.2598218736974589,0.0228545278351037,0.1266975053431662,0.279319204275885,0.0334672061623185,,0.0230615750496217,correlaciones_Semanal.csv
DIR,-0.250935247845275,0.3377190176267504,-0.2678090937725532,-0.3430502387572724,-0.1731869302014574,-0.1477985949895106,0.1469851432373016,-0.1994081728386778,0.0388739379281382,correlaciones_Semanal.csv
HUM,0.4021230944890601,0.4566878439026383,0.3123643192058571,0.5361638746971196,0.4564238472528349,0.4900513634598109,0.2762698052130553,0.3117121769178598,0.458593075696184,correlaciones_Semanal.csv
LLU,0.1796326519939387,0.1754421760539631,0.2024103443351877,0.3394661777661021,0.2968996482050173,0.3190440337334116,0.1051003719332876,0.0461209303075022,0.1842930465830013,correlaciones_Semanal.csv
NO2,0.1511437042798247,-0.1035671797761303,0.2173965600697039,0.2038469498382707,0.1280480118941659,0.3986386470671847,0.1415127091847892,,-0.0573155921688993,correlaciones_Semanal.csv
O3,-0.0485521578104014,0.0543866584283292,-0.2182658726407788,0.1507207409863774,-0.1587333570994529,-0.0641113644987061,0.0500147317104331,-0.0870749990244709,0.0285023521564268,correlaciones_Semanal.csv
PM25,0.2234571520182993,-0.2721425782010087,0.1899954801920526,-0.1082109365474016,0.0844956991401022,0.2658085156568207,0.0814226137037821,-0.2136621090668288,-0.189007830946169,correlaciones_Semanal.csv
PRE,-0.0593868485492475,-0.0833221653109988,-0.1646014143524736,-0.0277007036398057,-0.1208155818169126,-0.0739741535753505,-0.0504182212961086,-0.0935747717533923,0.011758564428694,correlaciones_Semanal.csv
RS,-0.1544703600725423,-0.264414668314098,-0.4502674343895923,0.183757112985036,-0.395387763275212,-0.4372990473265848,-0.2548221535374966,0.0066776807192087,-0.2919634540623006,correlaciones_Semanal.csv
SO2,-0.1950353938074375,-0.1517667896053742,0.1419957878125577,-0.0383084440906066,-0.0673710555007461,0.2164482691616652,0.008841438255327,,-0.3803302320862583,correlaciones_Semanal.csv
TMP,-0.1482481467075331,-0.1856031327552108,-0.22119226564777,-0.4312525662986738,-0.2892458083394116,-0.2857231030942582,-0.0737762289504811,-0.0308423096145576,-0.1101213062061049,correlaciones_Semanal.csv
VEL,-0.163756961157875,0.0999277309955393,-0.098279359111746,0.1687859317891538,-0.0701479294390162,-0.454819733827751,-0.2476725936375358,0.3054295597079132,-0.1530820513722906,correlaciones_Semanal.csv
