Fecha,Estacion,IQCA,PM25,AOD
2018-01-01,Belisario,Alerta,155.09,0
2018-01-01,Belisario,Alerta,184,0
2018-01-01,Belisario,Precaucion,96.74,0
2018-01-01,Belisario,Precaucion,51.28,0
2018-01-02,Belisario,Precaucion,52.94,0
2018-01-04,Belisario,Precaucion,56.56,0.22
2018-01-05,Belisario,Precaucion,55.51,0
2018-01-08,Belisario,Precaucion,52.34,0.33
2018-01-09,Belisario,Precaucion,69.68,0
2018-01-09,Belisario,Precaucion,67.36,0
2018-01-09,Belisario,Precaucion,60.2,0
2018-01-11,Belisario,Precaucion,70.72,0.25
2018-01-11,Belisario,Precaucion,58.48,0.25
2018-01-26,Belisario,Precaucion,71.71,0
2018-02-01,Belisario,Precaucion,51.68,0.31
2018-03-16,Belisario,Precaucion,58.89,0
2018-03-27,Belisario,Precaucion,52.73,0.41
2018-04-24,Belisario,Precaucion,53.51,0.3
2018-04-26,Belisario,Precaucion,51.48,0
2018-04-26,Belisario,Precaucion,55.14,0
2018-05-08,Belisario,Precaucion,51.35,0
2018-05-10,Belisario,Precaucion,62.53,0.38
2018-05-11,Belisario,Precaucion,68.53,0
2018-05-22,Belisario,Precaucion,60.16,0.28
2018-06-12,Belisario,Precaucion,59.44,0
2018-09-13,Belisario,Precaucion,56.12,0.47
2018-09-17,Belisario,Precaucion,55.26,0.12
2018-10-01,Belisario,Precaucion,57.85,0.32
2018-10-02,Belisario,Precaucion,58.09,0
2018-10-09,Belisario,Precaucion,52.61,0
2018-10-17,Belisario,Precaucion,53.82,0.33
2018-10-19,Belisario,Precaucion,58.77,0.17
2018-10-19,Belisario,Precaucion,59.62,0.17
2018-10-19,Belisario,Precaucion,53.24,0.17
2018-10-20,Belisario,Precaucion,52.88,0
2018-10-22,Belisario,Precaucion,54.21,0.36
2018-10-22,Belisario,Precaucion,61.04,0.36
2018-10-25,Belisario,Precaucion,60.57,0
2018-10-26,Belisario,Precaucion,54.11,0.46
2018-11-07,Belisario,Precaucion,54.24,0.28
2018-11-19,Belisario,Precaucion,54.58,0
2018-11-21,Belisario,Precaucion,51.06,0
2018-12-11,Belisario,Precaucion,52.76,0
2018-12-24,Belisario,Precaucion,56.2,0.36
2019-01-01,Belisario,Precaucion,54.02,0.18
2019-01-01,Belisario,Precaucion,112.41,0.18
2019-01-09,Belisario,Precaucion,57.48,0
2019-01-16,Belisario,Precaucion,52.78,0
2019-01-18,Belisario,Precaucion,70.22,0.42
2019-02-06,Belisario,Precaucion,53.16,0.47
2019-02-21,Belisario,Precaucion,51.74,0
2019-03-06,Belisario,Precaucion,60.19,0
2019-03-13,Belisario,Precaucion,53.92,0
2019-03-28,Belisario,Precaucion,70.23,0.39
2019-04-09,Belisario,Precaucion,59.99,0.26
2019-04-29,Belisario,Emergencia,447.11,0
2019-04-29,Belisario,Precaucion,72.88,0
2019-06-12,Belisario,Precaucion,59.64,0.42
2019-06-13,Belisario,Precaucion,58.5,0
2019-08-14,Belisario,Precaucion,54.47,0
2019-08-15,Belisario,Precaucion,53.94,0.54
2019-08-15,Belisario,Precaucion,61.89,0.54
2019-08-15,Belisario,Precaucion,62.85,0.54
2019-08-23,Belisario,Precaucion,61.46,0
2019-10-04,Belisario,Precaucion,61.9,0.39
2019-10-24,Belisario,Precaucion,65.21,0
2019-10-24,Belisario,Precaucion,51.95,0
2019-10-24,Belisario,Precaucion,51.93,0
2019-10-25,Belisario,Precaucion,62.94,0.35
2019-10-25,Belisario,Precaucion,62.51,0.35
2019-10-31,Belisario,Precaucion,52.93,0
2019-11-05,Belisario,Precaucion,81.8,0.29
2019-12-01,Belisario,Precaucion,57.18,0
2019-12-11,Belisario,Precaucion,51.39,0
2019-12-13,Belisario,Precaucion,59.44,0.59
2019-12-14,Belisario,Precaucion,56.21,0.45
2019-12-16,Belisario,Precaucion,58.62,0.4
2019-12-16,Belisario,Precaucion,59.72,0.4
2019-12-30,Belisario,Precaucion,65.36,0
2020-01-09,Belisario,Precaucion,60.6,0.38
2020-01-15,Belisario,Precaucion,104.3,0.26
2020-01-15,Belisario,Precaucion,74.98,0.26
2020-01-15,Belisario,Precaucion,56.65,0.26
2020-02-12,Belisario,Precaucion,58.41,0.42
2020-03-09,Belisario,Precaucion,58.77,0.34
2020-08-04,Belisario,Precaucion,51.26,0.29
2020-09-16,Belisario,Precaucion,68.09,0.51
2020-09-21,Belisario,Precaucion,52.19,0
2020-10-11,Belisario,Precaucion,51.7,0.15
2020-10-15,Belisario,Precaucion,55.95,0.32
2020-10-27,Belisario,Precaucion,51.21,0
2020-11-17,Belisario,Precaucion,58.93,0
2020-11-19,Belisario,Precaucion,54,0.38
2020-11-26,Belisario,Precaucion,53.87,0.47
2020-12-12,Belisario,Precaucion,61.55,0
2021-01-01,Belisario,Precaucion,78.11,0
2021-01-01,Belisario,Alerta,244.91,0
2021-01-01,Belisario,Precaucion,92.98,0
2021-01-01,Belisario,Precaucion,64.07,0
2021-01-01,Belisario,Precaucion,64.62,0
2021-01-01,Belisario,Precaucion,70.65,0
2021-01-01,Belisario,Precaucion,61.92,0
2021-01-01,Belisario,Precaucion,84.19,0
2021-01-23,Belisario,Precaucion,54.44,0.53
2021-04-03,Belisario,Precaucion,64.78,0
2021-06-03,Belisario,Precaucion,69.63,0.22
2021-06-05,Belisario,Precaucion,66.61,0.36
2021-06-11,Belisario,Precaucion,53.35,0
2021-10-01,Belisario,Precaucion,51.09,0
2021-10-03,Belisario,Precaucion,57.16,0.44
2021-10-06,Belisario,Precaucion,51.9,0
2021-10-14,Belisario,Precaucion,52.04,0.4
2021-10-15,Belisario,Precaucion,54.22,0
2021-10-15,Belisario,Precaucion,53.19,0
2021-11-23,Belisario,Alerta,201.2,0
2022-01-01,Belisario,Precaucion,66.62,0
2022-01-23,Belisario,Precaucion,54.39,0.21
2022-01-23,Belisario,Precaucion,73.61,0.21
2022-02-03,Belisario,Precaucion,62.71,0.4
2022-02-03,Belisario,Precaucion,57.08,0.4
2022-02-17,Belisario,Precaucion,54.35,0
2022-02-23,Belisario,Precaucion,52.09,0.35
2022-02-23,Belisario,Precaucion,58.97,0.35
2022-03-28,Belisario,Precaucion,56.08,0
2022-04-06,Belisario,Precaucion,55.71,0.46
2022-04-08,Belisario,Precaucion,52.39,0
2022-04-08,Belisario,Precaucion,85.5,0
2022-04-08,Belisario,Precaucion,51.98,0
2022-04-11,Belisario,Precaucion,54.02,0
2022-05-02,Belisario,Precaucion,52.4,0.35
2022-05-03,Belisario,Precaucion,75.6,0.09
2022-05-10,Belisario,Precaucion,53.27,0.27
2022-05-10,Belisario,Precaucion,57.76,0.27
2022-05-12,Belisario,Precaucion,59.4,0
2022-05-13,Belisario,Precaucion,73.51,0
2022-05-15,Belisario,Emergencia,705.36,0
2022-05-31,Belisario,Precaucion,62.69,0
2022-06-07,Belisario,Precaucion,60.11,0
2022-06-10,Belisario,Precaucion,58.17,0
2022-06-14,Belisario,Precaucion,63.34,0.46
2022-07-11,Belisario,Precaucion,53.63,0
2022-07-16,Belisario,Precaucion,56.73,0.53
2022-07-16,Belisario,Precaucion,64.25,0.53
2022-07-25,Belisario,Precaucion,52.14,0
2022-08-01,Belisario,Precaucion,53.01,0.43
2022-08-01,Belisario,Precaucion,60.61,0.43
2022-08-01,Belisario,Precaucion,62.43,0.43
2022-08-01,Belisario,Precaucion,54.46,0.43
2022-08-02,Belisario,Precaucion,57.27,0.22
2022-08-03,Belisario,Precaucion,52.41,0
2022-08-07,Belisario,Precaucion,54.46,0.25
2022-08-07,Belisario,Precaucion,51.38,0.25
2022-08-07,Belisario,Precaucion,52.28,0.25
2022-08-08,Belisario,Precaucion,52.61,0.28
2022-08-11,Belisario,Precaucion,53.09,0
2022-08-11,Belisario,Precaucion,58.95,0
2022-08-11,Belisario,Precaucion,63.06,0
2022-08-11,Belisario,Precaucion,58.38,0
2022-08-11,Belisario,Precaucion,52.07,0
2022-08-12,Belisario,Precaucion,63.3,0.15
2022-08-12,Belisario,Precaucion,81.05,0.15
2022-08-12,Belisario,Precaucion,86.4,0.15
2022-08-12,Belisario,Precaucion,84.15,0.15
2022-08-12,Belisario,Precaucion,78.36,0.15
2022-08-12,Belisario,Precaucion,69.08,0.15
2022-08-12,Belisario,Precaucion,65.41,0.15
2022-08-13,Belisario,Precaucion,71.44,0.17
2022-08-13,Belisario,Precaucion,96.21,0.17
2022-08-13,Belisario,Precaucion,110.81,0.17
2022-08-13,Belisario,Precaucion,104.41,0.17
2022-08-13,Belisario,Precaucion,90.36,0.17
2022-08-13,Belisario,Precaucion,85.74,0.17
2022-08-13,Belisario,Precaucion,74.68,0.17
2022-08-13,Belisario,Precaucion,61.7,0.17
2022-08-14,Belisario,Precaucion,52.84,0.26
2022-08-14,Belisario,Precaucion,60.84,0.26
2022-08-14,Belisario,Precaucion,66.84,0.26
2022-08-14,Belisario,Precaucion,72.97,0.26
2022-08-14,Belisario,Precaucion,77.21,0.26
2022-08-14,Belisario,Precaucion,68.29,0.26
2022-08-14,Belisario,Precaucion,64.02,0.26
2022-08-14,Belisario,Precaucion,53.64,0.26
2022-08-15,Belisario,Precaucion,52.86,0
2022-08-15,Belisario,Precaucion,53.2,0
2022-08-15,Belisario,Precaucion,52.13,0
2022-08-15,Belisario,Precaucion,51.24,0
2022-08-16,Belisario,Precaucion,51.76,0.11
2022-08-16,Belisario,Precaucion,58.02,0.11
2022-08-16,Belisario,Precaucion,56.36,0.11
2022-08-16,Belisario,Precaucion,56.6,0.11
2022-08-16,Belisario,Precaucion,53.9,0.11
2022-08-17,Belisario,Precaucion,55.32,0.31
2022-08-17,Belisario,Precaucion,58.4,0.31
2022-08-17,Belisario,Precaucion,58.72,0.31
2022-08-17,Belisario,Precaucion,62.81,0.31
2022-08-17,Belisario,Precaucion,61.15,0.31
2022-08-18,Belisario,Precaucion,65.21,0.01
2022-08-18,Belisario,Precaucion,72.44,0.01
2022-08-18,Belisario,Precaucion,70.63,0.01
2022-08-18,Belisario,Precaucion,66.39,0.01
2022-08-18,Belisario,Precaucion,66.56,0.01
2022-08-19,Belisario,Precaucion,55.78,0.4
2022-08-19,Belisario,Precaucion,56.17,0.4
2022-08-20,Belisario,Precaucion,54.66,0
2022-08-21,Belisario,Precaucion,56.53,0
2022-08-21,Belisario,Precaucion,62.87,0
2022-08-21,Belisario,Precaucion,61.96,0
2022-08-21,Belisario,Precaucion,66.52,0
2022-08-21,Belisario,Precaucion,67.19,0
2022-08-21,Belisario,Precaucion,64.84,0
2022-08-21,Belisario,Precaucion,65.51,0
2022-08-21,Belisario,Precaucion,61.57,0
2022-08-21,Belisario,Precaucion,55.97,0
2022-08-22,Belisario,Precaucion,57.6,0.53
2022-08-22,Belisario,Precaucion,69.25,0.53
2022-08-22,Belisario,Precaucion,71.32,0.53
2022-08-22,Belisario,Precaucion,73.65,0.53
2022-08-22,Belisario,Precaucion,72.79,0.53
2022-08-22,Belisario,Precaucion,65.24,0.53
2022-08-22,Belisario,Precaucion,66.19,0.53
2022-08-22,Belisario,Precaucion,58.62,0.53
2022-08-22,Belisario,Precaucion,52.06,0.53
2022-08-23,Belisario,Precaucion,56.02,0.09
2022-08-23,Belisario,Precaucion,62.36,0.09
2022-08-23,Belisario,Precaucion,69.1,0.09
2022-08-23,Belisario,Precaucion,69.65,0.09
2022-08-23,Belisario,Precaucion,70.58,0.09
2022-08-23,Belisario,Precaucion,70.09,0.09
2022-08-23,Belisario,Precaucion,63.32,0.09
2022-08-23,Belisario,Precaucion,51.94,0.09
2022-08-23,Belisario,Precaucion,54.67,0.09
2022-08-23,Belisario,Precaucion,54.59,0.09
2022-08-23,Belisario,Precaucion,68.74,0.09
2022-08-23,Belisario,Precaucion,84.28,0.09
2022-08-23,Belisario,Precaucion,84.56,0.09
2022-08-23,Belisario,Precaucion,88.4,0.09
2022-08-23,Belisario,Precaucion,83.39,0.09
2022-08-23,Belisario,Precaucion,74.51,0.09
2022-08-23,Belisario,Precaucion,72.65,0.09
2022-08-23,Belisario,Precaucion,53.58,0.09
2022-08-24,Belisario,Precaucion,54.5,0
2022-08-24,Belisario,Precaucion,56.54,0
2022-08-24,Belisario,Precaucion,53.32,0
2022-08-24,Belisario,Precaucion,64.86,0
2022-08-24,Belisario,Precaucion,76.03,0
2022-08-24,Belisario,Precaucion,69.54,0
2022-08-24,Belisario,Precaucion,66.81,0
2022-08-24,Belisario,Precaucion,67.65,0
2022-08-24,Belisario,Precaucion,55.44,0
2022-08-25,Belisario,Precaucion,51.58,0.21
2022-08-25,Belisario,Precaucion,62.44,0.21
2022-08-25,Belisario,Precaucion,72.87,0.21
2022-08-25,Belisario,Precaucion,60.64,0.21
2022-08-26,Belisario,Precaucion,55.1,0
2022-08-26,Belisario,Precaucion,59.69,0
2022-08-26,Belisario,Precaucion,69.4,0
2022-08-26,Belisario,Precaucion,77.44,0
2022-08-26,Belisario,Precaucion,80.67,0
2022-08-26,Belisario,Precaucion,74.38,0
2022-08-27,Belisario,Precaucion,57.91,0.04
2022-08-27,Belisario,Precaucion,70.38,0.04
2022-08-27,Belisario,Precaucion,75.14,0.04
2022-08-27,Belisario,Precaucion,77.12,0.04
2022-08-27,Belisario,Precaucion,73.39,0.04
2022-08-27,Belisario,Precaucion,55.8,0.04
2022-08-27,Belisario,Precaucion,53.76,0.04
2022-08-27,Belisario,Precaucion,54.38,0.04
2022-08-28,Belisario,Precaucion,54.32,0
2022-08-28,Belisario,Precaucion,71.72,0
2022-08-28,Belisario,Precaucion,73.16,0
2022-08-28,Belisario,Precaucion,75.49,0
2022-08-28,Belisario,Precaucion,70.85,0
2022-08-28,Belisario,Precaucion,70.9,0
2022-08-28,Belisario,Precaucion,70.03,0
2022-08-28,Belisario,Precaucion,60.64,0
2022-08-29,Belisario,Precaucion,57.75,0
2022-08-29,Belisario,Precaucion,61.35,0
2022-08-29,Belisario,Precaucion,52.13,0
2022-08-29,Belisario,Precaucion,51.78,0
2022-08-29,Belisario,Precaucion,55.97,0
2022-09-08,Belisario,Precaucion,51.61,0.11
2022-09-22,Belisario,Precaucion,61.55,0.28
2022-09-22,Belisario,Precaucion,53.84,0.28
2022-09-22,Belisario,Precaucion,51.31,0.28
2022-09-30,Belisario,Precaucion,52.2,0.35
2022-10-06,Belisario,Precaucion,55.49,0
2022-10-07,Belisario,Precaucion,67.42,0
2022-10-07,Belisario,Precaucion,52.45,0
2022-10-28,Belisario,Precaucion,52.06,0
2022-11-10,Belisario,Precaucion,53.59,0
2022-11-17,Belisario,Precaucion,63.26,0
2022-11-18,Belisario,Precaucion,84.82,0.37
2022-11-25,Belisario,Precaucion,51.18,0
2022-11-29,Belisario,Precaucion,59.53,0.56
2022-12-23,Belisario,Precaucion,54.54,0.29
2023-01-01,Belisario,Precaucion,78.41,0
2023-01-01,Belisario,Precaucion,121.59,0
2023-01-01,Belisario,Precaucion,83.13,0
2023-01-01,Belisario,Precaucion,65.76,0
2023-01-03,Belisario,Precaucion,60.95,0
2023-01-05,Belisario,Precaucion,51.23,0
2023-01-06,Belisario,Precaucion,52.91,0
2023-01-23,Belisario,Precaucion,55.01,0.26
2023-01-27,Belisario,Precaucion,96.05,0.23
2023-01-28,Belisario,Precaucion,79.95,0.27
2023-01-28,Belisario,Precaucion,129.49,0.27
2023-01-31,Belisario,Precaucion,54.3,0
2023-02-01,Belisario,Precaucion,60.31,0
2023-02-02,Belisario,Precaucion,51.48,0
2023-02-02,Belisario,Precaucion,55.24,0
2023-02-03,Belisario,Precaucion,52.62,0.21
2023-02-03,Belisario,Precaucion,61.72,0.21
2023-02-05,Belisario,Precaucion,53.59,0
2023-02-08,Belisario,Precaucion,54.64,0.23
2023-02-09,Belisario,Precaucion,59.86,0
2023-02-10,Belisario,Precaucion,54.56,0
2023-02-10,Belisario,Precaucion,72.33,0
2023-02-10,Belisario,Precaucion,57.59,0
2023-02-13,Belisario,Precaucion,59.05,0
2023-02-14,Belisario,Precaucion,56.84,0
2023-02-16,Belisario,Precaucion,56.1,0.53
2023-02-18,Belisario,Precaucion,51.94,0
2023-02-19,Belisario,Precaucion,66.11,0
2023-02-20,Belisario,Precaucion,90.45,0.39
2023-02-23,Belisario,Precaucion,52.78,0
2023-02-23,Belisario,Precaucion,51.25,0
2023-02-23,Belisario,Precaucion,57.31,0
2023-02-24,Belisario,Precaucion,57.51,0.19
2023-02-25,Belisario,Precaucion,60.89,0.19
2023-02-25,Belisario,Precaucion,60.29,0.19
2023-02-26,Belisario,Precaucion,51.51,0
2023-02-26,Belisario,Precaucion,57.2,0
2023-02-26,Belisario,Precaucion,52.74,0
2023-02-27,Belisario,Precaucion,51.47,0.84
2023-02-27,Belisario,Precaucion,56.89,0.84
2023-02-28,Belisario,Precaucion,62.09,0
2023-02-28,Belisario,Precaucion,52.04,0
2023-02-28,Belisario,Precaucion,51.04,0
2023-03-01,Belisario,Precaucion,52.38,0.37
2023-03-03,Belisario,Precaucion,59.93,0.48
2023-03-03,Belisario,Precaucion,51.24,0.48
2023-03-05,Belisario,Precaucion,55.93,0
2023-03-06,Belisario,Precaucion,56.57,0
2023-03-06,Belisario,Precaucion,63.02,0
2023-03-07,Belisario,Precaucion,57.98,0
2023-03-09,Belisario,Precaucion,51.86,0
2023-03-14,Belisario,Precaucion,55.21,0
2023-03-15,Belisario,Precaucion,64.41,0
2023-03-16,Belisario,Precaucion,52.28,0
2023-03-16,Belisario,Precaucion,56.33,0
2023-03-18,Belisario,Precaucion,55.58,0
2023-03-20,Belisario,Precaucion,51.36,0
2023-03-21,Belisario,Precaucion,65.38,0.49
2023-03-21,Belisario,Precaucion,52.1,0.49
2023-03-22,Belisario,Precaucion,51.38,0
2023-03-23,Belisario,Precaucion,60.81,0
2023-03-23,Belisario,Precaucion,70.76,0
2023-03-26,Belisario,Precaucion,55.37,0.56
2023-03-27,Belisario,Precaucion,63.25,0.37
2023-03-27,Belisario,Precaucion,51.54,0.37
2023-03-28,Belisario,Precaucion,58.99,0.48
2023-03-28,Belisario,Precaucion,87.82,0.48
2023-03-29,Belisario,Precaucion,62.35,0
2023-03-29,Belisario,Precaucion,57.21,0
2023-03-30,Belisario,Precaucion,54.7,0
2023-03-30,Belisario,Precaucion,51.57,0
2023-03-31,Belisario,Precaucion,55.61,0
2023-04-01,Belisario,Precaucion,58.79,0
2023-04-03,Belisario,Precaucion,54.18,0.28
2023-04-03,Belisario,Precaucion,56.59,0.28
2023-04-04,Belisario,Precaucion,54.49,0.49
2023-04-04,Belisario,Precaucion,77.16,0.49
2023-04-05,Belisario,Precaucion,66.49,0
2023-04-05,Belisario,Precaucion,51.44,0
2023-04-06,Belisario,Precaucion,56.03,0
2023-04-07,Belisario,Precaucion,57.4,0
2023-04-09,Belisario,Precaucion,97.28,0.22
2023-04-09,Belisario,Precaucion,52.74,0.22
2023-04-09,Belisario,Precaucion,66.35,0.22
2023-04-10,Belisario,Precaucion,69.72,0
2023-04-14,Belisario,Precaucion,57.95,0.55
2023-04-27,Belisario,Precaucion,72.18,0
2023-05-19,Belisario,Precaucion,52.61,0
2023-05-24,Belisario,Precaucion,53.52,0.27
2023-08-18,Belisario,Precaucion,73.76,0.08
2023-08-18,Belisario,Precaucion,119.34,0.08
2023-08-18,Belisario,Precaucion,135.9,0.08
2023-08-18,Belisario,Precaucion,63.92,0.08
2023-09-03,Belisario,Precaucion,56.8,0.5
2023-09-24,Belisario,Precaucion,55.13,0
2023-09-24,Belisario,Precaucion,55.59,0
2023-09-24,Belisario,Precaucion,64.31,0
2023-09-28,Belisario,Precaucion,51.31,0.17
2023-10-22,Belisario,Precaucion,71.63,0.49
2023-10-22,Belisario,Precaucion,53.47,0.49
2023-10-22,Belisario,Precaucion,93.86,0.49
2023-11-17,Belisario,Precaucion,51.92,0
2023-11-20,Belisario,Precaucion,122.86,0
2023-11-29,Belisario,Precaucion,53.99,0
2023-12-05,Belisario,Precaucion,55.29,0.4
2023-12-22,Belisario,Precaucion,55.01,0.49
2024-01-01,Belisario,Precaucion,52.28,0
2024-01-01,Belisario,Precaucion,112.34,0
2024-01-01,Belisario,Alerta,174.75,0
2024-01-01,Belisario,Alerta,214.89,0
2024-01-01,Belisario,Alarma,261.19,0
2024-01-01,Belisario,Alarma,273.12,0
2024-01-01,Belisario,Alarma,276.63,0
2024-01-01,Belisario,Alarma,263.82,0
2024-01-01,Belisario,Alerta,235.78,0
2024-01-01,Belisario,Precaucion,66.74,0
2024-01-02,Belisario,Precaucion,61.1,0
2024-01-02,Belisario,Precaucion,51.63,0
2024-02-01,Belisario,Precaucion,55.15,0.43
2024-02-19,Belisario,Precaucion,51.82,0
2024-02-28,Belisario,Precaucion,63.19,0.5
2024-02-29,Belisario,Precaucion,51.71,0
2024-03-20,Belisario,Precaucion,51.83,0.25
2024-03-21,Belisario,Precaucion,51.91,0.22
2024-03-22,Belisario,Precaucion,52.83,0
2024-03-23,Belisario,Precaucion,51.85,0
2024-03-25,Belisario,Precaucion,61.17,0
2024-03-26,Belisario,Precaucion,52.47,0
2024-03-26,Belisario,Precaucion,52.79,0
2024-04-03,Belisario,Precaucion,59.07,0
2024-04-11,Belisario,Precaucion,56.5,0.26
2024-04-15,Belisario,Precaucion,58.92,0
2024-04-16,Belisario,Precaucion,86.03,0.41
2024-04-16,Belisario,Precaucion,60.47,0.41
2024-04-20,Belisario,Precaucion,51.21,0.2
2024-04-22,Belisario,Precaucion,56.67,0
2024-04-23,Belisario,Precaucion,51.4,0.32
2024-04-25,Belisario,Precaucion,51.82,0
2024-04-25,Belisario,Precaucion,58,0
2024-04-27,Belisario,Precaucion,52.56,0
2024-04-30,Belisario,Precaucion,53.38,0
2024-04-30,Belisario,Precaucion,54.58,0
2024-04-30,Belisario,Precaucion,58.41,0
2024-04-30,Belisario,Precaucion,55.77,0
2024-05-06,Belisario,Precaucion,53.14,0
2024-05-09,Belisario,Precaucion,54.4,0
2024-05-09,Belisario,Precaucion,52.6,0
2024-05-13,Belisario,Precaucion,58.73,0
2024-05-13,Belisario,Precaucion,51.77,0
2024-05-13,Belisario,Precaucion,55.18,0
2024-05-13,Belisario,Precaucion,58.6,0
2024-08-30,Belisario,Precaucion,84.29,0.15
2024-09-04,Belisario,Precaucion,122.62,0.47
2024-09-04,Belisario,Alerta,152.9,0.47
2024-09-04,Belisario,Precaucion,84.87,0.47
2024-09-04,Belisario,Precaucion,75.18,0.47
2024-09-13,Belisario,Precaucion,90.49,0.26
2024-09-13,Belisario,Precaucion,60.15,0.26
2024-09-13,Belisario,Precaucion,88.78,0.26
2024-09-13,Belisario,Emergencia,361.33,0.26
2024-09-14,Belisario,Precaucion,53.8,0.13
2024-09-21,Belisario,Precaucion,61.57,0
2024-09-25,Belisario,Precaucion,69.04,0
2024-09-25,Belisario,Precaucion,95.8,0
2024-09-25,Belisario,Precaucion,116.94,0
2024-09-25,Belisario,Precaucion,96.21,0
2024-09-25,Belisario,Precaucion,112.35,0
2024-09-25,Belisario,Precaucion,149.59,0
2024-09-25,Belisario,Precaucion,84.64,0
2024-09-25,Belisario,Precaucion,57.01,0
2024-09-25,Belisario,Precaucion,123.27,0
2024-09-25,Belisario,Precaucion,56.97,0
2024-09-26,Belisario,Precaucion,70.49,0.24
2024-09-26,Belisario,Precaucion,54.66,0.24
2024-09-26,Belisario,Precaucion,58.81,0.24
2024-09-26,Belisario,Precaucion,52.52,0.24
2024-09-27,Belisario,Precaucion,58.66,0
2024-09-27,Belisario,Precaucion,54.69,0
2024-09-28,Belisario,Precaucion,61.49,0
2024-09-28,Belisario,Precaucion,83.6,0
2024-09-28,Belisario,Precaucion,77.04,0
2024-09-28,Belisario,Precaucion,54.73,0
2024-09-28,Belisario,Precaucion,60.84,0
2024-10-01,Belisario,Precaucion,56.86,0.45
2024-10-02,Belisario,Precaucion,62.83,0.58
2024-10-08,Belisario,Precaucion,56.06,0
2024-10-09,Belisario,Precaucion,57.92,0.58
2024-10-19,Belisario,Precaucion,54.58,0.22
2024-10-19,Belisario,Precaucion,59.49,0.22
2024-10-20,Belisario,Precaucion,55.55,0.31
2024-10-21,Belisario,Precaucion,53.68,0.3
2024-10-22,Belisario,Precaucion,52.8,0.32
2024-10-23,Belisario,Precaucion,53.26,0.49
2024-10-23,Belisario,Precaucion,54.98,0.49
2024-11-06,Belisario,Precaucion,66.25,0.21
2024-11-07,Belisario,Precaucion,71.03,0.57
2024-11-07,Belisario,Precaucion,61.89,0.57
2024-11-07,Belisario,Precaucion,53.47,0.57
2024-11-08,Belisario,Precaucion,51.24,0
2024-11-08,Belisario,Precaucion,60.24,0
2024-11-08,Belisario,Precaucion,55.36,0
2024-11-09,Belisario,Precaucion,56.07,0.58
2024-11-09,Belisario,Precaucion,59.06,0.58
2024-11-09,Belisario,Precaucion,53.18,0.58
2024-11-10,Belisario,Precaucion,73.11,0
2024-11-10,Belisario,Precaucion,51,0
2024-11-10,Belisario,Precaucion,64.41,0
2024-11-10,Belisario,Precaucion,56.17,0
2024-11-12,Belisario,Precaucion,66.9,0.37
2024-11-12,Belisario,Precaucion,54.21,0.37
2024-11-12,Belisario,Precaucion,55.16,0.37
2024-11-12,Belisario,Precaucion,70.43,0.37
2024-11-12,Belisario,Precaucion,62.52,0.37
2024-11-13,Belisario,Precaucion,52.74,0
2024-11-13,Belisario,Precaucion,55.63,0
2024-11-14,Belisario,Precaucion,68.94,0
2024-11-14,Belisario,Precaucion,61.3,0
2024-11-15,Belisario,Precaucion,60.35,0.46
2024-11-15,Belisario,Precaucion,53.78,0.46
2024-11-16,Belisario,Precaucion,72.07,0
2024-11-16,Belisario,Precaucion,87.25,0
2024-11-16,Belisario,Precaucion,56.76,0
2024-11-16,Belisario,Precaucion,59.17,0
2024-11-17,Belisario,Precaucion,62.42,0
2024-11-17,Belisario,Precaucion,60.09,0
2024-11-19,Belisario,Precaucion,52.49,0.41
2024-11-19,Belisario,Precaucion,56.59,0.41
2024-11-20,Belisario,Precaucion,51.38,0.44
2024-11-21,Belisario,Precaucion,64.15,0
2024-11-22,Belisario,Precaucion,52.85,0.41
2024-11-23,Belisario,Precaucion,56.01,0.32
2024-11-23,Belisario,Precaucion,56.43,0.32
2024-11-23,Belisario,Precaucion,51.28,0.32
2024-11-24,Belisario,Precaucion,55.61,0.35
2024-11-26,Belisario,Precaucion,60.15,0.22
2024-11-28,Belisario,Precaucion,61.18,0.5
2024-11-28,Belisario,Precaucion,51.87,0.5
2018-01-01,Carapungo,Alerta,162.58,0
2018-01-01,Carapungo,Alerta,178,0
2018-01-02,Carapungo,Precaucion,68.21,0
2018-01-02,Carapungo,Precaucion,87.23,0
2018-01-03,Carapungo,Precaucion,58.51,0.47
2018-01-03,Carapungo,Precaucion,68.33,0.47
2018-01-04,Carapungo,Precaucion,68.41,0.22
2018-01-04,Carapungo,Precaucion,74.5,0.22
2018-01-09,Carapungo,Precaucion,72.28,0.39
2018-01-09,Carapungo,Precaucion,60.07,0.39
2018-01-11,Carapungo,Precaucion,69.86,0.38
2018-01-11,Carapungo,Precaucion,90.82,0.38
2018-01-24,Carapungo,Precaucion,94.76,0.18
2018-01-24,Carapungo,Precaucion,107.54,0.18
2018-01-25,Carapungo,Precaucion,68.37,0.34
2018-01-26,Carapungo,Precaucion,55.39,0
2018-01-31,Carapungo,Precaucion,55.73,0.29
2018-01-31,Carapungo,Precaucion,60.59,0.29
2018-03-07,Carapungo,Precaucion,53.83,0
2018-03-10,Carapungo,Precaucion,85.97,0.19
2018-03-12,Carapungo,Precaucion,57.88,0.26
2018-03-15,Carapungo,Precaucion,62.72,0
2018-03-15,Carapungo,Precaucion,52.63,0
2018-03-16,Carapungo,Precaucion,55.6,0
2018-03-16,Carapungo,Precaucion,59.93,0
2018-03-20,Carapungo,Precaucion,65.12,0.52
