Estacion,Categoria,Valor Categoria,AOD,Min,Max
Carapungo,IQCA,Deseable,AOD_media,0.252,0.686
Carapungo,IQCA,Deseable,AOD_mediana,0.243,0.703
Carapungo,IQCA,Deseable,AOD_moda,0.178,0.703
Carapungo,IQCA_1,Deseable,AOD_media,0.252,0.686
Carapungo,IQCA_1,Deseable,AOD_mediana,0.243,0.703
Carapungo,IQCA_1,Deseable,AOD_moda,0.178,0.703
Carapungo,IQCA_1,Aceptable,AOD_media,0.334,0.334
Carapungo,IQCA_1,Aceptable,AOD_mediana,0.317,0.317
Carapungo,IQCA_1,Aceptable,AOD_moda,0.317,0.317
Carapungo,IQCA_7,Deseable,AOD_media,0.252,0.686
Carapungo,IQCA_7,Deseable,AOD_mediana,0.243,0.703
Carapungo,IQCA_7,Deseable,AOD_moda,0.178,0.703
Carapungo,IQCA_7,Aceptable,AOD_media,0.349,0.546
Carapungo,IQCA_7,Aceptable,AOD_mediana,0.349,0.546
Carapungo,IQCA_7,Aceptable,AOD_moda,0.346,0.546
Carapungo,IQCA_14,Deseable,AOD_media,0.252,0.686
Carapungo,IQCA_14,Deseable,AOD_mediana,0.243,0.703
Carapungo,IQCA_14,Deseable,AOD_moda,0.178,0.703
Carapungo,IQCA_14,Aceptable,AOD_media,0.334,0.501
Carapungo,IQCA_14,Aceptable,AOD_mediana,0.317,0.528
Carapungo,IQCA_14,Aceptable,AOD_moda,0.317,0.544
Carapungo,IQCA_18,Deseable,AOD_media,0.252,0.686
Carapungo,IQCA_18,Deseable,AOD_mediana,0.243,0.703
Carapungo,IQCA_18,Deseable,AOD_moda,0.178,0.703
SanAntonio,IQCA,Deseable,AOD_media,0.258,0.584
SanAntonio,IQCA,Deseable,AOD_mediana,0.254,0.588
SanAntonio,IQCA,Deseable,AOD_moda,0.265,0.582
SanAntonio,IQCA,Incorrecto,AOD_media,0.264,0.595
SanAntonio,IQCA,Incorrecto,AOD_mediana,0.258,0.595
SanAntonio,IQCA,Incorrecto,AOD_moda,0.17,0.595
SanAntonio,IQCA_1,Deseable,AOD_media,0.258,0.584
SanAntonio,IQCA_1,Deseable,AOD_mediana,0.254,0.588
SanAntonio,IQCA_1,Deseable,AOD_moda,0.265,0.582
SanAntonio,IQCA_1,Incorrecto,AOD_media,0.264,0.595
SanAntonio,IQCA_1,Incorrecto,AOD_mediana,0.258,0.595
SanAntonio,IQCA_1,Incorrecto,AOD_moda,0.17,0.595
SanAntonio,IQCA_7,Deseable,AOD_media,0.258,0.582
SanAntonio,IQCA_7,Deseable,AOD_mediana,0.254,0.582
SanAntonio,IQCA_7,Deseable,AOD_moda,0.265,0.582
SanAntonio,IQCA_7,Aceptable,AOD_media,0.426,0.483
SanAntonio,IQCA_7,Aceptable,AOD_mediana,0.406,0.489
SanAntonio,IQCA_7,Aceptable,AOD_moda,0.306,0.465
SanAntonio,IQCA_7,Incorrecto,AOD_media,0.264,0.595
SanAntonio,IQCA_7,Incorrecto,AOD_mediana,0.258,0.595
SanAntonio,IQCA_7,Incorrecto,AOD_moda,0.17,0.595
SanAntonio,IQCA_14,Deseable,AOD_media,0.258,0.584
SanAntonio,IQCA_14,Deseable,AOD_mediana,0.254,0.588
SanAntonio,IQCA_14,Deseable,AOD_moda,0.265,0.582
SanAntonio,IQCA_14,Incorrecto,AOD_media,0.264,0.595
SanAntonio,IQCA_14,Incorrecto,AOD_mediana,0.258,0.595
SanAntonio,IQCA_14,Incorrecto,AOD_moda,0.17,0.595
SanAntonio,IQCA_18,Deseable,AOD_media,0.307,0.584
SanAntonio,IQCA_18,Deseable,AOD_mediana,0.307,0.588
SanAntonio,IQCA_18,Deseable,AOD_moda,0.306,0.582
