Estacion,Categoria,Valor Categoria,AOD,Min,Max
Carapungo,IQCA,Deseable,AOD_media,0.108,0.625
Carapungo,IQCA,Deseable,AOD_mediana,0.109,0.681
Carapungo,IQCA,Deseable,AOD_moda,0.005,0.725
Carapungo,IQCA,Aceptable,AOD_media,0.262,0.525
Carapungo,IQCA,Aceptable,AOD_mediana,0.253,0.538
Carapungo,IQCA,Aceptable,AOD_moda,0.245,0.518
Carapungo,IQCA_1,Deseable,AOD_media,0.108,0.625
Carapungo,IQCA_1,Deseable,AOD_mediana,0.109,0.681
Carapungo,IQCA_1,Deseable,AOD_moda,0.005,0.725
Carapungo,IQCA_1,Aceptable,AOD_media,0.262,0.576
Carapungo,IQCA_1,Aceptable,AOD_mediana,0.253,0.569
Carapungo,IQCA_1,Aceptable,AOD_moda,0.245,0.569
Carapungo,IQCA_1,Incorrecto,AOD_media,0.389,0.389
Carapungo,IQCA_1,Incorrecto,AOD_mediana,0.417,0.417
Carapungo,IQCA_1,Incorrecto,AOD_moda,0.295,0.295
Carapungo,IQCA_7,Deseable,AOD_media,0.113,0.625
Carapungo,IQCA_7,Deseable,AOD_mediana,0.109,0.681
Carapungo,IQCA_7,Deseable,AOD_moda,0.088,0.725
Carapungo,IQCA_7,Aceptable,AOD_media,0.108,0.525
Carapungo,IQCA_7,Aceptable,AOD_mediana,0.11,0.538
Carapungo,IQCA_7,Aceptable,AOD_moda,0.005,0.53
Carapungo,IQCA_7,Incorrecto,AOD_media,0.389,0.389
Carapungo,IQCA_7,Incorrecto,AOD_mediana,0.417,0.417
Carapungo,IQCA_7,Incorrecto,AOD_moda,0.295,0.295
Carapungo,IQCA_14,Deseable,AOD_media,0.108,0.625
Carapungo,IQCA_14,Deseable,AOD_mediana,0.109,0.681
Carapungo,IQCA_14,Deseable,AOD_moda,0.005,0.725
Carapungo,IQCA_14,Aceptable,AOD_media,0.135,0.525
Carapungo,IQCA_14,Aceptable,AOD_mediana,0.129,0.538
Carapungo,IQCA_14,Aceptable,AOD_moda,0.084,0.53
Carapungo,IQCA_18,Deseable,AOD_media,0.108,0.625
Carapungo,IQCA_18,Deseable,AOD_mediana,0.109,0.681
Carapungo,IQCA_18,Deseable,AOD_moda,0.005,0.725
Carapungo,IQCA_18,Aceptable,AOD_media,0.248,0.525
Carapungo,IQCA_18,Aceptable,AOD_mediana,0.229,0.538
Carapungo,IQCA_18,Aceptable,AOD_moda,0.218,0.518
SanAntonio,IQCA,Deseable,AOD_media,0.115,0.555
SanAntonio,IQCA,Deseable,AOD_mediana,0.116,0.579
SanAntonio,IQCA,Deseable,AOD_moda,0.089,0.579
SanAntonio,IQCA,Aceptable,AOD_media,0.521,0.59
SanAntonio,IQCA,Aceptable,AOD_mediana,0.565,0.588
SanAntonio,IQCA,Aceptable,AOD_moda,0.565,0.592
SanAntonio,IQCA_1,Deseable,AOD_media,0.115,0.555
SanAntonio,IQCA_1,Deseable,AOD_mediana,0.116,0.579
SanAntonio,IQCA_1,Deseable,AOD_moda,0.089,0.579
SanAntonio,IQCA_1,Aceptable,AOD_media,0.312,0.36
SanAntonio,IQCA_1,Aceptable,AOD_mediana,0.321,0.343
SanAntonio,IQCA_1,Aceptable,AOD_moda,0.182,0.269
SanAntonio,IQCA_1,Incorrecto,AOD_media,0.271,0.59
SanAntonio,IQCA_1,Incorrecto,AOD_mediana,0.263,0.588
SanAntonio,IQCA_1,Incorrecto,AOD_moda,0.29,0.592
SanAntonio,IQCA_7,Deseable,AOD_media,0.115,0.553
SanAntonio,IQCA_7,Deseable,AOD_mediana,0.123,0.553
SanAntonio,IQCA_7,Deseable,AOD_moda,0.115,0.574
SanAntonio,IQCA_7,Aceptable,AOD_media,0.122,0.521
SanAntonio,IQCA_7,Aceptable,AOD_mediana,0.116,0.565
SanAntonio,IQCA_7,Aceptable,AOD_moda,0.089,0.565
SanAntonio,IQCA_7,Incorrecto,AOD_media,0.271,0.59
SanAntonio,IQCA_7,Incorrecto,AOD_mediana,0.263,0.588
SanAntonio,IQCA_7,Incorrecto,AOD_moda,0.29,0.592
SanAntonio,IQCA_14,Deseable,AOD_media,0.115,0.553
SanAntonio,IQCA_14,Deseable,AOD_mediana,0.116,0.553
SanAntonio,IQCA_14,Deseable,AOD_moda,0.089,0.574
SanAntonio,IQCA_14,Aceptable,AOD_media,0.271,0.59
SanAntonio,IQCA_14,Aceptable,AOD_mediana,0.263,0.588
SanAntonio,IQCA_14,Aceptable,AOD_moda,0.22,0.592
SanAntonio,IQCA_14,Incorrecto,AOD_media,0.145,0.555
SanAntonio,IQCA_14,Incorrecto,AOD_mediana,0.139,0.579
SanAntonio,IQCA_14,Incorrecto,AOD_moda,0.154,0.579
SanAntonio,IQCA_18,Deseable,AOD_media,0.115,0.555
SanAntonio,IQCA_18,Deseable,AOD_mediana,0.123,0.579
SanAntonio,IQCA_18,Deseable,AOD_moda,0.115,0.579
SanAntonio,IQCA_18,Aceptable,AOD_media,0.217,0.59
SanAntonio,IQCA_18,Aceptable,AOD_mediana,0.227,0.588
SanAntonio,IQCA_18,Aceptable,AOD_moda,0.158,0.592
SanAntonio,IQCA_18,Incorrecto,AOD_media,0.122,0.122
SanAntonio,IQCA_18,Incorrecto,AOD_mediana,0.116,0.116
SanAntonio,IQCA_18,Incorrecto,AOD_moda,0.089,0.089
Tumbaco,IQCA,Deseable,AOD_media,0.063,0.537
Tumbaco,IQCA,Deseable,AOD_mediana,0.059,0.544
Tumbaco,IQCA,Deseable,AOD_moda,0.058,0.57
Tumbaco,IQCA,Aceptable,AOD_media,0.479,0.55
Tumbaco,IQCA,Aceptable,AOD_mediana,0.486,0.556
Tumbaco,IQCA,Aceptable,AOD_moda,0.427,0.565
Tumbaco,IQCA,Incorrecto,AOD_media,0.277,0.277
Tumbaco,IQCA,Incorrecto,AOD_mediana,0.283,0.283
Tumbaco,IQCA,Incorrecto,AOD_moda,0.215,0.215
Tumbaco,IQCA_1,Deseable,AOD_media,0.063,0.55
Tumbaco,IQCA_1,Deseable,AOD_mediana,0.059,0.556
Tumbaco,IQCA_1,Deseable,AOD_moda,0.058,0.57
Tumbaco,IQCA_1,Aceptable,AOD_media,0.331,0.384
Tumbaco,IQCA_1,Aceptable,AOD_mediana,0.325,0.374
Tumbaco,IQCA_1,Aceptable,AOD_moda,0.306,0.373
Tumbaco,IQCA_1,Incorrecto,AOD_media,0.277,0.43
Tumbaco,IQCA_1,Incorrecto,AOD_mediana,0.283,0.439
Tumbaco,IQCA_1,Incorrecto,AOD_moda,0.215,0.448
Tumbaco,IQCA_7,Deseable,AOD_media,0.063,0.537
Tumbaco,IQCA_7,Deseable,AOD_mediana,0.059,0.544
Tumbaco,IQCA_7,Deseable,AOD_moda,0.058,0.57
Tumbaco,IQCA_7,Aceptable,AOD_media,0.124,0.55
Tumbaco,IQCA_7,Aceptable,AOD_mediana,0.117,0.556
Tumbaco,IQCA_7,Aceptable,AOD_moda,0.121,0.565
Tumbaco,IQCA_7,Incorrecto,AOD_media,0.277,0.43
Tumbaco,IQCA_7,Incorrecto,AOD_mediana,0.283,0.439
Tumbaco,IQCA_7,Incorrecto,AOD_moda,0.215,0.448
Tumbaco,IQCA_14,Deseable,AOD_media,0.063,0.55
Tumbaco,IQCA_14,Deseable,AOD_mediana,0.059,0.556
Tumbaco,IQCA_14,Deseable,AOD_moda,0.058,0.57
Tumbaco,IQCA_14,Aceptable,AOD_media,0.313,0.434
Tumbaco,IQCA_14,Aceptable,AOD_mediana,0.308,0.435
Tumbaco,IQCA_14,Aceptable,AOD_moda,0.308,0.386
Tumbaco,IQCA_14,Incorrecto,AOD_media,0.277,0.494
Tumbaco,IQCA_14,Incorrecto,AOD_mediana,0.283,0.5
Tumbaco,IQCA_14,Incorrecto,AOD_moda,0.215,0.475
Tumbaco,IQCA_18,Deseable,AOD_media,0.063,0.55
Tumbaco,IQCA_18,Deseable,AOD_mediana,0.059,0.556
Tumbaco,IQCA_18,Deseable,AOD_moda,0.058,0.57
Tumbaco,IQCA_18,Aceptable,AOD_media,0.414,0.525
Tumbaco,IQCA_18,Aceptable,AOD_mediana,0.401,0.517
Tumbaco,IQCA_18,Aceptable,AOD_moda,0.361,0.517
Tumbaco,IQCA_18,Incorrecto,AOD_media,0.277,0.277
Tumbaco,IQCA_18,Incorrecto,AOD_mediana,0.283,0.283
Tumbaco,IQCA_18,Incorrecto,AOD_moda,0.215,0.215
Guamani,IQCA,Deseable,AOD_media,0.113,0.872
Guamani,IQCA,Deseable,AOD_mediana,0.109,0.872
Guamani,IQCA,Deseable,AOD_moda,0.033,0.872
Guamani,IQCA,Aceptable,AOD_media,0.332,0.572
Guamani,IQCA,Aceptable,AOD_mediana,0.319,0.599
Guamani,IQCA,Aceptable,AOD_moda,0.319,0.599
Guamani,IQCA_1,Deseable,AOD_media,0.113,0.872
Guamani,IQCA_1,Deseable,AOD_mediana,0.109,0.872
Guamani,IQCA_1,Deseable,AOD_moda,0.033,0.872
Guamani,IQCA_1,Aceptable,AOD_media,0.214,0.572
Guamani,IQCA_1,Aceptable,AOD_mediana,0.209,0.599
Guamani,IQCA_1,Aceptable,AOD_moda,0.158,0.599
Guamani,IQCA_1,Precaucion,AOD_media,0.462,0.462
Guamani,IQCA_1,Precaucion,AOD_mediana,0.465,0.465
Guamani,IQCA_1,Precaucion,AOD_moda,0.482,0.482
