Estacion,Categoria,Valor Categoria,AOD,Min,Max
SanAntonio,IQCA_7,Aceptable,AOD_mediana,0.184,0.434
SanAntonio,IQCA_7,Aceptable,AOD_moda,0.143,0.452
SanAntonio,IQCA_7,Incorrecto,AOD_media,0.192,0.468
SanAntonio,IQCA_7,Incorrecto,AOD_mediana,0.201,0.446
SanAntonio,IQCA_7,Incorrecto,AOD_moda,0.182,0.52
SanAntonio,IQCA_14,Deseable,AOD_media,0.067,0.585
SanAntonio,IQCA_14,Deseable,AOD_mediana,0.053,0.585
SanAntonio,IQCA_14,Deseable,AOD_moda,0.011,0.585
SanAntonio,IQCA_14,Aceptable,AOD_media,0.236,0.436
SanAntonio,IQCA_14,Aceptable,AOD_mediana,0.252,0.434
SanAntonio,IQCA_14,Aceptable,AOD_moda,0.225,0.452
SanAntonio,IQCA_14,Incorrecto,AOD_media,0.192,0.468
SanAntonio,IQCA_14,Incorrecto,AOD_mediana,0.201,0.446
SanAntonio,IQCA_14,Incorrecto,AOD_moda,0.182,0.52
SanAntonio,IQCA_18,Deseable,AOD_media,0.104,0.585
SanAntonio,IQCA_18,Deseable,AOD_mediana,0.109,0.585
SanAntonio,IQCA_18,Deseable,AOD_moda,0.011,0.585
SanAntonio,IQCA_18,Aceptable,AOD_media,0.067,0.387
SanAntonio,IQCA_18,Aceptable,AOD_mediana,0.053,0.388
SanAntonio,IQCA_18,Aceptable,AOD_moda,0.053,0.395
SanAntonio,IQCA_18,Incorrecto,AOD_media,0.192,0.468
SanAntonio,IQCA_18,Incorrecto,AOD_mediana,0.201,0.446
SanAntonio,IQCA_18,Incorrecto,AOD_moda,0.183,0.52
Tumbaco,IQCA,Deseable,AOD_media,0.023,0.574
Tumbaco,IQCA,Deseable,AOD_mediana,0.017,0.575
Tumbaco,IQCA,Deseable,AOD_moda,0.014,0.547
Tumbaco,IQCA_1,Deseable,AOD_media,0.023,0.574
Tumbaco,IQCA_1,Deseable,AOD_mediana,0.017,0.575
Tumbaco,IQCA_1,Deseable,AOD_moda,0.014,0.547
Tumbaco,IQCA_7,Deseable,AOD_media,0.023,0.574
Tumbaco,IQCA_7,Deseable,AOD_mediana,0.017,0.575
Tumbaco,IQCA_7,Deseable,AOD_moda,0.014,0.547
Tumbaco,IQCA_7,Precaucion,AOD_media,0.214,0.214
Tumbaco,IQCA_7,Precaucion,AOD_mediana,0.236,0.236
Tumbaco,IQCA_7,Precaucion,AOD_moda,0.236,0.236
Tumbaco,IQCA_14,Deseable,AOD_media,0.023,0.574
Tumbaco,IQCA_14,Deseable,AOD_mediana,0.017,0.575
Tumbaco,IQCA_14,Deseable,AOD_moda,0.014,0.547
Tumbaco,IQCA_14,Aceptable,AOD_media,0.286,0.336
Tumbaco,IQCA_14,Aceptable,AOD_mediana,0.284,0.337
Tumbaco,IQCA_14,Aceptable,AOD_moda,0.264,0.314
Tumbaco,IQCA_18,Deseable,AOD_media,0.023,0.574
Tumbaco,IQCA_18,Deseable,AOD_mediana,0.017,0.575
Tumbaco,IQCA_18,Deseable,AOD_moda,0.014,0.547
Guamani,IQCA,Deseable,AOD_media,0.155,0.503
Guamani,IQCA,Deseable,AOD_mediana,0.153,0.558
Guamani,IQCA,Deseable,AOD_moda,0.072,0.558
Guamani,IQCA,Aceptable,AOD_media,0.322,0.489
Guamani,IQCA,Aceptable,AOD_mediana,0.318,0.489
Guamani,IQCA,Aceptable,AOD_moda,0.289,0.489
Guamani,IQCA_1,Deseable,AOD_media,0.155,0.503
Guamani,IQCA_1,Deseable,AOD_mediana,0.153,0.558
Guamani,IQCA_1,Deseable,AOD_moda,0.072,0.558
Guamani,IQCA_1,Incorrecto,AOD_media,0.36,0.36
Guamani,IQCA_1,Incorrecto,AOD_mediana,0.343,0.343
Guamani,IQCA_1,Incorrecto,AOD_moda,0.343,0.343
Guamani,IQCA_7,Deseable,AOD_media,0.155,0.503
Guamani,IQCA_7,Deseable,AOD_mediana,0.153,0.558
Guamani,IQCA_7,Deseable,AOD_moda,0.072,0.558
Guamani,IQCA_7,Aceptable,AOD_media,0.254,0.451
Guamani,IQCA_7,Aceptable,AOD_mediana,0.241,0.449
Guamani,IQCA_7,Aceptable,AOD_moda,0.272,0.43
Guamani,IQCA_7,Incorrecto,AOD_media,0.36,0.36
Guamani,IQCA_7,Incorrecto,AOD_mediana,0.343,0.343
Guamani,IQCA_7,Incorrecto,AOD_moda,0.343,0.343
Guamani,IQCA_14,Deseable,AOD_media,0.155,0.503
Guamani,IQCA_14,Deseable,AOD_mediana,0.153,0.558
Guamani,IQCA_14,Deseable,AOD_moda,0.072,0.558
Guamani,IQCA_14,Aceptable,AOD_media,0.36,0.489
Guamani,IQCA_14,Aceptable,AOD_mediana,0.343,0.489
Guamani,IQCA_14,Aceptable,AOD_moda,0.202,0.489
Guamani,IQCA_14,Precaucion,AOD_media,0.322,0.322
Guamani,IQCA_14,Precaucion,AOD_mediana,0.318,0.318
Guamani,IQCA_14,Precaucion,AOD_moda,0.289,0.289
Guamani,IQCA_14,Incorrecto,AOD_media,0.194,0.194
Guamani,IQCA_14,Incorrecto,AOD_mediana,0.157,0.157
Guamani,IQCA_14,Incorrecto,AOD_moda,0.103,0.103
Guamani,IQCA_18,Deseable,AOD_media,0.155,0.503
Guamani,IQCA_18,Deseable,AOD_mediana,0.153,0.558
Guamani,IQCA_18,Deseable,AOD_moda,0.072,0.558
Guamani,IQCA_18,Aceptable,AOD_media,0.181,0.489
Guamani,IQCA_18,Aceptable,AOD_mediana,0.177,0.51
Guamani,IQCA_18,Aceptable,AOD_moda,0.131,0.51
Guamani,IQCA_18,Precaucion,AOD_media,0.256,0.256
Guamani,IQCA_18,Precaucion,AOD_mediana,0.241,0.241
Guamani,IQCA_18,Precaucion,AOD_moda,0.211,0.211
Cotocollao,IQCA,Deseable,AOD_media,0.134,0.597
Cotocollao,IQCA,Deseable,AOD_mediana,0.124,0.597
Cotocollao,IQCA,Deseable,AOD_moda,0.137,0.597
Cotocollao,IQCA,Incorrecto,AOD_media,0.295,0.295
Cotocollao,IQCA,Incorrecto,AOD_mediana,0.274,0.274
Cotocollao,IQCA,Incorrecto,AOD_moda,0.256,0.256
Cotocollao,IQCA_1,Deseable,AOD_media,0.134,0.597
Cotocollao,IQCA_1,Deseable,AOD_mediana,0.124,0.597
Cotocollao,IQCA_1,Deseable,AOD_moda,0.137,0.597
Cotocollao,IQCA_1,Incorrecto,AOD_media,0.295,0.295
Cotocollao,IQCA_1,Incorrecto,AOD_mediana,0.274,0.274
Cotocollao,IQCA_1,Incorrecto,AOD_moda,0.256,0.256
Cotocollao,IQCA_7,Deseable,AOD_media,0.134,0.597
Cotocollao,IQCA_7,Deseable,AOD_mediana,0.124,0.597
Cotocollao,IQCA_7,Deseable,AOD_moda,0.137,0.597
Cotocollao,IQCA_7,Aceptable,AOD_media,0.157,0.403
Cotocollao,IQCA_7,Aceptable,AOD_mediana,0.148,0.432
Cotocollao,IQCA_7,Aceptable,AOD_moda,0.141,0.439
Cotocollao,IQCA_7,Incorrecto,AOD_media,0.295,0.295
Cotocollao,IQCA_7,Incorrecto,AOD_mediana,0.274,0.274
Cotocollao,IQCA_7,Incorrecto,AOD_moda,0.256,0.256
Cotocollao,IQCA_14,Deseable,AOD_media,0.134,0.597
Cotocollao,IQCA_14,Deseable,AOD_mediana,0.124,0.597
Cotocollao,IQCA_14,Deseable,AOD_moda,0.137,0.597
Cotocollao,IQCA_14,Incorrecto,AOD_media,0.295,0.465
Cotocollao,IQCA_14,Incorrecto,AOD_mediana,0.274,0.465
Cotocollao,IQCA_14,Incorrecto,AOD_moda,0.256,0.465
Cotocollao,IQCA_18,Deseable,AOD_media,0.134,0.597
Cotocollao,IQCA_18,Deseable,AOD_mediana,0.124,0.597
Cotocollao,IQCA_18,Deseable,AOD_moda,0.137,0.597
Cotocollao,IQCA_18,Aceptable,AOD_media,0.157,0.157
Cotocollao,IQCA_18,Aceptable,AOD_mediana,0.148,0.148
Cotocollao,IQCA_18,Aceptable,AOD_moda,0.141,0.141
Cotocollao,IQCA_18,Incorrecto,AOD_media,0.295,0.465
Cotocollao,IQCA_18,Incorrecto,AOD_mediana,0.274,0.465
Cotocollao,IQCA_18,Incorrecto,AOD_moda,0.256,0.465
Belisario,IQCA,Deseable,AOD_media,0.088,0.541
Belisario,IQCA,Deseable,AOD_mediana,0.08,0.543
Belisario,IQCA,Deseable,AOD_moda,0.01,0.549
Belisario,IQCA_1,Deseable,AOD_media,0.088,0.541
Belisario,IQCA_1,Deseable,AOD_mediana,0.08,0.543
Belisario,IQCA_1,Deseable,AOD_moda,0.01,0.549
Belisario,IQCA_7,Deseable,AOD_media,0.088,0.541
Belisario,IQCA_7,Deseable,AOD_mediana,0.08,0.543
Belisario,IQCA_7,Deseable,AOD_moda,0.01,0.549
Belisario,IQCA_7,Aceptable,AOD_media,0.346,0.402
Belisario,IQCA_7,Aceptable,AOD_mediana,0.345,0.407
Belisario,IQCA_7,Aceptable,AOD_moda,0.335,0.378
Belisario,IQCA_14,Deseable,AOD_media,0.144,0.541
Belisario,IQCA_14,Deseable,AOD_mediana,0.148,0.543
Belisario,IQCA_14,Deseable,AOD_moda,0.126,0.549
Belisario,IQCA_14,Aceptable,AOD_media,0.088,0.525
Belisario,IQCA_14,Aceptable,AOD_mediana,0.08,0.514
Belisario,IQCA_14,Aceptable,AOD_moda,0.01,0.514
Belisario,IQCA_14,Precaucion,AOD_media,0.31,0.31
Belisario,IQCA_14,Precaucion,AOD_mediana,0.307,0.307
Belisario,IQCA_14,Precaucion,AOD_moda,0.299,0.299
Belisario,IQCA_18,Deseable,AOD_media,0.088,0.541
Belisario,IQCA_18,Deseable,AOD_mediana,0.08,0.543
Belisario,IQCA_18,Deseable,AOD_moda,0.01,0.549
Belisario,IQCA_18,Aceptable,AOD_media,0.209,0.383
Belisario,IQCA_18,Aceptable,AOD_mediana,0.217,0.357
Belisario,IQCA_18,Aceptable,AOD_moda,0.212,0.317
Centro,IQCA,Deseable,AOD_media,0.107,0.572
Centro,IQCA,Deseable,AOD_mediana,0.098,0.576
Centro,IQCA,Deseable,AOD_moda,0.067,0.576
Centro,IQCA_1,Deseable,AOD_media,0.107,0.572
Centro,IQCA_1,Deseable,AOD_mediana,0.098,0.576
Centro,IQCA_1,Deseable,AOD_moda,0.067,0.576
Centro,IQCA_1,Incorrecto,AOD_media,0.357,0.357
Centro,IQCA_1,Incorrecto,AOD_mediana,0.349,0.349
Centro,IQCA_1,Incorrecto,AOD_moda,0.348,0.348
Centro,IQCA_7,Deseable,AOD_media,0.107,0.572
Centro,IQCA_7,Deseable,AOD_mediana,0.098,0.576
Centro,IQCA_7,Deseable,AOD_moda,0.067,0.576
Centro,IQCA_7,Aceptable,AOD_media,0.151,0.358
Centro,IQCA_7,Aceptable,AOD_mediana,0.15,0.35
Centro,IQCA_7,Aceptable,AOD_moda,0.17,0.381
Centro,IQCA_7,Incorrecto,AOD_media,0.357,0.357
Centro,IQCA_7,Incorrecto,AOD_mediana,0.349,0.349
Centro,IQCA_7,Incorrecto,AOD_moda,0.348,0.348
Centro,IQCA_14,Deseable,AOD_media,0.107,0.572
Centro,IQCA_14,Deseable,AOD_mediana,0.098,0.576
Centro,IQCA_14,Deseable,AOD_moda,0.067,0.576
Centro,IQCA_14,Aceptable,AOD_media,0.296,0.361
Centro,IQCA_14,Aceptable,AOD_mediana,0.299,0.371
Centro,IQCA_14,Aceptable,AOD_moda,0.28,0.387
Centro,IQCA_18,Deseable,AOD_media,0.107,0.572
Centro,IQCA_18,Deseable,AOD_mediana,0.098,0.576
Centro,IQCA_18,Deseable,AOD_moda,0.067,0.576
LosChillos,IQCA,Incorrecto,AOD_media,0.057,0.538
LosChillos,IQCA,Incorrecto,AOD_mediana,0.054,0.54
LosChillos,IQCA,Incorrecto,AOD_moda,0.045,0.54
LosChillos,IQCA_1,Incorrecto,AOD_media,0.057,0.538
LosChillos,IQCA_1,Incorrecto,AOD_mediana,0.054,0.54
LosChillos,IQCA_1,Incorrecto,AOD_moda,0.045,0.54
LosChillos,IQCA_7,Incorrecto,AOD_media,0.057,0.538
LosChillos,IQCA_7,Incorrecto,AOD_mediana,0.054,0.54
LosChillos,IQCA_7,Incorrecto,AOD_moda,0.045,0.54
LosChillos,IQCA_14,Incorrecto,AOD_media,0.057,0.538
LosChillos,IQCA_14,Incorrecto,AOD_mediana,0.054,0.54
LosChillos,IQCA_14,Incorrecto,AOD_moda,0.045,0.54
LosChillos,IQCA_18,Incorrecto,AOD_media,0.057,0.538
LosChillos,IQCA_18,Incorrecto,AOD_mediana,0.054,0.54
LosChillos,IQCA_18,Incorrecto,AOD_moda,0.045,0.54
ElCamal,IQCA,Deseable,AOD_media,0.095,0.566
ElCamal,IQCA,Deseable,AOD_mediana,0.082,0.576
ElCamal,IQCA,Deseable,AOD_moda,0.06,0.537
ElCamal,IQCA_1,Deseable,AOD_media,0.095,0.566
ElCamal,IQCA_1,Deseable,AOD_mediana,0.082,0.576
ElCamal,IQCA_1,Deseable,AOD_moda,0.06,0.537
ElCamal,IQCA_1,Aceptable,AOD_media,0.207,0.469
ElCamal,IQCA_1,Aceptable,AOD_mediana,0.201,0.468
ElCamal,IQCA_1,Aceptable,AOD_moda,0.112,0.464
ElCamal,IQCA_7,Deseable,AOD_media,0.095,0.517
ElCamal,IQCA_7,Deseable,AOD_mediana,0.082,0.521
ElCamal,IQCA_7,Deseable,AOD_moda,0.06,0.521
ElCamal,IQCA_7,Aceptable,AOD_media,0.204,0.553
ElCamal,IQCA_7,Aceptable,AOD_mediana,0.202,0.558
ElCamal,IQCA_7,Aceptable,AOD_moda,0.198,0.514
ElCamal,IQCA_7,Precaucion,AOD_media,0.17,0.459
ElCamal,IQCA_7,Precaucion,AOD_mediana,0.165,0.466
ElCamal,IQCA_7,Precaucion,AOD_moda,0.112,0.467
ElCamal,IQCA_7,Incorrecto,AOD_media,0.566,0.566
ElCamal,IQCA_7,Incorrecto,AOD_mediana,0.576,0.576
ElCamal,IQCA_7,Incorrecto,AOD_moda,0.537,0.537
ElCamal,IQCA_14,Deseable,AOD_media,0.095,0.517
ElCamal,IQCA_14,Deseable,AOD_mediana,0.082,0.521
ElCamal,IQCA_14,Deseable,AOD_moda,0.066,0.521
ElCamal,IQCA_14,Aceptable,AOD_media,0.166,0.566
ElCamal,IQCA_14,Aceptable,AOD_mediana,0.165,0.576
ElCamal,IQCA_14,Aceptable,AOD_moda,0.06,0.537
ElCamal,IQCA_14,Precaucion,AOD_media,0.34,0.501
ElCamal,IQCA_14,Precaucion,AOD_mediana,0.348,0.491
ElCamal,IQCA_14,Precaucion,AOD_moda,0.237,0.491
ElCamal,IQCA_18,Deseable,AOD_media,0.095,0.566
ElCamal,IQCA_18,Deseable,AOD_mediana,0.082,0.576
ElCamal,IQCA_18,Deseable,AOD_moda,0.066,0.537
ElCamal,IQCA_18,Aceptable,AOD_media,0.166,0.508
ElCamal,IQCA_18,Aceptable,AOD_mediana,0.165,0.51
ElCamal,IQCA_18,Aceptable,AOD_moda,0.06,0.51
