Estacion,Categoria,Valor Categoria,AOD,Min,Max
Carapungo,IQCA,Deseable,AOD_media,0.167,0.619
Carapungo,IQCA,Deseable,AOD_mediana,0.16,0.616
Carapungo,IQCA,Deseable,AOD_moda,0.126,0.583
Carapungo,IQCA,Aceptable,AOD_media,0.377,0.377
Carapungo,IQCA,Aceptable,AOD_mediana,0.38,0.38
Carapungo,IQCA,Aceptable,AOD_moda,0.438,0.438
Carapungo,IQCA_1,Deseable,AOD_media,0.167,0.619
Carapungo,IQCA_1,Deseable,AOD_mediana,0.16,0.616
Carapungo,IQCA_1,Deseable,AOD_moda,0.126,0.583
Carapungo,IQCA_1,Aceptable,AOD_media,0.377,0.411
Carapungo,IQCA_1,Aceptable,AOD_mediana,0.367,0.43
Carapungo,IQCA_1,Aceptable,AOD_moda,0.35,0.501
Carapungo,IQCA_7,Deseable,AOD_media,0.23,0.619
Carapungo,IQCA_7,Deseable,AOD_mediana,0.16,0.616
Carapungo,IQCA_7,Deseable,AOD_moda,0.126,0.581
Carapungo,IQCA_7,Aceptable,AOD_media,0.167,0.538
Carapungo,IQCA_7,Aceptable,AOD_mediana,0.171,0.559
Carapungo,IQCA_7,Aceptable,AOD_moda,0.149,0.583
Carapungo,IQCA_7,Precaucion,AOD_media,0.377,0.411
Carapungo,IQCA_7,Precaucion,AOD_mediana,0.38,0.43
Carapungo,IQCA_7,Precaucion,AOD_moda,0.438,0.501
Carapungo,IQCA_14,Deseable,AOD_media,0.167,0.56
Carapungo,IQCA_14,Deseable,AOD_mediana,0.171,0.564
Carapungo,IQCA_14,Deseable,AOD_moda,0.149,0.583
Carapungo,IQCA_14,Aceptable,AOD_media,0.322,0.619
Carapungo,IQCA_14,Aceptable,AOD_mediana,0.303,0.616
Carapungo,IQCA_14,Aceptable,AOD_moda,0.252,0.583
Carapungo,IQCA_14,Incorrecto,AOD_media,0.256,0.407
Carapungo,IQCA_14,Incorrecto,AOD_mediana,0.16,0.403
Carapungo,IQCA_14,Incorrecto,AOD_moda,0.126,0.154
Carapungo,IQCA_18,Deseable,AOD_media,0.167,0.619
Carapungo,IQCA_18,Deseable,AOD_mediana,0.171,0.616
Carapungo,IQCA_18,Deseable,AOD_moda,0.126,0.583
Carapungo,IQCA_18,Incorrecto,AOD_media,0.256,0.513
Carapungo,IQCA_18,Incorrecto,AOD_mediana,0.16,0.512
Carapungo,IQCA_18,Incorrecto,AOD_moda,0.154,0.583
SanAntonio,IQCA,Deseable,AOD_media,0.163,0.598
SanAntonio,IQCA,Deseable,AOD_mediana,0.158,0.598
SanAntonio,IQCA,Deseable,AOD_moda,0.13,0.598
SanAntonio,IQCA,Incorrecto,AOD_media,0.276,0.53
SanAntonio,IQCA,Incorrecto,AOD_mediana,0.282,0.53
SanAntonio,IQCA,Incorrecto,AOD_moda,0.236,0.53
SanAntonio,IQCA_1,Deseable,AOD_media,0.163,0.584
SanAntonio,IQCA_1,Deseable,AOD_mediana,0.158,0.584
SanAntonio,IQCA_1,Deseable,AOD_moda,0.13,0.584
SanAntonio,IQCA_1,Aceptable,AOD_media,0.403,0.455
SanAntonio,IQCA_1,Aceptable,AOD_mediana,0.397,0.467
SanAntonio,IQCA_1,Aceptable,AOD_moda,0.397,0.442
SanAntonio,IQCA_1,Incorrecto,AOD_media,0.184,0.598
SanAntonio,IQCA_1,Incorrecto,AOD_mediana,0.181,0.598
SanAntonio,IQCA_1,Incorrecto,AOD_moda,0.14,0.598
SanAntonio,IQCA_7,Deseable,AOD_media,0.163,0.532
SanAntonio,IQCA_7,Deseable,AOD_mediana,0.158,0.539
SanAntonio,IQCA_7,Deseable,AOD_moda,0.13,0.58
SanAntonio,IQCA_7,Aceptable,AOD_media,0.224,0.584
SanAntonio,IQCA_7,Aceptable,AOD_mediana,0.236,0.584
SanAntonio,IQCA_7,Aceptable,AOD_moda,0.141,0.584
SanAntonio,IQCA_7,Incorrecto,AOD_media,0.184,0.598
SanAntonio,IQCA_7,Incorrecto,AOD_mediana,0.181,0.598
SanAntonio,IQCA_7,Incorrecto,AOD_moda,0.14,0.598
SanAntonio,IQCA_14,Deseable,AOD_media,0.163,0.584
SanAntonio,IQCA_14,Deseable,AOD_mediana,0.158,0.584
SanAntonio,IQCA_14,Deseable,AOD_moda,0.13,0.584
SanAntonio,IQCA_14,Aceptable,AOD_media,0.532,0.598
SanAntonio,IQCA_14,Aceptable,AOD_mediana,0.539,0.598
SanAntonio,IQCA_14,Aceptable,AOD_moda,0.58,0.598
SanAntonio,IQCA_14,Incorrecto,AOD_media,0.276,0.53
SanAntonio,IQCA_14,Incorrecto,AOD_mediana,0.282,0.53
SanAntonio,IQCA_14,Incorrecto,AOD_moda,0.236,0.53
SanAntonio,IQCA_18,Deseable,AOD_media,0.163,0.598
SanAntonio,IQCA_18,Deseable,AOD_mediana,0.158,0.598
SanAntonio,IQCA_18,Deseable,AOD_moda,0.13,0.598
SanAntonio,IQCA_18,Aceptable,AOD_media,0.31,0.581
SanAntonio,IQCA_18,Aceptable,AOD_mediana,0.306,0.581
SanAntonio,IQCA_18,Aceptable,AOD_moda,0.306,0.581
SanAntonio,IQCA_18,Incorrecto,AOD_media,0.276,0.53
SanAntonio,IQCA_18,Incorrecto,AOD_mediana,0.282,0.53
SanAntonio,IQCA_18,Incorrecto,AOD_moda,0.236,0.53
Tumbaco,IQCA,Deseable,AOD_media,0.071,0.591
Tumbaco,IQCA,Deseable,AOD_mediana,0.038,0.593
Tumbaco,IQCA,Deseable,AOD_moda,0.02,0.593
Tumbaco,IQCA_1,Deseable,AOD_media,0.071,0.591
Tumbaco,IQCA_1,Deseable,AOD_mediana,0.038,0.593
Tumbaco,IQCA_1,Deseable,AOD_moda,0.02,0.593
Tumbaco,IQCA_1,Incorrecto,AOD_media,0.306,0.306
Tumbaco,IQCA_1,Incorrecto,AOD_mediana,0.292,0.292
Tumbaco,IQCA_1,Incorrecto,AOD_moda,0.316,0.316
Tumbaco,IQCA_7,Deseable,AOD_media,0.149,0.591
Tumbaco,IQCA_7,Deseable,AOD_mediana,0.143,0.593
Tumbaco,IQCA_7,Deseable,AOD_moda,0.105,0.593
Tumbaco,IQCA_7,Aceptable,AOD_media,0.071,0.452
Tumbaco,IQCA_7,Aceptable,AOD_mediana,0.038,0.47
Tumbaco,IQCA_7,Aceptable,AOD_moda,0.02,0.487
Tumbaco,IQCA_7,Incorrecto,AOD_media,0.306,0.306
Tumbaco,IQCA_7,Incorrecto,AOD_mediana,0.292,0.292
Tumbaco,IQCA_7,Incorrecto,AOD_moda,0.316,0.316
Tumbaco,IQCA_14,Deseable,AOD_media,0.071,0.591
Tumbaco,IQCA_14,Deseable,AOD_mediana,0.038,0.593
Tumbaco,IQCA_14,Deseable,AOD_moda,0.02,0.593
Tumbaco,IQCA_14,Aceptable,AOD_media,0.414,0.414
Tumbaco,IQCA_14,Aceptable,AOD_mediana,0.414,0.414
Tumbaco,IQCA_14,Aceptable,AOD_moda,0.378,0.378
Tumbaco,IQCA_18,Deseable,AOD_media,0.071,0.591
Tumbaco,IQCA_18,Deseable,AOD_mediana,0.038,0.593
Tumbaco,IQCA_18,Deseable,AOD_moda,0.02,0.593
Tumbaco,IQCA_18,Incorrecto,AOD_media,0.399,0.399
Tumbaco,IQCA_18,Incorrecto,AOD_mediana,0.398,0.398
Tumbaco,IQCA_18,Incorrecto,AOD_moda,0.398,0.398
Guamani,IQCA,Deseable,AOD_media,0.176,0.538
Guamani,IQCA,Deseable,AOD_mediana,0.184,0.538
Guamani,IQCA,Deseable,AOD_moda,0.156,0.538
Guamani,IQCA,Aceptable,AOD_media,0.187,0.438
Guamani,IQCA,Aceptable,AOD_mediana,0.163,0.411
Guamani,IQCA,Aceptable,AOD_moda,0.105,0.37
Guamani,IQCA_1,Deseable,AOD_media,0.176,0.538
Guamani,IQCA_1,Deseable,AOD_mediana,0.163,0.538
Guamani,IQCA_1,Deseable,AOD_moda,0.105,0.538
Guamani,IQCA_1,Aceptable,AOD_media,0.338,0.385
Guamani,IQCA_1,Aceptable,AOD_mediana,0.342,0.379
Guamani,IQCA_1,Aceptable,AOD_moda,0.324,0.409
Guamani,IQCA_7,Deseable,AOD_media,0.176,0.538
Guamani,IQCA_7,Deseable,AOD_mediana,0.184,0.538
Guamani,IQCA_7,Deseable,AOD_moda,0.156,0.538
