Estacion,Categoria,Valor Categoria,AOD,Min,Max
Carapungo,IQCA,Deseable,AOD_media,0.254,0.621
Carapungo,IQCA,Deseable,AOD_mediana,0.248,0.619
Carapungo,IQCA,Deseable,AOD_moda,0.138,0.613
Carapungo,IQCA,Aceptable,AOD_media,0.542,0.542
Carapungo,IQCA,Aceptable,AOD_mediana,0.561,0.561
Carapungo,IQCA,Aceptable,AOD_moda,0.528,0.528
Carapungo,IQCA_1,Deseable,AOD_media,0.254,0.621
Carapungo,IQCA_1,Deseable,AOD_mediana,0.248,0.619
Carapungo,IQCA_1,Deseable,AOD_moda,0.138,0.613
Carapungo,IQCA_1,Aceptable,AOD_media,0.347,0.598
Carapungo,IQCA_1,Aceptable,AOD_mediana,0.338,0.598
Carapungo,IQCA_1,Aceptable,AOD_moda,0.317,0.598
Carapungo,IQCA_1,Incorrecto,AOD_media,0.457,0.583
Carapungo,IQCA_1,Incorrecto,AOD_mediana,0.446,0.586
Carapungo,IQCA_1,Incorrecto,AOD_moda,0.436,0.586
Carapungo,IQCA_7,Deseable,AOD_media,0.254,0.598
Carapungo,IQCA_7,Deseable,AOD_mediana,0.271,0.598
Carapungo,IQCA_7,Deseable,AOD_moda,0.24,0.598
Carapungo,IQCA_7,Aceptable,AOD_media,0.261,0.621
Carapungo,IQCA_7,Aceptable,AOD_mediana,0.248,0.619
Carapungo,IQCA_7,Aceptable,AOD_moda,0.138,0.613
Carapungo,IQCA_7,Incorrecto,AOD_media,0.457,0.583
Carapungo,IQCA_7,Incorrecto,AOD_mediana,0.446,0.586
Carapungo,IQCA_7,Incorrecto,AOD_moda,0.436,0.586
Carapungo,IQCA_14,Deseable,AOD_media,0.254,0.621
Carapungo,IQCA_14,Deseable,AOD_mediana,0.248,0.619
Carapungo,IQCA_14,Deseable,AOD_moda,0.138,0.613
Carapungo,IQCA_14,Aceptable,AOD_media,0.314,0.549
Carapungo,IQCA_14,Aceptable,AOD_mediana,0.313,0.552
Carapungo,IQCA_14,Aceptable,AOD_moda,0.292,0.513
Carapungo,IQCA_14,Incorrecto,AOD_media,0.457,0.457
Carapungo,IQCA_14,Incorrecto,AOD_mediana,0.446,0.446
Carapungo,IQCA_14,Incorrecto,AOD_moda,0.436,0.436
Carapungo,IQCA_18,Deseable,AOD_media,0.254,0.621
Carapungo,IQCA_18,Deseable,AOD_mediana,0.248,0.619
Carapungo,IQCA_18,Deseable,AOD_moda,0.138,0.613
Carapungo,IQCA_18,Aceptable,AOD_media,0.325,0.325
Carapungo,IQCA_18,Aceptable,AOD_mediana,0.328,0.328
Carapungo,IQCA_18,Aceptable,AOD_moda,0.353,0.353
Carapungo,IQCA_18,Incorrecto,AOD_media,0.372,0.457
Carapungo,IQCA_18,Incorrecto,AOD_mediana,0.381,0.446
Carapungo,IQCA_18,Incorrecto,AOD_moda,0.381,0.436
SanAntonio,IQCA,Deseable,AOD_media,0.13,0.599
SanAntonio,IQCA,Deseable,AOD_mediana,0.124,0.599
SanAntonio,IQCA,Deseable,AOD_moda,0.066,0.599
SanAntonio,IQCA,Incorrecto,AOD_media,0.297,0.422
SanAntonio,IQCA,Incorrecto,AOD_mediana,0.301,0.428
SanAntonio,IQCA,Incorrecto,AOD_moda,0.301,0.493
SanAntonio,IQCA_1,Deseable,AOD_media,0.13,0.599
SanAntonio,IQCA_1,Deseable,AOD_mediana,0.124,0.599
SanAntonio,IQCA_1,Deseable,AOD_moda,0.066,0.599
SanAntonio,IQCA_1,Incorrecto,AOD_media,0.297,0.476
SanAntonio,IQCA_1,Incorrecto,AOD_mediana,0.301,0.483
SanAntonio,IQCA_1,Incorrecto,AOD_moda,0.301,0.493
SanAntonio,IQCA_7,Deseable,AOD_media,0.13,0.599
SanAntonio,IQCA_7,Deseable,AOD_mediana,0.124,0.599
SanAntonio,IQCA_7,Deseable,AOD_moda,0.066,0.599
SanAntonio,IQCA_7,Aceptable,AOD_media,0.496,0.598
SanAntonio,IQCA_7,Aceptable,AOD_mediana,0.485,0.598
SanAntonio,IQCA_7,Aceptable,AOD_moda,0.5,0.598
SanAntonio,IQCA_7,Incorrecto,AOD_media,0.297,0.476
SanAntonio,IQCA_7,Incorrecto,AOD_mediana,0.301,0.483
SanAntonio,IQCA_7,Incorrecto,AOD_moda,0.301,0.493
SanAntonio,IQCA_14,Deseable,AOD_media,0.13,0.599
SanAntonio,IQCA_14,Deseable,AOD_mediana,0.124,0.599
SanAntonio,IQCA_14,Deseable,AOD_moda,0.066,0.599
SanAntonio,IQCA_14,Aceptable,AOD_media,0.203,0.514
SanAntonio,IQCA_14,Aceptable,AOD_mediana,0.199,0.528
SanAntonio,IQCA_14,Aceptable,AOD_moda,0.206,0.551
SanAntonio,IQCA_14,Incorrecto,AOD_media,0.297,0.422
SanAntonio,IQCA_14,Incorrecto,AOD_mediana,0.301,0.428
SanAntonio,IQCA_14,Incorrecto,AOD_moda,0.301,0.493
