Estacion,Categoria,Valor Categoria,AOD,Min,Max
Carapungo,IQCA,Deseable,AOD_media,0.144,0.583
Carapungo,IQCA,Deseable,AOD_mediana,0.151,0.584
Carapungo,IQCA,Deseable,AOD_moda,0.156,0.584
Carapungo,IQCA,Aceptable,AOD_media,0.29,0.537
Carapungo,IQCA,Aceptable,AOD_mediana,0.28,0.543
Carapungo,IQCA,Aceptable,AOD_moda,0.331,0.554
Carapungo,IQCA_1,Deseable,AOD_media,0.144,0.583
Carapungo,IQCA_1,Deseable,AOD_mediana,0.163,0.584
Carapungo,IQCA_1,Deseable,AOD_moda,0.163,0.584
Carapungo,IQCA_1,Aceptable,AOD_media,0.153,0.537
Carapungo,IQCA_1,Aceptable,AOD_mediana,0.151,0.543
Carapungo,IQCA_1,Aceptable,AOD_moda,0.156,0.554
Carapungo,IQCA_7,Deseable,AOD_media,0.144,0.52
Carapungo,IQCA_7,Deseable,AOD_mediana,0.163,0.52
Carapungo,IQCA_7,Deseable,AOD_moda,0.163,0.503
Carapungo,IQCA_7,Aceptable,AOD_media,0.153,0.583
Carapungo,IQCA_7,Aceptable,AOD_mediana,0.151,0.584
Carapungo,IQCA_7,Aceptable,AOD_moda,0.156,0.584
Carapungo,IQCA_7,Precaucion,AOD_media,0.29,0.537
Carapungo,IQCA_7,Precaucion,AOD_mediana,0.28,0.543
Carapungo,IQCA_7,Precaucion,AOD_moda,0.352,0.554
Carapungo,IQCA_14,Deseable,AOD_media,0.144,0.583
Carapungo,IQCA_14,Deseable,AOD_mediana,0.151,0.584
Carapungo,IQCA_14,Deseable,AOD_moda,0.156,0.584
Carapungo,IQCA_14,Aceptable,AOD_media,0.244,0.537
Carapungo,IQCA_14,Aceptable,AOD_mediana,0.206,0.543
Carapungo,IQCA_14,Aceptable,AOD_moda,0.331,0.554
Carapungo,IQCA_18,Deseable,AOD_media,0.144,0.583
Carapungo,IQCA_18,Deseable,AOD_mediana,0.151,0.584
Carapungo,IQCA_18,Deseable,AOD_moda,0.156,0.584
Carapungo,IQCA_18,Aceptable,AOD_media,0.29,0.46
Carapungo,IQCA_18,Aceptable,AOD_mediana,0.28,0.457
Carapungo,IQCA_18,Aceptable,AOD_moda,0.316,0.452
SanAntonio,IQCA,Deseable,AOD_media,0.17,0.593
SanAntonio,IQCA,Deseable,AOD_mediana,0.148,0.593
SanAntonio,IQCA,Deseable,AOD_moda,0.122,0.593
SanAntonio,IQCA_1,Deseable,AOD_media,0.17,0.593
SanAntonio,IQCA_1,Deseable,AOD_mediana,0.148,0.593
SanAntonio,IQCA_1,Deseable,AOD_moda,0.122,0.593
SanAntonio,IQCA_1,Aceptable,AOD_media,0.414,0.507
SanAntonio,IQCA_1,Aceptable,AOD_mediana,0.41,0.503
SanAntonio,IQCA_1,Aceptable,AOD_moda,0.39,0.503
SanAntonio,IQCA_7,Deseable,AOD_media,0.17,0.533
SanAntonio,IQCA_7,Deseable,AOD_mediana,0.149,0.534
SanAntonio,IQCA_7,Deseable,AOD_moda,0.134,0.568
SanAntonio,IQCA_7,Aceptable,AOD_media,0.173,0.593
SanAntonio,IQCA_7,Aceptable,AOD_mediana,0.148,0.593
SanAntonio,IQCA_7,Aceptable,AOD_moda,0.122,0.593
SanAntonio,IQCA_14,Deseable,AOD_media,0.17,0.593
SanAntonio,IQCA_14,Deseable,AOD_mediana,0.148,0.593
SanAntonio,IQCA_14,Deseable,AOD_moda,0.122,0.593
SanAntonio,IQCA_14,Aceptable,AOD_media,0.236,0.342
