Fecha,SanAntonio
2017-03-23 00:00:00+00:00,15.745555555555557
2017-03-24 00:00:00+00:00,14.530833333333334
2017-03-25 00:00:00+00:00,15.833333333333334
2017-03-26 00:00:00+00:00,14.319166666666668
2017-03-27 00:00:00+00:00,15.619583333333333
2017-03-28 00:00:00+00:00,15.87
2017-03-29 00:00:00+00:00,15.445833333333333
2017-03-30 00:00:00+00:00,14.508333333333333
2017-03-31 00:00:00+00:00,13.282083333333333
2017-04-01 00:00:00+00:00,15.184583333333334
2017-04-02 00:00:00+00:00,15.3275
2017-04-03 00:00:00+00:00,15.600833333333334
2017-04-04 00:00:00+00:00,16.031666666666666
2017-04-05 00:00:00+00:00,16.42125
2017-04-06 00:00:00+00:00,16.503333333333334
2017-04-07 00:00:00+00:00,16.219166666666666
2017-04-08 00:00:00+00:00,14.691249999999998
2017-04-09 00:00:00+00:00,14.311666666666667
2017-04-10 00:00:00+00:00,15.38875
2017-04-11 00:00:00+00:00,15.452083333333334
2017-04-12 00:00:00+00:00,16.15458333333333
2017-04-13 00:00:00+00:00,16.773333333333333
2017-04-14 00:00:00+00:00,15.885416666666666
2017-04-15 00:00:00+00:00,17.474999999999998
2017-04-16 00:00:00+00:00,16.795294117647057
2017-04-17 00:00:00+00:00,17.56866666666667
2017-04-18 00:00:00+00:00,15.734166666666667
2017-04-19 00:00:00+00:00,14.707500000000001
2017-04-20 00:00:00+00:00,14.5475
2017-04-21 00:00:00+00:00,16.526666666666667
2017-04-22 00:00:00+00:00,16.66875
2017-04-23 00:00:00+00:00,17.107083333333332
2017-04-24 00:00:00+00:00,16.381666666666668
2017-04-25 00:00:00+00:00,16.195
2017-04-26 00:00:00+00:00,15.045833333333334
2017-04-27 00:00:00+00:00,16.77958333333333
2017-04-28 00:00:00+00:00,17.384583333333335
2017-04-29 00:00:00+00:00,15.991666666666667
2017-04-30 00:00:00+00:00,14.6875
2017-05-01 00:00:00+00:00,14.992083333333333
2017-05-02 00:00:00+00:00,15.575454545454546
2017-05-03 00:00:00+00:00,16.688750000000002
2017-05-04 00:00:00+00:00,16.40041666666667
2017-05-05 00:00:00+00:00,14.439583333333333
2017-05-06 00:00:00+00:00,14.732083333333334
2017-05-07 00:00:00+00:00,14.6975
2017-05-08 00:00:00+00:00,13.852083333333333
2017-05-09 00:00:00+00:00,14.73625
2017-05-10 00:00:00+00:00,13.568333333333333
2017-05-11 00:00:00+00:00,14.307916666666666
2017-05-12 00:00:00+00:00,14.52375
2017-05-13 00:00:00+00:00,15.409583333333332
2017-05-14 00:00:00+00:00,14.837916666666667
2017-05-15 00:00:00+00:00,15.262083333333335
2017-05-16 00:00:00+00:00,15.399583333333332
2017-05-17 00:00:00+00:00,15.370416666666666
2017-05-18 00:00:00+00:00,15.920416666666666
2017-05-19 00:00:00+00:00,15.694782608695652
2017-05-20 00:00:00+00:00,15.950000000000001
2017-05-21 00:00:00+00:00,15.22125
2017-05-22 00:00:00+00:00,15.30625
2017-05-23 00:00:00+00:00,16.177083333333332
2017-05-24 00:00:00+00:00,16.027083333333334
2017-05-25 00:00:00+00:00,16.659583333333334
2017-05-26 00:00:00+00:00,15.28625
2017-05-27 00:00:00+00:00,15.417083333333332
2017-05-28 00:00:00+00:00,16.247083333333332
2017-05-29 00:00:00+00:00,14.55625
2017-05-30 00:00:00+00:00,15.585416666666667
2017-05-31 00:00:00+00:00,15.763333333333334
2017-06-01 00:00:00+00:00,16.765416666666667
2017-06-02 00:00:00+00:00,16.600833333333334
2017-06-03 00:00:00+00:00,16.628333333333334
2017-06-04 00:00:00+00:00,16.698333333333334
2017-06-05 00:00:00+00:00,16.778333333333332
2017-06-06 00:00:00+00:00,15.84375
2017-06-07 00:00:00+00:00,15.441249999999998
2017-06-08 00:00:00+00:00,15.172083333333333
2017-06-09 00:00:00+00:00,15.231666666666667
2017-06-10 00:00:00+00:00,16.14
2017-06-11 00:00:00+00:00,15.388333333333334
2017-06-12 00:00:00+00:00,15.44
2017-06-13 00:00:00+00:00,14.1075
2017-06-14 00:00:00+00:00,14.309583333333334
2017-06-15 00:00:00+00:00,15.42125
2017-06-16 00:00:00+00:00,14.737916666666665
2017-06-17 00:00:00+00:00,14.96125
2017-06-18 00:00:00+00:00,15.089583333333332
2017-06-19 00:00:00+00:00,16.24125
2017-06-20 00:00:00+00:00,14.399583333333332
2017-06-21 00:00:00+00:00,15.210833333333333
2017-06-22 00:00:00+00:00,15.36125
2017-06-23 00:00:00+00:00,15.445416666666667
2017-06-24 00:00:00+00:00,15.813333333333333
2017-06-25 00:00:00+00:00,14.71875
2017-06-26 00:00:00+00:00,15.472916666666668
2017-06-27 00:00:00+00:00,15.363750000000001
2017-06-28 00:00:00+00:00,14.98625
2017-06-29 00:00:00+00:00,15.837083333333332
2017-06-30 00:00:00+00:00,17.285
2017-07-01 00:00:00+00:00,16.125416666666666
2017-07-02 00:00:00+00:00,16.1525
