Fecha,ElCamal
2004-01-01 00:00:00+00:00,15.505
2004-01-02 00:00:00+00:00,16.207916666666666
2004-01-03 00:00:00+00:00,15.1225
2004-01-04 00:00:00+00:00,14.345833333333333
2004-01-05 00:00:00+00:00,13.39625
2004-01-06 00:00:00+00:00,13.262916666666667
2004-01-07 00:00:00+00:00,12.383333333333333
2004-01-08 00:00:00+00:00,13.402916666666668
2004-01-09 00:00:00+00:00,13.197916666666666
2004-01-10 00:00:00+00:00,14.518333333333333
2004-01-11 00:00:00+00:00,14.664166666666667
2004-01-12 00:00:00+00:00,14.987916666666665
2004-01-13 00:00:00+00:00,15.0725
2004-01-14 00:00:00+00:00,14.385416666666666
2004-01-15 00:00:00+00:00,13.425833333333332
2004-01-16 00:00:00+00:00,12.888333333333334
2004-01-17 00:00:00+00:00,12.082916666666668
2004-01-18 00:00:00+00:00,12.245416666666666
2004-01-19 00:00:00+00:00,12.674583333333333
2004-01-20 00:00:00+00:00,13.254166666666668
2004-01-21 00:00:00+00:00,11.759166666666667
2004-01-22 00:00:00+00:00,11.5775
2004-01-23 00:00:00+00:00,13.076666666666668
2004-01-24 00:00:00+00:00,13.573749999999999
2004-01-25 00:00:00+00:00,13.397083333333333
2004-01-26 00:00:00+00:00,12.915416666666667
2004-01-27 00:00:00+00:00,12.905416666666667
2004-01-28 00:00:00+00:00,12.582083333333335
2004-01-29 00:00:00+00:00,13.228571428571428
2004-01-30 00:00:00+00:00,13.277500000000002
2004-01-31 00:00:00+00:00,13.53625
2004-02-01 00:00:00+00:00,14.165833333333333
2004-02-02 00:00:00+00:00,13.798333333333334
2004-02-03 00:00:00+00:00,13.189583333333333
2004-02-04 00:00:00+00:00,12.6625
2004-02-05 00:00:00+00:00,13.52625
2004-02-06 00:00:00+00:00,13.364583333333334
2004-02-07 00:00:00+00:00,13.485
2004-02-08 00:00:00+00:00,13.10375
2004-02-09 00:00:00+00:00,13.605416666666668
2004-02-10 00:00:00+00:00,14.142727272727273
2004-02-11 00:00:00+00:00,14.255833333333333
2004-02-12 00:00:00+00:00,13.8725
2004-02-13 00:00:00+00:00,13.496249999999998
2004-02-14 00:00:00+00:00,13.612916666666665
2004-02-15 00:00:00+00:00,14.232916666666666
2004-02-16 00:00:00+00:00,14.015
2004-02-17 00:00:00+00:00,14.188333333333333
2004-02-18 00:00:00+00:00,13.72125
2004-02-19 00:00:00+00:00,12.59875
2004-02-20 00:00:00+00:00,13.149166666666666
2004-02-21 00:00:00+00:00,13.327916666666667
2004-02-22 00:00:00+00:00,12.813333333333333
2004-02-23 00:00:00+00:00,12.365
