Fecha,Cotocollao
2004-01-01 00:00:00+00:00,14.505416666666667
2004-01-02 00:00:00+00:00,15.17375
2004-01-03 00:00:00+00:00,14.342916666666667
2004-01-04 00:00:00+00:00,14.131666666666668
2004-01-05 00:00:00+00:00,13.757916666666667
2004-01-06 00:00:00+00:00,13.715416666666668
2004-01-07 00:00:00+00:00,12.653333333333334
2004-01-08 00:00:00+00:00,13.409166666666666
2004-01-09 00:00:00+00:00,13.800416666666665
2004-01-10 00:00:00+00:00,14.581666666666665
2004-01-11 00:00:00+00:00,14.485416666666666
2004-01-12 00:00:00+00:00,14.769166666666665
2004-01-13 00:00:00+00:00,14.479999999999999
2004-01-14 00:00:00+00:00,14.261249999999999
2004-01-15 00:00:00+00:00,12.857826086956523
2004-01-16 00:00:00+00:00,12.677916666666667
2004-01-17 00:00:00+00:00,12.079166666666666
2004-01-18 00:00:00+00:00,12.305
2004-01-19 00:00:00+00:00,12.814583333333333
2004-01-20 00:00:00+00:00,12.792499999999999
2004-01-21 00:00:00+00:00,11.284999999999998
2004-01-22 00:00:00+00:00,11.547083333333333
2004-01-23 00:00:00+00:00,13.13875
2004-01-24 00:00:00+00:00,13.0025
2004-01-25 00:00:00+00:00,13.079166666666666
2004-01-26 00:00:00+00:00,12.269166666666665
2004-01-27 00:00:00+00:00,12.800416666666665
2004-01-28 00:00:00+00:00,12.806666666666667
2004-01-29 00:00:00+00:00,12.899583333333332
2004-01-30 00:00:00+00:00,13.427083333333334
2004-01-31 00:00:00+00:00,13.47875
2004-02-01 00:00:00+00:00,13.76375
2004-02-02 00:00:00+00:00,13.036666666666667
2004-02-03 00:00:00+00:00,12.712916666666667
2004-02-04 00:00:00+00:00,12.28625
2004-02-05 00:00:00+00:00,12.825833333333334
2004-02-06 00:00:00+00:00,13.200416666666667
2004-02-07 00:00:00+00:00,13.315
2004-02-08 00:00:00+00:00,13.030000000000001
2004-02-09 00:00:00+00:00,13.014545454545454
2004-02-10 00:00:00+00:00,14.165833333333333
2004-02-11 00:00:00+00:00,14.42875
2004-02-12 00:00:00+00:00,13.432083333333333
2004-02-13 00:00:00+00:00,13.597916666666668
2004-02-14 00:00:00+00:00,14.085833333333333
2004-02-15 00:00:00+00:00,13.703333333333333
2004-02-16 00:00:00+00:00,13.787916666666668
2004-02-17 00:00:00+00:00,14.4225
2004-02-18 00:00:00+00:00,13.825416666666667
2004-02-19 00:00:00+00:00,13.614166666666668
2004-02-20 00:00:00+00:00,13.645416666666668
2004-02-21 00:00:00+00:00,13.64
2004-02-22 00:00:00+00:00,13.077916666666667
2004-02-23 00:00:00+00:00,12.25875
2004-02-24 00:00:00+00:00,12.854999999999999
2004-02-25 00:00:00+00:00,11.949583333333335
2004-02-26 00:00:00+00:00,14.25
2004-02-27 00:00:00+00:00,13.451666666666666
2004-02-28 00:00:00+00:00,12.8225
2004-02-29 00:00:00+00:00,13.867916666666666
2004-03-01 00:00:00+00:00,13.96625
2004-03-02 00:00:00+00:00,13.8675
2004-03-03 00:00:00+00:00,14.061666666666667
2004-03-04 00:00:00+00:00,13.069166666666668
2004-03-05 00:00:00+00:00,13.469583333333333
2004-03-06 00:00:00+00:00,13.23375
2004-03-07 00:00:00+00:00,12.28625
2004-03-08 00:00:00+00:00,13.725000000000001
2004-03-09 00:00:00+00:00,14.323333333333332
2004-03-10 00:00:00+00:00,14.230416666666668
2004-03-11 00:00:00+00:00,14.362499999999999
2004-03-12 00:00:00+00:00,14.42875
2004-03-13 00:00:00+00:00,14.920416666666666
2004-03-14 00:00:00+00:00,15.187916666666666
2004-03-15 00:00:00+00:00,14.672916666666666
2004-03-16 00:00:00+00:00,14.452916666666667
2004-03-17 00:00:00+00:00,14.645833333333334
2004-03-18 00:00:00+00:00,14.4
2004-03-19 00:00:00+00:00,14.115909090909092
2004-03-20 00:00:00+00:00,14.34625
2004-03-21 00:00:00+00:00,14.212083333333332
2004-03-22 00:00:00+00:00,14.668750000000001
2004-03-23 00:00:00+00:00,15.74
2004-03-24 00:00:00+00:00,14.534583333333332
2004-03-25 00:00:00+00:00,13.47181818181818
2004-03-26 00:00:00+00:00,13.619583333333333
2004-03-27 00:00:00+00:00,12.875833333333333
2004-03-28 00:00:00+00:00,11.594999999999999
2004-03-29 00:00:00+00:00,12.904166666666667
2004-03-30 00:00:00+00:00,14.482083333333334
2004-03-31 00:00:00+00:00,15.071666666666665
2004-04-01 00:00:00+00:00,14.756666666666668
2004-04-02 00:00:00+00:00,14.223333333333334
2004-04-03 00:00:00+00:00,13.447916666666666
2004-04-04 00:00:00+00:00,14.099166666666667
2004-04-05 00:00:00+00:00,14.9925
2004-04-06 00:00:00+00:00,13.809583333333334
2004-04-07 00:00:00+00:00,15.24304347826087
2004-04-08 00:00:00+00:00,13.6428
2004-04-09 00:00:00+00:00,13.45125
2004-04-10 00:00:00+00:00,13.201666666666666
2004-04-11 00:00:00+00:00,13.339583333333332
2004-04-12 00:00:00+00:00,13.536666666666667
2004-04-13 00:00:00+00:00,13.352916666666667
2004-04-14 00:00:00+00:00,12.192916666666667
2004-04-15 00:00:00+00:00,11.928333333333333
2004-04-16 00:00:00+00:00,12.792083333333332
2004-04-17 00:00:00+00:00,13.551250000000001
2004-04-18 00:00:00+00:00,13.827916666666667
2004-04-19 00:00:00+00:00,14.258333333333333
2004-04-20 00:00:00+00:00,13.560833333333333
2004-04-21 00:00:00+00:00,13.258333333333333
2004-04-22 00:00:00+00:00,11.499166666666667
2004-04-23 00:00:00+00:00,10.878749999999998
2004-04-24 00:00:00+00:00,12.393749999999999
2004-04-25 00:00:00+00:00,12.212916666666667
2004-04-26 00:00:00+00:00,11.9475
2004-04-27 00:00:00+00:00,13.79625
2004-04-28 00:00:00+00:00,14.89625
2004-04-29 00:00:00+00:00,14.551250000000001
2004-04-30 00:00:00+00:00,13.780909090909091
2004-05-01 00:00:00+00:00,14.212916666666667
2004-05-02 00:00:00+00:00,13.918750000000001
2004-05-03 00:00:00+00:00,14.077083333333334
2004-05-04 00:00:00+00:00,14.364166666666668
2004-05-05 00:00:00+00:00,14.153333333333334
2004-05-06 00:00:00+00:00,15.845416666666667
2004-05-07 00:00:00+00:00,15.140833333333333
2004-05-08 00:00:00+00:00,16.069583333333334
2004-05-09 00:00:00+00:00,15.002916666666666
2004-05-10 00:00:00+00:00,14.962083333333332
2004-05-11 00:00:00+00:00,14.792499999999999
2004-05-12 00:00:00+00:00,14.790416666666667
2004-05-13 00:00:00+00:00,15.256666666666668
2004-05-14 00:00:00+00:00,13.907777777777778
2004-05-15 00:00:00+00:00,13.111666666666666
2004-05-16 00:00:00+00:00,13.832083333333332
2004-05-17 00:00:00+00:00,13.926250000000001
2004-05-18 00:00:00+00:00,12.566666666666668
2004-05-19 00:00:00+00:00,11.568333333333333
2004-05-20 00:00:00+00:00,13.61625
2004-05-21 00:00:00+00:00,13.542916666666665
2004-05-22 00:00:00+00:00,12.543333333333335
2004-05-23 00:00:00+00:00,12.858333333333334
2004-05-24 00:00:00+00:00,14.20875
2004-05-25 00:00:00+00:00,14.197916666666666
2004-05-26 00:00:00+00:00,11.311333333333334
2004-05-27 00:00:00+00:00,12.472916666666668
2004-05-28 00:00:00+00:00,11.604166666666666
2004-05-29 00:00:00+00:00,13.199583333333335
2004-05-30 00:00:00+00:00,13.378333333333332
2004-05-31 00:00:00+00:00,14.04
2004-06-01 00:00:00+00:00,13.34875
2004-06-02 00:00:00+00:00,13.268749999999999
2004-06-03 00:00:00+00:00,13.5675
2004-06-04 00:00:00+00:00,12.65125
2004-06-05 00:00:00+00:00,11.995
2004-06-06 00:00:00+00:00,13.638333333333334
2004-06-07 00:00:00+00:00,13.974583333333333
2004-06-08 00:00:00+00:00,13.960416666666667
2004-06-09 00:00:00+00:00,13.153333333333334
2004-06-10 00:00:00+00:00,13.012500000000001
2004-06-11 00:00:00+00:00,14.428260869565218
2004-06-12 00:00:00+00:00,15.294583333333334
2004-06-13 00:00:00+00:00,14.187083333333334
2004-06-14 00:00:00+00:00,13.174166666666666
2004-06-15 00:00:00+00:00,14.47625
2004-06-16 00:00:00+00:00,15.415
2004-06-17 00:00:00+00:00,14.67
2004-06-18 00:00:00+00:00,15.177083333333334
2004-06-19 00:00:00+00:00,13.429583333333333
2004-06-20 00:00:00+00:00,13.217916666666667
2004-06-21 00:00:00+00:00,15.0475
2004-06-22 00:00:00+00:00,15.186666666666667
2004-06-23 00:00:00+00:00,15.532916666666667
2004-06-24 00:00:00+00:00,14.502083333333333
2004-06-25 00:00:00+00:00,12.534583333333332
2004-06-26 00:00:00+00:00,13.637083333333335
2004-06-27 00:00:00+00:00,13.87
2004-06-28 00:00:00+00:00,14.027083333333332
2004-06-29 00:00:00+00:00,13.15125
2004-06-30 00:00:00+00:00,13.069166666666666
2004-07-01 00:00:00+00:00,13.537916666666668
2004-07-02 00:00:00+00:00,13.755416666666667
2004-07-03 00:00:00+00:00,12.46
2004-07-04 00:00:00+00:00,12.879166666666668
2004-07-05 00:00:00+00:00,13.189583333333333
2004-07-06 00:00:00+00:00,12.89
2004-07-07 00:00:00+00:00,12.296666666666667
2004-07-08 00:00:00+00:00,13.953333333333333
2004-07-09 00:00:00+00:00,12.985833333333334
2004-07-10 00:00:00+00:00,13.807083333333333
2004-07-11 00:00:00+00:00,13.130416666666667
2004-07-12 00:00:00+00:00,12.445
2004-07-13 00:00:00+00:00,12.523333333333333
2004-07-14 00:00:00+00:00,11.604999999999999
2004-07-15 00:00:00+00:00,12.43
2004-07-16 00:00:00+00:00,14.332500000000001
2004-07-17 00:00:00+00:00,13.552083333333334
2004-07-18 00:00:00+00:00,12.6225
2004-07-19 00:00:00+00:00,13.489166666666668
2004-07-20 00:00:00+00:00,12.687916666666666
2004-07-21 00:00:00+00:00,12.862499999999999
2004-07-22 00:00:00+00:00,12.479166666666666
2004-07-23 00:00:00+00:00,12.678333333333333
