Fecha,Guamani
2017-02-03 00:00:00+00:00,11.425714285714287
2017-02-04 00:00:00+00:00,13.139166666666666
2017-02-05 00:00:00+00:00,13.00625
2017-02-06 00:00:00+00:00,12.6825
2017-02-07 00:00:00+00:00,14.144583333333335
2017-02-08 00:00:00+00:00,13.659583333333332
2017-02-09 00:00:00+00:00,12.637083333333335
2017-02-10 00:00:00+00:00,12.6825
2017-02-11 00:00:00+00:00,12.485833333333334
2017-02-12 00:00:00+00:00,12.356666666666667
2017-02-13 00:00:00+00:00,11.449583333333335
2017-02-14 00:00:00+00:00,10.941249999999998
2017-02-15 00:00:00+00:00,10.79
2017-02-16 00:00:00+00:00,10.835833333333333
2017-02-17 00:00:00+00:00,10.610833333333334
2017-02-18 00:00:00+00:00,11.821250000000001
2017-02-19 00:00:00+00:00,12.251249999999999
2017-02-20 00:00:00+00:00,11.745416666666666
2017-02-21 00:00:00+00:00,12.200000000000001
2017-02-22 00:00:00+00:00,9.329166666666667
2017-02-23 00:00:00+00:00,10.873750000000001
2017-02-24 00:00:00+00:00,11.010833333333332
2017-02-25 00:00:00+00:00,9.71875
2017-02-26 00:00:00+00:00,9.999166666666666
2017-02-27 00:00:00+00:00,10.69375
2017-02-28 00:00:00+00:00,11.224166666666667
2017-03-01 00:00:00+00:00,11.110416666666666
2017-03-02 00:00:00+00:00,11.6075
2017-03-03 00:00:00+00:00,11.98375
2017-03-04 00:00:00+00:00,12.467500000000001
2017-03-05 00:00:00+00:00,12.834166666666667
2017-03-06 00:00:00+00:00,12.984166666666667
2017-03-07 00:00:00+00:00,12.22875
2017-03-08 00:00:00+00:00,11.705416666666666
2017-03-09 00:00:00+00:00,11.681666666666667
2017-03-10 00:00:00+00:00,11.21125
2017-03-11 00:00:00+00:00,11.005833333333333
2017-03-12 00:00:00+00:00,10.575000000000001
2017-03-13 00:00:00+00:00,11.590833333333334
2017-03-14 00:00:00+00:00,10.8225
2017-03-15 00:00:00+00:00,9.850833333333332
2017-03-16 00:00:00+00:00,11.027083333333332
2017-03-17 00:00:00+00:00,11.40375
2017-03-18 00:00:00+00:00,11.249583333333334
2017-03-19 00:00:00+00:00,10.83875
2017-03-20 00:00:00+00:00,11.424166666666666
2017-03-21 00:00:00+00:00,12.489583333333334
2017-03-22 00:00:00+00:00,10.9
2017-03-23 00:00:00+00:00,11.770000000000001
2017-03-24 00:00:00+00:00,10.844583333333333
2017-03-25 00:00:00+00:00,12.164166666666667
2017-03-26 00:00:00+00:00,10.731250000000001
2017-03-27 00:00:00+00:00,11.707500000000001
2017-03-28 00:00:00+00:00,12.377083333333333
2017-03-29 00:00:00+00:00,11.759166666666667
2017-03-30 00:00:00+00:00,11.167499999999999
2017-03-31 00:00:00+00:00,10.215
2017-04-01 00:00:00+00:00,11.790833333333333
2017-04-02 00:00:00+00:00,12.278333333333334
2017-04-03 00:00:00+00:00,12.844583333333333
2017-04-04 00:00:00+00:00,12.851666666666667
2017-04-05 00:00:00+00:00,13.182083333333333
2017-04-06 00:00:00+00:00,13.627083333333333
2017-04-07 00:00:00+00:00,12.772916666666667
2017-04-08 00:00:00+00:00,11.776666666666666
2017-04-09 00:00:00+00:00,11.015
2017-04-10 00:00:00+00:00,11.712083333333332
2017-04-11 00:00:00+00:00,11.785416666666668
2017-04-12 00:00:00+00:00,12.33375
2017-04-13 00:00:00+00:00,13.566249999999998
2017-04-14 00:00:00+00:00,12.479583333333332
2017-04-15 00:00:00+00:00,13.532916666666667
2017-04-16 00:00:00+00:00,13.450000000000001
2017-04-17 00:00:00+00:00,12.771666666666667
2017-04-18 00:00:00+00:00,12.204583333333334
2017-04-19 00:00:00+00:00,10.900416666666667
2017-04-20 00:00:00+00:00,10.895833333333334
2017-04-21 00:00:00+00:00,12.337916666666667
2017-04-22 00:00:00+00:00,13.549583333333333
2017-04-23 00:00:00+00:00,13.487083333333333
2017-04-24 00:00:00+00:00,12.505416666666667
2017-04-25 00:00:00+00:00,12.327916666666667
2017-04-26 00:00:00+00:00,11.420833333333334
2017-04-27 00:00:00+00:00,13.19
2017-04-28 00:00:00+00:00,13.301666666666668
2017-04-29 00:00:00+00:00,12.851666666666667
2017-04-30 00:00:00+00:00,11.91625
2017-05-01 00:00:00+00:00,12.008260869565218
2017-05-02 00:00:00+00:00,12.569545454545453
2017-05-03 00:00:00+00:00,12.735416666666666
2017-05-04 00:00:00+00:00,12.282916666666667
2017-05-05 00:00:00+00:00,11.39125
2017-05-06 00:00:00+00:00,11.270000000000001
2017-05-07 00:00:00+00:00,11.65875
2017-05-08 00:00:00+00:00,11.20875
2017-05-09 00:00:00+00:00,11.694583333333334
2017-05-10 00:00:00+00:00,10.969583333333333
2017-05-11 00:00:00+00:00,10.872083333333334
2017-05-12 00:00:00+00:00,11.24125
2017-05-13 00:00:00+00:00,11.043333333333335
2017-05-14 00:00:00+00:00,10.715416666666668
2017-05-15 00:00:00+00:00,11.275833333333333
2017-05-16 00:00:00+00:00,11.836666666666666
2017-05-17 00:00:00+00:00,12.194166666666666
2017-05-18 00:00:00+00:00,11.939166666666667
2017-05-19 00:00:00+00:00,13.2725
2017-05-20 00:00:00+00:00,12.667916666666665
2017-05-21 00:00:00+00:00,12.455833333333333
