Fecha,Centro
2018-11-23 00:00:00+00:00,14.308571428571428
2018-11-24 00:00:00+00:00,14.677916666666667
2018-11-25 00:00:00+00:00,14.8375
2018-11-26 00:00:00+00:00,12.947083333333333
2018-11-27 00:00:00+00:00,12.511666666666665
2018-11-28 00:00:00+00:00,13.94375
2018-11-29 00:00:00+00:00,13.362916666666665
2018-11-30 00:00:00+00:00,12.127916666666666
2018-12-01 00:00:00+00:00,13.018749999999999
2018-12-02 00:00:00+00:00,13.447083333333333
2018-12-03 00:00:00+00:00,13.212083333333334
2018-12-04 00:00:00+00:00,13.159583333333332
2018-12-05 00:00:00+00:00,13.369583333333333
2018-12-06 00:00:00+00:00,13.400833333333333
2018-12-07 00:00:00+00:00,13.714166666666666
2018-12-08 00:00:00+00:00,14.2875
2018-12-09 00:00:00+00:00,15.201666666666666
2018-12-10 00:00:00+00:00,15.333478260869565
2018-12-11 00:00:00+00:00,14.545833333333334
2018-12-12 00:00:00+00:00,15.482916666666666
2018-12-13 00:00:00+00:00,14.957500000000001
2018-12-14 00:00:00+00:00,14.680833333333332
2018-12-15 00:00:00+00:00,15.15
2018-12-16 00:00:00+00:00,15.6875
2018-12-17 00:00:00+00:00,15.222916666666668
2018-12-18 00:00:00+00:00,15.026666666666666
2018-12-19 00:00:00+00:00,14.69625
2018-12-20 00:00:00+00:00,14.249166666666667
2018-12-21 00:00:00+00:00,13.865833333333333
2018-12-22 00:00:00+00:00,14.375
2018-12-23 00:00:00+00:00,15.429166666666667
2018-12-24 00:00:00+00:00,15.240416666666667
2018-12-25 00:00:00+00:00,15.653333333333334
2018-12-26 00:00:00+00:00,16.90875
2018-12-27 00:00:00+00:00,15.9975
2018-12-28 00:00:00+00:00,16.470833333333335
2018-12-29 00:00:00+00:00,16.265
2018-12-30 00:00:00+00:00,16.190833333333334
2018-12-31 00:00:00+00:00,15.934166666666668
2019-01-01 00:00:00+00:00,15.784583333333332
2019-01-02 00:00:00+00:00,16.365
2019-01-03 00:00:00+00:00,16.455416666666668
2019-01-04 00:00:00+00:00,16.710416666666667
2019-01-05 00:00:00+00:00,16.712083333333332
2019-01-06 00:00:00+00:00,14.560833333333335
2019-01-07 00:00:00+00:00,12.939166666666667
2019-01-08 00:00:00+00:00,11.759166666666667
2019-01-09 00:00:00+00:00,12.94625
2019-01-10 00:00:00+00:00,11.92375
2019-01-11 00:00:00+00:00,12.83375
2019-01-12 00:00:00+00:00,14.125833333333333
2019-01-13 00:00:00+00:00,13.414583333333333
2019-01-14 00:00:00+00:00,14.119166666666667
2019-01-15 00:00:00+00:00,14.082500000000001
2019-01-16 00:00:00+00:00,14.250833333333333
2019-01-17 00:00:00+00:00,14.290434782608695
2019-01-18 00:00:00+00:00,15.265
2019-01-19 00:00:00+00:00,15.043333333333335
2019-01-20 00:00:00+00:00,15.5075
2019-01-21 00:00:00+00:00,16.055
2019-01-22 00:00:00+00:00,16.8975
2019-01-23 00:00:00+00:00,16.937083333333334
2019-01-24 00:00:00+00:00,17.419166666666666
2019-01-25 00:00:00+00:00,16.550416666666667
2019-01-26 00:00:00+00:00,17.027083333333334
2019-01-27 00:00:00+00:00,16.19666666666667
2019-01-28 00:00:00+00:00,14.52875
2019-01-29 00:00:00+00:00,14.68
2019-01-30 00:00:00+00:00,14.009583333333333
2019-01-31 00:00:00+00:00,14.175416666666665
2019-02-01 00:00:00+00:00,14.565
2019-02-02 00:00:00+00:00,15.449166666666665
2019-02-03 00:00:00+00:00,15.426666666666668
2019-02-04 00:00:00+00:00,15.215416666666668
2019-02-05 00:00:00+00:00,15.669583333333334
2019-02-06 00:00:00+00:00,15.187916666666666
2019-02-07 00:00:00+00:00,14.331249999999999
2019-02-08 00:00:00+00:00,14.531666666666666
2019-02-09 00:00:00+00:00,14.550833333333335
2019-02-10 00:00:00+00:00,14.804166666666667
2019-02-11 00:00:00+00:00,15.229166666666666
2019-02-12 00:00:00+00:00,16.114583333333332
2019-02-13 00:00:00+00:00,16.2625
2019-02-14 00:00:00+00:00,15.585
2019-02-15 00:00:00+00:00,15.69
2019-02-16 00:00:00+00:00,16.22375
2019-02-17 00:00:00+00:00,16.144583333333333
2019-02-18 00:00:00+00:00,15.020833333333334
2019-02-19 00:00:00+00:00,14.234583333333333
2019-02-20 00:00:00+00:00,14.27625
2019-02-21 00:00:00+00:00,14.854583333333332
2019-02-22 00:00:00+00:00,15.935416666666667
2019-02-23 00:00:00+00:00,14.66625
2019-02-24 00:00:00+00:00,12.397083333333333
2019-02-25 00:00:00+00:00,13.816666666666668
2019-02-26 00:00:00+00:00,14.201666666666668
2019-02-27 00:00:00+00:00,14.697083333333333
2019-02-28 00:00:00+00:00,14.31
2019-03-01 00:00:00+00:00,13.899166666666666
2019-03-02 00:00:00+00:00,14.16375
2019-03-03 00:00:00+00:00,14.007083333333334
2019-03-04 00:00:00+00:00,14.797083333333333
2019-03-05 00:00:00+00:00,15.501249999999999
2019-03-06 00:00:00+00:00,15.601666666666667
2019-03-07 00:00:00+00:00,14.93
2019-03-08 00:00:00+00:00,16.15458333333333
2019-03-09 00:00:00+00:00,16.84208333333333
2019-03-10 00:00:00+00:00,16.239166666666666
2019-03-11 00:00:00+00:00,15.605833333333335
2019-03-12 00:00:00+00:00,15.249583333333334
2019-03-13 00:00:00+00:00,14.919583333333334
2019-03-14 00:00:00+00:00,15.671666666666667
2019-03-15 00:00:00+00:00,15.770000000000001
2019-03-16 00:00:00+00:00,16.34208333333333
2019-03-17 00:00:00+00:00,16.511666666666667
2019-03-18 00:00:00+00:00,15.384583333333333
2019-03-19 00:00:00+00:00,13.34125
2019-03-20 00:00:00+00:00,13.797916666666666
2019-03-21 00:00:00+00:00,14.581739130434782
2019-03-22 00:00:00+00:00,12.473333333333334
2019-03-23 00:00:00+00:00,14.143749999999999
2019-03-24 00:00:00+00:00,14.10875
2019-03-25 00:00:00+00:00,14.830833333333333
2019-03-26 00:00:00+00:00,15.77125
2019-03-27 00:00:00+00:00,15.785833333333334
2019-03-28 00:00:00+00:00,15.249583333333334
2019-03-29 00:00:00+00:00,13.745833333333332
2019-03-30 00:00:00+00:00,14.595416666666667
2019-03-31 00:00:00+00:00,15.300416666666665
2019-04-01 00:00:00+00:00,14.183333333333335
2019-04-02 00:00:00+00:00,14.061250000000001
2019-04-03 00:00:00+00:00,13.1775
2019-04-04 00:00:00+00:00,12.8175
2019-04-05 00:00:00+00:00,14.047083333333333
2019-04-06 00:00:00+00:00,13.752777777777778
2019-04-07 00:00:00+00:00,
2019-04-08 00:00:00+00:00,16.509090909090908
2019-04-09 00:00:00+00:00,14.06
2019-04-10 00:00:00+00:00,14.34875
2019-04-11 00:00:00+00:00,15.150416666666667
2019-04-12 00:00:00+00:00,16.370416666666667
2019-04-13 00:00:00+00:00,15.612083333333333
2019-04-14 00:00:00+00:00,15.564583333333333
2019-04-15 00:00:00+00:00,14.731739130434782
2019-04-16 00:00:00+00:00,16.02958333333333
2019-04-17 00:00:00+00:00,14.525416666666667
2019-04-18 00:00:00+00:00,14.920416666666666
2019-04-19 00:00:00+00:00,13.425217391304347
2019-04-20 00:00:00+00:00,13.987499999999999
2019-04-21 00:00:00+00:00,11.885
2019-04-22 00:00:00+00:00,14.344285714285714
2019-04-23 00:00:00+00:00,14.789166666666667
2019-04-24 00:00:00+00:00,13.2275
2019-04-25 00:00:00+00:00,15.485416666666666
2019-04-26 00:00:00+00:00,17.0
2019-04-27 00:00:00+00:00,14.582083333333335
2019-04-28 00:00:00+00:00,16.415833333333335
2019-04-29 00:00:00+00:00,15.695416666666667
2019-04-30 00:00:00+00:00,16.093913043478263
2019-05-01 00:00:00+00:00,16.743333333333332
