Fecha,Belisario,IQCA_Belisario,Belisario_AOD,Carapungo_AOD,Carapungo,IQCA_Carapungo,Centro_AOD,Centro,IQCA_Centro,Cotocollao_AOD,Cotocollao,IQCA_Cotocollao,ElCamal_AOD,ElCamal,IQCA_ElCamal,Guamani_AOD,Guamani,IQCA_Guamani,LosChillos_AOD,LosChillos,IQCA_LosChillos,SanAntonio_AOD,SanAntonio,IQCA_SanAntonio,Tumbaco_AOD,Tumbaco,IQCA_Tumbaco
2015-02-26,25.0425,Aceptable,,,23.356666666666666,Deseable,,23.64708333333333,Deseable,,24.952916666666667,Deseable,,,Incorrecto,,,Incorrecto,,21.41583333333333,Deseable,,,Incorrecto,,,Incorrecto
2015-02-27,22.853478260869565,Deseable,497.319,567.762,22.011739130434783,Deseable,509.699,20.47083333333333,Deseable,,20.264166666666664,Deseable,517.143,,Incorrecto,477.162,,Incorrecto,529.757,19.929166666666667,Deseable,543.174,,Incorrecto,515.629,,Incorrecto
2015-02-28,23.2,Deseable,,,17.93,Deseable,,22.23875,Deseable,,18.5875,Deseable,,,Incorrecto,,,Incorrecto,,25.12708333333333,Aceptable,,,Incorrecto,,,Incorrecto
2015-03-01,17.242916666666666,Deseable,,,16.877916666666668,Deseable,,19.47083333333333,Deseable,,15.87625,Deseable,,,Incorrecto,,,Incorrecto,,18.5025,Deseable,,,Incorrecto,,,Incorrecto
2015-03-02,17.625416666666666,Deseable,523.573,510.829,14.607916666666666,Deseable,476.709,17.557727272727274,Deseable,519.69,14.559166666666664,Deseable,465.684,,Incorrecto,,,Incorrecto,355.104,12.658571428571427,Deseable,370.308,,Incorrecto,311.191,,Incorrecto
2015-03-03,22.007916666666663,Deseable,461.307,549.518,22.665714285714287,Deseable,462.488,22.541666666666668,Deseable,488.366,21.82,Deseable,447.577,,Incorrecto,489.58,,Incorrecto,471.328,20.715416666666663,Deseable,571.551,,Incorrecto,479.215,,Incorrecto
2015-03-04,15.616666666666667,Deseable,,,13.194583333333334,Deseable,,14.35875,Deseable,,12.753749999999998,Deseable,560.0,,Incorrecto,471.976,,Incorrecto,467.689,12.340833333333334,Deseable,376.552,,Incorrecto,522.686,,Incorrecto
2015-03-05,17.965833333333332,Deseable,344.59,364.392,19.84625,Deseable,383.671,15.865833333333333,Deseable,373.218,17.28875,Deseable,376.094,,Incorrecto,380.306,,Incorrecto,360.744,18.885416666666668,Deseable,357.529,,Incorrecto,339.296,,Incorrecto
2015-03-06,22.637916666666666,Deseable,424.357,471.545,19.9325,Deseable,480.665,21.69083333333333,Deseable,478.225,19.739166666666662,Deseable,476.875,,Incorrecto,451.822,,Incorrecto,489.505,19.77875,Deseable,388.135,,Incorrecto,332.502,,Incorrecto
2015-03-07,16.439583333333335,Deseable,,,14.568333333333332,Deseable,,16.0825,Deseable,,13.00875,Deseable,,,Incorrecto,,,Incorrecto,,12.947083333333332,Deseable,,,Incorrecto,,,Incorrecto
2015-03-08,8.262500000000001,Deseable,311.867,425.73,15.8525,Deseable,438.932,9.206666666666669,Deseable,345.013,9.768333333333333,Deseable,448.261,,Incorrecto,283.638,,Incorrecto,304.23,22.09125,Deseable,341.176,,Incorrecto,189.346,,Incorrecto
2015-03-09,13.323333333333332,Deseable,526.083,430.805,16.2725,Deseable,515.091,11.425416666666663,Deseable,443.754,12.945416666666668,Deseable,470.683,,Incorrecto,,,Incorrecto,437.392,17.06416666666667,Deseable,434.428,,Incorrecto,,,Incorrecto
2015-03-10,11.323333333333332,Deseable,291.225,309.365,16.252916666666668,Deseable,296.873,11.90625,Deseable,280.238,11.79391304347826,Deseable,290.76,,Incorrecto,205.0,,Incorrecto,304.837,18.894583333333333,Deseable,310.763,,Incorrecto,385.418,,Incorrecto
2015-03-11,8.356250000000001,Deseable,323.604,395.404,15.362083333333333,Deseable,304.798,7.3379166666666675,Deseable,,12.467391304347826,Deseable,333.626,,Incorrecto,325.89,,Incorrecto,348.327,17.884166666666665,Deseable,331.935,,Incorrecto,310.397,,Incorrecto
2015-03-12,19.09125,Deseable,,,17.32875,Deseable,,17.936249999999998,Deseable,,22.59125,Deseable,,,Incorrecto,,,Incorrecto,,24.024583333333336,Deseable,,,Incorrecto,,,Incorrecto
2015-03-13,18.749166666666667,Deseable,,,17.51875,Deseable,,17.022083333333335,Deseable,,12.482608695652177,Deseable,,,Incorrecto,,,Incorrecto,,14.46125,Deseable,,,Incorrecto,,,Incorrecto
2015-03-14,17.509166666666665,Deseable,,,17.113333333333333,Deseable,,16.731666666666666,Deseable,,15.249583333333334,Deseable,,,Incorrecto,,,Incorrecto,,12.278333333333334,Deseable,,,Incorrecto,,,Incorrecto
2015-03-15,10.868333333333332,Deseable,,,11.029583333333331,Deseable,,11.137916666666667,Deseable,,9.731666666666667,Deseable,,,Incorrecto,,,Incorrecto,,12.795833333333334,Deseable,,,Incorrecto,,,Incorrecto
2015-03-16,16.63083333333333,Deseable,,,16.987083333333334,Deseable,,15.412083333333332,Deseable,,17.862916666666667,Deseable,,,Incorrecto,,,Incorrecto,,14.967083333333337,Deseable,,,Incorrecto,,,Incorrecto
2015-03-17,16.756249999999998,Deseable,,,10.367083333333332,Deseable,,14.666666666666666,Deseable,,4.007619047619047,Deseable,,,Incorrecto,,,Incorrecto,,13.88875,Deseable,,,Incorrecto,,,Incorrecto
2015-03-18,14.944583333333334,Deseable,,,10.274166666666666,Deseable,,13.22375,Deseable,,9.11625,Deseable,,,Incorrecto,,,Incorrecto,,10.385833333333332,Deseable,,,Incorrecto,,,Incorrecto
2015-03-19,19.88875,Deseable,,,11.499166666666667,Deseable,,18.805416666666662,Deseable,,14.055833333333332,Deseable,,,Incorrecto,,,Incorrecto,,15.616666666666667,Deseable,,,Incorrecto,,,Incorrecto
2015-03-20,14.970416666666669,Deseable,,,10.97125,Deseable,,15.300416666666663,Deseable,,11.56875,Deseable,,,Incorrecto,,,Incorrecto,,14.819565217391306,Deseable,,,Incorrecto,,,Incorrecto
2015-03-21,14.378333333333332,Deseable,,,14.35625,Deseable,,13.320416666666668,Deseable,,12.000833333333333,Deseable,,,Incorrecto,,,Incorrecto,,14.103478260869563,Deseable,,,Incorrecto,,,Incorrecto
2015-03-22,14.119583333333331,Deseable,,,15.055416666666666,Deseable,,13.150416666666668,Deseable,,15.048333333333334,Deseable,,,Incorrecto,,,Incorrecto,,16.29391304347826,Deseable,,,Incorrecto,,,Incorrecto
2015-03-23,15.86375,Deseable,,,23.12625,Deseable,,15.9825,Deseable,,15.087826086956522,Deseable,,,Incorrecto,,,Incorrecto,,15.66,Deseable,,,Incorrecto,,,Incorrecto
2015-03-24,14.773333333333332,Deseable,421.079,413.835,16.812916666666666,Deseable,388.721,15.14875,Deseable,402.998,15.7525,Deseable,385.793,,Incorrecto,298.836,,Incorrecto,342.958,16.553478260869564,Deseable,349.474,,Incorrecto,289.872,,Incorrecto
2015-03-25,17.033333333333335,Deseable,,,11.019166666666663,Deseable,,15.516666666666666,Deseable,,10.443333333333332,Deseable,,,Incorrecto,,,Incorrecto,,15.133636363636365,Deseable,545.317,,Incorrecto,,,Incorrecto
2015-03-26,21.91333333333333,Deseable,383.412,262.455,23.09375,Deseable,535.708,21.532083333333333,Deseable,349.741,21.91708333333333,Deseable,513.533,,Incorrecto,479.0,,Incorrecto,558.333,19.649565217391302,Deseable,253.425,,Incorrecto,417.441,,Incorrecto
2015-03-27,17.002916666666668,Deseable,,,16.174166666666668,Deseable,572.0,18.25708333333333,Deseable,,17.66625,Deseable,599.487,,Incorrecto,570.661,,Incorrecto,546.08,15.177826086956523,Deseable,542.438,,Incorrecto,576,,Incorrecto
2015-03-28,22.1875,Deseable,,,20.058333333333334,Deseable,,23.98958333333333,Deseable,,21.021666666666665,Deseable,,,Incorrecto,,,Incorrecto,,20.73217391304348,Deseable,,,Incorrecto,,,Incorrecto
2015-03-29,13.0375,Deseable,,,15.98625,Deseable,,12.864166666666668,Deseable,,12.7525,Deseable,,,Incorrecto,,,Incorrecto,,11.598260869565218,Deseable,,,Incorrecto,,,Incorrecto
2015-03-30,22.419166666666666,Deseable,,,25.39583333333333,Aceptable,,19.4,Deseable,,21.53916666666667,Deseable,,,Incorrecto,,,Incorrecto,,17.41913043478261,Deseable,,,Incorrecto,,,Incorrecto
2015-03-31,22.145416666666662,Deseable,457.676,495.11,16.645,Deseable,456.178,21.65958333333333,Deseable,495.36,18.847826086956523,Deseable,430.341,,Incorrecto,388.505,,Incorrecto,431.64,20.247391304347826,Deseable,437.095,,Incorrecto,370.655,,Incorrecto
2015-04-01,22.09625,Deseable,,498.535,19.8775,Deseable,,24.264166666666668,Deseable,,21.75695652173913,Deseable,,,Incorrecto,,,Incorrecto,,20.299130434782608,Deseable,413.384,,Incorrecto,446.629,,Incorrecto
2015-04-02,20.50916666666667,Deseable,,,18.52083333333333,Deseable,,18.48958333333333,Deseable,,16.057083333333335,Deseable,,,Incorrecto,,,Incorrecto,,14.514347826086956,Deseable,,,Incorrecto,,,Incorrecto
2015-04-03,15.631666666666668,Deseable,496.831,480.846,19.31583333333333,Deseable,,15.074583333333337,Deseable,,16.155,Deseable,,,Incorrecto,,,Incorrecto,567.076,15.843913043478262,Deseable,,,Incorrecto,500.317,,Incorrecto
2015-04-04,16.00125,Deseable,442.681,500.253,15.74,Deseable,443.296,16.655,Deseable,505.498,13.635,Deseable,420.186,,Incorrecto,,,Incorrecto,477.209,15.070869565217391,Deseable,419.741,,Incorrecto,459.77,,Incorrecto
2015-04-05,13.345416666666669,Deseable,,484.179,14.511363636363637,Deseable,,12.586666666666666,Deseable,,12.388695652173912,Deseable,,,Incorrecto,,,Incorrecto,,12.522173913043478,Deseable,,,Incorrecto,,,Incorrecto
2015-04-06,18.255,Deseable,398.7,363.122,19.217916666666667,Deseable,354.735,20.13625,Deseable,391.233,18.28391304347826,Deseable,363.755,,Incorrecto,338.031,,Incorrecto,390.134,18.056666666666665,Deseable,338.926,,Incorrecto,,,Incorrecto
2015-04-07,14.207916666666668,Deseable,366.196,562.008,18.184166666666663,Deseable,398.367,11.788181818181815,Deseable,506.602,12.554782608695652,Deseable,407.716,,Incorrecto,,,Incorrecto,391.0,14.06,Deseable,489.174,,Incorrecto,410.966,,Incorrecto
2015-04-08,15.95,Deseable,,,27.5,Aceptable,,14.409166666666666,Deseable,,21.65,Deseable,,,Incorrecto,,,Incorrecto,,16.13391304347826,Deseable,,,Incorrecto,,,Incorrecto
2015-04-09,18.07333333333333,Deseable,381.273,451.815,23.17,Deseable,362.954,18.44708333333333,Deseable,381.428,19.706315789473685,Deseable,382.111,,Incorrecto,281.944,,Incorrecto,359.556,14.16695652173913,Deseable,416.748,,Incorrecto,344.006,,Incorrecto
2015-04-10,14.219583333333333,Deseable,287.656,342.937,22.334347826086955,Deseable,308.699,12.735,Deseable,354.0,19.705652173913045,Deseable,286.732,,Incorrecto,334.113,,Incorrecto,227.531,15.155217391304348,Deseable,391.354,,Incorrecto,233.114,,Incorrecto
2015-04-11,17.74388888888889,Deseable,275.564,182.624,19.545,Deseable,287.303,10.25375,Deseable,343.741,16.150833333333335,Deseable,302.265,,Incorrecto,546.0,,Incorrecto,350.817,17.61782608695652,Deseable,216.564,,Incorrecto,325.816,,Incorrecto
2015-04-12,9.408333333333331,Deseable,,,14.4675,Deseable,294.386,8.92125,Deseable,,11.039565217391305,Deseable,304.743,,Incorrecto,267.182,,Incorrecto,271.58,14.210869565217392,Deseable,217.0,,Incorrecto,347,,Incorrecto
2015-04-13,21.27208333333333,Deseable,246.619,325.657,16.7175,Deseable,278.378,17.843333333333334,Deseable,311.616,14.667826086956522,Deseable,286.553,,Incorrecto,347.063,,Incorrecto,287.615,14.923478260869564,Deseable,353.818,,Incorrecto,265.57,,Incorrecto
2015-04-14,20.46208333333333,Deseable,,,16.153333333333332,Deseable,,17.340833333333332,Deseable,,14.835652173913042,Deseable,,,Incorrecto,,,Incorrecto,,15.124782608695652,Deseable,,,Incorrecto,,,Incorrecto
2015-04-15,28.1225,Aceptable,,,24.1075,Deseable,,23.63125,Deseable,,29.203478260869563,Aceptable,,,Incorrecto,,,Incorrecto,,21.24478260869565,Deseable,,,Incorrecto,,,Incorrecto
2015-04-16,22.807391304347828,Deseable,619.389,688.374,18.34541666666667,Deseable,520.635,17.798333333333332,Deseable,731.946,21.49157894736842,Deseable,564.526,,Incorrecto,416.674,,Incorrecto,777.962,15.338571428571427,Deseable,,,Incorrecto,624.335,,Incorrecto
2015-04-17,29.61125,Aceptable,,,33.595,Aceptable,,32.98666666666667,Aceptable,,25.963125,Aceptable,,,Incorrecto,,,Incorrecto,,20.11217391304348,Deseable,,,Incorrecto,,,Incorrecto
2015-04-18,33.008,Aceptable,,530.448,37.50375,Aceptable,326.17,24.4125,Deseable,511.339,26.295217391304345,Aceptable,339.632,,Incorrecto,313.332,,Incorrecto,280.675,23.559565217391302,Deseable,256.366,,Incorrecto,405.351,,Incorrecto
2015-04-19,17.054210526315792,Deseable,,,29.32708333333333,Aceptable,564.358,20.585416666666667,Deseable,,18.249090909090903,Deseable,554.67,,Incorrecto,,,Incorrecto,509.12,19.70826086956522,Deseable,,,Incorrecto,531.283,,Incorrecto
2015-04-20,22.6425,Deseable,285.146,330.064,30.40625,Aceptable,273.45,30.301666666666662,Aceptable,324.27,25.35478260869565,Aceptable,254.99,,Incorrecto,299.457,,Incorrecto,252.771,22.651304347826088,Deseable,520.571,,Incorrecto,232.773,,Incorrecto
2015-04-21,17.80875,Deseable,,,16.355416666666667,Deseable,,18.94333333333333,Deseable,,14.097391304347829,Deseable,,,Incorrecto,529.0,,Incorrecto,,14.892608695652171,Deseable,,,Incorrecto,,,Incorrecto
2015-04-22,17.651304347826088,Deseable,,,25.80666666666667,Aceptable,,19.81625,Deseable,,17.3545,Deseable,,,Incorrecto,,,Incorrecto,,16.128695652173914,Deseable,,,Incorrecto,,,Incorrecto
2015-04-23,18.37782608695652,Deseable,327.988,349.218,18.26375,Deseable,325.922,16.400000000000002,Deseable,375.418,14.551304347826088,Deseable,339.845,,Incorrecto,292.924,,Incorrecto,272.618,20.925217391304347,Deseable,317.411,,Incorrecto,262.686,,Incorrecto
2015-04-24,17.127916666666668,Deseable,,,19.822916666666668,Deseable,,15.114583333333334,Deseable,,17.513478260869565,Deseable,,,Incorrecto,,,Incorrecto,,15.003333333333332,Deseable,,,Incorrecto,,,Incorrecto
2015-04-25,17.337083333333332,Deseable,,,16.672916666666666,Deseable,,16.993333333333336,Deseable,,20.46304347826087,Deseable,,,Incorrecto,,,Incorrecto,,17.764166666666668,Deseable,,,Incorrecto,385,,Incorrecto
2015-04-26,6.795416666666667,Deseable,,,16.730416666666667,Deseable,,9.6775,Deseable,,9.28,Deseable,,,Incorrecto,,,Incorrecto,487.11,21.729166666666668,Deseable,,,Incorrecto,499.392,,Incorrecto
2015-04-27,7.46125,Deseable,384.98,430.936,15.267500000000002,Deseable,453.267,7.607500000000001,Deseable,441.731,11.22695652173913,Deseable,380.933,,Incorrecto,,,Incorrecto,311.0,11.505,Deseable,349.25,,Incorrecto,312.594,,Incorrecto
2015-04-28,12.164285714285716,Deseable,,,18.56375,Deseable,464.908,15.482,Deseable,,14.314782608695651,Deseable,470.036,,Incorrecto,488.855,,Incorrecto,362.536,17.8,Deseable,,,Incorrecto,,,Incorrecto
2015-04-29,13.92727272727273,Deseable,,,18.330416666666668,Deseable,,11.967083333333331,Deseable,,15.650869565217391,Deseable,,,Incorrecto,,,Incorrecto,,18.89869565217392,Deseable,,,Incorrecto,,,Incorrecto
2015-04-30,19.52875,Deseable,,,20.645416666666662,Deseable,,18.109166666666667,Deseable,,15.98681818181818,Deseable,,,Incorrecto,,,Incorrecto,,24.40782608695652,Deseable,,,Incorrecto,,,Incorrecto
2015-05-01,17.2025,Deseable,,,16.109583333333333,Deseable,,16.843333333333334,Deseable,,16.02608695652174,Deseable,,,Incorrecto,,,Incorrecto,,13.980869565217391,Deseable,,,Incorrecto,,,Incorrecto
2015-05-02,17.77208333333333,Deseable,389.823,462.098,29.45375,Aceptable,423.125,21.1225,Deseable,497.52,19.039565217391303,Deseable,448.171,,Incorrecto,487.86,,Incorrecto,442.815,16.713478260869568,Deseable,414.951,,Incorrecto,252.797,,Incorrecto
2015-05-03,14.7525,Deseable,,,19.129583333333333,Deseable,,14.184583333333334,Deseable,,13.153478260869564,Deseable,,,Incorrecto,,,Incorrecto,,16.550434782608697,Deseable,,,Incorrecto,,,Incorrecto
2015-05-04,23.765833333333333,Deseable,576.554,558.895,21.50583333333333,Deseable,573.0,23.562916666666663,Deseable,598.0,24.14,Deseable,566.5,,Incorrecto,,,Incorrecto,560.0,19.47086956521739,Deseable,,,Incorrecto,532.639,,Incorrecto
2015-05-05,20.27478260869565,Deseable,397.371,436.435,20.864166666666662,Deseable,541.222,20.496086956521737,Deseable,441.939,15.580454545454543,Deseable,539.047,,Incorrecto,521.662,,Incorrecto,451.279,15.294782608695652,Deseable,353.509,,Incorrecto,393.685,,Incorrecto
2015-05-06,19.1675,Deseable,,,28.02583333333333,Aceptable,,15.237916666666663,Deseable,,17.41,Deseable,,,Incorrecto,,,Incorrecto,,19.80565217391304,Deseable,,,Incorrecto,,,Incorrecto
2015-05-07,8.0675,Deseable,291.242,331.905,19.322916666666668,Deseable,354.972,11.2825,Deseable,384.798,14.381739130434784,Deseable,307.004,,Incorrecto,343.073,,Incorrecto,193.036,10.45826086956522,Deseable,278.579,,Incorrecto,201.97,,Incorrecto
2015-05-08,11.667142857142856,Deseable,228.491,246.229,18.90875,Deseable,232.867,10.807916666666666,Deseable,241.595,15.162173913043478,Deseable,228.092,,Incorrecto,284.105,,Incorrecto,252.503,13.728260869565217,Deseable,208.882,,Incorrecto,270.211,,Incorrecto
2015-05-09,9.1925,Deseable,283.704,280.766,12.580416666666666,Deseable,360.184,7.683181818181819,Deseable,327.601,11.52913043478261,Deseable,352.702,,Incorrecto,313.361,,Incorrecto,230.449,15.476666666666668,Deseable,458.819,,Incorrecto,146.692,,Incorrecto
2015-05-10,10.390769230769232,Deseable,,487.704,14.695416666666668,Deseable,,8.038333333333334,Deseable,505.0,9.391739130434782,Deseable,,,Incorrecto,,,Incorrecto,,12.996250000000002,Deseable,417.68,,Incorrecto,402.672,,Incorrecto
2015-05-11,7.96,Deseable,,,14.1775,Deseable,467.0,8.540833333333333,Deseable,,9.89608695652174,Deseable,,,Incorrecto,,,Incorrecto,413.941,12.259166666666664,Deseable,,,Incorrecto,408.257,,Incorrecto
2015-05-12,12.55,Deseable,,472.812,15.329583333333332,Deseable,,11.89625,Deseable,,13.47,Deseable,,,Incorrecto,,,Incorrecto,,19.3425,Deseable,525.777,,Incorrecto,,,Incorrecto
2015-05-13,13.233333333333334,Deseable,,,15.591666666666669,Deseable,,11.3825,Deseable,,14.782608695652174,Deseable,,,Incorrecto,428.323,,Incorrecto,436.853,13.058260869565215,Deseable,,,Incorrecto,,,Incorrecto
2015-05-14,16.94391304347826,Deseable,,,18.74375,Deseable,,12.000833333333333,Deseable,,13.162608695652176,Deseable,,,Incorrecto,462.704,,Incorrecto,,15.8435,Deseable,,,Incorrecto,,,Incorrecto
2015-05-15,18.14565217391305,Deseable,,,21.4675,Deseable,,18.39125,Deseable,,19.579090909090908,Deseable,,,Incorrecto,,,Incorrecto,,17.55217391304348,Deseable,,,Incorrecto,,,Incorrecto
2015-05-16,25.0925,Aceptable,,,29.035833333333333,Aceptable,,22.695833333333336,Deseable,,27.09695652173913,Aceptable,,,Incorrecto,,,Incorrecto,,21.35739130434783,Deseable,,,Incorrecto,,,Incorrecto
2015-05-17,20.93875,Deseable,,,19.89708333333333,Deseable,,23.41958333333333,Deseable,,20.01,Deseable,,,Incorrecto,,,Incorrecto,,22.30608695652174,Deseable,,,Incorrecto,,,Incorrecto
2015-05-18,17.135416666666668,Deseable,,236.556,20.65,Deseable,,14.467083333333331,Deseable,208.0,19.03391304347826,Deseable,,,Incorrecto,,,Incorrecto,,14.10608695652174,Deseable,316.5,,Incorrecto,245.553,,Incorrecto
2015-05-19,10.818695652173911,Deseable,,,20.550416666666667,Deseable,,12.2375,Deseable,,20.8455,Deseable,,,Incorrecto,,,Incorrecto,,24.37826086956522,Deseable,,,Incorrecto,,,Incorrecto
2015-05-20,17.743750000000002,Deseable,338.287,298.241,24.412916666666664,Deseable,521.396,17.381249999999998,Deseable,309.081,22.00260869565217,Deseable,521.269,,Incorrecto,,,Incorrecto,408.0,25.19608695652174,Aceptable,215.772,,Incorrecto,462.593,,Incorrecto
2015-05-21,20.95625,Deseable,,,17.521666666666665,Deseable,,19.39,Deseable,,19.545652173913044,Deseable,,,Incorrecto,,,Incorrecto,,15.984782608695651,Deseable,,,Incorrecto,,,Incorrecto
2015-05-22,22.91875,Deseable,295.699,325.992,24.605,Deseable,326.354,25.13833333333333,Aceptable,252.644,20.933478260869567,Deseable,294.954,,Incorrecto,218.181,,Incorrecto,368.323,18.68652173913044,Deseable,267.276,,Incorrecto,,,Incorrecto
2015-05-23,20.250833333333333,Deseable,409.84,,23.425416666666667,Deseable,375.293,20.576666666666664,Deseable,,20.13636363636364,Deseable,340.11,,Incorrecto,,,Incorrecto,294.638,18.43608695652173,Deseable,,,Incorrecto,396.982,,Incorrecto
2015-05-24,11.237916666666663,Deseable,331.055,324.523,22.18166666666667,Deseable,338.753,12.7425,Deseable,318.765,14.77782608695652,Deseable,351.907,,Incorrecto,482.857,,Incorrecto,450.294,13.145652173913044,Deseable,260.525,,Incorrecto,410.015,,Incorrecto
2015-05-25,23.36625,Deseable,,,20.622857142857143,Deseable,,24.739166666666662,Deseable,,17.112173913043478,Deseable,,,Incorrecto,,,Incorrecto,,18.914782608695653,Deseable,,,Incorrecto,,,Incorrecto
2015-05-26,18.764166666666664,Deseable,,,33.98833333333334,Aceptable,,21.49125,Deseable,,23.8508695652174,Deseable,,,Incorrecto,,,Incorrecto,,20.439565217391305,Deseable,,,Incorrecto,,,Incorrecto
2015-05-27,16.60875,Deseable,415.408,412.763,21.19375,Deseable,,16.22458333333333,Deseable,,18.213043478260868,Deseable,,,Incorrecto,,,Incorrecto,,15.273478260869569,Deseable,,,Incorrecto,463.004,,Incorrecto
2015-05-28,18.970416666666665,Deseable,,,19.949166666666667,Deseable,,18.372916666666665,Deseable,,16.03217391304348,Deseable,,,Incorrecto,,,Incorrecto,,17.508333333333333,Deseable,,,Incorrecto,,,Incorrecto
2015-05-29,26.249166666666667,Aceptable,,,21.938333333333333,Deseable,,25.65458333333333,Aceptable,,19.081739130434784,Deseable,,,Incorrecto,,,Incorrecto,,21.645,Deseable,,,Incorrecto,,,Incorrecto
2015-05-30,17.062083333333334,Deseable,,,18.38083333333333,Deseable,,18.420416666666664,Deseable,,15.92086956521739,Deseable,,,Incorrecto,,,Incorrecto,,14.392916666666666,Deseable,,,Incorrecto,,,Incorrecto
2015-05-31,13.9,Deseable,597.0,,22.60125,Deseable,597.0,17.045416666666664,Deseable,,14.61782608695652,Deseable,597.0,,Incorrecto,,,Incorrecto,,14.469583333333333,Deseable,,,Incorrecto,,,Incorrecto
2015-06-01,8.738750000000001,Deseable,345.132,454.521,14.357916666666668,Deseable,344.937,9.615833333333333,Deseable,420.11,9.885217391304348,Deseable,313.443,,Incorrecto,389.504,,Incorrecto,259.794,12.650833333333331,Deseable,287.964,,Incorrecto,331.073,,Incorrecto
2015-06-02,7.9375,Deseable,,,17.792916666666667,Deseable,,8.472083333333334,Deseable,,12.731739130434782,Deseable,,,Incorrecto,,,Incorrecto,,13.1425,Deseable,,,Incorrecto,,,Incorrecto
2015-06-03,10.895833333333334,Deseable,455.2,460.486,15.147916666666667,Deseable,529.262,10.182083333333331,Deseable,533.015,11.914782608695653,Deseable,518.598,,Incorrecto,423.167,,Incorrecto,466.571,15.65375,Deseable,,,Incorrecto,384.007,,Incorrecto
2015-06-04,7.646249999999999,Deseable,357.68,407.252,13.715416666666668,Deseable,433.644,7.801666666666667,Deseable,382.082,9.315217391304348,Deseable,428.539,,Incorrecto,514.0,,Incorrecto,380.476,14.625416666666666,Deseable,,,Incorrecto,295.544,,Incorrecto
2015-06-05,14.020416666666668,Deseable,,,21.07,Deseable,,16.012083333333333,Deseable,,13.438260869565216,Deseable,,,Incorrecto,459.757,,Incorrecto,513.0,16.761666666666667,Deseable,334.4,,Incorrecto,,,Incorrecto
2015-06-06,11.323333333333332,Deseable,,,19.632916666666667,Deseable,,11.843333333333334,Deseable,,13.930869565217392,Deseable,,,Incorrecto,,,Incorrecto,,20.825416666666666,Deseable,,,Incorrecto,,,Incorrecto
2015-06-07,11.220833333333331,Deseable,,472.612,15.64875,Deseable,,10.794583333333334,Deseable,419.181,14.14913043478261,Deseable,442.191,,Incorrecto,510.054,,Incorrecto,474.417,12.745,Deseable,390.755,,Incorrecto,406.503,,Incorrecto
2015-06-08,15.637916666666667,Deseable,,574.045,17.058333333333334,Deseable,,14.49,Deseable,552.575,15.514347826086956,Deseable,,,Incorrecto,,,Incorrecto,,13.344166666666666,Deseable,,,Incorrecto,,,Incorrecto
2015-06-09,23.09375,Deseable,,680.82,19.95958333333333,Deseable,514.744,20.250833333333333,Deseable,681.333,20.10391304347826,Deseable,499.387,,Incorrecto,454.084,,Incorrecto,524.625,17.28782608695652,Deseable,,,Incorrecto,,,Incorrecto
2015-06-10,21.755454545454544,Deseable,524.5,481.0,17.6975,Deseable,544.472,19.82125,Deseable,,18.491818181818186,Deseable,540.532,,Incorrecto,,,Incorrecto,511.333,16.55913043478261,Deseable,571.0,,Incorrecto,413.779,,Incorrecto
2015-06-11,16.585,Deseable,,,18.75,Deseable,,17.2725,Deseable,,17.99086956521739,Deseable,,,Incorrecto,,,Incorrecto,,17.263478260869565,Deseable,,,Incorrecto,,,Incorrecto
2015-06-12,9.805416666666666,Deseable,387.189,450.5,16.470833333333335,Deseable,418.311,10.618333333333334,Deseable,365.239,13.323478260869566,Deseable,293.143,,Incorrecto,,,Incorrecto,,15.584347826086956,Deseable,,,Incorrecto,377.277,,Incorrecto
2015-06-13,12.909999999999998,Deseable,,,17.668333333333333,Deseable,,11.853333333333332,Deseable,,14.704782608695652,Deseable,,,Incorrecto,466.0,,Incorrecto,457.333,12.956521739130435,Deseable,,,Incorrecto,,,Incorrecto
2015-06-14,12.717916666666667,Deseable,401.119,504.284,19.85291666666667,Deseable,338.415,12.355416666666668,Deseable,553.753,12.028260869565216,Deseable,293.189,,Incorrecto,203.269,,Incorrecto,282.763,14.395217391304346,Deseable,322.865,,Incorrecto,,,Incorrecto
2015-06-15,10.974166666666669,Deseable,180.583,129.141,20.44375,Deseable,171.887,10.700416666666667,Deseable,172.003,15.049130434782608,Deseable,159.911,,Incorrecto,192.338,,Incorrecto,108.698,16.12782608695652,Deseable,73.907,,Incorrecto,82.185,,Incorrecto
2015-06-16,9.167083333333332,Deseable,225.806,241.4,15.305,Deseable,232.106,10.376666666666669,Deseable,249.525,12.128260869565215,Deseable,241.188,,Incorrecto,,,Incorrecto,314.366,17.49304347826087,Deseable,304.0,,Incorrecto,294.1,,Incorrecto
2015-06-17,10.017916666666666,Deseable,241.111,299.269,16.50304347826087,Deseable,293.267,9.055833333333334,Deseable,330.535,12.072173913043477,Deseable,282.104,,Incorrecto,332.117,,Incorrecto,205.414,13.746956521739133,Deseable,256.429,,Incorrecto,217.955,,Incorrecto
2015-06-18,8.325000000000001,Deseable,,508.899,15.693333333333332,Deseable,,6.97125,Deseable,,11.195217391304348,Deseable,,,Incorrecto,,,Incorrecto,,12.664782608695653,Deseable,,,Incorrecto,,,Incorrecto
