Fecha,Belisario,IQCA_Belisario,Belisario_AOD,Carapungo_AOD,Carapungo,IQCA_Carapungo,Centro_AOD,Centro,IQCA_Centro,Cotocollao_AOD,Cotocollao,IQCA_Cotocollao,ElCamal_AOD,ElCamal,IQCA_ElCamal,Guamani_AOD,Guamani,IQCA_Guamani,LosChillos_AOD,LosChillos,IQCA_LosChillos,SanAntonio_AOD,SanAntonio,IQCA_SanAntonio,Tumbaco_AOD,Tumbaco,IQCA_Tumbaco
2009-10-09,11.140833333333331,Deseable,,,18.5975,Deseable,,13.804761904761904,Deseable,,15.400833333333331,Deseable,,15.213,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-10,25.22375,Aceptable,251.113,271.952,27.238333333333333,Aceptable,98.528,23.15652173913044,Deseable,271.646,23.387083333333333,Deseable,,29.8475,Aceptable,316.0,,Incorrecto,,,Incorrecto,335.963,,Incorrecto,297.041,,Incorrecto
2009-10-11,23.58833333333333,Deseable,306.051,307.795,22.64125,Deseable,294.81,25.67913043478261,Aceptable,322.409,25.172916666666666,Aceptable,293.929,29.633333333333336,Aceptable,368.125,,Incorrecto,228.574,,Incorrecto,311.292,,Incorrecto,243.326,,Incorrecto
2009-10-12,20.39625,Deseable,464.958,583.25,18.23375,Deseable,440.345,19.77304347826087,Deseable,576.0,17.396666666666665,Deseable,412.305,25.24791666666667,Aceptable,,,Incorrecto,563.0,,Incorrecto,,,Incorrecto,537.996,,Incorrecto
2009-10-13,26.75375,Aceptable,,,26.33809523809524,Aceptable,,32.76590909090909,Aceptable,,22.96291666666667,Deseable,,33.032916666666665,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-14,19.889166666666668,Deseable,,,,Incorrecto,,22.94913043478261,Deseable,,17.562083333333334,Deseable,,29.20583333333333,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-15,23.275,Deseable,,,,Incorrecto,,24.329565217391306,Deseable,,18.637916666666666,Deseable,,31.31625,Aceptable,,,Incorrecto,,,Incorrecto,362.0,,Incorrecto,,,Incorrecto
2009-10-16,22.24291666666667,Deseable,587.75,,,Incorrecto,575.182,22.640434782608697,Deseable,,17.986250000000002,Deseable,539.508,27.90625,Aceptable,596.549,,Incorrecto,461.203,,Incorrecto,,,Incorrecto,491.518,,Incorrecto
2009-10-17,26.624166666666667,Aceptable,335.962,496.703,,Incorrecto,316.498,29.39,Aceptable,443.832,26.390416666666667,Aceptable,309.37,29.502916666666668,Aceptable,268.49,,Incorrecto,262.448,,Incorrecto,563.72,,Incorrecto,282.102,,Incorrecto
2009-10-18,24.32875,Deseable,,,,Incorrecto,,27.36173913043478,Aceptable,,21.43958333333333,Deseable,,29.09083333333333,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-19,31.246086956521737,Aceptable,275.542,245.516,,Incorrecto,312.43,32.94521739130435,Aceptable,281.59,29.64,Aceptable,377.553,35.599583333333335,Aceptable,393.367,,Incorrecto,451.948,,Incorrecto,259.814,,Incorrecto,280.957,,Incorrecto
2009-10-20,30.49136363636364,Aceptable,,438.057,,Incorrecto,,38.19652173913043,Aceptable,496.0,20.8475,Deseable,496.116,34.818636363636365,Aceptable,,,Incorrecto,480.927,,Incorrecto,,,Incorrecto,362.92,,Incorrecto
2009-10-21,35.09347826086957,Aceptable,,,,Incorrecto,,47.71619047619048,Aceptable,,27.605833333333333,Aceptable,,41.94958333333333,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-22,24.43166666666667,Deseable,,,,Incorrecto,,27.554782608695653,Aceptable,,22.24208333333333,Deseable,,29.215416666666663,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-23,25.47833333333333,Aceptable,,,24.363333333333333,Deseable,,31.33608695652174,Aceptable,,22.51458333333333,Deseable,,33.62166666666666,Aceptable,,,Incorrecto,210.751,,Incorrecto,,,Incorrecto,199.098,,Incorrecto
2009-10-24,25.629166666666663,Aceptable,344.606,500.995,30.861666666666668,Aceptable,338.43,31.475217391304344,Aceptable,437.27,26.070833333333336,Aceptable,328.224,36.53958333333333,Aceptable,451.976,,Incorrecto,251.464,,Incorrecto,542.398,,Incorrecto,383.361,,Incorrecto
2009-10-25,22.68125,Deseable,,,31.69333333333333,Aceptable,,24.69173913043478,Deseable,,26.7175,Aceptable,,28.455,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-26,19.760416666666668,Deseable,301.326,216.455,31.09,Aceptable,302.381,22.05565217391304,Deseable,227.779,22.080416666666665,Deseable,277.358,23.4875,Deseable,208.267,,Incorrecto,339.066,,Incorrecto,175.43,,Incorrecto,528.11,,Incorrecto
2009-10-27,25.913478260869564,Aceptable,,,32.6675,Aceptable,,29.066086956521737,Aceptable,,25.68541666666667,Aceptable,,31.800833333333333,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-28,22.44083333333333,Deseable,226.249,199.006,31.430416666666662,Aceptable,201.914,23.25695652173913,Deseable,225.795,25.265833333333333,Aceptable,181.515,25.572916666666668,Aceptable,204.005,,Incorrecto,225.307,,Incorrecto,245.986,,Incorrecto,249.3,,Incorrecto
2009-10-29,26.11208333333333,Aceptable,428.943,454.689,26.225416666666664,Aceptable,394.451,29.12,Aceptable,413.244,27.695000000000004,Aceptable,405.197,28.817916666666665,Aceptable,426.19,,Incorrecto,379.767,,Incorrecto,404.006,,Incorrecto,352.314,,Incorrecto
2009-10-30,32.643913043478264,Aceptable,,,33.3825,Aceptable,,39.664,Aceptable,,29.675416666666667,Aceptable,,44.18958333333333,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-10-31,31.0275,Aceptable,,,28.52416666666667,Aceptable,,25.873043478260872,Aceptable,,27.215833333333336,Aceptable,596.0,27.915714285714287,Aceptable,,,Incorrecto,547.481,,Incorrecto,579.0,,Incorrecto,586,,Incorrecto
2009-11-01,19.792916666666667,Deseable,,,21.16708333333333,Deseable,,20.89565217391305,Deseable,,19.473333333333333,Deseable,,24.73625,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-11-02,21.57375,Deseable,,,21.29083333333333,Deseable,,22.487826086956524,Deseable,,18.22083333333333,Deseable,,21.8225,Deseable,,,Incorrecto,1234.441,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-11-03,19.701666666666664,Deseable,,415.375,20.0475,Deseable,409.044,22.236521739130435,Deseable,421.194,17.987083333333334,Deseable,391.634,22.002916666666664,Deseable,455.47,,Incorrecto,392.603,,Incorrecto,332.515,,Incorrecto,422.015,,Incorrecto
2009-11-04,28.56571428571429,Aceptable,319.54,314.2,26.15458333333333,Aceptable,349.806,27.23130434782609,Aceptable,417.783,24.590416666666663,Deseable,344.961,30.08375,Aceptable,377.42,,Incorrecto,492.362,,Incorrecto,344.993,,Incorrecto,299.831,,Incorrecto
2009-11-05,29.84,Aceptable,,558.684,22.870416666666667,Deseable,565.059,30.339565217391304,Aceptable,501.295,21.11875,Deseable,528.529,34.7935,Aceptable,,,Incorrecto,512.389,,Incorrecto,486.98,,Incorrecto,,,Incorrecto
2009-11-06,20.99285714285714,Deseable,124.538,278.093,22.37333333333333,Deseable,102.876,13.063333333333333,Deseable,274.128,26.02684210526316,Aceptable,113.38,29.141666666666666,Aceptable,113.98,,Incorrecto,225.494,,Incorrecto,212.545,,Incorrecto,277.761,,Incorrecto
2009-11-07,23.074,Deseable,237.266,468.589,28.56583333333333,Aceptable,161.064,26.167391304347827,Aceptable,415.023,20.625,Deseable,256.023,37.998333333333335,Aceptable,212.935,,Incorrecto,265.854,,Incorrecto,427.533,,Incorrecto,253.353,,Incorrecto
2009-11-08,23.69217391304348,Deseable,,,25.74375,Aceptable,,28.17913043478261,Aceptable,,23.79875,Deseable,,30.734583333333333,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-11-09,25.50772727272727,Aceptable,452.917,468.01,35.38125,Aceptable,481.531,22.173529411764704,Deseable,521.0,25.713,Aceptable,501.974,33.2775,Aceptable,516.304,,Incorrecto,494.553,,Incorrecto,539.499,,Incorrecto,445.804,,Incorrecto
2009-11-10,39.396,Aceptable,688.049,645.956,37.9975,Aceptable,,34.90714285714286,Aceptable,712.0,37.281875,Aceptable,,40.5525,Aceptable,,,Incorrecto,,,Incorrecto,638.293,,Incorrecto,583.834,,Incorrecto
2009-11-11,31.67238095238095,Aceptable,216.477,270.789,34.467083333333335,Aceptable,246.118,24.27391304347826,Deseable,284.343,30.616666666666667,Aceptable,221.26,39.29416666666666,Aceptable,207.325,,Incorrecto,243.229,,Incorrecto,253.551,,Incorrecto,288.565,,Incorrecto
2009-11-12,27.883529411764705,Aceptable,,488.813,29.839166666666667,Aceptable,522.0,31.07086956521739,Aceptable,474.114,27.822000000000003,Aceptable,478.216,34.572916666666664,Aceptable,449.913,,Incorrecto,440.96,,Incorrecto,299.203,,Incorrecto,397.238,,Incorrecto
2009-11-13,29.99,Aceptable,,,30.8225,Aceptable,,34.5375,Aceptable,442.282,27.52529411764706,Aceptable,,34.06458333333333,Aceptable,,,Incorrecto,,,Incorrecto,469.5,,Incorrecto,,,Incorrecto
2009-11-14,21.207727272727272,Deseable,137.756,116.311,34.54541666666667,Aceptable,139.491,19.50304347826087,Deseable,133.723,29.11583333333333,Aceptable,129.872,27.1575,Aceptable,149.358,,Incorrecto,110.397,,Incorrecto,165.022,,Incorrecto,157.361,,Incorrecto
2009-11-15,21.1225,Deseable,50.56,54.082,33.58166666666667,Aceptable,37.697,27.689565217391305,Aceptable,56.349,22.859166666666667,Deseable,45.429,26.2,Aceptable,48.766,,Incorrecto,50.431,,Incorrecto,49.264,,Incorrecto,55.443,,Incorrecto
2009-11-16,24.845,Deseable,465.225,628.214,32.93666666666667,Aceptable,261.135,18.612272727272728,Deseable,612.657,27.79304347826087,Aceptable,229.112,26.02916666666667,Aceptable,213.688,,Incorrecto,198.355,,Incorrecto,340.051,,Incorrecto,336.665,,Incorrecto
2009-11-17,36.191818181818185,Aceptable,,,35.99166666666667,Aceptable,,34.37176470588236,Aceptable,,30.71217391304348,Aceptable,,41.75375,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-11-18,28.488260869565217,Aceptable,,,25.078636363636363,Aceptable,,14.38190476190476,Deseable,,25.94478260869565,Aceptable,,32.525416666666665,Aceptable,539.0,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-11-19,26.812083333333334,Aceptable,350.259,547.123,38.06958333333333,Aceptable,362.127,29.207619047619048,Aceptable,,25.87136363636364,Aceptable,340.482,43.42416666666667,Aceptable,338.048,,Incorrecto,433.932,,Incorrecto,466.805,,Incorrecto,387.225,,Incorrecto
2009-11-20,33.614583333333336,Aceptable,400.745,289.848,32.73772727272728,Aceptable,422.843,21.613636363636363,Deseable,306.523,31.86304347826087,Aceptable,362.696,37.96043478260869,Aceptable,393.213,,Incorrecto,303.93,,Incorrecto,330.917,,Incorrecto,459.388,,Incorrecto
2009-11-21,17.838695652173914,Deseable,319.804,313.794,34.48083333333333,Aceptable,399.534,15.790869565217392,Deseable,331.847,24.05541666666667,Deseable,452.421,24.074583333333333,Deseable,301.27,,Incorrecto,414.112,,Incorrecto,469.806,,Incorrecto,347.627,,Incorrecto
2009-11-22,15.51375,Deseable,433.628,534.733,29.27208333333333,Aceptable,466.741,16.746521739130436,Deseable,424.412,17.365416666666665,Deseable,438.527,23.56625,Deseable,416.298,,Incorrecto,541.85,,Incorrecto,394.326,,Incorrecto,387.716,,Incorrecto
2009-11-23,22.827272727272728,Deseable,,,16.645217391304346,Deseable,,24.068571428571428,Deseable,,16.69086956521739,Deseable,,23.89625,Deseable,,,Incorrecto,,,Incorrecto,592.0,,Incorrecto,,,Incorrecto
2009-11-24,24.18375,Deseable,,,20.218333333333334,Deseable,,12.708571428571428,Deseable,,20.64434782608696,Deseable,,26.280833333333334,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-11-25,30.21583333333333,Aceptable,417.0,493.28,28.987916666666667,Aceptable,511.0,25.681304347826085,Aceptable,535.514,27.01086956521739,Aceptable,500.0,35.30416666666667,Aceptable,,,Incorrecto,585.0,,Incorrecto,521.829,,Incorrecto,555.721,,Incorrecto
2009-11-26,31.871250000000003,Aceptable,,566.996,29.97285714285714,Aceptable,,26.89363636363636,Aceptable,566.128,31.49217391304348,Aceptable,,38.47416666666667,Aceptable,,,Incorrecto,,,Incorrecto,529.164,,Incorrecto,,,Incorrecto
2009-11-27,28.62047619047619,Aceptable,358.957,355.7,23.14125,Deseable,,26.139090909090907,Aceptable,414.885,22.437272727272727,Deseable,,35.43,Aceptable,435.168,,Incorrecto,446.908,,Incorrecto,381.734,,Incorrecto,383.124,,Incorrecto
2009-11-28,23.398260869565217,Deseable,,,20.502916666666668,Deseable,,15.049130434782608,Deseable,,19.15125,Deseable,,26.974166666666665,Aceptable,,,Incorrecto,,,Incorrecto,446.698,,Incorrecto,,,Incorrecto
2009-11-29,14.787916666666668,Deseable,523.2,495.946,15.1,Deseable,550.0,16.746086956521737,Deseable,416.332,12.150833333333331,Deseable,536.561,16.634583333333335,Deseable,519.426,,Incorrecto,539.211,,Incorrecto,501.874,,Incorrecto,543.618,,Incorrecto
2009-11-30,22.9475,Deseable,429.304,518.061,18.827916666666667,Deseable,464.258,18.5135,Deseable,594.452,23.04318181818181,Deseable,478.614,25.767916666666668,Aceptable,532.0,,Incorrecto,522.966,,Incorrecto,550.899,,Incorrecto,519.443,,Incorrecto
2009-12-01,34.057826086956524,Aceptable,236.057,214.861,31.06458333333333,Aceptable,248.425,33.10857142857143,Aceptable,227.638,25.20428571428572,Aceptable,257.403,41.70166666666667,Aceptable,305.044,,Incorrecto,280.685,,Incorrecto,204.244,,Incorrecto,278.232,,Incorrecto
2009-12-02,32.41047619047619,Aceptable,316.313,450.402,32.08083333333334,Aceptable,331.697,22.41409090909091,Deseable,338.402,32.69086956521739,Aceptable,339.975,40.51458333333333,Aceptable,306.682,,Incorrecto,318.298,,Incorrecto,429.614,,Incorrecto,277.347,,Incorrecto
2009-12-03,26.4608695652174,Aceptable,,,27.1725,Aceptable,,23.57681818181818,Deseable,,20.36818181818182,Deseable,,32.25791666666667,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-04,28.13608695652174,Aceptable,566.952,626.055,28.6625,Aceptable,374.357,24.193043478260872,Deseable,578.801,26.49416666666667,Aceptable,358.933,43.86291666666667,Aceptable,275.175,,Incorrecto,360.181,,Incorrecto,437.449,,Incorrecto,387.829,,Incorrecto
2009-12-05,21.972608695652173,Deseable,,,18.530833333333334,Deseable,,25.38652173913044,Aceptable,,18.562916666666663,Deseable,,30.31173913043478,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-06,19.84,Deseable,445.477,477.388,22.63583333333333,Deseable,493.439,20.26043478260869,Deseable,452.148,19.521666666666665,Deseable,477.844,24.879166666666663,Deseable,436.806,,Incorrecto,472.614,,Incorrecto,625.233,,Incorrecto,427.733,,Incorrecto
2009-12-07,23.940555555555555,Deseable,,,14.597916666666668,Deseable,,20.33818181818182,Deseable,,13.645,Deseable,,24.723333333333333,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-08,22.86590909090909,Deseable,,,18.51727272727273,Deseable,,11.218947368421052,Deseable,,16.627727272727274,Deseable,,21.613333333333333,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-09,20.908571428571427,Deseable,534.288,491.195,15.747826086956522,Deseable,462.951,17.33478260869565,Deseable,443.366,18.73055555555556,Deseable,435.487,22.99083333333333,Deseable,506.678,,Incorrecto,359.45,,Incorrecto,397.015,,Incorrecto,440.276,,Incorrecto
2009-12-10,24.235454545454544,Deseable,,,19.3325,Deseable,,14.17318181818182,Deseable,,25.11727272727273,Aceptable,,27.121666666666663,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-11,25.454761904761902,Aceptable,,,23.54833333333333,Deseable,565.64,26.33304347826087,Aceptable,,23.068181818181817,Deseable,570.014,39.49478260869565,Aceptable,524.924,,Incorrecto,580.91,,Incorrecto,,,Incorrecto,573,,Incorrecto
2009-12-12,19.70782608695652,Deseable,,,16.592916666666667,Deseable,,13.782083333333333,Deseable,,17.443749999999998,Deseable,,25.110416666666666,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-13,12.015652173913043,Deseable,237.389,256.933,20.319166666666664,Deseable,263.076,18.402916666666663,Deseable,122.682,13.67625,Deseable,251.209,26.01708333333333,Aceptable,288.889,,Incorrecto,278.961,,Incorrecto,204.821,,Incorrecto,283.937,,Incorrecto
2009-12-14,18.436190476190475,Deseable,285.226,293.493,18.304583333333333,Deseable,308.404,21.878260869565217,Deseable,316.954,18.61434782608696,Deseable,293.972,23.207916666666662,Deseable,333.682,,Incorrecto,223.332,,Incorrecto,288.891,,Incorrecto,312.311,,Incorrecto
2009-12-15,13.8535,Deseable,265.574,192.468,33.49,Aceptable,358.897,18.680869565217392,Deseable,193.988,19.639565217391304,Deseable,380.089,27.71,Aceptable,274.144,,Incorrecto,301.92,,Incorrecto,176.827,,Incorrecto,237.493,,Incorrecto
2009-12-16,24.015,Deseable,340.842,439.238,23.2725,Deseable,398.141,27.613333333333333,Aceptable,479.0,22.90083333333333,Deseable,385.039,28.289583333333336,Aceptable,447.879,,Incorrecto,452.0,,Incorrecto,,,Incorrecto,397.942,,Incorrecto
2009-12-17,20.055714285714288,Deseable,,,17.32375,Deseable,,22.58869565217391,Deseable,,19.49416666666667,Deseable,,24.50333333333333,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-18,18.655263157894737,Deseable,441.61,461.125,13.653333333333334,Deseable,,16.279565217391305,Deseable,474.59,14.194583333333334,Deseable,430.845,18.895416666666662,Deseable,,,Incorrecto,438.649,,Incorrecto,510.061,,Incorrecto,503.395,,Incorrecto
2009-12-19,16.03739130434783,Deseable,,,10.075,Deseable,,17.335416666666667,Deseable,,10.111666666666666,Deseable,,16.201249999999998,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-20,18.41913043478261,Deseable,525.459,499.868,15.845,Deseable,544.621,22.126666666666665,Deseable,497.887,15.925,Deseable,539.865,23.570833333333336,Deseable,,,Incorrecto,519.892,,Incorrecto,422.556,,Incorrecto,507.59,,Incorrecto
2009-12-21,15.783333333333331,Deseable,,532.033,11.055833333333334,Deseable,,18.12391304347826,Deseable,,12.200434782608696,Deseable,,22.23583333333333,Deseable,,,Incorrecto,470.672,,Incorrecto,466.814,,Incorrecto,459.521,,Incorrecto
2009-12-22,13.502857142857144,Deseable,,,12.81875,Deseable,,11.395416666666668,Deseable,,11.996521739130436,Deseable,,15.935833333333331,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-23,21.604090909090907,Deseable,329.918,412.778,19.6225,Deseable,277.599,20.980833333333333,Deseable,321.003,15.530434782608696,Deseable,252.544,22.91,Deseable,284.575,,Incorrecto,194.59,,Incorrecto,360.048,,Incorrecto,184.228,,Incorrecto
2009-12-24,16.307391304347824,Deseable,176.641,326.395,17.56,Deseable,199.842,14.406666666666666,Deseable,232.582,15.970833333333331,Deseable,187.736,19.106666666666666,Deseable,384.513,,Incorrecto,128.064,,Incorrecto,218.504,,Incorrecto,127.019,,Incorrecto
2009-12-25,13.549130434782608,Deseable,552.616,624.678,16.505,Deseable,474.184,14.5625,Deseable,472.225,15.271666666666668,Deseable,438.496,14.764166666666666,Deseable,484.863,,Incorrecto,403.684,,Incorrecto,404.866,,Incorrecto,393.049,,Incorrecto
2009-12-26,14.760000000000002,Deseable,,,17.520416666666666,Deseable,,18.883333333333333,Deseable,,11.249583333333334,Deseable,,18.45958333333333,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-27,11.076956521739133,Deseable,350.404,251.235,10.655416666666666,Deseable,326.0,10.743333333333332,Deseable,,8.020416666666668,Deseable,308.99,12.45625,Deseable,,,Incorrecto,332.083,,Incorrecto,262.583,,Incorrecto,243.619,,Incorrecto
2009-12-28,14.125217391304348,Deseable,,,10.441666666666666,Deseable,,14.355,Deseable,,10.619166666666668,Deseable,,15.425833333333337,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-29,18.75217391304348,Deseable,385.623,399.059,25.777391304347827,Aceptable,312.378,22.292916666666667,Deseable,424.907,15.471304347826086,Deseable,337.511,24.397916666666664,Deseable,464.628,,Incorrecto,403.651,,Incorrecto,355.617,,Incorrecto,347.149,,Incorrecto
2009-12-30,17.33782608695652,Deseable,,488.024,29.38826086956521,Aceptable,,17.900000000000002,Deseable,481.714,16.609583333333333,Deseable,,22.2375,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2009-12-31,21.62913043478261,Deseable,446.743,453.309,21.42391304347826,Deseable,532.376,24.15333333333333,Deseable,429.012,20.75913043478261,Deseable,552.041,30.274583333333336,Aceptable,516.412,,Incorrecto,421.737,,Incorrecto,408.757,,Incorrecto,285.909,,Incorrecto
2010-01-01,58.82772727272727,Precaucion,258.691,207.967,63.682500000000005,Precaucion,170.153,85.09833333333333,Precaucion,272.208,90.18166666666669,Precaucion,219.853,125.3225,Precaucion,177.822,,Incorrecto,337.283,,Incorrecto,167.735,,Incorrecto,234.009,,Incorrecto
2010-01-02,17.534347826086957,Deseable,51.482,49.211,18.679583333333333,Deseable,44.786,19.920416666666668,Deseable,57.03,17.1175,Deseable,48.988,22.74416666666667,Deseable,67.911,,Incorrecto,58.511,,Incorrecto,19.608,,Incorrecto,44.336,,Incorrecto
2010-01-03,15.848695652173912,Deseable,443.868,460.136,22.563333333333333,Deseable,443.803,15.424583333333333,Deseable,459.697,16.334166666666665,Deseable,458.093,18.9625,Deseable,463.177,,Incorrecto,340.331,,Incorrecto,399.682,,Incorrecto,199.716,,Incorrecto
2010-01-04,14.993043478260873,Deseable,,571.671,25.56041666666667,Aceptable,,14.695,Deseable,575.565,18.660833333333333,Deseable,,17.831666666666667,Deseable,,,Incorrecto,,,Incorrecto,511.401,,Incorrecto,,,Incorrecto
2010-01-05,24.930909090909093,Deseable,398.269,,21.394583333333333,Deseable,432.342,23.61708333333333,Deseable,,24.532083333333333,Deseable,423.5,27.9175,Aceptable,368.727,,Incorrecto,373.196,,Incorrecto,307.0,,Incorrecto,,,Incorrecto
2010-01-06,23.05818181818182,Deseable,233.324,194.931,30.402083333333334,Aceptable,222.285,23.425714285714285,Deseable,234.112,20.673571428571428,Deseable,215.098,31.988333333333333,Aceptable,241.757,,Incorrecto,194.399,,Incorrecto,198.113,,Incorrecto,169.729,,Incorrecto
2010-01-07,27.455454545454543,Aceptable,359.239,393.679,25.42333333333333,Aceptable,450.0,17.927391304347825,Deseable,453.661,26.55,Aceptable,471.605,36.048750000000005,Aceptable,501.5,,Incorrecto,494.28,,Incorrecto,327.859,,Incorrecto,453.131,,Incorrecto
2010-01-08,19.667826086956524,Deseable,,,19.875,Deseable,,13.408333333333331,Deseable,,18.427916666666665,Deseable,,22.40391304347826,Deseable,,,Incorrecto,,,Incorrecto,386.0,,Incorrecto,366.337,,Incorrecto
2010-01-09,22.18217391304348,Deseable,,,18.2425,Deseable,,22.12208333333333,Deseable,,19.824166666666667,Deseable,,28.675,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2010-01-10,16.049565217391304,Deseable,,,16.764166666666664,Deseable,,17.955833333333334,Deseable,,13.995416666666666,Deseable,,20.32583333333333,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2010-01-11,20.39391304347826,Deseable,,,13.134166666666667,Deseable,,12.47809523809524,Deseable,,14.702916666666669,Deseable,,19.04625,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2010-01-12,22.783478260869565,Deseable,,,24.308333333333334,Deseable,,21.600416666666664,Deseable,,22.99826086956521,Deseable,,27.258750000000003,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2010-01-13,20.396818181818183,Deseable,471.0,520.96,22.59875,Deseable,,22.14,Deseable,,18.61,Deseable,454.72,26.40375,Aceptable,480.967,,Incorrecto,390.619,,Incorrecto,395.219,,Incorrecto,451.989,,Incorrecto
2010-01-14,23.905909090909088,Deseable,283.276,274.657,28.4,Aceptable,241.331,24.29083333333333,Deseable,229.287,26.01333333333333,Aceptable,274.52,30.975833333333338,Aceptable,237.297,,Incorrecto,279.115,,Incorrecto,386.443,,Incorrecto,332.288,,Incorrecto
2010-01-15,25.006666666666664,Aceptable,518.368,563.994,31.72666666666667,Aceptable,,30.047826086956523,Aceptable,546.0,27.020416666666662,Aceptable,,32.88291666666667,Aceptable,,,Incorrecto,,,Incorrecto,,,Incorrecto,,,Incorrecto
2010-01-16,14.11,Deseable,257.665,283.787,35.48708333333334,Aceptable,325.34,18.800416666666667,Deseable,262.251,16.329583333333336,Deseable,335.851,25.924166666666668,Aceptable,372.907,,Incorrecto,378.648,,Incorrecto,278.157,,Incorrecto,284.722,,Incorrecto
2010-01-17,6.58125,Deseable,401.613,374.915,16.2525,Deseable,346.564,7.530416666666666,Deseable,382.564,8.292083333333332,Deseable,355.357,8.87125,Deseable,430.422,,Incorrecto,317.673,,Incorrecto,307.983,,Incorrecto,306.404,,Incorrecto
2010-01-18,10.56125,Deseable,529.116,419.067,19.02590909090909,Deseable,510.64,13.115,Deseable,400.388,10.822083333333332,Deseable,509.696,18.635416666666668,Deseable,,,Incorrecto,,,Incorrecto,373.547,,Incorrecto,599,,Incorrecto
2010-01-19,13.3625,Deseable,440.625,359.394,23.68625,Deseable,417.976,17.89695652173913,Deseable,409.279,17.39166666666667,Deseable,420.389,21.162916666666668,Deseable,399.57,,Incorrecto,426.651,,Incorrecto,467.0,,Incorrecto,298.333,,Incorrecto
2010-01-20,13.777916666666668,Deseable,397.589,,25.3625,Aceptable,,16.52565217391304,Deseable,,17.77625,Deseable,,21.44375,Deseable,,,Incorrecto,,,Incorrecto,,,Incorrecto,341.023,,Incorrecto
2010-01-21,15.775833333333331,Deseable,265.312,319.829,26.234166666666667,Aceptable,284.887,18.781666666666663,Deseable,290.704,19.59958333333333,Deseable,296.627,20.615416666666665,Deseable,239.787,,Incorrecto,259.519,,Incorrecto,206.064,,Incorrecto,244.485,,Incorrecto
2010-01-22,13.784999999999998,Deseable,311.964,400.352,24.5975,Deseable,285.716,17.302916666666665,Deseable,337.313,22.884090909090908,Deseable,266.519,21.154166666666665,Deseable,287.896,,Incorrecto,202.313,,Incorrecto,470.081,,Incorrecto,241.876,,Incorrecto
2010-01-23,22.172916666666666,Deseable,345.626,378.434,22.141666666666666,Deseable,233.761,24.567083333333333,Deseable,389.769,21.72833333333333,Deseable,222.119,24.047083333333333,Deseable,214.056,,Incorrecto,196.235,,Incorrecto,250.906,,Incorrecto,410.432,,Incorrecto
2010-01-24,18.187083333333334,Deseable,360.581,415.793,22.562083333333334,Deseable,342.607,21.267083333333336,Deseable,426.528,17.704583333333332,Deseable,338.247,20.563333333333333,Deseable,437.474,,Incorrecto,300.483,,Incorrecto,366.55,,Incorrecto,351.209,,Incorrecto
