Fecha,TMP,PM25,AOD_mean,AOD_median,AOD_moda,IQCA,AOD_mean_0,AOD_sum
2018-11-09,,17.040833333333335,0.468,0.468,0.468,Deseable,0.0,0.0
2018-11-11,,21.92708333333333,0.511,0.534,0.541,Deseable,1.702,4.96
2018-11-18,,16.7775,0.503,0.495,0.49,Deseable,1.603,4.67
2018-11-21,,25.256666666666664,0.584,0.584,0.584,Aceptable,0.0,0.0
2018-11-22,,21.559166666666663,0.463,0.47,0.469,Deseable,1.373,4.0
2018-11-23,14.308571428571428,16.960416666666667,0.485,0.478,0.478,Deseable,0.0,0.0
2018-11-28,13.94375,20.067916666666665,0.381,0.361,0.367,Deseable,0.0,0.0
2018-12-01,13.01875,20.01111111111111,0.299,0.287,0.282,Deseable,2.074,6.11
2018-12-02,13.447083333333332,13.864583333333334,0.365,0.358,0.374,Deseable,1.771,5.16
2018-12-04,13.159583333333332,25.743333333333336,0.489,0.481,0.516,Aceptable,0.0,0.0
2018-12-06,13.400833333333331,22.16333333333333,0.324,0.321,0.305,Deseable,1.6,4.66
2018-12-09,15.201666666666666,14.690833333333332,0.334,0.316,0.319,Deseable,0.455,1.34
2018-12-10,15.333478260869564,15.588636363636365,0.492,0.494,0.489,Deseable,2.984,8.78
2018-12-15,15.15,18.8075,0.357,0.357,0.325,Deseable,0.0,0.0
2018-12-16,15.6875,12.457916666666668,0.26,0.257,0.216,Deseable,3.846,7.0
2018-12-17,15.222916666666668,16.338333333333335,0.53,0.527,0.527,Deseable,0.022,0.07
2018-12-22,14.375,24.988,0.434,0.483,0.259,Deseable,0.406,1.18
2018-12-23,15.429166666666667,8.619444444444445,0.189,0.183,0.181,Deseable,1.177,3.47
2018-12-25,15.653333333333334,9.052916666666668,0.402,0.384,0.382,Deseable,1.316,3.87
2018-12-26,16.90875,10.109166666666669,0.321,0.316,0.336,Deseable,0.914,2.69
2018-12-29,16.265,11.305416666666666,0.314,0.311,0.235,Deseable,1.587,4.31
2018-12-30,16.190833333333334,9.087083333333334,0.291,0.287,0.292,Deseable,1.499,4.16
2018-12-31,15.934166666666668,9.542916666666668,,,,Deseable,0.0,0.0
2019-01-01,15.784583333333332,26.191666666666663,0.205,0.205,0.19,Aceptable,2.022,4.84
2019-01-02,16.365,6.949583333333333,0.201,0.189,0.178,Deseable,2.981,6.19
2019-01-03,16.455416666666668,9.03625,0.392,0.405,0.345,Deseable,0.0,0.0
2019-01-05,16.712083333333332,13.34625,0.394,0.416,0.447,Deseable,1.635,4.02
2019-01-12,14.125833333333333,13.750833333333333,0.397,0.439,0.364,Deseable,1.043,2.75
2019-01-14,14.119166666666668,14.737083333333333,0.388,0.352,0.352,Deseable,0.017,0.05
2019-01-15,14.0825,19.312083333333334,0.496,0.489,0.478,Deseable,1.845,5.48
2019-01-18,15.265,13.50625,0.459,0.462,0.45,Deseable,1.168,3.44
2019-01-21,16.055,12.011666666666668,0.346,0.351,0.427,Deseable,0.649,1.89
2019-01-22,16.8975,12.742916666666666,0.3,0.254,0.254,Deseable,0.0,0.0
2019-01-23,16.937083333333334,10.145833333333334,0.255,0.239,0.173,Deseable,3.253,7.28
2019-01-24,17.419166666666666,9.540416666666667,0.37,0.38,0.382,Deseable,0.0,0.0
2019-01-25,16.550416666666667,15.943333333333332,0.273,0.25,0.214,Deseable,1.583,4.61
2019-01-26,17.027083333333334,14.074166666666668,0.232,0.225,0.227,Deseable,2.129,5.63
2019-01-27,16.19666666666667,13.510416666666666,0.333,0.338,0.338,Deseable,2.847,8.38
2019-01-30,14.009583333333332,13.324166666666663,0.477,0.452,0.44,Deseable,0.529,1.54
2019-02-06,15.187916666666666,18.479166666666668,0.499,0.555,0.579,Deseable,0.182,0.53
2019-02-08,14.531666666666666,20.52875,0.436,0.451,0.451,Deseable,1.864,5.38
2019-02-10,14.804166666666667,12.7925,0.589,0.59,0.599,Deseable,0.331,0.96
2019-02-12,16.114583333333332,15.818333333333332,0.478,0.471,0.434,Deseable,0.106,0.3
2019-02-15,15.69,18.0465,0.39,0.407,0.406,Deseable,4.942,12.64
2019-02-16,16.22375,25.243333333333336,0.389,0.378,0.373,Aceptable,3.761,10.85
2019-02-17,16.144583333333333,17.912499999999998,0.305,0.3,0.289,Deseable,3.47,8.84
2019-02-22,15.935416666666669,13.730416666666668,0.853,0.859,0.786,Deseable,0.08,0.21
2019-02-26,14.201666666666668,19.239166666666662,0.494,0.487,0.53,Deseable,0.0,0.0
2019-03-01,13.899166666666666,14.269583333333337,0.557,0.556,0.533,Deseable,2.887,7.47
2019-03-08,16.15458333333333,17.618333333333332,0.306,0.312,0.302,Deseable,3.767,8.18
2019-03-10,16.239166666666666,8.70125,0.475,0.475,0.564,Deseable,0.0,0.0
2019-03-12,15.249583333333334,18.81083333333333,0.385,0.388,0.322,Deseable,1.279,2.24
2019-03-14,15.671666666666669,19.48208333333333,0.502,0.542,0.597,Deseable,4.434,6.28
2019-03-16,16.34208333333333,15.75625,0.198,0.198,0.192,Deseable,4.003,5.71
2019-03-17,16.511666666666667,15.629583333333334,0.488,0.478,0.438,Deseable,1.333,1.74
2019-03-21,14.581739130434782,17.72434782608696,0.431,0.422,0.422,Deseable,1.039,0.87
2019-03-23,14.14375,23.52083333333333,0.375,0.362,0.342,Deseable,8.199,9.26
2019-03-24,14.10875,29.75916666666667,0.577,0.582,0.554,Aceptable,1.7,2.02
2019-03-26,15.77125,23.453333333333333,0.528,0.542,0.503,Deseable,1.886,2.58
