Fecha,AOD,PM25
2016-07-11,317.0,10.385
2016-07-13,0.0,8.005
2016-07-15,0.0,23.349166666666665
2016-07-16,171.0,7.63125
2016-07-17,0.0,11.378333333333332
2016-07-18,0.0,7.437916666666666
2016-07-19,0.0,8.1975
2016-07-20,0.0,13.71375
2016-07-21,0.0,15.247916666666669
2016-07-22,0.0,10.514583333333333
2016-07-23,0.0,9.9475
2016-07-24,0.0,7.58625
2016-07-25,243.0,13.070416666666668
2016-07-26,0.0,11.627916666666666
2016-07-27,286.0,14.627083333333331
2016-07-28,0.0,7.900833333333334
2016-07-29,0.0,15.35125
2016-07-30,0.0,7.91875
2016-07-31,0.0,13.109166666666669
2016-08-01,0.0,16.029999999999998
2016-08-02,0.0,10.55875
2016-08-04,0.0,12.281666666666666
2016-08-05,0.0,14.135
2016-08-06,0.0,16.590833333333332
2016-08-07,0.0,15.074166666666663
2016-08-08,158.0,18.622916666666665
2016-08-09,0.0,19.06875
2016-08-10,204.0,20.21291666666667
2016-08-12,0.0,12.95625
2016-08-13,0.0,10.485416666666667
2016-08-14,0.0,11.375
2016-08-15,0.0,19.15833333333333
2016-08-16,0.0,20.0475
2016-08-17,0.0,15.027916666666668
2016-08-19,0.0,12.052916666666668
2016-08-20,0.0,12.002916666666666
2016-08-22,0.0,12.761666666666663
2016-08-24,0.0,9.67125
2016-08-25,319.0,9.313636363636364
2016-08-26,0.0,16.2825
2016-08-27,105.0,19.035
2016-08-28,0.0,24.28142857142857
2016-08-29,0.0,15.965416666666668
2016-08-31,0.0,19.695
2016-09-01,0.0,14.560416666666669
2016-09-02,0.0,14.835833333333332
2016-09-03,358.0,10.386666666666668
2016-09-05,0.0,9.789583333333336
2016-09-06,0.0,14.882083333333332
2016-09-07,0.0,11.58125
2016-09-08,174.0,14.013333333333334
2016-09-09,0.0,14.3125
2016-09-10,105.0,11.34875
2016-09-11,0.0,10.019583333333332
2016-09-12,303.0,9.885416666666666
2016-09-13,0.0,7.982083333333333
2016-09-14,0.0,8.657083333333334
2016-09-15,0.0,11.653333333333334
2016-09-16,0.0,10.085833333333332
2016-09-17,190.0,20.915000000000003
2016-09-18,0.0,16.294999999999998
2016-09-19,160.0,18.517916666666668
2016-09-20,0.0,8.945
2016-09-21,0.0,13.217083333333331
2016-09-22,0.0,19.716666666666665
2016-09-23,0.0,15.91625
2016-09-24,0.0,10.009583333333332
2016-09-25,0.0,8.82
2016-09-26,28.0,13.67625
2016-09-27,0.0,16.93
2016-09-28,0.0,13.600416666666668
2016-09-29,0.0,12.409999999999998
2016-09-30,0.0,13.15375
2016-10-01,232.0,12.797083333333331
2016-10-02,0.0,12.7175
2016-10-03,297.0,15.983333333333334
2016-10-04,0.0,16.410833333333333
2016-10-05,0.0,12.55125
2016-10-06,342.0,16.462083333333332
2016-10-07,0.0,17.974166666666665
2016-10-08,233.0,11.527916666666668
2016-10-09,0.0,10.84625
2016-10-10,220.0,13.756666666666668
2016-10-11,0.0,16.080000000000002
2016-10-12,0.0,10.27
2016-10-13,0.0,12.444166666666668
2016-10-14,0.0,21.532083333333333
2016-10-16,0.0,6.380476190476191
2016-10-17,0.0,10.686666666666667
2016-10-18,0.0,19.441666666666663
2016-10-19,364.0,14.97625
2016-10-20,0.0,17.605
2016-10-21,184.0,15.364166666666668
2016-10-22,0.0,14.727916666666664
2016-10-23,0.0,9.674583333333333
2016-10-24,0.0,8.943333333333333
2016-10-25,0.0,16.009583333333335
2016-10-26,0.0,11.847083333333332
2016-10-27,0.0,15.4975
2016-10-28,230.0,17.056250000000002
2016-10-29,0.0,18.321666666666665
2016-10-30,392.0,14.519166666666663
2016-10-31,268.0,16.4775
2016-11-01,0.0,16.1725
2016-11-02,271.0,15.0325
