Fecha,Carapungo,SanAntonio,Tumbaco,Guamani,Cotocollao,Belisario,Centro,LosChillos,ElCamal
2018-06-06,0.19,0.16,0.14,0.22,0.22,0.19,0.18,0.11,0.16
2018-06-07,0.09,0.14,0.06,0.11,0.09,0.12,0.12,0.07,0.10
2018-06-08,0.15,0.13,0.17,0.16,0.16,0.13,0.12,0.10,0.12
2018-06-09,0.23,0.26,0.17,0.30,0.24,0.21,0.28,0.23,0.25
2018-06-10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-06-11,0.25,0.13,0.20,0.29,0.23,0.22,0.21,0.29,0.24
2018-06-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-06-13,0.21,0.09,0.12,0.20,0.17,0.11,0.12,0.05,0.13
2018-06-14,0.23,0.22,0.24,0.35,0.30,0.46,0.44,0.31,0.40
2018-06-15,0.00,0.33,0.00,0.00,0.00,0.00,0.37,0.00,0.36
2018-06-16,0.26,0.25,0.31,0.22,0.33,0.34,0.41,0.42,0.41
2018-06-17,0.40,0.34,0.00,0.00,0.35,0.36,0.00,0.00,0.00
2018-06-18,0.34,0.32,0.22,0.44,0.33,0.30,0.35,0.29,0.34
2018-06-19,0.35,0.00,0.29,0.00,0.35,0.42,0.41,0.36,0.31
2018-06-20,0.37,0.37,0.34,0.25,0.35,0.32,0.32,0.40,0.37
2018-06-21,0.24,0.35,0.15,0.19,0.25,0.21,0.21,0.16,0.19
2018-06-22,0.13,0.11,0.10,0.19,0.14,0.13,0.14,0.12,0.14
2018-06-23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.49
2018-06-24,0.32,0.27,0.00,0.00,0.37,0.00,0.00,0.00,0.00
2018-06-25,0.33,0.33,0.00,0.00,0.35,0.00,0.00,0.00,0.00
2018-06-26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-06-27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-06-28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-06-29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-06-30,0.43,0.54,0.00,0.00,0.47,0.00,0.00,0.00,0.00
2018-07-01,0.25,0.24,0.00,0.32,0.29,0.34,0.33,0.43,0.33
2018-07-02,0.12,0.08,0.05,0.14,0.15,0.09,0.07,0.07,0.06
2018-07-03,0.11,0.08,0.21,0.18,0.13,0.13,0.14,0.22,0.17
2018-07-04,0.28,0.21,0.20,0.27,0.34,0.23,0.29,0.29,0.27
2018-07-05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-07-06,0.52,0.56,0.53,0.55,0.52,0.43,0.42,0.51,0.49
2018-07-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-07-08,0.15,0.17,0.13,0.21,0.17,0.20,0.22,0.13,0.21
2018-07-09,0.28,0.32,0.17,0.31,0.29,0.30,0.33,0.40,0.34
2018-07-10,0.13,0.15,0.12,0.18,0.16,0.16,0.16,0.12,0.14
2018-07-11,0.23,0.25,0.20,0.28,0.29,0.25,0.24,0.13,0.17
2018-07-12,0.15,0.12,0.22,0.22,0.18,0.19,0.20,0.18,0.18
2018-07-13,0.26,0.25,0.14,0.29,0.35,0.25,0.28,0.17,0.25
2018-07-14,0.41,0.30,0.14,0.39,0.00,0.29,0.32,0.23,0.31
2018-07-15,0.16,0.12,0.07,0.15,0.17,0.13,0.13,0.07,0.12
2018-07-16,0.04,0.12,0.04,0.06,0.04,0.09,0.08,0.05,0.09
2018-07-17,0.29,0.31,0.00,0.26,0.24,0.24,0.27,0.31,0.28
2018-07-18,0.50,0.43,0.40,0.29,0.41,0.00,0.18,0.23,0.27
2018-07-19,0.25,0.26,0.00,0.22,0.24,0.28,0.25,0.25,0.25
2018-07-20,0.39,0.00,0.45,0.00,0.00,0.00,0.00,0.43,0.00
2018-07-21,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-07-22,0.00,0.43,0.00,0.00,0.44,0.00,0.00,0.00,0.00
2018-07-23,0.26,0.32,0.20,0.23,0.31,0.24,0.24,0.20,0.23
2018-07-24,0.18,0.23,0.17,0.27,0.21,0.24,0.27,0.32,0.31
2018-07-25,0.25,0.23,0.14,0.23,0.00,0.28,0.32,0.21,0.31
2018-07-26,0.23,0.21,0.25,0.23,0.22,0.20,0.19,0.22,0.19
2018-07-27,0.00,0.00,0.42,0.00,0.00,0.43,0.43,0.43,0.44
2018-07-28,0.12,0.11,0.19,0.18,0.16,0.16,0.17,0.15,0.15
2018-07-29,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-07-30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-07-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.00
2018-08-01,0.19,0.22,0.13,0.22,0.24,0.21,0.22,0.17,0.21
2018-08-02,0.14,0.07,0.15,0.19,0.17,0.15,0.16,0.18,0.18
2018-08-03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-08-04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-08-05,0.30,0.15,0.17,0.26,0.27,0.26,0.24,0.19,0.23
2018-08-06,0.57,0.51,0.29,0.00,0.62,0.00,0.00,0.34,0.00
2018-08-07,0.57,0.57,0.17,0.36,0.56,0.40,0.41,0.20,0.33
2018-08-08,0.26,0.29,0.18,0.36,0.32,0.26,0.26,0.21,0.25
2018-08-09,0.22,0.21,0.20,0.20,0.21,0.19,0.21,0.20,0.20
2018-08-10,0.23,0.26,0.14,0.24,0.23,0.21,0.23,0.20,0.24
2018-08-11,0.16,0.16,0.20,0.20,0.16,0.17,0.17,0.17,0.16
2018-08-12,0.27,0.35,0.18,0.33,0.25,0.23,0.23,0.21,0.23
2018-08-13,0.27,0.28,0.00,0.44,0.28,0.32,0.35,0.39,0.36
2018-08-14,0.38,0.25,0.33,0.31,0.40,0.39,0.34,0.27,0.32
2018-08-15,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00
2018-08-16,0.28,0.24,0.18,0.27,0.19,0.19,0.24,0.18,0.21
2018-08-17,0.24,0.26,0.19,0.00,0.27,0.24,0.27,0.28,0.33
2018-08-18,0.11,0.16,0.11,0.12,0.12,0.16,0.16,0.14,0.16
2018-08-19,0.21,0.23,0.13,0.31,0.22,0.25,0.30,0.26,0.31
2018-08-20,0.19,0.19,0.28,0.25,0.20,0.21,0.21,0.27,0.22
2018-08-21,0.27,0.27,0.14,0.31,0.23,0.24,0.26,0.28,0.27
2018-08-22,0.00,0.50,0.26,0.40,0.00,0.40,0.38,0.30,0.41
2018-08-23,0.41,0.31,0.24,0.29,0.39,0.34,0.35,0.31,0.33
2018-08-24,0.09,0.15,0.11,0.22,0.12,0.13,0.16,0.15,0.18
2018-08-25,0.10,0.17,0.07,0.12,0.11,0.12,0.13,0.07,0.10
2018-08-26,0.25,0.34,0.17,0.27,0.27,0.26,0.29,0.21,0.29
2018-08-27,0.37,0.28,0.49,0.48,0.34,0.29,0.28,0.48,0.39
2018-08-28,0.20,0.25,0.06,0.22,0.19,0.20,0.24,0.11,0.22
2018-08-29,0.16,0.17,0.26,0.18,0.20,0.19,0.20,0.21,0.18
2018-08-30,0.23,0.11,0.14,0.17,0.18,0.17,0.17,0.10,0.16
2018-08-31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-01,0.31,0.36,0.31,0.23,0.21,0.22,0.21,0.24,0.22
2018-09-02,0.39,0.32,0.25,0.00,0.00,0.39,0.39,0.31,0.39
2018-09-03,0.25,0.21,0.23,0.31,0.22,0.23,0.26,0.27,0.29
2018-09-04,0.43,0.21,0.00,0.00,0.44,0.00,0.00,0.00,0.00
2018-09-05,0.54,0.54,0.54,0.00,0.44,0.45,0.53,0.50,0.52
2018-09-06,0.22,0.20,0.06,0.21,0.19,0.17,0.18,0.08,0.19
2018-09-07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-08,0.55,0.32,0.17,0.00,0.29,0.27,0.28,0.34,0.00
2018-09-09,0.39,0.45,0.43,0.00,0.40,0.46,0.00,0.00,0.00
2018-09-10,0.25,0.24,0.23,0.35,0.23,0.22,0.23,0.38,0.34
2018-09-11,0.00,0.00,0.44,0.47,0.00,0.00,0.00,0.00,0.00
2018-09-12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-13,0.39,0.43,0.35,0.00,0.39,0.47,0.41,0.31,0.39
2018-09-14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2018-09-17,0.29,0.12,0.15,0.20,0.24,0.12,0.09,0.11,0.10
2018-09-18,0.21,0.26,0.15,0.28,0.21,0.26,0.23,0.16,0.19
2018-09-19,0.26,0.23,0.20,0.29,0.28,0.26,0.23,0.16,0.20
2018-09-20,0.13,0.13,0.08,0.21,0.13,0.13,0.12,0.07,0.10
2018-09-21,0.38,0.33,0.00,0.55,0.38,0.53,0.48,0.00,0.49
2018-09-22,0.25,0.31,0.19,0.36,0.27,0.32,0.32,0.17,0.38
2018-09-23,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00
