Fecha,Guamani_x,Guamani_y
2019-04-15,0,18.11583333333333
2019-04-16,324.87,13.7425
2019-04-17,0,14.775
2019-04-18,0,14.36583333333333
2019-04-19,0,15.82541666666667
2019-04-20,0,17.28041666666667
2019-04-21,0,13.01583333333333
2019-04-22,413.633,21.21041666666667
2019-04-23,0,19.50208333333333
2019-04-24,0,16.63833333333333
2019-04-25,0,14.77916666666667
2019-04-26,0,22.31708333333333
2019-04-27,0,11.51041666666667
2019-04-28,0,7.565
2019-04-29,0,11.0625
2019-04-30,426.454,13.16090909090909
2019-05-01,175.065,13.33541666666667
2019-05-02,398.46,12.79625
2019-05-03,0,17.36739130434783
2019-05-04,359.634,13.6175
2019-05-05,0,12.2604347826087
2019-05-06,391.661,11.345
2019-05-07,0,12.19
2019-05-08,524.5,14.53458333333333
2019-05-09,0,13.74333333333333
2019-05-10,0,17.4425
2019-05-11,316.698,23.17869565217391
2019-05-12,0,18.6125
2019-05-13,0,24.88304347826087
2019-05-14,0,11.25291666666667
2019-05-15,0,9.020833333333334
2019-05-16,340.284,11.60375
2019-05-17,0,14.18090909090909
2019-05-18,463.806,14.8375
2019-05-19,0,14.53583333333333
2019-05-20,0,22.47681818181818
2019-05-21,0,20.18833333333333
2019-05-22,301.593,15.19416666666667
2019-05-23,0,20.45125
2019-05-24,215.516,12.93
2019-05-25,0,18.82791666666667
2019-05-26,"1,228.85",15.48458333333333
2019-05-27,450.917,20.33772727272727
2019-05-28,0,17.46166666666667
2019-05-29,0,15.10875
2019-05-30,0,18.59291666666667
2019-05-31,0,20.59285714285714
2019-06-01,0,15.82083333333333
2019-06-02,0,11.39913043478261
2019-06-03,0,9.980833333333333
2019-06-04,275.337,6.419090909090909
2019-06-05,0,9.100909090909092
2019-06-06,0,11.30166666666667
2019-06-07,424.399,18.8425
2019-06-08,342.903,11.53291666666667
2019-06-09,0,10.65818181818182
2019-06-10,0,12.98125
2019-06-11,0,18.06958333333333
2019-06-12,0,18.12583333333333
2019-06-13,0,16.80708333333333
2019-06-14,0,26.38153846153846
2019-06-15,0,
2019-06-16,454.664,
2019-06-17,305.753,
2019-06-18,359.079,
2019-06-19,242.086,1.68
2019-06-20,0,12.99708333333333
2019-06-21,0,13.14208333333333
2019-06-22,0,13.68083333333333
2019-06-23,0,7.814583333333334
2019-06-24,0,13.98041666666666
2019-06-25,508.876,18.43375
2019-06-26,166.124,15.6575
2019-06-27,284.348,13.35708333333333
2019-06-28,224.389,12.79347826086956
2019-06-29,0,11.58333333333333
2019-06-30,367.12,11.46458333333333
2019-07-01,0,10.49333333333333
2019-07-02,0,22.78777777777778
2019-07-03,215.625,21.17478260869565
2019-07-04,302.466,16.72125
2019-07-05,388.203,15.31521739130435
2019-07-06,0,13.39208333333333
2019-07-07,0,9.255
2019-07-08,0,14.89166666666667
2019-07-09,367.671,12.81958333333333
2019-07-10,311.942,9.334999999999999
2019-07-11,114.889,15.41904761904762
2019-07-12,0,17.41625
2019-07-13,0,18.76166666666667
2019-07-14,0,12.825
2019-07-15,0,18.35083333333333
2019-07-16,559.457,11.28291666666667
2019-07-17,425.899,10.41333333333333
2019-07-18,229.388,9.9025
2019-07-19,249.949,13.52652173913044
2019-07-20,320.996,13.2075
2019-07-21,429.947,10.02958333333333
2019-07-22,0,19.98791666666667
2019-07-23,0,25.72958333333333
2019-07-24,0,14.94208333333333
2019-07-25,0,9.84764705882353
2019-07-26,381.387,14.18
2019-07-27,388.969,16.80380952380952
2019-07-28,0,11.58041666666667
2019-07-29,177.457,12.80875
2019-07-30,223.658,11.17666666666667
2019-07-31,0,8.85590909090909
2019-08-01,252.607,15.87166666666666
2019-08-02,0,20.25083333333333
2019-08-03,0,14.55333333333333
2019-08-04,443.185,10.1195652173913
2019-08-05,309.579,12.18916666666667
2019-08-06,88.301,10.78625
2019-08-07,451.5,10.18652173913043
2019-08-08,245.823,13.69708333333333
2019-08-09,0,13.58833333333333
2019-08-10,290.483,12.29916666666667
2019-08-11,305.047,12.44541666666667
2019-08-12,226.034,13.39083333333333
2019-08-13,0,11.13916666666667
2019-08-14,0,22.257
2019-08-15,270,26.02045454545455
2019-08-16,0,16.92833333333333
2019-08-17,526.138,15.04333333333333
2019-08-18,253.645,9.765
2019-08-19,299.735,11.71083333333333
2019-08-20,0,12.21791666666667
2019-08-21,350.236,14.33791666666667
2019-08-22,396.269,12.72625
2019-08-23,0,15.48791666666667
2019-08-24,296.666,20.06173913043478
2019-08-25,0,14.95416666666667
2019-08-26,192.192,14.29333333333333
2019-08-27,332.456,12.59916666666667
2019-08-28,383.497,16.49041666666666
2019-08-29,222.135,12.73083333333333
2019-08-30,145.843,11.87041666666667
2019-08-31,331,17.03833333333333
2019-09-01,0,13.14
2019-09-02,210.768,19.915
2019-09-03,0,13.16954545454545
2019-09-04,579,18.39416666666667
2019-09-05,391,12.66818181818182
2019-09-06,323.743,12.09625
2019-09-07,209.04,10.69458333333333
2019-09-08,156.988,10.705
2019-09-09,225.247,17.97458333333333
2019-09-10,0,17.81090909090909
2019-09-11,210.855,19.24375
2019-09-12,0,25.19875
2019-09-13,346.023,17.93739130434783
2019-09-14,0,23.70166666666667
2019-09-15,0,18.07375
2019-09-16,167.164,13.27666666666667
2019-09-17,0,14.84869565217391
2019-09-18,0,27.33142857142857
2019-09-19,0,23.475
2019-09-20,0,24.54882352941176
2019-09-21,0,28.38826086956522
2019-09-22,369.429,12.41041666666667
2019-09-23,0,18.63304347826087
2019-09-24,0,17.33
2019-09-25,0,23.41130434782609
2019-09-26,0,15.75625
2019-09-27,377.933,15.47916666666667
2019-09-28,0,23.99083333333333
2019-09-29,345.795,15.5075
2019-09-30,0,19.41041666666667
2019-10-01,434.382,29.84291666666667
2019-10-02,0,21.12625
2019-10-03,0,23.64
2019-10-04,0,15.83869565217391
2019-10-05,0,14.53041666666667
2019-10-06,532.192,17.19958333333333
2019-10-07,0,22.3775
2019-10-08,0,16.86
2019-10-09,0,14.96416666666667
2019-10-10,0,17.94208333333333
2019-10-11,0,14.92916666666667
2019-10-12,0,18.73291666666667
2019-10-13,0,13.755
2019-10-14,281.694,17.89958333333333
2019-10-15,440.728,21.05791666666667
2019-10-16,0,23.82458333333333
2019-10-17,495.433,21.2495652173913
2019-10-18,0,28.903
2019-10-19,0,13.597
2019-10-20,0,14.17583333333334
2019-10-21,0,18.56952380952381
2019-10-22,0,16.63291666666667
2019-10-23,0,12.13208333333333
2019-10-24,511.964,19.45739130434783
2019-10-25,429.121,14.82789473684211
2019-10-26,0,16.64666666666666
2019-10-27,0,15.27791666666667
2019-10-28,0,14.74041666666667
2019-10-29,373.941,17.12083333333333
