Fecha,Estacion,Nivel,Valor
2024-09-25 11:00:00,Carapungo,Precaucion,69.52
2024-09-25 12:00:00,Carapungo,Precaucion,54.26
2024-09-26 11:00:00,Carapungo,Precaucion,51.74
2024-10-01 20:00:00,Carapungo,Precaucion,55.98
2024-10-02 11:00:00,Carapungo,Precaucion,52.77
2024-10-02 12:00:00,Carapungo,Precaucion,62.43
2024-10-23 12:00:00,Carapungo,Precaucion,53.94
2024-10-25 11:00:00,Carapungo,Precaucion,51.38
2024-10-29 11:00:00,Carapungo,Precaucion,51.91
2024-11-04 13:00:00,Carapungo,Precaucion,59.17
2024-11-04 18:00:00,Carapungo,Alerta,203.0
2024-11-06 11:00:00,Carapungo,Precaucion,52.89
2024-11-07 12:00:00,Carapungo,Precaucion,52.37
2024-11-08 12:00:00,Carapungo,Precaucion,51.24
2024-11-09 19:00:00,Carapungo,Precaucion,61.22
2024-11-11 11:00:00,Carapungo,Precaucion,52.84
2024-11-11 12:00:00,Carapungo,Precaucion,53.93
2024-11-12 05:00:00,Carapungo,Precaucion,59.92
2024-11-12 08:00:00,Carapungo,Precaucion,53.87
2024-11-12 09:00:00,Carapungo,Precaucion,59.64
2024-11-12 10:00:00,Carapungo,Precaucion,69.87
2024-11-12 11:00:00,Carapungo,Precaucion,68.88
2024-11-12 12:00:00,Carapungo,Precaucion,70.73
2024-11-12 13:00:00,Carapungo,Precaucion,54.47
2024-11-12 20:00:00,Carapungo,Precaucion,61.86
2024-11-12 21:00:00,Carapungo,Precaucion,71.49
2024-11-13 11:00:00,Carapungo,Precaucion,57.68
2024-11-13 12:00:00,Carapungo,Precaucion,56.16
2024-11-15 11:00:00,Carapungo,Precaucion,61.08
2024-11-15 12:00:00,Carapungo,Precaucion,63.9
2024-11-15 13:00:00,Carapungo,Precaucion,51.5
2024-11-28 15:00:00,Carapungo,Precaucion,52.89
2018-01-01 05:00:00,Centro,Precaucion,51.68
2018-01-01 06:00:00,Centro,Alarma,276.67
2018-01-01 07:00:00,Centro,Alerta,215.73
2018-01-01 08:00:00,Centro,Precaucion,115.53
2018-01-02 13:00:00,Centro,Precaucion,55.35
2018-01-03 13:00:00,Centro,Precaucion,61.32
2018-01-04 11:00:00,Centro,Precaucion,59.22
2018-01-04 12:00:00,Centro,Precaucion,66.61
2018-01-09 13:00:00,Centro,Precaucion,79.77
2018-01-09 14:00:00,Centro,Precaucion,61.53
2018-01-11 11:00:00,Centro,Precaucion,56.52
2018-01-11 12:00:00,Centro,Precaucion,66.56
2018-01-11 13:00:00,Centro,Precaucion,69.05
2018-01-26 12:00:00,Centro,Precaucion,62.31
2018-01-26 13:00:00,Centro,Precaucion,69.51
2018-01-31 12:00:00,Centro,Precaucion,54.14
2018-02-01 12:00:00,Centro,Precaucion,61.22
2018-02-01 13:00:00,Centro,Precaucion,56.64
2018-02-12 05:00:00,Centro,Precaucion,60.57
2018-03-08 12:00:00,Centro,Precaucion,59.77
2018-03-15 12:00:00,Centro,Precaucion,57.65
2018-03-15 13:00:00,Centro,Precaucion,51.07
2018-03-16 12:00:00,Centro,Precaucion,58.03
2018-03-20 12:00:00,Centro,Precaucion,51.05
2018-03-20 13:00:00,Centro,Precaucion,56.61
2018-03-24 02:00:00,Centro,Precaucion,93.8
2018-03-27 13:00:00,Centro,Precaucion,57.91
2018-04-26 13:00:00,Centro,Precaucion,57.47
2018-05-22 12:00:00,Centro,Precaucion,55.33
2018-05-22 13:00:00,Centro,Precaucion,60.83
2018-05-24 13:00:00,Centro,Precaucion,51.3
2018-06-25 12:00:00,Centro,Precaucion,55.32
2018-06-25 13:00:00,Centro,Precaucion,57.8
2018-08-21 06:00:00,Centro,Precaucion,91.83
2018-08-22 15:00:00,Centro,Precaucion,63.2
2018-10-01 12:00:00,Centro,Precaucion,68.22
2018-10-02 11:00:00,Centro,Precaucion,58.98
2018-10-02 12:00:00,Centro,Precaucion,63.64
2018-10-05 12:00:00,Centro,Precaucion,64.65
2018-10-05 13:00:00,Centro,Precaucion,62.98
2018-10-05 14:00:00,Centro,Precaucion,63.15
2018-10-06 05:00:00,Centro,Precaucion,56.69
2018-10-09 15:00:00,Centro,Precaucion,54.55
2018-10-10 15:00:00,Centro,Precaucion,56.9
2018-10-10 16:00:00,Centro,Precaucion,62.98
2018-10-10 17:00:00,Centro,Precaucion,63.73
2018-10-11 16:00:00,Centro,Precaucion,57.21
2018-10-17 12:00:00,Centro,Precaucion,51.83
2018-10-17 20:00:00,Centro,Precaucion,60.7
2018-10-17 21:00:00,Centro,Precaucion,55.98
2018-10-17 22:00:00,Centro,Precaucion,59.48
2018-10-18 05:00:00,Centro,Precaucion,56.77
2018-10-18 14:00:00,Centro,Precaucion,64.95
2018-10-18 15:00:00,Centro,Precaucion,68.35
2018-10-18 16:00:00,Centro,Precaucion,57.72
2018-10-19 12:00:00,Centro,Precaucion,59.46
2018-10-19 13:00:00,Centro,Precaucion,67.3
2018-10-19 15:00:00,Centro,Precaucion,62.1
2018-10-19 19:00:00,Centro,Precaucion,60.94
2018-10-22 12:00:00,Centro,Precaucion,55.3
2018-10-22 13:00:00,Centro,Precaucion,60.02
2018-10-24 00:00:00,Centro,Precaucion,51.61
2018-10-24 19:00:00,Centro,Precaucion,73.77
2018-10-25 14:00:00,Centro,Precaucion,53.57
2018-10-25 15:00:00,Centro,Precaucion,57.9
2018-10-29 12:00:00,Centro,Precaucion,53.27
2018-11-17 04:00:00,Centro,Precaucion,54.36
2018-11-21 12:00:00,Centro,Precaucion,56.32
2018-11-28 12:00:00,Centro,Precaucion,59.8
2018-11-28 13:00:00,Centro,Precaucion,59.15
2018-11-29 12:00:00,Centro,Precaucion,54.46
2018-11-29 14:00:00,Centro,Precaucion,52.44
2018-12-04 12:00:00,Centro,Precaucion,56.05
2019-01-01 05:00:00,Centro,Alerta,151.16
2019-01-01 06:00:00,Centro,Alerta,248.1
2019-01-01 07:00:00,Centro,Precaucion,75.67
2019-01-09 12:00:00,Centro,Precaucion,54.67
2019-01-09 13:00:00,Centro,Precaucion,64.88
2019-01-16 12:00:00,Centro,Precaucion,53.02
2019-01-16 13:00:00,Centro,Precaucion,55.74
2019-02-06 13:00:00,Centro,Precaucion,64.37
2019-02-15 13:00:00,Centro,Precaucion,51.28
2019-03-07 12:00:00,Centro,Precaucion,62.86
2019-03-24 14:00:00,Centro,Precaucion,53.58
2019-03-25 12:00:00,Centro,Precaucion,51.0
2019-04-20 22:00:00,Centro,Precaucion,59.98
2019-04-20 23:00:00,Centro,Precaucion,51.91
2019-04-21 00:00:00,Centro,Precaucion,54.78
2019-05-14 04:00:00,Centro,Precaucion,51.79
2019-05-14 05:00:00,Centro,Precaucion,56.94
2019-05-21 13:00:00,Centro,Precaucion,56.43
2019-05-22 12:00:00,Centro,Precaucion,55.53
2019-05-22 13:00:00,Centro,Precaucion,51.1
2019-06-12 13:00:00,Centro,Precaucion,72.52
2019-06-13 12:00:00,Centro,Precaucion,55.31
2019-06-13 13:00:00,Centro,Precaucion,56.56
2019-07-17 23:00:00,Centro,Precaucion,53.1
2019-07-25 15:00:00,Centro,Precaucion,54.81
2019-08-02 13:00:00,Centro,Precaucion,56.47
2019-08-15 01:00:00,Centro,Precaucion,51.98
2019-08-15 03:00:00,Centro,Precaucion,54.09
2019-08-15 04:00:00,Centro,Precaucion,52.0
2019-09-03 22:00:00,Centro,Precaucion,63.71
2019-09-03 23:00:00,Centro,Alerta,221.72
2019-09-04 00:00:00,Centro,Precaucion,117.56
2019-09-04 01:00:00,Centro,Precaucion,66.73
2019-09-05 23:00:00,Centro,Precaucion,51.31
2019-09-12 15:00:00,Centro,Precaucion,70.66
2019-09-12 16:00:00,Centro,Precaucion,70.91
2019-09-13 12:00:00,Centro,Precaucion,77.41
2019-09-13 13:00:00,Centro,Alerta,189.52
2019-09-13 14:00:00,Centro,Precaucion,145.67
2019-09-13 17:00:00,Centro,Precaucion,90.1
2019-09-13 18:00:00,Centro,Precaucion,71.6
2019-09-18 17:00:00,Centro,Precaucion,63.74
2019-09-18 18:00:00,Centro,Precaucion,93.02
2019-10-09 20:00:00,Centro,Precaucion,58.7
2019-10-09 22:00:00,Centro,Precaucion,53.92
2019-10-13 02:00:00,Centro,Precaucion,55.21
2019-10-13 03:00:00,Centro,Precaucion,84.65
2019-10-25 13:00:00,Centro,Precaucion,54.86
2019-10-25 14:00:00,Centro,Precaucion,61.53
2019-12-02 13:00:00,Centro,Precaucion,56.73
2019-12-13 12:00:00,Centro,Precaucion,51.26
2019-12-13 13:00:00,Centro,Precaucion,55.0
2020-01-01 06:00:00,Centro,Precaucion,127.45
2020-01-01 07:00:00,Centro,Precaucion,70.73
2020-01-06 14:00:00,Centro,Precaucion,64.82
2020-01-07 14:00:00,Centro,Precaucion,58.76
2020-01-15 23:00:00,Centro,Precaucion,52.02
2020-02-03 12:00:00,Centro,Precaucion,74.84
2020-02-09 15:00:00,Centro,Precaucion,68.35
2020-02-12 12:00:00,Centro,Precaucion,76.92
2020-02-12 13:00:00,Centro,Precaucion,66.84
2020-02-14 13:00:00,Centro,Precaucion,51.36
2020-03-09 13:00:00,Centro,Precaucion,54.14
2020-10-11 01:00:00,Centro,Precaucion,55.74
2020-10-11 02:00:00,Centro,Precaucion,59.92
2020-11-14 05:00:00,Centro,Precaucion,51.92
2020-11-14 10:00:00,Centro,Precaucion,51.54
2020-11-14 16:00:00,Centro,Precaucion,53.17
2020-11-15 16:00:00,Centro,Precaucion,51.08
2020-11-16 16:00:00,Centro,Precaucion,54.56
2020-11-16 19:00:00,Centro,Precaucion,55.86
2020-11-19 16:00:00,Centro,Precaucion,51.92
2020-11-23 16:00:00,Centro,Precaucion,57.21
2021-01-01 05:00:00,Centro,Precaucion,109.29
2021-01-01 06:00:00,Centro,Alerta,226.28
2021-01-01 07:00:00,Centro,Alerta,193.69
2021-01-01 08:00:00,Centro,Alerta,202.61
2021-01-01 09:00:00,Centro,Precaucion,139.43
2021-01-01 10:00:00,Centro,Precaucion,130.0
2021-01-01 11:00:00,Centro,Precaucion,112.87
2021-01-01 12:00:00,Centro,Alerta,161.73
2021-01-01 13:00:00,Centro,Alerta,170.38
2021-01-01 14:00:00,Centro,Precaucion,66.02
2021-02-03 18:00:00,Centro,Precaucion,61.34
2021-02-03 19:00:00,Centro,Precaucion,67.2
2021-02-22 20:00:00,Centro,Precaucion,59.46
2021-06-11 14:00:00,Centro,Precaucion,51.59
2021-12-03 14:00:00,Centro,Precaucion,53.79
2022-01-01 06:00:00,Centro,Precaucion,64.95
2022-02-03 15:00:00,Centro,Precaucion,56.98
2022-02-22 18:00:00,Centro,Precaucion,52.1
2022-02-23 12:00:00,Centro,Precaucion,55.03
2022-02-23 16:00:00,Centro,Precaucion,53.44
2022-05-30 16:00:00,Centro,Precaucion,54.8
2022-06-07 13:00:00,Centro,Precaucion,60.11
2022-06-16 11:00:00,Centro,Precaucion,58.78
2022-06-21 03:00:00,Centro,Precaucion,112.32
2022-06-21 04:00:00,Centro,Precaucion,74.91
2022-07-19 21:00:00,Centro,Precaucion,60.63
2022-07-22 13:00:00,Centro,Precaucion,56.08
2022-08-01 18:00:00,Centro,Precaucion,66.06
2022-08-01 19:00:00,Centro,Precaucion,54.83
2022-08-02 17:00:00,Centro,Precaucion,63.52
2022-08-02 18:00:00,Centro,Precaucion,63.57
2022-08-03 17:00:00,Centro,Precaucion,54.15
2022-08-06 19:00:00,Centro,Precaucion,51.36
2022-08-06 20:00:00,Centro,Precaucion,55.8
2022-08-07 15:00:00,Centro,Precaucion,51.59
2022-08-07 16:00:00,Centro,Precaucion,56.02
2022-08-07 17:00:00,Centro,Precaucion,53.48
2022-08-07 19:00:00,Centro,Precaucion,57.98
2022-08-07 20:00:00,Centro,Precaucion,51.01
2022-08-08 18:00:00,Centro,Precaucion,59.46
2022-08-08 19:00:00,Centro,Precaucion,58.79
2022-08-08 20:00:00,Centro,Precaucion,57.17
2022-08-09 16:00:00,Centro,Precaucion,52.78
2022-08-09 17:00:00,Centro,Precaucion,52.76
2022-08-09 18:00:00,Centro,Precaucion,53.69
2022-08-09 19:00:00,Centro,Precaucion,52.87
2022-08-09 20:00:00,Centro,Precaucion,53.58
2022-08-09 21:00:00,Centro,Precaucion,53.69
2022-08-11 16:00:00,Centro,Precaucion,62.04
2022-08-11 17:00:00,Centro,Precaucion,64.91
2022-08-11 18:00:00,Centro,Precaucion,67.16
2022-08-11 19:00:00,Centro,Precaucion,62.04
2022-08-11 20:00:00,Centro,Precaucion,53.64
2022-08-12 15:00:00,Centro,Precaucion,66.47
2022-08-12 16:00:00,Centro,Precaucion,82.27
2022-08-12 17:00:00,Centro,Precaucion,89.83
2022-08-12 18:00:00,Centro,Precaucion,88.5
2022-08-12 19:00:00,Centro,Precaucion,83.16
2022-08-12 20:00:00,Centro,Precaucion,79.59
2022-08-12 21:00:00,Centro,Precaucion,71.04
2022-08-12 22:00:00,Centro,Precaucion,56.77
2022-08-13 15:00:00,Centro,Precaucion,67.18
2022-08-13 16:00:00,Centro,Precaucion,97.1
2022-08-13 17:00:00,Centro,Precaucion,108.62
2022-08-13 18:00:00,Centro,Precaucion,106.2
2022-08-13 19:00:00,Centro,Precaucion,94.85
2022-08-13 20:00:00,Centro,Precaucion,78.06
2022-08-13 21:00:00,Centro,Precaucion,72.61
2022-08-13 22:00:00,Centro,Precaucion,57.69
2022-08-14 14:00:00,Centro,Precaucion,52.46
2022-08-14 15:00:00,Centro,Precaucion,64.7
2022-08-14 16:00:00,Centro,Precaucion,73.09
2022-08-14 17:00:00,Centro,Precaucion,83.62
2022-08-14 18:00:00,Centro,Precaucion,76.1
2022-08-14 19:00:00,Centro,Precaucion,64.6
2022-08-14 20:00:00,Centro,Precaucion,54.65
2022-08-14 21:00:00,Centro,Precaucion,55.69
2022-08-15 16:00:00,Centro,Precaucion,52.28
2022-08-15 17:00:00,Centro,Precaucion,60.79
2022-08-15 18:00:00,Centro,Precaucion,51.15
2022-08-15 20:00:00,Centro,Precaucion,51.04
2022-08-16 16:00:00,Centro,Precaucion,55.18
2022-08-16 17:00:00,Centro,Precaucion,52.42
2022-08-16 18:00:00,Centro,Precaucion,59.65
2022-08-16 19:00:00,Centro,Precaucion,67.67
2022-08-16 20:00:00,Centro,Precaucion,51.87
2022-08-17 16:00:00,Centro,Precaucion,58.53
2022-08-17 17:00:00,Centro,Precaucion,60.85
2022-08-17 18:00:00,Centro,Precaucion,68.41
2022-08-17 19:00:00,Centro,Precaucion,69.38
2022-08-17 20:00:00,Centro,Precaucion,65.63
2022-08-17 21:00:00,Centro,Precaucion,60.83
2022-08-18 16:00:00,Centro,Precaucion,61.94
2022-08-18 17:00:00,Centro,Precaucion,77.88
2022-08-18 18:00:00,Centro,Precaucion,75.65
2022-08-18 19:00:00,Centro,Precaucion,66.02
2022-08-18 20:00:00,Centro,Precaucion,59.89
2022-08-18 21:00:00,Centro,Precaucion,54.23
2022-08-19 15:00:00,Centro,Precaucion,52.08
2022-08-19 16:00:00,Centro,Precaucion,51.65
2022-08-19 17:00:00,Centro,Precaucion,52.15
2022-08-19 19:00:00,Centro,Precaucion,56.59
2022-08-20 18:00:00,Centro,Precaucion,56.65
2022-08-21 14:00:00,Centro,Precaucion,53.81
2022-08-21 15:00:00,Centro,Precaucion,66.91
2022-08-21 16:00:00,Centro,Precaucion,68.27
2022-08-21 17:00:00,Centro,Precaucion,70.89
2022-08-21 18:00:00,Centro,Precaucion,71.66
2022-08-21 19:00:00,Centro,Precaucion,70.0
2022-08-21 20:00:00,Centro,Precaucion,68.26
2022-08-21 21:00:00,Centro,Precaucion,65.15
2022-08-21 22:00:00,Centro,Precaucion,55.81
2022-08-22 14:00:00,Centro,Precaucion,75.18
2022-08-22 15:00:00,Centro,Precaucion,81.7
2022-08-22 16:00:00,Centro,Precaucion,74.13
2022-08-22 17:00:00,Centro,Precaucion,83.03
2022-08-22 18:00:00,Centro,Precaucion,78.94
2022-08-22 19:00:00,Centro,Precaucion,74.94
2022-08-22 20:00:00,Centro,Precaucion,75.73
2022-08-22 21:00:00,Centro,Precaucion,70.78
2022-08-22 22:00:00,Centro,Precaucion,51.44
2022-08-23 05:00:00,Centro,Precaucion,56.09
2022-08-23 06:00:00,Centro,Precaucion,59.48
2022-08-23 07:00:00,Centro,Precaucion,61.02
2022-08-23 08:00:00,Centro,Precaucion,60.63
2022-08-23 09:00:00,Centro,Precaucion,57.4
2022-08-23 13:00:00,Centro,Precaucion,58.23
2022-08-23 14:00:00,Centro,Precaucion,70.06
2022-08-23 15:00:00,Centro,Precaucion,80.08
2022-08-23 16:00:00,Centro,Precaucion,90.85
2022-08-23 17:00:00,Centro,Precaucion,93.8
2022-08-23 18:00:00,Centro,Precaucion,102.0
2022-08-23 19:00:00,Centro,Precaucion,92.01
2022-08-23 20:00:00,Centro,Precaucion,78.42
2022-08-23 21:00:00,Centro,Precaucion,66.93
2022-08-23 22:00:00,Centro,Precaucion,55.67
2022-08-24 14:00:00,Centro,Precaucion,58.81
2022-08-24 15:00:00,Centro,Precaucion,69.83
2022-08-24 16:00:00,Centro,Precaucion,80.97
2022-08-24 17:00:00,Centro,Precaucion,79.25
2022-08-24 18:00:00,Centro,Precaucion,71.15
2022-08-24 19:00:00,Centro,Precaucion,68.26
2022-08-24 20:00:00,Centro,Precaucion,62.2
2022-08-24 21:00:00,Centro,Precaucion,55.9
2022-08-25 15:00:00,Centro,Precaucion,53.43
2022-08-25 16:00:00,Centro,Precaucion,63.39
2022-08-25 17:00:00,Centro,Precaucion,75.93
2022-08-25 18:00:00,Centro,Precaucion,64.18
2022-08-25 19:00:00,Centro,Precaucion,53.4
2022-08-26 15:00:00,Centro,Precaucion,57.69
2022-08-26 16:00:00,Centro,Precaucion,69.56
2022-08-26 17:00:00,Centro,Precaucion,76.78
2022-08-26 18:00:00,Centro,Precaucion,81.51
2022-08-26 19:00:00,Centro,Precaucion,81.33
2022-08-26 20:00:00,Centro,Precaucion,70.78
2022-08-26 21:00:00,Centro,Precaucion,64.01
2022-08-27 14:00:00,Centro,Precaucion,65.25
2022-08-27 15:00:00,Centro,Precaucion,72.41
2022-08-27 16:00:00,Centro,Precaucion,84.31
2022-08-27 17:00:00,Centro,Precaucion,86.34
2022-08-27 18:00:00,Centro,Precaucion,81.72
2022-08-27 19:00:00,Centro,Precaucion,64.79
2022-08-27 20:00:00,Centro,Precaucion,60.83
2022-08-27 21:00:00,Centro,Precaucion,57.84
2022-08-27 22:00:00,Centro,Precaucion,51.0
2022-08-28 14:00:00,Centro,Precaucion,58.43
2022-08-28 15:00:00,Centro,Precaucion,74.51
2022-08-28 16:00:00,Centro,Precaucion,79.98
2022-08-28 17:00:00,Centro,Precaucion,77.8
2022-08-28 18:00:00,Centro,Precaucion,69.57
2022-08-28 19:00:00,Centro,Precaucion,69.5
2022-08-28 20:00:00,Centro,Precaucion,70.79
2022-08-29 06:00:00,Centro,Precaucion,53.21
2022-08-29 13:00:00,Centro,Precaucion,54.41
2022-08-29 14:00:00,Centro,Precaucion,62.02
2022-08-29 15:00:00,Centro,Precaucion,64.99
2022-08-29 16:00:00,Centro,Precaucion,68.42
2022-08-29 17:00:00,Centro,Precaucion,62.15
2022-08-29 18:00:00,Centro,Precaucion,61.32
2022-08-29 19:00:00,Centro,Precaucion,69.41
2022-08-29 20:00:00,Centro,Precaucion,71.14
2022-08-29 21:00:00,Centro,Precaucion,52.63
2022-08-29 22:00:00,Centro,Precaucion,52.81
2022-08-29 23:00:00,Centro,Precaucion,55.57
2022-08-30 00:00:00,Centro,Precaucion,51.39
2022-08-30 04:00:00,Centro,Precaucion,53.35
2022-08-30 06:00:00,Centro,Precaucion,56.53
2022-08-30 07:00:00,Centro,Precaucion,57.23
2022-08-30 13:00:00,Centro,Precaucion,54.23
2022-08-30 14:00:00,Centro,Precaucion,66.98
2022-08-30 15:00:00,Centro,Precaucion,73.5
2022-08-30 16:00:00,Centro,Precaucion,75.23
2022-08-30 17:00:00,Centro,Precaucion,80.6
2022-08-30 18:00:00,Centro,Precaucion,72.6
2022-08-30 19:00:00,Centro,Precaucion,68.28
2022-08-30 20:00:00,Centro,Precaucion,68.94
2022-08-30 21:00:00,Centro,Precaucion,61.4
2022-08-31 01:00:00,Centro,Precaucion,61.33
2022-08-31 02:00:00,Centro,Precaucion,51.57
2022-08-31 04:00:00,Centro,Precaucion,51.32
2022-08-31 14:00:00,Centro,Precaucion,69.96
2022-08-31 15:00:00,Centro,Precaucion,73.83
2022-08-31 16:00:00,Centro,Precaucion,80.51
2022-08-31 17:00:00,Centro,Precaucion,71.94
2022-08-31 18:00:00,Centro,Precaucion,75.05
2022-08-31 19:00:00,Centro,Precaucion,76.1
2022-08-31 20:00:00,Centro,Precaucion,67.44
2022-08-31 21:00:00,Centro,Precaucion,58.83
2022-09-08 23:00:00,Centro,Precaucion,63.78
2022-09-13 19:00:00,Centro,Precaucion,55.48
2022-09-23 12:00:00,Centro,Precaucion,55.34
2022-09-23 13:00:00,Centro,Precaucion,53.02
2022-09-25 13:00:00,Centro,Precaucion,63.67
2022-09-25 14:00:00,Centro,Precaucion,58.83
2022-09-25 15:00:00,Centro,Precaucion,67.8
2022-09-25 18:00:00,Centro,Precaucion,53.08
2022-09-25 19:00:00,Centro,Precaucion,64.75
2022-10-05 13:00:00,Centro,Precaucion,51.53
2022-10-06 16:00:00,Centro,Precaucion,53.58
2022-10-07 12:00:00,Centro,Precaucion,70.92
2022-10-07 13:00:00,Centro,Precaucion,66.28
2022-10-28 14:00:00,Centro,Precaucion,53.48
2022-11-15 15:00:00,Centro,Precaucion,55.04
2022-11-19 20:00:00,Centro,Precaucion,53.5
2022-11-23 13:00:00,Centro,Precaucion,55.5
2022-11-23 14:00:00,Centro,Precaucion,67.42
2022-11-29 12:00:00,Centro,Precaucion,52.73
2022-11-29 13:00:00,Centro,Precaucion,53.45
2022-12-06 14:00:00,Centro,Precaucion,55.62
2022-12-07 14:00:00,Centro,Precaucion,51.77
2022-12-21 14:00:00,Centro,Precaucion,51.72
2022-12-30 21:00:00,Centro,Alerta,228.83
2022-12-30 22:00:00,Centro,Precaucion,81.4
2023-01-01 06:00:00,Centro,Precaucion,139.33
2023-01-01 07:00:00,Centro,Precaucion,118.57
2023-01-01 08:00:00,Centro,Precaucion,92.0
2023-01-01 09:00:00,Centro,Precaucion,54.78
2023-01-03 12:00:00,Centro,Precaucion,61.86
2023-01-06 13:00:00,Centro,Precaucion,56.04
2023-01-13 12:00:00,Centro,Precaucion,55.4
2023-01-13 13:00:00,Centro,Precaucion,58.6
2023-02-09 13:00:00,Centro,Precaucion,53.96
2023-02-09 15:00:00,Centro,Precaucion,57.05
2023-02-10 13:00:00,Centro,Precaucion,60.93
2023-02-11 14:00:00,Centro,Precaucion,54.55
2023-02-14 13:00:00,Centro,Precaucion,60.71
2023-02-24 13:00:00,Centro,Precaucion,60.36
2023-03-02 13:00:00,Centro,Precaucion,51.23
2023-03-20 13:00:00,Centro,Precaucion,54.36
2023-04-03 13:00:00,Centro,Precaucion,54.92
2023-04-05 12:00:00,Centro,Precaucion,62.44
2023-04-05 13:00:00,Centro,Precaucion,51.93
2023-04-11 12:00:00,Centro,Precaucion,51.21
2023-04-11 13:00:00,Centro,Precaucion,66.05
2023-04-27 12:00:00,Centro,Precaucion,55.41
2023-04-27 13:00:00,Centro,Precaucion,73.51
2023-04-27 14:00:00,Centro,Precaucion,80.68
2023-05-19 13:00:00,Centro,Precaucion,54.21
2023-05-19 14:00:00,Centro,Precaucion,52.64
2023-05-24 13:00:00,Centro,Precaucion,54.65
2023-06-06 13:00:00,Centro,Precaucion,54.69
2023-06-08 19:00:00,Centro,Precaucion,78.49
2023-06-10 13:00:00,Centro,Precaucion,54.21
2023-06-16 13:00:00,Centro,Precaucion,51.38
2023-06-23 14:00:00,Centro,Precaucion,52.98
2023-07-05 13:00:00,Centro,Precaucion,53.64
2023-08-18 22:00:00,Centro,Precaucion,108.01
2023-08-18 23:00:00,Centro,Precaucion,92.17
2023-08-24 13:00:00,Centro,Precaucion,120.15
2023-09-06 06:00:00,Centro,Precaucion,87.64
2023-09-06 11:00:00,Centro,Precaucion,64.04
2023-09-17 19:00:00,Centro,Precaucion,51.55
2023-09-26 00:00:00,Centro,Precaucion,56.66
2023-09-26 12:00:00,Centro,Precaucion,55.08
2023-09-27 12:00:00,Centro,Precaucion,69.04
2023-09-27 13:00:00,Centro,Precaucion,65.68
2023-09-27 14:00:00,Centro,Precaucion,59.24
2023-09-28 12:00:00,Centro,Precaucion,52.77
2023-10-02 13:00:00,Centro,Precaucion,62.57
2023-10-04 12:00:00,Centro,Precaucion,53.1
2023-10-04 13:00:00,Centro,Precaucion,65.55
2023-10-04 16:00:00,Centro,Precaucion,53.12
2023-10-05 15:00:00,Centro,Precaucion,52.29
2023-10-11 16:00:00,Centro,Precaucion,52.23
2023-11-13 13:00:00,Centro,Precaucion,51.0
2023-11-14 13:00:00,Centro,Precaucion,57.99
2023-12-12 14:00:00,Centro,Precaucion,51.33
2023-12-22 13:00:00,Centro,Precaucion,51.11
2023-12-22 14:00:00,Centro,Precaucion,53.76
2024-01-01 04:00:00,Centro,Precaucion,61.31
2024-01-01 05:00:00,Centro,Precaucion,135.81
2024-01-01 06:00:00,Centro,Emergencia,377.76
2024-01-01 07:00:00,Centro,Alarma,344.64
2024-01-01 08:00:00,Centro,Alarma,319.3
2024-01-01 09:00:00,Centro,Alarma,259.33
2024-01-01 10:00:00,Centro,Alarma,324.35
2024-01-01 11:00:00,Centro,Emergencia,387.93
2024-01-01 12:00:00,Centro,Alarma,339.12
2024-01-01 13:00:00,Centro,Alarma,267.93
2024-01-01 14:00:00,Centro,Precaucion,124.28
2024-01-02 13:00:00,Centro,Precaucion,52.09
2024-01-08 13:00:00,Centro,Precaucion,55.71
2024-01-08 14:00:00,Centro,Precaucion,57.18
2024-01-15 13:00:00,Centro,Precaucion,56.64
2024-02-28 13:00:00,Centro,Precaucion,57.75
2024-04-11 13:00:00,Centro,Precaucion,51.22
2024-04-16 16:00:00,Centro,Precaucion,52.39
2024-04-25 13:00:00,Centro,Precaucion,53.33
2024-05-09 12:00:00,Centro,Precaucion,55.51
2024-05-09 13:00:00,Centro,Precaucion,51.51
2024-05-09 14:00:00,Centro,Precaucion,51.99
2024-05-13 15:00:00,Centro,Precaucion,53.69
2024-05-17 13:00:00,Centro,Precaucion,54.87
2024-08-26 06:00:00,Centro,Alerta,181.28
2024-08-30 21:00:00,Centro,Precaucion,79.42
2024-08-30 22:00:00,Centro,Precaucion,83.18
2024-08-30 23:00:00,Centro,Precaucion,63.79
2024-09-04 20:00:00,Centro,Precaucion,62.88
2024-09-25 02:00:00,Centro,Precaucion,132.7
2024-09-25 03:00:00,Centro,Alerta,151.88
2024-09-25 04:00:00,Centro,Precaucion,140.36
2024-09-25 05:00:00,Centro,Precaucion,132.57
2024-09-25 16:00:00,Centro,Precaucion,62.68
2024-09-25 17:00:00,Centro,Precaucion,61.85
2024-09-25 18:00:00,Centro,Precaucion,55.53
2024-09-26 01:00:00,Centro,Precaucion,52.49
2024-10-02 12:00:00,Centro,Precaucion,53.33
2024-10-09 13:00:00,Centro,Precaucion,52.03
2024-11-08 14:00:00,Centro,Precaucion,56.41
2024-11-11 14:00:00,Centro,Precaucion,58.35
2024-11-11 16:00:00,Centro,Precaucion,53.02
2024-11-11 17:00:00,Centro,Precaucion,52.17
2024-11-12 05:00:00,Centro,Precaucion,51.16
2024-11-12 12:00:00,Centro,Precaucion,51.39
2024-11-12 13:00:00,Centro,Precaucion,51.84
2024-11-12 15:00:00,Centro,Precaucion,51.92
2024-11-12 16:00:00,Centro,Precaucion,51.06
2024-11-12 17:00:00,Centro,Precaucion,51.95
