Fecha,ElCamal_x,ElCamal_y
2019-04-19,0,15.96666666666667
2019-04-20,0,19.15041666666667
2019-04-21,0,13.02958333333333
2019-04-22,478.987,22.52875
2019-04-23,0,18.70708333333333
2019-04-24,0,21.79833333333333
2019-04-25,436,22.96909090909091
2019-04-26,0,20.78909090909091
2019-04-27,0,25.62375
2019-04-28,520,15.51041666666667
2019-04-29,0,17.57583333333333
2019-04-30,0,18.06434782608696
2019-05-01,293.904,14.32166666666667
2019-05-02,337.772,18.64208333333334
2019-05-03,0,14.57291666666667
2019-05-04,360.844,13.30208333333333
2019-05-05,498,9.194583333333334
2019-05-06,434.265,14.18708333333333
2019-05-07,0,20.42166666666667
2019-05-08,0,20.87583333333333
2019-05-09,0,19.02458333333334
2019-05-10,0,18.05166666666667
2019-05-11,266.043,23.47
2019-05-12,0,20.11291666666667
2019-05-13,0,30.81
2019-05-14,0,27.5055
2019-05-15,0,18.9075
2019-05-16,328.068,17.64625
2019-05-17,0,17.80263157894737
2019-05-18,605.905,14.56916666666667
2019-05-19,0,13.50652173913043
2019-05-20,0,30.07333333333333
2019-05-21,0,26.70333333333333
2019-05-22,331.046,19.73333333333333
2019-05-23,0,22.95833333333333
2019-05-24,193.591,14.69666666666667
2019-05-25,495.147,16.60541666666667
2019-05-26,"1,319.42",19.76125
2019-05-27,395.771,24.75434782608696
2019-05-28,0,21.055
2019-05-29,0,20.22416666666667
2019-05-30,0,17.79208333333333
2019-05-31,0,18.8475
2019-06-01,445.803,19.03208333333333
2019-06-02,0,15.32708333333333
2019-06-03,0,16.38875
2019-06-04,286.666,15.51739130434783
2019-06-05,0,15.34916666666667
2019-06-06,0,12.73083333333333
2019-06-07,0,22.06791666666667
2019-06-08,321.175,21.95333333333333
2019-06-09,343.341,18.5075
2019-06-10,0,18.62666666666667
2019-06-11,531.462,24.52083333333333
2019-06-12,0,23.23916666666667
2019-06-13,0,29.01666666666667
2019-06-14,0,33.46083333333333
2019-06-15,0,24.15791666666667
2019-06-16,0,13.76125
2019-06-17,253.19,12.1075
2019-06-18,412.227,11.20166666666667
2019-06-19,340.461,17.43
2019-06-20,0,
2019-06-21,0,
2019-06-22,0,12.52538461538462
2019-06-23,0,10.70708333333334
2019-06-24,0,21.43625
2019-06-25,484.649,31.12
2019-06-26,115.458,22.17863636363636
2019-06-27,325.355,21.39291666666666
2019-06-28,160.193,16.37083333333333
2019-06-29,0,12.23041666666666
2019-06-30,345.056,9.1175
2019-07-01,0,14.65416666666667
2019-07-02,0,25.74875
2019-07-03,168.016,29.75411764705882
2019-07-04,339.688,20.20916666666666
2019-07-05,213.947,19.29652173913043
2019-07-06,534.043,9.197083333333333
2019-07-07,0,9.619166666666667
2019-07-08,0,15.23958333333333
2019-07-09,296.883,13.14416666666667
2019-07-10,288.995,9.832083333333333
2019-07-11,64.575,18.43409090909091
2019-07-12,397.911,25.64625
2019-07-13,490.619,20.58375
2019-07-14,0,13.6425
2019-07-15,0,18.135
2019-07-16,339.054,15.81
2019-07-17,320.678,15.37375
2019-07-18,306.642,11.85625
2019-07-19,195.991,11.4175
2019-07-20,282.649,9.610833333333334
2019-07-21,291.866,10.5425
2019-07-22,0,18.21625
2019-07-23,0,22.83875
2019-07-24,0,18.7375
2019-07-25,0,25.02478260869565
2019-07-26,0,18.67875
2019-07-27,179.886,20.49833333333333
2019-07-28,190,9.045416666666666
2019-07-29,138.861,15.125
2019-07-30,146.592,15.99041666666667
2019-07-31,0,14.49833333333333
2019-08-01,221.683,15.88875
2019-08-02,0,22.92
2019-08-03,337.262,12.43916666666667
2019-08-04,351.456,8.578750000000001
2019-08-05,225.092,14.5375
2019-08-06,212.133,12.85375
2019-08-07,422.84,14.08375
2019-08-08,300.285,14.23041666666667
2019-08-09,384.55,14.16458333333333
2019-08-10,375.116,11.24125
2019-08-11,340.931,6.576666666666667
2019-08-12,323.023,12.06791666666667
2019-08-13,506.079,17.63291666666667
2019-08-14,0,23.74913043478261
2019-08-15,0,28.1
2019-08-16,0,15.9975
2019-08-17,0,16.43708333333333
2019-08-18,332,12.70708333333334
2019-08-19,375.111,20.30291666666666
2019-08-20,0,15.09333333333333
2019-08-21,312.413,10.66291666666667
2019-08-22,308.033,11.18083333333333
2019-08-23,0,17.31125
2019-08-24,299.986,17.4625
2019-08-25,0,10.65791666666667
2019-08-26,271.585,14.73625
2019-08-27,337.019,12.46416666666667
2019-08-28,250.784,12.12833333333333
2019-08-29,289.914,19.835
2019-08-30,164.799,20.68130434782609
2019-08-31,394.061,16.5175
2019-09-01,0,11.62875
2019-09-02,222.527,17.96666666666667
2019-09-03,0,20.52291666666667
2019-09-04,0,11.34166666666667
2019-09-05,385.065,15.81833333333333
2019-09-06,294.451,12.12041666666667
2019-09-07,246.266,10.155
2019-09-08,137.338,10.35041666666667
2019-09-09,351.848,9.864583333333334
2019-09-10,0,17.64916666666667
2019-09-11,301.183,24.36041666666667
2019-09-12,0,29.1952380952381
2019-09-13,287.08,17.01125
2019-09-14,0,27.33190476190476
2019-09-15,0,18.58727272727273
2019-09-16,232.395,24.54291666666667
2019-09-17,0,28.06666666666667
2019-09-18,0,27.67260869565218
2019-09-19,0,26.05125
2019-09-20,0,27.49043478260869
2019-09-21,0,28.14666666666666
2019-09-22,462.178,17.24875
2019-09-23,0,13.76208333333333
2019-09-24,0,25.865
2019-09-25,0,28.30083333333333
2019-09-26,0,26.18958333333333
2019-09-27,388.614,20.31666666666667
2019-09-28,0,22.30541666666667
2019-09-29,303.343,20.10041666666667
2019-09-30,569.479,22.44041666666666
2019-10-01,433.442,31.78625
2019-10-02,0,23.06291666666667
2019-10-03,0,21.65304347826087
2019-10-04,464.252,17.05333333333333
2019-10-05,0,18.0
2019-10-06,0,14.47
2019-10-07,0,13.67833333333333
2019-10-08,0,19.90333333333333
2019-10-09,0,16.36826086956522
2019-10-10,0,13.54142857142857
2019-10-11,0,13.43208333333333
2019-10-12,0,28.72
2019-10-13,0,18.60916666666667
2019-10-14,249.011,21.41875
2019-10-15,0,24.70888888888889
