Fecha,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
1/1/2024,,,,,,,,,
1/2/2024,,,,,,,,,
1/3/2024,,,,,,,,,
1/4/2024,,,,,,,,,
1/5/2024,,,,,,,597,497.104,
1/6/2024,299.634,287.548,293.641,336.884,298.491,253.537,349.034,305.354,252.957
1/7/2024,265.059,326.596,318.81,413.764,384.956,415.436,356.997,242.515,450.098
1/8/2024,,,,,,537.179,,,
1/9/2024,,,,,,,,,
1/10/2024,,295.101,,455.785,520,349.022,460.962,398.225,436
1/11/2024,352.881,317.561,338.385,260.969,308.442,311.011,254.93,213.074,288.139
1/12/2024,,,,,,,,,
1/13/2024,387.98,314.687,328.022,367.236,308.054,307.097,349.088,272.373,276.896
1/14/2024,,,,,,,,,
1/15/2024,,,,552.206,,,556.812,507.148,500.078
1/16/2024,,,,,,,,,
1/17/2024,,,,,,,,,
1/18/2024,348.737,,,,,,,,
1/19/2024,414.701,418.636,435.105,418.465,402.068,369.293,476.648,352.828,274.017
1/20/2024,,449.34,447.671,371.325,444.616,408.928,411.723,453.958,400.784
1/21/2024,,,534,,,489.17,,,445.847
1/22/2024,276.041,293.064,294.167,437.725,320.445,384.847,404.31,241.703,339.048
1/23/2024,138.325,115.566,124.193,132.576,115.462,182.365,156.923,146.127,252.428
1/24/2024,168.752,232.748,251.171,296.067,213.418,174.205,303.606,244.808,148.391
1/25/2024,124.74,130.253,105.858,325.236,286.034,370.931,556.295,307.372,372.218
1/26/2024,185.772,199.564,186.305,181.105,163.275,153.38,136.75,168.913,139.404
1/27/2024,450.745,514.255,489.772,577.647,509.454,509.097,543.234,527.713,435.401
1/28/2024,449.403,549.727,601.294,420.258,471.447,531.784,533.777,310.286,507.231
1/29/2024,238.887,294.131,318.466,437.011,370.665,505.389,526.875,417.747,563.101
1/30/2024,258.083,271.681,269.096,315.598,279.097,247.506,302.163,311.352,281.418
1/31/2024,,,,,,,,,
2/1/2024,472.457,430.814,407.697,454.73,429.146,418.614,455.575,412.112,395.376
2/2/2024,,,,,,,,,
2/3/2024,,528,528,,,527.295,,497,
2/4/2024,,,,,,,,182.057,
2/5/2024,,,,,,,,,
2/6/2024,281.785,292.713,296.686,373.602,281.665,251.569,371.844,293.074,314.001
2/7/2024,,,,,,,,,
2/8/2024,215.489,188.954,219.206,261.96,202.32,420.37,305.063,144.938,274.362
2/9/2024,558,362.467,372.647,336.111,286,548.486,256.573,218.7,
2/10/2024,,,,466.12,492.948,,,326.637,
2/11/2024,,,364,,,378.872,424.917,,
2/12/2024,,,,,,,,,
2/13/2024,,,405.127,310.164,,413.535,341.008,366.47,409
2/14/2024,271.599,220.52,218.311,306.203,242.524,213.432,299.037,270.622,207.701
2/15/2024,308.818,292.845,297.25,324.812,267.322,385.07,342.74,348.131,333.941
2/16/2024,353.404,372.533,371.979,,,346.986,391.235,257.913,
2/17/2024,570,,,,,,,301.776,
2/18/2024,,,,,,,,,
2/19/2024,,,,,,,,,
2/20/2024,,,,,,,,,
2/21/2024,,,,,,,,,
2/22/2024,,,355.59,286.03,,359.88,280.713,212.568,
2/23/2024,,591,591,407,591,,346.018,292.326,
2/24/2024,,,,537.429,382.16,,530.963,521.235,546.144
2/25/2024,,,573.544,420,,562.569,406.381,384.593,542.462
2/26/2024,,,,,,,,,599
2/27/2024,475.619,390.02,399.692,420.447,406.493,480.187,438.906,336.166,487.014
2/28/2024,,606.4,,512.102,761.057,494.825,535.232,,528.009
2/29/2024,,,,,,,,,
3/1/2024,,,,,,,,,
3/2/2024,,,,,,,,,
3/3/2024,,,,,,,,,
3/4/2024,,495.036,502.148,458.406,481.729,535.307,480.422,482.006,524.643
3/5/2024,419.517,288.125,288.125,,248.799,,440,452.868,
3/6/2024,515.209,601.364,591.667,484.402,488.995,502.246,488.166,631.151,513.64
3/7/2024,,,,,246.359,,,411.576,455
3/8/2024,,,,,,,,,
3/9/2024,,428.688,438.213,456.559,402.068,472.983,454.476,578.5,420.555
3/10/2024,,,,,,,,,
3/11/2024,567.265,497.459,516.143,515.29,438.652,521.791,505.762,497.466,448.697
3/12/2024,,,,,,,,,
