Fecha,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
1/1/2022,,,,,,,,,
1/2/2022,402.354,467.379,477.654,680.239,514.275,394.962,667.619,614.105,337.568
1/3/2022,136.315,201.572,154.479,209.733,152.735,104.452,126.511,135.085,105.751
1/4/2022,70.767,38.396,21.658,49.083,51.928,71.707,43.207,93.555,68.705
1/5/2022,,,,567,530,,579.35,,560.964
1/6/2022,120.319,54.435,49.599,123.469,42.568,73.873,265.267,384.189,72.2
1/7/2022,335.374,314.926,297.658,381.814,325.86,206.255,405.487,355.314,306.242
1/8/2022,42.09,48.984,91.174,141.353,110.431,140.857,105.251,87.262,162.212
1/9/2022,490.794,440.196,442.578,484.416,444.814,353.942,446.493,341.438,283.015
1/10/2022,,581.05,570.621,,,,,305.561,
1/11/2022,301.785,345.729,204.843,348,341.637,185.042,136.313,285.285,183.858
1/12/2022,,,,,,,,,
1/13/2022,,324,,200.184,287.685,,136.738,225.077,279.464
1/14/2022,,,,,,,,,
1/15/2022,72.249,72.042,95.636,84.207,53.996,210.594,146.795,170.774,216.567
1/16/2022,456.833,506.099,457.357,515.839,461.445,380.172,512.155,604.61,376.671
1/17/2022,328.575,82.512,72.94,155.926,50.387,104.469,144.367,89.843,158.361
1/18/2022,485.831,490.511,501.938,386.642,418.618,368.049,376.548,220.813,421.177
1/19/2022,,,,,,,,,
1/20/2022,0,469.568,445.259,344.955,525,401.014,372.922,288.293,255.509
1/21/2022,,,,,,486.763,,565,470.105
1/22/2022,155.13,266.066,302.806,286.527,226.834,170.345,230.708,205.786,289.286
1/23/2022,319.216,243.983,238.349,230.799,224.125,198.023,358.929,330.513,333.637
1/24/2022,257.604,156.573,215.536,201.418,173.801,276.02,305.483,243.519,315.744
1/25/2022,,,,,,,,,
1/26/2022,,,,,,,,,
1/27/2022,0,376.6,376.6,427,383.377,316.571,274.966,338.419,351.135
1/28/2022,,,,,,,,,
1/29/2022,,,,,,,,,
1/30/2022,,,,,,,,,
1/31/2022,,,,,,,,,
2/1/2022,,,,,,,,529.497,
2/2/2022,967.53,"1,142.33","1,363.62",719.117,829.782,"1,215.58",983.152,872.857,557.884
2/3/2022,577.608,852.753,886.193,893.06,958.728,990.845,"1,028.81",574.813,814.288
2/4/2022,662.278,602.14,728.18,552.05,471.293,846.943,560.257,579.584,794.729
2/5/2022,277.318,385.394,486.792,317.049,293.363,550.012,306.028,365.011,779.103
2/6/2022,,,,,,,,,
2/7/2022,,,,,,,,,
2/8/2022,,,,,,,,,
2/9/2022,565.096,558.75,583.367,,555,554.524,525.802,,567.773
2/10/2022,289,701.884,742.414,466.286,707.308,816.46,475.181,859,801.027
2/11/2022,,,,,,,,,
2/12/2022,,,,,,,,,
2/13/2022,,,,,,,,,
