Fecha,LosChillos_x,LosChillos_y
2018-07-09,435.011,9.655
2018-07-10,194.905,12.17416666666667
2018-07-11,131.867,11.23416666666667
2018-07-12,177.752,10.65739130434783
2018-07-13,310.923,9.738333333333333
2018-07-14,227.445,10.39875
2018-07-15,141.106,8.878333333333334
2018-07-16,94,8.902916666666666
2018-07-17,310.527,10.64791666666667
2018-07-18,230.379,13.27583333333333
2018-07-19,247.718,15.24208333333333
2018-07-20,432.27,17.8825
2018-07-21,0,15.38875
2018-07-22,0,12.88666666666666
2018-07-23,227.167,13.95583333333333
2018-07-24,322.387,10.78208333333333
2018-07-25,213.149,12.7675
2018-07-26,216.48,15.12416666666667
2018-07-27,427.544,15.64291666666667
2018-07-28,151.034,14.52958333333333
2018-07-29,0,12.29166666666667
2018-07-30,0,8.132083333333334
2018-07-31,509.392,13.44708333333333
2018-08-01,168.959,12.21166666666667
2018-08-02,183.853,11.60666666666667
2018-08-03,0,15.82916666666667
2018-08-04,0,8.84909090909091
2018-08-05,301.978,14.13
2018-08-06,337.057,8.97375
2018-08-07,214.91,10.11625
2018-08-08,278.259,8.545
2018-08-09,202.434,6.405416666666667
2018-08-10,228.029,7.018333333333334
2018-08-11,334.605,9.964583333333334
2018-08-12,209.839,9.86125
2018-08-13,387.523,12.39791666666667
2018-08-14,305.049,14.47125
2018-08-15,0,16.09833333333333
2018-08-16,210.494,14.35625
2018-08-17,402.347,11.13125
2018-08-18,255.723,11.68791666666667
2018-08-19,262.929,10.54625
2018-08-20,270.929,9.202916666666667
2018-08-21,293.681,9.330833333333333
2018-08-22,304.301,10.63791666666667
2018-08-23,400.819,11.64333333333333
2018-08-24,287.62,11.58166666666667
2018-08-25,148.904,12.32958333333333
2018-08-26,215.553,8.306666666666667
2018-08-27,476,10.79208333333333
2018-08-28,105.347,10.39458333333333
2018-08-29,212.422,12.80875
2018-08-30,101.064,18.11
2018-08-31,0,20.63541666666667
2018-09-01,442.581,18.09
2018-09-02,345.676,12.82875
2018-09-03,335.827,13.50375
2018-09-04,0,6.364166666666667
2018-09-05,503.419,16.95478260869565
2018-09-06,144.423,23.805
2018-09-07,0,22.03125
2018-09-08,344,18.38375
2018-09-09,0,12.34458333333333
2018-09-10,377.579,13.81304347826087
2018-09-11,0,23.26043478260869
2018-09-12,0,21.99708333333333
2018-09-13,309.016,17.88478260869565
2018-09-14,0,14.61291666666667
2018-09-15,0,15.44958333333333
2018-09-16,0,10.30375
2018-09-17,117.852,13.87625
2018-09-18,175.651,16.0375
2018-09-19,206.112,12.45625
2018-09-20,104.226,13.0075
2018-09-21,0,14.64208333333333
2018-09-22,172.654,15.66708333333333
2018-09-23,0,15.67
2018-09-24,383.839,14.14375
2018-09-25,321.881,12.97045454545455
2018-09-26,439.122,17.48791666666667
2018-09-27,290.079,17.26666666666667
2018-09-28,112.69,15.34545454545455
2018-09-29,239.733,17.52291666666667
2018-09-30,0,16.63416666666667
2018-10-01,404.496,24.20652173913043
2018-10-02,0,24.69541666666666
2018-10-03,208.743,25.2195652173913
2018-10-04,390.417,24.19541666666667
2018-10-05,422.11,26.7747619047619
2018-10-06,369.222,21.51869565217391
2018-10-07,0,18.55958333333333
2018-10-08,0,15.90125
2018-10-09,0,20.44291666666667
2018-10-10,0,17.86875
2018-10-11,0,17.71166666666667
2018-10-12,349.802,17.74666666666667
2018-10-13,558.5,22.02458333333334
2018-10-14,388.976,18.68208333333333
2018-10-15,222.374,21.88291666666667
2018-10-16,522.072,24.96739130434782
2018-10-17,358.382,27.74705882352941
2018-10-18,0,24.07227272727273
2018-10-19,208.524,27.21761904761905
2018-10-20,0,18.48625
2018-10-21,527.053,20.84583333333333
2018-10-22,551.755,21.98791666666667
2018-10-23,0,21.71434782608696
2018-10-24,237.562,18.9375
2018-10-25,0,27.00708333333333
2018-10-26,0,23.85434782608695
2018-10-27,0,18.63565217391304
2018-10-28,344.874,17.04583333333333
2018-10-29,418.908,20.13521739130435
2018-10-30,234.607,18.16363636363636
2018-10-31,575.325,
2018-11-01,0,
2018-11-02,290.737,
2018-11-03,0,
2018-11-04,0,
2018-11-05,0,
2018-11-06,371.537,18.492
2018-11-07,360.388,17.9725
2018-11-08,0,14.10347826086957
2018-11-09,0,12.33409090909091
2018-11-10,0,12.36208333333333
2018-11-11,567.602,15.89333333333333
2018-11-12,547.703,15.61708333333333
2018-11-13,0,17.31411764705882
2018-11-14,0,19.31125
2018-11-15,0,16.24583333333333
2018-11-16,0,15.48666666666667
2018-11-17,0,20.37130434782609
2018-11-18,395.272,15.23458333333333
2018-11-19,0,20.7075
2018-11-20,0,19.41875
2018-11-21,564.853,20.07652173913043
2018-11-22,441.25,15.89
2018-11-23,414.363,9.499583333333334
2018-11-24,0,13.61125
2018-11-25,0,13.6275
2018-11-26,0,13.90875
2018-11-27,0,10.30583333333333
2018-11-28,367.82,15.04333333333333
2018-11-29,0,13.63666666666666
2018-11-30,0,10.36888888888889
2018-12-01,261.475,11.25357142857143
2018-12-02,305.558,12.06875
2018-12-03,0,16.28833333333333
2018-12-04,433.992,18.16125
2018-12-05,0,16.38625
2018-12-06,446.655,19.58625
2018-12-07,459.433,18.455
2018-12-08,0,16.48541666666667
2018-12-09,303.521,14.82458333333333
2018-12-10,563.821,15.80166666666667
2018-12-11,0,17.3955
2018-12-12,0,14.79041666666667
2018-12-13,0,15.08833333333333
2018-12-14,529.6,14.38136363636364
2018-12-15,334.921,13.75583333333333
2018-12-16,388.471,12.09458333333333
2018-12-17,469.699,16.8625
2018-12-18,0,14.43416666666667
2018-12-19,0,13.6625
2018-12-20,0,12.74375
2018-12-21,0,15.8675
2018-12-22,405.66,13.46666666666667
2018-12-23,169.668,10.36416666666667
2018-12-24,0,15.69791666666667
2018-12-25,383.696,12.02208333333333
2018-12-26,341.371,10.95291666666667
2018-12-27,0,9.42375
2018-12-28,339.683,10.87541666666667
2018-12-29,325.129,14.30958333333333
2018-12-30,283.405,11.58333333333333
2018-12-31,0,11.99583333333333
2019-01-01,234.571,9.05590909090909
2019-01-02,324.912,10.09086956521739
2019-01-03,421.736,11.36545454545455
2019-01-04,0,15.765
2019-01-05,415.712,13.04375
2019-01-06,0,14.82782608695652
2019-01-07,0,15.80083333333334
2019-01-08,0,10.95541666666667
2019-01-09,424.539,12.49875
2019-01-10,0,8.249166666666666
2019-01-11,0,7.712083333333333
2019-01-12,544.438,11.53916666666667
2019-01-13,0,9.197916666666666
2019-01-14,429.365,11.85291666666667
2019-01-15,497,14.12875
2019-01-16,0,18.73083333333333
2019-01-17,0,19.39666666666666
2019-01-18,415.083,12.49958333333333
2019-01-19,0,11.84375
2019-01-20,0,6.9225
2019-01-21,321.367,8.646666666666667
2019-01-22,284.131,14.53833333333333
2019-01-23,360.323,11.78666666666667
2019-01-24,294.084,7.425416666666667
2019-01-25,265.203,16.93166666666667
2019-01-26,167.867,13.9475
2019-01-27,392.854,9.5825
2019-01-28,566.253,11.34875
2019-01-29,0,12.21647058823529
2019-01-30,518.116,10.005
2019-01-31,0,11.0825
2019-02-01,0,7.66375
2019-02-02,433.204,7.608750000000001
2019-02-03,0,9.76375
2019-02-04,0,7.73125
2019-02-05,0,9.288333333333334
2019-02-06,481.098,15.2175
2019-02-07,0,15.46583333333333
2019-02-08,484.392,15.18416666666667
2019-02-09,0,11.5675
2019-02-10,540.998,8.34875
2019-02-11,0,11.6975
2019-02-12,521.313,9.51125
2019-02-13,0,11.34916666666667
2019-02-14,0,16.27583333333333
2019-02-15,458.563,17.67333333333333
2019-02-16,430.787,20.16086956521739
2019-02-17,224.593,15.26416666666667
2019-02-18,0,11.51875
2019-02-19,0,11.08916666666667
2019-02-20,0,11.74708333333333
2019-02-21,0,13.24541666666667
2019-02-22,565.469,14.84
2019-02-23,0,19.40583333333333
2019-02-24,0,6.214166666666666
2019-02-25,423.612,10.22666666666667
2019-02-26,439.585,10.64733333333333
2019-02-27,456.368,11.72291666666667
2019-02-28,0,15.86833333333333
2019-03-01,565.574,16.50833333333333
2019-03-02,0,14.8595652173913
2019-03-03,0,19.2375
2019-03-04,0,11.06875
2019-03-05,0,16.07708333333333
2019-03-06,0,18.4175
2019-03-07,0,19.37727272727273
2019-03-08,280.333,16.52541666666667
2019-03-09,0,15.30166666666667
2019-03-10,473.488,13.47416666666667
2019-03-11,0,12.41583333333333
2019-03-12,333.501,14.73291666666667
2019-03-13,0,17.55083333333333
2019-03-14,697.236,13.38791666666667
2019-03-15,0,16.53958333333333
2019-03-16,229.224,13.57458333333333
2019-03-17,515.756,14.68375
2019-03-18,0,14.52666666666667
2019-03-19,0,11.14625
2019-03-20,281.892,12.65041666666667
2019-03-21,369.23,9.77695652173913
2019-03-22,0,12.58208333333333
2019-03-23,320.387,16.32458333333333
2019-03-24,0,18.06875
2019-03-25,0,18.95272727272727
2019-03-26,546.657,23.06130434782608
2019-03-27,0,20.81291666666667
2019-03-28,329.024,15.00166666666667
2019-03-29,0,14.38833333333333
2019-03-30,0,19.95541666666667
2019-03-31,0,13.24416666666667
2019-04-01,0,13.82083333333333
2019-04-02,579.105,9.096666666666666
2019-04-03,0,12.01916666666667
2019-04-04,0,12.175
2019-04-05,0,12.62041666666667
2019-04-06,0,10.69708333333333
2019-04-07,0,14.31208333333333
2019-04-08,0,16.73791666666667
2019-04-09,262.702,18.355
2019-04-10,0,14.67458333333333
2019-04-11,346.092,14.39833333333333
2019-04-12,385.641,14.23291666666667
2019-04-13,313.111,14.3775
2019-04-14,411.472,11.84708333333333
2019-04-15,0,13.67875
2019-04-16,196.25,11.98375
2019-04-17,0,15.77833333333333
2019-04-18,326.17,13.61083333333333
2019-04-19,0,8.367916666666668
2019-04-20,0,12.465
2019-04-21,0,6.549166666666667
2019-04-22,416.52,12.11333333333334
2019-04-23,570,16.08208333333333
2019-04-24,0,15.93583333333333
2019-04-25,447.287,13.04958333333333
2019-04-26,0,18.24375
2019-04-27,463.452,14.42
2019-04-28,415.368,7.954999999999999
2019-04-29,0,15.09458333333333
2019-04-30,420,12.78318181818182
2019-05-01,180.396,14.09708333333333
2019-05-02,285.39,15.10416666666667
2019-05-03,0,13.74458333333333
2019-05-04,291.181,11.89833333333333
2019-05-05,460.331,7.6575
2019-05-06,384.44,10.27166666666667
2019-05-07,0,11.08222222222222
2019-05-08,0,10.82541666666667
2019-05-09,0,9.625416666666666
2019-05-10,0,10.95041666666667
2019-05-11,262.067,12.51708333333333
2019-05-12,0,11.44375
2019-05-13,0,18.555
2019-05-14,0,18.54375
2019-05-15,0,14.17333333333333
2019-05-16,270.175,13.63041666666667
2019-05-17,0,11.49583333333333
2019-05-18,403.798,7.484999999999999
2019-05-19,0,7.02875
2019-05-20,0,13.48291666666667
2019-05-21,0,15.08458333333333
2019-05-22,277.246,13.62125
2019-05-23,0,16.40636363636364
2019-05-24,197.579,12.34541666666667
2019-05-25,474.827,11.62166666666667
2019-05-26,0,7.625416666666666
2019-05-27,379.444,11.29545454545454
2019-05-28,0,11.90958333333333
2019-05-29,565.419,9.299166666666666
2019-05-30,0,9.392916666666666
2019-05-31,0,9.272916666666667
2019-06-01,430.004,10.60625
2019-06-02,0,10.245
2019-06-03,0,12.53916666666667
2019-06-04,300.292,11.55166666666667
2019-06-05,0,11.28666666666667
2019-06-06,0,11.89625
2019-06-07,0,12.49958333333333
2019-06-08,403.728,13.84708333333333
2019-06-09,348.22,10.9475
2019-06-10,0,9.922083333333333
2019-06-11,555.966,10.29666666666667
2019-06-12,0,13.4
2019-06-13,0,19.04
2019-06-14,0,19.34625
2019-06-15,0,15.58125
2019-06-16,493.16,9.672083333333333
2019-06-17,244.946,7.96625
2019-06-18,484.587,10.65416666666667
2019-06-19,252.796,9.69125
2019-06-20,0,7.7775
2019-06-21,0,7.708333333333333
2019-06-22,0,7.589583333333334
2019-06-23,0,7.335416666666667
2019-06-24,0,11.5
2019-06-25,420.439,15.57875
2019-06-26,90.641,13.4325
2019-06-27,282.933,14.20791666666667
2019-06-28,217.098,12.62125
2019-06-29,0,10.64416666666667
2019-06-30,331.378,8.360416666666667
2019-07-01,0,9.639583333333333
2019-07-02,0,13.66583333333333
2019-07-03,104.582,17.04083333333334
2019-07-04,304.85,16.38125
2019-07-05,294.125,11.6275
2019-07-06,0,11.91166666666667
2019-07-07,0,8.05125
2019-07-08,0,9.767142857142856
2019-07-09,244.334,11.11875
2019-07-10,298.263,11.24041666666667
2019-07-11,14.143,10.69684210526316
2019-07-12,421,17.6425
2019-07-13,0,14.06416666666667
2019-07-14,534,9.387500000000001
2019-07-15,0,9.980833333333333
2019-07-16,357.679,11.66083333333333
2019-07-17,267.59,12.27375
2019-07-18,292.682,9.630416666666667
2019-07-19,123.888,11.01
2019-07-20,271.459,9.120833333333334
2019-07-21,298.542,10.6425
2019-07-22,0,12.04875
2019-07-23,0,19.4195
2019-07-24,0,9.450833333333334
2019-07-25,0,16.46541666666667
2019-07-26,0,12.51333333333333
2019-07-27,217.209,10.56458333333333
2019-07-28,0,7.006521739130435
2019-07-29,133.886,11.215
2019-07-30,151.288,12.11625
2019-07-31,0,14.31416666666667
2019-08-01,131.71,11.91416666666667
2019-08-02,0,16.08666666666667
2019-08-03,280.515,14.00125
2019-08-04,0,9.602916666666667
2019-08-05,303.196,9.290416666666667
2019-08-06,218.972,11.99833333333333
2019-08-07,417.204,9.999583333333334
2019-08-08,207.607,9.465416666666668
2019-08-09,374.913,11.02458333333333
2019-08-10,312.052,12.53333333333333
2019-08-11,338.505,9.633333333333335
2019-08-12,323.541,11.39916666666667
2019-08-13,554.022,8.839583333333334
2019-08-14,0,14.62588235294118
2019-08-15,0,22.68285714285715
2019-08-16,0,10.99375
2019-08-17,512.648,15.39583333333333
2019-08-18,261.775,9.90125
2019-08-19,351.25,11.98541666666667
2019-08-20,495.069,14.26041666666667
2019-08-21,347.804,10.52583333333333
2019-08-22,365.507,10.15083333333333
2019-08-23,0,10.40916666666667
2019-08-24,270.459,8.078333333333333
2019-08-25,0,9.434347826086958
2019-08-26,246.192,11.10416666666667
2019-08-27,317.9,8.9625
2019-08-28,396.689,8.91125
2019-08-29,321.411,9.893333333333333
2019-08-30,135.998,14.24625
2019-08-31,367.98,14.40272727272727
2019-09-01,0,14.83041666666667
2019-09-02,172.087,18.85095238095238
2019-09-03,162,17.8425
2019-09-04,577,19.8625
2019-09-05,414.54,13.65833333333333
2019-09-06,355.117,14.95166666666667
2019-09-07,231.907,9.215
2019-09-08,151.265,9.387916666666667
2019-09-09,234.704,9.402916666666666
2019-09-10,0,15.31208333333333
2019-09-11,211.083,16.1175
2019-09-12,0,21.75166666666667
2019-09-13,331.567,12.12227272727273
2019-09-14,0,12.38304347826087
2019-09-15,0,12.12739130434783
2019-09-16,316.27,20.99695652173913
2019-09-17,0,23.335
2019-09-18,0,21.34478260869565
2019-09-19,0,17.11136363636363
2019-09-20,0,22.53
2019-09-21,0,22.79041666666667
2019-09-22,493.681,12.19958333333333
2019-09-23,0,13.55052631578948
2019-09-24,0,14.78375
2019-09-25,0,18.55416666666667
2019-09-26,0,18.99125
2019-09-27,408.83,19.585
2019-09-28,0,18.34333333333333
2019-09-29,291.773,17.02291666666667
2019-09-30,574.547,15.5475
2019-10-01,439.752,20.01736842105263
2019-10-02,0,15.17166666666667
2019-10-03,0,14.35541666666666
2019-10-04,317.278,14.46166666666667
2019-10-05,0,13.01541666666667
2019-10-06,472.248,9.845
2019-10-07,0,11.89208333333333
2019-10-08,0,22.24083333333333
2019-10-09,0,16.65375
2019-10-10,0,16.729
2019-10-11,0,15.37625
2019-10-12,0,21.63458333333334
2019-10-13,0,22.31458333333333
2019-10-14,202.363,11.41041666666667
2019-10-15,0,13.40958333333333
2019-10-16,552.248,13.28833333333333
2019-10-17,594.378,18.39583333333333
2019-10-18,0,21.275
2019-10-19,0,16.18916666666667
2019-10-20,0,10.965
2019-10-21,0,11.37875
2019-10-22,0,9.575833333333334
2019-10-23,0,9.61875
2019-10-24,0,15.01416666666667
2019-10-25,401.945,20.49333333333333
2019-10-26,0,17.94791666666667
2019-10-27,395,11.9475
2019-10-28,0,9.803333333333333
2019-10-29,315.852,11.87333333333333
2019-10-30,473.664,12.6035
2019-10-31,0,16.4625
2019-11-01,420.36,13.26916666666667
2019-11-02,0,9.146666666666667
2019-11-03,440.812,12.40583333333333
2019-11-04,0,9.553333333333333
2019-11-05,372.275,11.77708333333333
2019-11-06,0,12.19416666666667
2019-11-07,474.636,15.48458333333333
2019-11-08,358.518,11.68333333333333
2019-11-09,0,11.90333333333333
2019-11-10,0,12.8425
2019-11-11,0,9.929166666666667
2019-11-12,0,11.86291666666667
2019-11-13,0,8.413333333333334
2019-11-14,586,9.301666666666668
2019-11-15,0,8.820416666666667
2019-11-16,0,8.784583333333334
2019-11-17,344.481,7.518333333333334
2019-11-18,311.818,13.8325
2019-11-19,0,13.965
2019-11-20,0,14.5425
2019-11-21,0,9.100833333333332
2019-11-22,0,10.10583333333333
2019-11-23,0,13.505
2019-11-24,328.462,13.16913043478261
2019-11-25,490.208,7.948095238095238
2019-11-26,433.825,13.33083333333333
2019-11-27,0,12.705
2019-11-28,0,11.9025
2019-11-29,0,16.58666666666667
2019-11-30,550.224,10.53583333333333
2019-12-01,0,9.554347826086957
2019-12-02,385.836,17.27083333333333
2019-12-03,265.612,15.96125
2019-12-04,623.594,16.66916666666667
2019-12-05,496.234,13.60291666666667
2019-12-06,0,13.63666666666666
2019-12-07,0,8.18625
2019-12-08,0,7.600000000000001
2019-12-09,452.274,13.0575
2019-12-10,0,12.53875
2019-12-11,580.667,10.36333333333333
2019-12-12,0,9.855833333333333
2019-12-13,516.008,16.12916666666667
2019-12-14,366.71,19.1125
2019-12-15,0,22.48333333333333
2019-12-16,590.477,5.25375
2019-12-17,254.234,15.17041666666667
2019-12-18,369.221,14.89166666666667
2019-12-19,366.76,15.3375
2019-12-20,0,12.84541666666667
2019-12-21,0,16.59541666666667
2019-12-22,0,10.068
2019-12-23,0,
2019-12-24,0,
2019-12-25,274.778,
2019-12-26,387.06,
2019-12-27,440.6,
2019-12-28,419.774,
2019-12-29,423.773,
2019-12-30,0,
2019-12-31,0,
2020-01-01,0,
2020-01-02,525.285,
2020-01-03,407.629,6.659000000000001
2020-01-04,222.527,10.8275
2020-01-05,493.439,6.580000000000001
2020-01-06,361.931,6.90125
2020-01-07,0,10.14791666666667
2020-01-08,470.11,13.07333333333333
2020-01-09,334.111,14.29375
2020-01-10,417.019,12.05
2020-01-11,295.561,10.93041666666667
2020-01-12,319.544,7.082083333333333
2020-01-13,275.51,10.00083333333333
2020-01-14,339.656,13.77041666666667
2020-01-15,243.517,15.79375
2020-01-16,333.053,13.57666666666667
2020-01-17,415.92,10.58347826086957
2020-01-18,600.04,6.545833333333333
2020-01-19,472.386,7.847083333333333
2020-01-20,501.333,10.98833333333334
2020-01-21,0,7.987083333333334
2020-01-22,0,6.326666666666667
2020-01-23,0,7.116521739130435
2020-01-24,547.294,8.22
2020-01-25,0,12.28083333333333
2020-01-26,478.663,11.145
2020-01-27,0,6.109166666666667
2020-01-28,265.432,14.6175
2020-01-29,0,9.140833333333333
2020-01-30,0,15.89333333333333
2020-01-31,0,18.65041666666667
2020-02-01,0,23.68833333333333
2020-02-02,533.579,16.415
2020-02-03,322.222,10.93875
2020-02-04,411.97,9.991666666666667
2020-02-05,268.989,14.74875
2020-02-06,283.961,15.02
2020-02-07,238.114,20.39125
2020-02-08,563.693,14.93333333333333
2020-02-09,682.708,11.77041666666667
2020-02-10,0,12.93541666666667
2020-02-11,283.02,17.94666666666667
2020-02-12,364.755,18.82181818181818
2020-02-13,284.385,18.11416666666667
2020-02-14,167.086,21.89666666666666
2020-02-15,554.879,18.50458333333333
2020-02-16,375.454,14.655
2020-02-17,562,12.22541666666667
2020-02-18,621.16,14.36166666666667
2020-02-19,525.436,14.03083333333333
2020-02-20,0,15.55916666666667
2020-02-21,0,10.515
2020-02-22,0,13.61083333333333
2020-02-23,0,11.34
2020-02-24,0,10.05166666666667
2020-02-25,0,11.95625
2020-02-26,0,7.19125
2020-02-27,0,8.663333333333332
2020-02-28,585.555,11.4175
2020-02-29,0,17.42833333333333
2020-03-01,316.359,13.35708333333333
2020-03-02,0,14.46291666666667
2020-03-03,426.588,12.03470588235294
2020-03-04,0,13.73125
2020-03-05,0,15.03958333333333
2020-03-06,0,11.70416666666667
2020-03-07,0,11.51708333333333
2020-03-08,0,11.52916666666667
2020-03-09,593.523,12.64041666666667
2020-03-10,506.236,15.54958333333333
2020-03-11,0,14.01333333333333
2020-03-12,569.064,13.4975
2020-03-13,0,9.224583333333333
2020-03-14,0,8.385416666666666
2020-03-15,469.605,7.409166666666667
2020-03-16,0,5.532916666666666
2020-03-17,0,6.675
2020-03-18,265.278,9.43695652173913
2020-03-19,345.731,8.808333333333334
2020-03-20,0,4.619166666666667
2020-03-21,446.41,6.240416666666667
2020-03-22,109.428,8.860000000000001
2020-03-23,722.184,13.56833333333333
2020-03-24,380.263,20.46666666666667
2020-03-25,0,21.41944444444444
2020-03-26,0,12.50541666666667
2020-03-27,0,9.309583333333334
2020-03-28,547,6.052499999999999
2020-03-29,0,9.332083333333333
2020-03-30,0,17.42125
2020-03-31,0,10.32708333333333
2020-04-01,0,5.806666666666668
