Fecha,Carapungo
2004-01-01 00:00:00+00:00,16.44333333333333
2004-01-02 00:00:00+00:00,17.193749999999998
2004-01-03 00:00:00+00:00,15.970833333333333
2004-01-04 00:00:00+00:00,15.297916666666666
2004-01-05 00:00:00+00:00,14.430833333333332
2004-01-06 00:00:00+00:00,14.401666666666666
2004-01-07 00:00:00+00:00,13.24375
2004-01-08 00:00:00+00:00,14.232916666666668
2004-01-09 00:00:00+00:00,14.221666666666666
2004-01-10 00:00:00+00:00,15.655833333333334
2004-01-11 00:00:00+00:00,15.868333333333332
2004-01-12 00:00:00+00:00,15.762916666666667
2004-01-13 00:00:00+00:00,15.353181818181817
2004-01-14 00:00:00+00:00,15.16695652173913
2004-01-15 00:00:00+00:00,14.158695652173913
2004-01-16 00:00:00+00:00,13.966666666666667
2004-01-17 00:00:00+00:00,12.96125
2004-01-18 00:00:00+00:00,13.235833333333334
2004-01-19 00:00:00+00:00,13.739583333333334
2004-01-20 00:00:00+00:00,14.230833333333335
2004-01-21 00:00:00+00:00,12.922916666666666
2004-01-22 00:00:00+00:00,13.035833333333334
2004-01-23 00:00:00+00:00,14.24125
2004-01-24 00:00:00+00:00,14.747916666666667
2004-01-25 00:00:00+00:00,14.429166666666667
2004-01-26 00:00:00+00:00,13.511249999999999
2004-01-27 00:00:00+00:00,13.965833333333334
2004-01-28 00:00:00+00:00,13.439583333333333
2004-01-29 00:00:00+00:00,14.265416666666667
2004-01-30 00:00:00+00:00,13.837083333333332
2004-01-31 00:00:00+00:00,13.939583333333333
2004-02-01 00:00:00+00:00,14.908260869565217
2004-02-02 00:00:00+00:00,14.129166666666668
2004-02-03 00:00:00+00:00,13.8775
2004-02-04 00:00:00+00:00,13.533333333333333
2004-02-05 00:00:00+00:00,13.892083333333334
2004-02-06 00:00:00+00:00,14.148333333333333
2004-02-07 00:00:00+00:00,14.535833333333334
2004-02-08 00:00:00+00:00,14.249166666666667
2004-02-09 00:00:00+00:00,14.585416666666667
2004-02-10 00:00:00+00:00,15.090833333333334
2004-02-11 00:00:00+00:00,15.226666666666667
2004-02-12 00:00:00+00:00,14.764166666666668
2004-02-13 00:00:00+00:00,14.648333333333333
2004-02-14 00:00:00+00:00,14.3775
2004-02-15 00:00:00+00:00,15.195416666666667
