Fecha,Belisario
2004-01-01 00:00:00+00:00,14.010416666666666
2004-01-02 00:00:00+00:00,15.186666666666667
2004-01-03 00:00:00+00:00,14.080833333333333
2004-01-04 00:00:00+00:00,12.996250000000002
2004-01-05 00:00:00+00:00,12.5375
2004-01-06 00:00:00+00:00,12.122916666666667
2004-01-07 00:00:00+00:00,11.529166666666667
2004-01-08 00:00:00+00:00,12.231666666666667
2004-01-09 00:00:00+00:00,12.07875
2004-01-10 00:00:00+00:00,13.342083333333333
2004-01-11 00:00:00+00:00,13.270000000000001
2004-01-12 00:00:00+00:00,13.604166666666666
2004-01-13 00:00:00+00:00,13.6775
2004-01-14 00:00:00+00:00,12.82125
2004-01-15 00:00:00+00:00,12.167499999999999
2004-01-16 00:00:00+00:00,11.632916666666667
2004-01-17 00:00:00+00:00,9.474615384615385
2004-01-18 00:00:00+00:00,
2004-01-19 00:00:00+00:00,14.406428571428572
2004-01-20 00:00:00+00:00,11.889166666666666
2004-01-21 00:00:00+00:00,9.84125
2004-01-22 00:00:00+00:00,10.107916666666666
2004-01-23 00:00:00+00:00,12.120416666666666
2004-01-24 00:00:00+00:00,12.488750000000001
2004-01-25 00:00:00+00:00,12.446666666666667
2004-01-26 00:00:00+00:00,11.684583333333334
2004-01-27 00:00:00+00:00,12.01625
2004-01-28 00:00:00+00:00,12.113333333333335
2004-01-29 00:00:00+00:00,12.261666666666668
2004-01-30 00:00:00+00:00,12.365833333333333
2004-01-31 00:00:00+00:00,12.42875
2004-02-01 00:00:00+00:00,13.151666666666666
2004-02-02 00:00:00+00:00,12.86
2004-02-03 00:00:00+00:00,12.016521739130434
2004-02-04 00:00:00+00:00,11.254583333333334
2004-02-05 00:00:00+00:00,12.6325
2004-02-06 00:00:00+00:00,12.474166666666667
2004-02-07 00:00:00+00:00,12.03625
2004-02-08 00:00:00+00:00,11.666666666666666
2004-02-09 00:00:00+00:00,12.197391304347827
2004-02-10 00:00:00+00:00,13.204583333333334
2004-02-11 00:00:00+00:00,13.39
2004-02-12 00:00:00+00:00,12.6875
2004-02-13 00:00:00+00:00,12.442083333333334
2004-02-14 00:00:00+00:00,12.659166666666666
2004-02-15 00:00:00+00:00,12.834166666666667
2004-02-16 00:00:00+00:00,12.849166666666667
2004-02-17 00:00:00+00:00,12.997083333333334
2004-02-18 00:00:00+00:00,12.714166666666666
2004-02-19 00:00:00+00:00,11.728333333333333
2004-02-20 00:00:00+00:00,11.717500000000001
2004-02-21 00:00:00+00:00,12.2475
2004-02-22 00:00:00+00:00,11.6175
2004-02-23 00:00:00+00:00,10.832916666666668
2004-02-24 00:00:00+00:00,11.185833333333333
2004-02-25 00:00:00+00:00,10.925833333333332
2004-02-26 00:00:00+00:00,13.070833333333333
2004-02-27 00:00:00+00:00,12.37625
2004-02-28 00:00:00+00:00,12.258333333333333
2004-02-29 00:00:00+00:00,13.292916666666665
2004-03-01 00:00:00+00:00,13.652916666666668
2004-03-02 00:00:00+00:00,13.44625
2004-03-03 00:00:00+00:00,13.621666666666668
2004-03-04 00:00:00+00:00,12.634166666666667
2004-03-05 00:00:00+00:00,11.683157894736842
2004-03-06 00:00:00+00:00,11.926250000000001
2004-03-07 00:00:00+00:00,10.747083333333334
2004-03-08 00:00:00+00:00,12.08625
2004-03-09 00:00:00+00:00,13.007916666666667
2004-03-10 00:00:00+00:00,13.215416666666668
2004-03-11 00:00:00+00:00,13.41375
2004-03-12 00:00:00+00:00,13.438260869565216
2004-03-13 00:00:00+00:00,13.935833333333333
2004-03-14 00:00:00+00:00,14.466666666666667
2004-03-15 00:00:00+00:00,13.920833333333334
2004-03-16 00:00:00+00:00,13.90375
2004-03-17 00:00:00+00:00,14.158333333333333
2004-03-18 00:00:00+00:00,13.825416666666667
2004-03-19 00:00:00+00:00,13.72875
2004-03-20 00:00:00+00:00,13.39
2004-03-21 00:00:00+00:00,13.054166666666667
2004-03-22 00:00:00+00:00,13.811250000000001
2004-03-23 00:00:00+00:00,14.538333333333334
2004-03-24 00:00:00+00:00,14.845833333333333
2004-03-25 00:00:00+00:00,12.857083333333334
2004-03-26 00:00:00+00:00,12.383333333333333
2004-03-27 00:00:00+00:00,11.640416666666667
2004-03-28 00:00:00+00:00,10.417083333333332
2004-03-29 00:00:00+00:00,11.307916666666666
2004-03-30 00:00:00+00:00,13.061739130434784
2004-03-31 00:00:00+00:00,14.206666666666665
2004-04-01 00:00:00+00:00,13.426250000000001
2004-04-02 00:00:00+00:00,12.428333333333333
2004-04-03 00:00:00+00:00,11.694166666666668
2004-04-04 00:00:00+00:00,13.128749999999998
2004-04-05 00:00:00+00:00,14.197083333333333
2004-04-06 00:00:00+00:00,13.236666666666666
2004-04-07 00:00:00+00:00,14.822916666666666
2004-04-08 00:00:00+00:00,12.782
2004-04-09 00:00:00+00:00,12.577083333333334
2004-04-10 00:00:00+00:00,12.1775
2004-04-11 00:00:00+00:00,11.926250000000001
