Fecha,LosChillos
2004-01-01 00:00:00+00:00,14.183749999999998
2004-01-02 00:00:00+00:00,13.726666666666667
2004-01-03 00:00:00+00:00,12.405416666666667
2004-01-04 00:00:00+00:00,13.668750000000001
2004-01-05 00:00:00+00:00,12.683333333333332
2004-01-06 00:00:00+00:00,12.482916666666666
2004-01-07 00:00:00+00:00,11.595416666666667
2004-01-08 00:00:00+00:00,13.081666666666665
2004-01-09 00:00:00+00:00,12.97125
2004-01-10 00:00:00+00:00,11.027777777777779
2004-01-11 00:00:00+00:00,14.180833333333332
2004-01-12 00:00:00+00:00,14.362916666666665
2004-01-13 00:00:00+00:00,14.140416666666667
2004-01-14 00:00:00+00:00,13.354999999999999
2004-01-15 00:00:00+00:00,12.632916666666667
2004-01-16 00:00:00+00:00,11.041363636363636
2004-01-17 00:00:00+00:00,11.04
2004-01-18 00:00:00+00:00,10.887916666666667
2004-01-19 00:00:00+00:00,11.728333333333333
2004-01-20 00:00:00+00:00,12.336666666666666
2004-01-21 00:00:00+00:00,10.923333333333334
2004-01-22 00:00:00+00:00,11.288333333333334
2004-01-23 00:00:00+00:00,12.939166666666667
2004-01-24 00:00:00+00:00,12.97375
2004-01-25 00:00:00+00:00,12.839583333333332
2004-01-26 00:00:00+00:00,12.002083333333333
2004-01-27 00:00:00+00:00,12.309583333333334
2004-01-28 00:00:00+00:00,12.228260869565217
2004-01-29 00:00:00+00:00,12.707916666666668
2004-01-30 00:00:00+00:00,12.738750000000001
2004-01-31 00:00:00+00:00,12.349166666666667
2004-02-01 00:00:00+00:00,13.032916666666667
2004-02-02 00:00:00+00:00,12.325833333333334
2004-02-03 00:00:00+00:00,12.441249999999998
2004-02-04 00:00:00+00:00,11.320833333333333
2004-02-05 00:00:00+00:00,12.539166666666667
2004-02-06 00:00:00+00:00,11.924583333333333
2004-02-07 00:00:00+00:00,12.775
2004-02-08 00:00:00+00:00,12.494583333333333
2004-02-09 00:00:00+00:00,12.7875
2004-02-10 00:00:00+00:00,13.639583333333334
2004-02-11 00:00:00+00:00,13.377916666666666
2004-02-12 00:00:00+00:00,13.266666666666666
2004-02-13 00:00:00+00:00,13.134583333333333
2004-02-14 00:00:00+00:00,12.848333333333334
2004-02-15 00:00:00+00:00,13.532499999999999
2004-02-16 00:00:00+00:00,13.63375
2004-02-17 00:00:00+00:00,13.712083333333332
2004-02-18 00:00:00+00:00,13.097083333333332
2004-02-19 00:00:00+00:00,11.769166666666665
2004-02-20 00:00:00+00:00,12.3825
2004-02-21 00:00:00+00:00,13.07125
2004-02-22 00:00:00+00:00,12.438333333333333
2004-02-23 00:00:00+00:00,11.409166666666666
2004-02-24 00:00:00+00:00,11.842500000000001
2004-02-25 00:00:00+00:00,10.612083333333333
2004-02-26 00:00:00+00:00,12.97875
2004-02-27 00:00:00+00:00,12.148636363636363
2004-02-28 00:00:00+00:00,11.53
2004-02-29 00:00:00+00:00,14.070416666666667
2004-03-01 00:00:00+00:00,13.740416666666667
2004-03-02 00:00:00+00:00,14.375833333333333
2004-03-03 00:00:00+00:00,13.917499999999999
2004-03-04 00:00:00+00:00,12.626249999999999
2004-03-05 00:00:00+00:00,13.121250000000002
2004-03-06 00:00:00+00:00,12.503749999999998
2004-03-07 00:00:00+00:00,11.892083333333334
2004-03-08 00:00:00+00:00,13.110833333333334
2004-03-09 00:00:00+00:00,13.395000000000001
2004-03-10 00:00:00+00:00,13.7025
2004-03-11 00:00:00+00:00,13.89625
2004-03-12 00:00:00+00:00,13.8825
2004-03-13 00:00:00+00:00,14.247083333333334
2004-03-14 00:00:00+00:00,14.694583333333334
2004-03-15 00:00:00+00:00,14.254583333333334
2004-03-16 00:00:00+00:00,14.095416666666667
2004-03-17 00:00:00+00:00,13.58375
2004-03-18 00:00:00+00:00,13.070416666666667
2004-03-19 00:00:00+00:00,13.885
2004-03-20 00:00:00+00:00,12.902083333333332
2004-03-21 00:00:00+00:00,12.957083333333335
2004-03-22 00:00:00+00:00,14.087083333333334
2004-03-23 00:00:00+00:00,14.874583333333334
2004-03-24 00:00:00+00:00,13.949166666666665
2004-03-25 00:00:00+00:00,12.671363636363635
2004-03-26 00:00:00+00:00,11.997083333333334
2004-03-27 00:00:00+00:00,11.459583333333333
2004-03-28 00:00:00+00:00,11.625
2004-03-29 00:00:00+00:00,12.515
2004-03-30 00:00:00+00:00,13.844999999999999
2004-03-31 00:00:00+00:00,13.892083333333334
2004-04-01 00:00:00+00:00,13.770000000000001
2004-04-02 00:00:00+00:00,13.049999999999999
2004-04-03 00:00:00+00:00,12.001249999999999
2004-04-04 00:00:00+00:00,13.010833333333332
2004-04-05 00:00:00+00:00,13.835
2004-04-06 00:00:00+00:00,11.8025
2004-04-07 00:00:00+00:00,14.469583333333333
2004-04-08 00:00:00+00:00,12.951600000000001
2004-04-09 00:00:00+00:00,12.455
2004-04-10 00:00:00+00:00,13.461666666666666
2004-04-11 00:00:00+00:00,12.244166666666667
2004-04-12 00:00:00+00:00,13.035833333333334
2004-04-13 00:00:00+00:00,12.1875
2004-04-14 00:00:00+00:00,10.81
2004-04-15 00:00:00+00:00,11.485416666666666
2004-04-16 00:00:00+00:00,12.234166666666667
2004-04-17 00:00:00+00:00,13.42875
2004-04-18 00:00:00+00:00,13.230416666666668
2004-04-19 00:00:00+00:00,13.894583333333332
2004-04-20 00:00:00+00:00,13.0225
2004-04-21 00:00:00+00:00,13.18625
2004-04-22 00:00:00+00:00,10.76375
2004-04-23 00:00:00+00:00,9.523333333333333
2004-04-24 00:00:00+00:00,11.702083333333334
2004-04-25 00:00:00+00:00,10.949583333333335
2004-04-26 00:00:00+00:00,10.050416666666667
2004-04-27 00:00:00+00:00,12.284583333333332
2004-04-28 00:00:00+00:00,14.092083333333333
2004-04-29 00:00:00+00:00,14.507916666666667
2004-04-30 00:00:00+00:00,13.2475
2004-05-01 00:00:00+00:00,12.873333333333333
2004-05-02 00:00:00+00:00,12.730833333333335
2004-05-03 00:00:00+00:00,12.615833333333335
2004-05-04 00:00:00+00:00,13.524166666666666
2004-05-05 00:00:00+00:00,13.091666666666667
2004-05-06 00:00:00+00:00,14.502916666666666
2004-05-07 00:00:00+00:00,14.094090909090909
2004-05-08 00:00:00+00:00,13.798333333333332
2004-05-09 00:00:00+00:00,14.46
2004-05-10 00:00:00+00:00,13.479166666666666
2004-05-11 00:00:00+00:00,13.428333333333335
2004-05-12 00:00:00+00:00,14.028333333333334
2004-05-13 00:00:00+00:00,14.652500000000002
2004-05-14 00:00:00+00:00,15.53875
2004-05-15 00:00:00+00:00,11.828333333333333
2004-05-16 00:00:00+00:00,13.043750000000001
2004-05-17 00:00:00+00:00,12.52625
2004-05-18 00:00:00+00:00,12.151666666666666
2004-05-19 00:00:00+00:00,10.932916666666666
2004-05-20 00:00:00+00:00,12.662173913043478
2004-05-21 00:00:00+00:00,12.40875
2004-05-22 00:00:00+00:00,10.944583333333334
2004-05-23 00:00:00+00:00,11.175833333333335
2004-05-24 00:00:00+00:00,12.638333333333334
2004-05-25 00:00:00+00:00,12.226666666666667
2004-05-26 00:00:00+00:00,10.646666666666667
2004-05-27 00:00:00+00:00,10.824166666666665
2004-05-28 00:00:00+00:00,10.92909090909091
2004-05-29 00:00:00+00:00,12.461666666666666
2004-05-30 00:00:00+00:00,12.629583333333334
2004-05-31 00:00:00+00:00,13.401666666666666
2004-06-01 00:00:00+00:00,12.329583333333334
2004-06-02 00:00:00+00:00,11.5
2004-06-03 00:00:00+00:00,13.186666666666667
2004-06-04 00:00:00+00:00,11.492083333333333
2004-06-05 00:00:00+00:00,10.545416666666666
2004-06-06 00:00:00+00:00,12.6425
2004-06-07 00:00:00+00:00,12.949583333333335
2004-06-08 00:00:00+00:00,13.803333333333335
2004-06-09 00:00:00+00:00,12.402500000000002
2004-06-10 00:00:00+00:00,12.371250000000002
2004-06-11 00:00:00+00:00,12.804583333333333
2004-06-12 00:00:00+00:00,13.554583333333333
2004-06-13 00:00:00+00:00,13.320833333333333
2004-06-14 00:00:00+00:00,12.364166666666668
2004-06-15 00:00:00+00:00,12.659166666666666
2004-06-16 00:00:00+00:00,13.390833333333333
2004-06-17 00:00:00+00:00,12.671666666666667
2004-06-18 00:00:00+00:00,13.855833333333335
2004-06-19 00:00:00+00:00,12.679166666666667
2004-06-20 00:00:00+00:00,13.385
2004-06-21 00:00:00+00:00,13.082857142857144
2004-06-22 00:00:00+00:00,14.36
2004-06-23 00:00:00+00:00,14.066666666666668
2004-06-24 00:00:00+00:00,12.7475
2004-06-25 00:00:00+00:00,12.175416666666665
2004-06-26 00:00:00+00:00,12.59375
2004-06-27 00:00:00+00:00,13.128333333333332
2004-06-28 00:00:00+00:00,13.393333333333333
2004-06-29 00:00:00+00:00,13.142916666666666
2004-06-30 00:00:00+00:00,12.1175
2004-07-01 00:00:00+00:00,13.2275
2004-07-02 00:00:00+00:00,11.542083333333332
2004-07-03 00:00:00+00:00,10.86875
2004-07-04 00:00:00+00:00,12.184583333333334
2004-07-05 00:00:00+00:00,12.334583333333335
2004-07-06 00:00:00+00:00,12.647916666666667
2004-07-07 00:00:00+00:00,10.647916666666667
2004-07-08 00:00:00+00:00,13.472500000000002
2004-07-09 00:00:00+00:00,11.586521739130434
2004-07-10 00:00:00+00:00,12.074583333333335
2004-07-11 00:00:00+00:00,12.166666666666666
2004-07-12 00:00:00+00:00,11.612083333333333
2004-07-13 00:00:00+00:00,12.3375
2004-07-14 00:00:00+00:00,11.000416666666666
2004-07-15 00:00:00+00:00,12.198749999999999
2004-07-16 00:00:00+00:00,13.224583333333333
2004-07-17 00:00:00+00:00,12.32625
2004-07-18 00:00:00+00:00,12.206666666666665
2004-07-19 00:00:00+00:00,12.417083333333332
2004-07-20 00:00:00+00:00,12.692083333333334
2004-07-21 00:00:00+00:00,12.36625
2004-07-22 00:00:00+00:00,11.731250000000001
2004-07-23 00:00:00+00:00,12.06875
2004-07-24 00:00:00+00:00,12.18625
2004-07-25 00:00:00+00:00,12.522083333333333
2004-07-26 00:00:00+00:00,12.835833333333333
2004-07-27 00:00:00+00:00,12.33875
2004-07-28 00:00:00+00:00,12.192916666666667
2004-07-29 00:00:00+00:00,13.683749999999998
2004-07-30 00:00:00+00:00,12.710833333333333
2004-07-31 00:00:00+00:00,13.195833333333333
2004-08-01 00:00:00+00:00,13.472916666666668
2004-08-02 00:00:00+00:00,12.699583333333335
2004-08-03 00:00:00+00:00,12.588333333333333
2004-08-04 00:00:00+00:00,12.769583333333335
2004-08-05 00:00:00+00:00,12.060833333333333
2004-08-06 00:00:00+00:00,13.457916666666668
2004-08-07 00:00:00+00:00,14.65375
2004-08-08 00:00:00+00:00,14.815
2004-08-09 00:00:00+00:00,14.31125
2004-08-10 00:00:00+00:00,13.180833333333334
2004-08-11 00:00:00+00:00,14.690416666666666
2004-08-12 00:00:00+00:00,14.340416666666668
2004-08-13 00:00:00+00:00,14.070416666666667
2004-08-14 00:00:00+00:00,13.810416666666667
2004-08-15 00:00:00+00:00,13.342083333333333
2004-08-16 00:00:00+00:00,13.936666666666667
2004-08-17 00:00:00+00:00,13.051666666666668
2004-08-18 00:00:00+00:00,14.787916666666668
2004-08-19 00:00:00+00:00,13.305
2004-08-20 00:00:00+00:00,14.068333333333333
2004-08-21 00:00:00+00:00,13.810416666666667
2004-08-22 00:00:00+00:00,12.988750000000001
2004-08-23 00:00:00+00:00,12.992916666666666
2004-08-24 00:00:00+00:00,13.555833333333332
2004-08-25 00:00:00+00:00,12.270833333333334
2004-08-26 00:00:00+00:00,12.09875
2004-08-27 00:00:00+00:00,12.0775
2004-08-28 00:00:00+00:00,11.705833333333333
2004-08-29 00:00:00+00:00,12.124583333333334
2004-08-30 00:00:00+00:00,13.798333333333334
2004-08-31 00:00:00+00:00,12.972083333333332
2004-09-01 00:00:00+00:00,13.57625
