Fecha,O3,PM25,PRE,RS,TMP,VEL,DIR,HUM,LLU,AOD
2019-09-30,32.86863636363636,18.282727272727275,764.2804545454546,257.96363636363634,15.866363636363637,1.4813636363636364,138.3068181818182,71.25363636363636,1.5136363636363634,344.24
2019-12-31,24.76746987951807,9.98289156626506,763.4697590361445,245.95554216867473,15.48843373493976,1.6004819277108435,128.71204819277108,80.96698795180723,1.2590361445783131,412.9104651162791
2020-03-31,21.885517241379308,9.681206896551725,764.4498275862069,273.19310344827585,15.883448275862069,1.7094827586206898,142.1105172413793,81.3698275862069,1.4275862068965517,377.59083333333336
2020-06-30,19.55,8.456615384615384,764.8749230769231,227.51446153846155,15.807384615384615,1.4987692307692309,122.20984615384616,81.31323076923077,1.413846153846154,375.3825714285714
2020-09-30,25.083384615384617,12.021999999999998,764.2272307692307,237.31584615384617,15.103846153846154,1.4421538461538461,134.22923076923075,77.17030769230769,1.366153846153846,298.3321875
2020-12-31,30.55111111111111,14.306222222222221,763.9924444444446,257.0862222222222,15.271111111111113,1.5913333333333333,144.988,75.83311111111112,1.8711111111111112,351.2941379310345
2021-03-31,21.721785714285716,8.007857142857143,763.4896428571428,261.95714285714286,15.453928571428571,1.6996428571428572,132.89678571428573,81.84035714285714,1.2107142857142856,450.92785714285714
2021-06-30,17.676515151515154,9.973484848484848,764.4699999999999,227.22560606060605,15.474545454545455,1.4174242424242425,123.72909090909091,81.95242424242424,1.6136363636363635,389.95935483870966
2021-09-30,24.583396226415097,13.951698113207549,764.6754716981133,216.96716981132076,15.084905660377359,1.409811320754717,134.62698113207546,76.86245283018869,0.6849056603773584,382.1784
2021-12-31,24.805084745762713,11.827966101694916,764.4994915254238,246.59474576271188,15.142033898305085,1.5671186440677967,137.7957627118644,82.56457627118645,2.0508474576271185,385.29299999999995
2022-03-31,26.315087719298248,11.678596491228069,764.1426315789473,252.8319298245614,14.938421052631579,1.6712280701754387,134.57105263157894,84.06824561403509,1.2982456140350878,271.4651428571429
2022-06-30,20.97205479452055,12.532876712328767,764.6983561643837,214.5213698630137,14.973013698630137,1.3708219178082193,131.46794520547945,82.98890410958903,1.7136986301369863,305.6244117647059
2022-09-30,22.4256338028169,17.44042253521127,764.5615492957747,234.99323943661972,14.998169014084505,1.392676056338028,138.19309859154927,77.00014084507042,0.5887323943661972,274.096
2022-12-31,21.82883116883117,17.684935064935065,764.2968831168831,262.9523376623377,15.117532467532467,1.5893506493506493,142.622987012987,78.63311688311688,0.1077922077922078,368.8808888888889
2023-03-31,17.5504,13.088533333333332,764.1457333333333,240.26333333333332,14.949200000000001,1.4754666666666667,134.05360000000002,83.68333333333334,0.6839999999999999,362.8737142857143
2023-06-30,15.684150943396226,10.421320754716982,765.2837735849057,228.73245283018866,15.566415094339622,1.3230188679245285,133.98169811320753,81.55094339622642,1.8849056603773586,335.4874074074074
2023-09-30,22.1358,15.42,765.2814,244.8402,16.082,1.3506,145.9384,73.5712,0.836,266.62486486486483
2023-12-31,20.085405405405403,11.021081081081082,765.1621621621622,251.72675675675674,16.244594594594595,1.4891891891891893,137.82027027027027,81.83675675675676,3.3567567567567567,319.4960869565217
2024-03-31,17.09379746835443,12.935443037974684,765.7273417721519,247.16848101265825,16.614810126582277,1.399873417721519,129.69772151898735,79.54911392405063,0.8240506329113924,329.0867307692307
2024-06-30,16.13088235294118,14.273529411764706,765.2938235294118,230.89235294117648,16.676176470588235,1.1923529411764706,130.73382352941175,79.16617647058824,0.22352941176470587,278.683
2024-09-30,20.559117647058823,19.05235294117647,765.3373529411765,228.6794117647059,15.721176470588235,1.2702941176470588,132.07941176470587,72.50735294117646,0.10882352941176471,308.578
2024-12-31,21.195,7.39375,765.37375,203.23,14.81125,1.47375,99.43875,87.6075,0.7999999999999999,292.79
