Fecha,Carapungo,SanAntonio,Tumbaco,Guamani,Cotocollao,Belisario,Centro,LosChillos,ElCamal
2018-01-01 01:00,178,34.2,56.6,1012.42,257.26,155.09,276.67,138.29,364.06
2018-01-02 01:00,30.09,24.1,20,21.57,25.72,12.15,14.2,27.49,30.98
2018-01-03 01:00,28.8,8.3,17.28,25.99,23.01,11.55,27.28,10.49,37.27
2018-01-04 01:00,21.27,12.8,7.55,19.31,16.7,14.56,24.27,17.58,44.92
2018-01-05 01:00,24.92,12.9,17.98,20.42,14.89,16.23,21.18,17.21,30.06
2018-01-06 01:00,23.18,8.8,3.36,9.33,21.48,13.7,22.16,11.81,32.83
2018-01-07 01:00,30,10.5,30.89,17.16,13.26,12.34,15.79,16.76,14.2
2018-01-08 01:00,19.92,1.3,11.12,13.43,10,15.63,10.82,11.01,3.47
2018-01-09 01:00,24.63,11.7,1.8,19.31,30.09,25.51,22.66,20.61,33.09
2018-01-10 01:00,13.61,6,0.71,15.87,15.61,13.3,19.14,8.55,20.3
2018-01-11 01:00,23.02,12.5,4.75,30.9,17.36,14.27,20.66,21.11,10.22
2018-01-12 01:00,27.94,11.2,14.58,24.97,30.65,19.06,23.39,7.75,30.34
2018-01-13 01:00,21.03,6.6,12.77,21.11,22.46,20.7,27.18,20.98,20.02
2018-01-14 01:00,6.03,7.3,27.23,10.21,7.38,10.47,12.38,15.68,10.73
2018-01-15 01:00,1.91,-1.8,1.49,10.26,4.62,2.37,4.6,3.45,8.63
2018-01-16 01:00,9.76,-2.8,2.03,21.2,5.05,3.43,13.67,6.65,13.43
2018-01-17 01:00,4.34,5.3,10.21,15.19,13.48,14.03,23.82,7.62,22.53
2018-01-18 01:00,6.43,-5.4,2.23,14.88,7.61,10.67,12.79,5.84,9.22
2018-01-19 01:00,6.92,2.3,4.35,18.87,12.3,16.97,6.97,10.06,19.72
2018-01-20 01:00,3.18,7.2,7.18,9.2,13.25,10.66,11.59,5.73,10.63
2018-01-21 01:00,3.79,10.3,21.33,17.17,9,7.06,14.74,9.92,0
2018-01-22 01:00,11.26,2.6,,16.44,6.84,5.96,10.48,2.56,2.79
2018-01-23 01:00,21.26,2.2,9.35,14.16,6.72,9.99,15.83,12.44,20.31
2018-01-24 01:00,16.41,17.2,20.91,4.11,15.38,9.71,12.92,18.07,7.55
2018-01-25 01:00,11.69,11.8,2.96,9.97,7.94,2.61,8.15,19.4,16.83
2018-01-26 01:00,29.08,10.3,16.48,6.74,6.89,4.78,7.83,26.74,25.33
2018-01-27 01:00,16.24,7.9,3.12,23.3,18.79,12.99,18.23,9.31,17.22
2018-01-28 01:00,12.63,5.3,17.09,40.26,15.95,23.5,26.83,19.21,9.23
2018-01-29 01:00,13.13,14.3,5.34,4.65,15.92,4.81,17.21,8.23,15.36
2018-01-30 01:00,18.12,12.3,15.34,10.24,20.68,12.03,30.72,23.43,18.4
2018-01-31 01:00,17.94,10.4,11.14,95.08,28.17,22.15,22.68,15.45,17.11
2018-02-01 01:00,18.71,10.5,13.45,10.98,15.38,22.29,26.33,29.44,16.27
2018-02-02 01:00,5.67,7.6,2.8,21.64,11.2,13.63,15.27,5.48,2.01
2018-02-03 01:00,17.8,9.3,13.37,30.06,,16.03,22.54,14.68,19.75
2018-02-04 01:00,10.04,-0.8,2.62,13.31,,9.8,12.14,1.24,17.91
2018-02-05 01:00,0.76,4.9,,6.31,,7.86,7.75,3.05,9.93
2018-02-06 01:00,2.64,4.6,,9.23,12.9,3.22,6.07,1.75,19.33
2018-02-07 01:00,7.41,-1.2,3.94,4.35,12.18,7.68,11.73,2.37,21.84
2018-02-08 01:00,5.95,3.6,1.78,12.05,7.93,5.4,9.31,1.85,10.14
2018-02-09 01:00,5.44,-0.9,3.02,12.05,11.52,14.44,8.22,8.41,17.85
2018-02-10 01:00,10.67,-2.7,7.51,24.68,12.51,13.3,12.38,6.88,31.95
2018-02-11 01:00,6.33,4.6,6.49,8.27,18.67,10.35,10.76,6.05,17.66
2018-02-12 01:00,24.25,12.9,15.5,28.23,28.22,17.87,25.58,16.12,17.68
2018-02-13 01:00,18.46,15.7,8.57,27.5,19.05,25.05,28.36,16.5,38.75
2018-02-14 01:00,18.09,5.5,11.29,32.85,19.84,22.45,20.49,12.67,18.47
2018-02-15 01:00,13.91,0.5,10.84,7.05,12.38,8.8,13.22,5.12,8.57
2018-02-16 01:00,8.52,-0.8,7.51,21.92,11.31,11.47,14.47,3.15,26.13
2018-02-17 01:00,8.93,8.6,10.21,16.04,14.85,21.59,20.71,8.77,34.34
2018-02-18 01:00,9.04,7.9,8.08,34.24,9.64,13.29,13.35,2.08,14.8
2018-02-19 01:00,7.62,7.1,5.84,5.99,6.51,4.08,5.5,8.44,5.92
2018-02-20 01:00,8.87,-5.3,10.63,4.35,7.71,7.87,6.28,11.89,9.45
2018-02-21 01:00,3.55,5.7,3.83,8.64,4.93,7.98,8.72,2.48,14.12
2018-02-22 01:00,11.91,3.4,2.18,17.93,11.71,12.29,8.06,3.66,7.07
2018-02-23 01:00,5.18,5.1,9.52,8.84,3.27,5.2,8.04,6.04,7.53
2018-02-24 01:00,8.37,3.7,27.53,26.17,15.03,11.05,13.44,2.4,8.35
2018-02-25 01:00,8.95,1.2,18.29,7.7,20.32,9.39,16.42,4.87,9.73
2018-02-26 01:00,11.41,8.4,13.6,14.59,5.78,5.37,5.01,9.3,16.85
2018-02-27 01:00,15.57,9.4,22.12,10.67,8.82,9.58,15.63,8.43,13.54
2018-02-28 01:00,10.11,1.2,9.52,18.8,11.69,8.39,13.84,7.31,42.93
2018-03-01 01:00,18.53,3.8,5.45,14.84,19.2,11.32,20.95,15.11,31.05
2018-03-02 01:00,7.16,-1.4,5.35,9.91,12.69,8.66,7.63,2.58,23.77
2018-03-03 01:00,9.33,9.7,2.47,10.73,10.14,25.02,33.87,12.9,24.1
2018-03-04 01:00,7.84,10.7,1.54,11.38,16.18,19.23,14.1,18.77,18.75
2018-03-05 01:00,10.5,2,10.71,14.7,8.15,6.41,14.93,6.96,4.06
2018-03-06 01:00,8.3,0.7,7.48,15.42,15.05,13.5,14.61,4.21,9.03
2018-03-07 01:00,20.47,11.6,9.06,7.04,8.81,18.06,18.07,9.69,5.94
2018-03-08 01:00,18.58,1.9,5.28,5.71,14.77,15.85,15.63,21.28,12.43
2018-03-09 01:00,3.04,-2.3,11.28,14.68,13.13,3.58,11.86,8.2,31.37
2018-03-10 01:00,18.92,20.8,26.16,14.52,13.02,14.02,13.94,24.61,34.23
2018-03-11 01:00,5.63,13.3,13.23,8.03,1.57,12.79,14.3,16.17,9.15
2018-03-12 01:00,7.02,17.9,9.21,12.1,11.67,7.7,13.4,18.06,1.59
2018-03-13 01:00,13.02,13.5,5.87,20.99,18.34,18.65,22.42,12.24,19.72
2018-03-14 01:00,27.52,13.3,19.46,16.85,28.39,23.91,26.13,14.83,27.34
2018-03-15 01:00,30.91,15.9,17.53,21.49,22.02,26.64,26.99,27.95,35.8
2018-03-16 01:00,35.12,20.9,24.9,13.4,26.32,23.08,25.68,19.15,0.36
2018-03-17 01:00,20.48,7.2,17.85,21.06,24.12,18.28,19.22,20.32,38.39
2018-03-18 01:00,8.73,2.5,7.21,30.43,19.79,24.72,29.24,11.66,10.62
2018-03-19 01:00,0.4,-4.4,0.42,6.18,0.96,6.19,5.16,8.96,14.18
2018-03-20 01:00,14.61,7.3,16.57,24.64,16.35,22.65,28.51,20.7,21.2
2018-03-21 01:00,27.09,5.2,11.75,15.85,25.33,21.37,24.19,10.31,41.39
2018-03-22 01:00,19.35,12.9,5.69,17.37,15.11,16.35,13.14,9.62,13.32
2018-03-23 01:00,21.12,1.5,11.27,8.31,22,16.6,22.89,11.54,25.41
2018-03-24 01:00,34.68,13.6,20.24,12.29,18.12,17.64,25.64,11.61,58.08
2018-03-25 01:00,37.93,10.8,17.43,25,14.69,15.05,18.02,21.82,45.48
2018-03-26 01:00,17.76,15.4,24.49,19.38,14.41,20.83,15.15,14.92,0.27
2018-03-27 01:00,11.98,2.3,7.62,25.88,9.48,20.87,25.17,17.78,21.03
2018-03-28 01:00,13.38,3.7,5.2,10.29,19.57,24.59,28.69,16.4,18.15
2018-03-29 01:00,13.9,2.5,14.03,23.06,31.95,23.48,33.99,20.13,20.56
2018-03-30 01:00,12.26,7,8.42,15.71,19.26,13.4,,9.6,17.31
2018-03-31 01:00,7.85,-1.6,15.75,13.57,17.39,17.3,,14.46,1.33
2018-04-01 01:00,6.44,-0.4,5.04,6.03,8.74,3.94,,6.43,8.46
2018-04-02 01:00,7.56,-3.1,9.31,13.71,5.32,11.82,,4.82,13.76
2018-04-03 01:00,7.45,6.8,5.23,18.03,12.62,12.35,13.99,8.41,18.55
2018-04-04 01:00,9.16,3.8,5.12,12.31,8.11,10.37,10.87,7.67,13.98
2018-04-05 01:00,14.76,13,13.68,10.52,17.27,13.9,23.91,7.11,23.15
2018-04-06 01:00,5.16,-2.9,5.05,4.16,0,4.62,7.99,1.01,2.87
2018-04-07 01:00,18.01,7.3,12.97,32.76,26.92,12.62,16.93,16.16,27.92
2018-04-08 01:00,23.43,11,13.44,15.32,22.28,16.99,18.06,7.05,9.35
2018-04-09 01:00,9.41,9,0.87,15.18,12.57,9.12,10.56,13.13,22.52
2018-04-10 01:00,6.53,-1.7,5.06,23.7,12.18,10.91,17.03,9.94,6.52
2018-04-11 01:00,17.48,5.9,13.84,20.34,11.94,35.61,32.03,9.08,20.31
2018-04-12 01:00,45.67,14.9,19.35,23.04,17.66,12.31,19.31,11.13,25.72
2018-04-13 01:00,15.42,14.3,13.48,19.62,21,15.85,21.61,17.1,20.61
2018-04-14 01:00,8,16.5,10.66,19.63,25.42,11.36,12.35,18.21,43.28
2018-04-15 01:00,34.98,30.6,21.05,3.82,11.84,7.65,15.47,12.86,22.97
2018-04-16 01:00,19.86,4.1,10.72,7.1,42.79,16.33,15.83,19.65,15.07
