Fecha,Belisario,Carapungo,Centro,Cotocollao,ElCamal,Guamani,LosChillos,SanAntonio,Tumbaco
2004-08-26,,,14.085,,22.33,,,,
2004-08-27,,,18.47421052631579,,30.554166666666664,,,,
2004-08-28,,,28.24875,,61.012499999999996,,,,
2004-08-29,,,17.5475,,24.03125,,,,
2004-08-30,,,11.950000000000001,,17.263333333333332,,,,
2004-08-31,,,17.208000000000002,,17.91521739130435,,,,
2004-09-01,,,10.373157894736842,,23.025000000000002,,,,
2004-09-02,,,17.322,,10.929166666666667,,,,
2004-09-03,39.345,,14.19,,11.805,,,,
2004-09-04,21.795833333333334,,12.400833333333333,,9.427,,,,
2004-09-05,17.219166666666666,,13.398333333333333,,16.307916666666667,,,,
2004-09-06,25.35818181818182,,15.147826086956524,,24.295833333333334,,,,
2004-09-07,26.8875,,18.671304347826087,,56.627500000000005,,,,
2004-09-08,19.613,,12.020833333333334,,14.900416666666667,,,,
2004-09-09,24.180500000000002,,14.138695652173913,,15.751249999999999,,,,
2004-09-10,20.3275,,12.487083333333333,,16.577272727272728,,,,
2004-09-11,21.260833333333334,,19.27125,,24.878333333333334,,,,
2004-09-12,18.095833333333335,,16.6025,,22.27125,,,,
2004-09-13,10.769583333333335,,8.435416666666667,,9.915833333333333,,,,
2004-09-14,26.1075,,21.749166666666667,,27.74136363636364,,,,
2004-09-15,28.538695652173914,,28.49409090909091,,49.79666666666667,,,,
2004-09-16,15.227083333333333,,12.994166666666667,,20.527916666666666,,,,
2004-09-17,17.754545454545454,,15.34125,,21.507391304347827,,,,
2004-09-18,17.397083333333335,,16.375,,22.446250000000003,,,,
2004-09-19,17.247916666666665,,17.65125,,23.592916666666667,,,,
2004-09-20,20.325416666666666,,15.9375,,23.02916666666667,,,,
2004-09-21,19.995652173913044,,16.48125,,20.760833333333334,,,,
2004-09-22,12.118333333333334,,12.295833333333334,,18.43166666666667,,,,
2004-09-23,10.66,,8.772083333333333,,8.6975,,,,
2004-09-24,14.518260869565218,,10.625909090909092,,14.933333333333332,,,,
2004-09-25,14.545416666666666,,12.145416666666668,,17.535217391304347,,,,
2004-09-26,15.045,,11.195833333333333,,18.06869565217391,,,,
2004-09-27,12.03125,,9.13125,,12.905833333333334,,,,
2004-09-28,25.933333333333334,,19.8925,,24.404782608695655,,,,
2004-09-29,24.0995652173913,,20.57375,,27.14782608695652,,,,
2004-09-30,18.929583333333333,,14.56409090909091,,17.868333333333332,,,,
2004-10-01,11.416086956521738,,15.62375,,19.002608695652174,,,,
2004-10-02,11.659166666666666,,14.887916666666667,,16.627916666666668,,,,
2004-10-03,15.126249999999999,,12.831666666666665,,17.130434782608695,,,,
2004-10-04,23.36727272727273,,16.3725,,20.605416666666667,,,,
2004-10-05,18.99083333333333,,15.106190476190477,,17.8625,,,,
2004-10-06,25.61909090909091,,20.92,,25.64578947368421,,,,
2004-10-07,21.154166666666665,,14.382083333333334,,15.67125,,,,
2004-10-08,19.069166666666668,,12.884166666666667,,14.132083333333334,,,,
2004-10-09,22.596249999999998,,20.504166666666666,,28.562272727272727,,,,
2004-10-10,15.229166666666666,,11.227916666666667,,16.429583333333333,,,,
2004-10-11,17.993333333333336,,13.655000000000001,,12.847272727272726,,,,
2004-10-12,17.965833333333332,,13.561428571428573,,14.128333333333332,,,,
2004-10-13,18.69590909090909,,11.27625,,14.703333333333333,,,,
2004-10-14,23.932083333333335,,19.524166666666666,,29.344583333333333,,,,
2004-10-15,20.91125,,18.076249999999998,,24.154583333333335,,,,
2004-10-16,18.94666666666667,,17.55375,,20.862916666666667,,,,
2004-10-17,19.507083333333334,,15.19625,,17.5825,,,,
2004-10-18,17.6975,,15.504583333333334,,19.336363636363636,,,,
2004-10-19,19.300869565217393,,17.672083333333333,,21.3425,,,,
2004-10-20,22.631249999999998,,17.190416666666668,,21.645652173913046,,,,
2004-10-21,19.147083333333335,,10.803333333333333,,16.406521739130437,,,,
2004-10-22,20.425416666666667,,15.814583333333333,,20.28782608695652,,,,
2004-10-23,17.87,,15.144583333333335,,21.285,,,,
2004-10-24,14.062083333333334,,10.342083333333333,,17.495,,,,
2004-10-25,17.175833333333333,,14.030416666666667,,16.99681818181818,,,,
2004-10-26,22.258181818181818,,24.52208333333333,,39.88913043478261,,,,
2004-10-27,26.619999999999997,,19.802083333333332,,24.458333333333332,,,,
2004-10-28,27.678749999999997,,25.976999999999997,,29.337083333333336,,,,
2004-10-29,24.732083333333335,,16.835833333333333,,27.464782608695653,,,,
2004-10-30,21.1325,,23.701666666666668,,37.74208333333333,,,,
2004-10-31,16.495416666666667,,16.298750000000002,,20.690833333333334,,,,
2004-11-01,14.386666666666668,,12.555416666666666,,15.949583333333335,,,,
2004-11-02,15.430833333333332,,10.577083333333333,,13.82125,,,,
2004-11-03,11.543333333333335,,7.53,,10.402916666666668,,,,
2004-11-04,17.402083333333334,,13.534166666666666,,19.178333333333335,,,,
2004-11-05,21.91625,,17.749166666666667,,24.773043478260867,,,,
2004-11-06,23.32086956521739,,24.572083333333335,,35.468333333333334,,,,
2004-11-07,17.768333333333334,,20.45875,,32.28130434782609,,,,
2004-11-08,17.229,,16.585,,20.786521739130432,,,,
2004-11-09,23.928749999999997,,16.798750000000002,,24.101249999999997,,,,
2004-11-10,21.516363636363636,,13.875833333333333,,18.97875,,,,
2004-11-11,18.503913043478263,,11.349583333333333,,15.195416666666667,,,,
2004-11-12,20.67625,,20.996666666666666,,33.12173913043478,,,,
2004-11-13,19.7075,,18.54,,27.69913043478261,,,,
