Fecha,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Jan 1, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 2, 2020",0.00,0.00,0.00,0.00,0.00,1.26,0.00,0.00,0.00
"Jan 3, 2020",0.00,1.43,3.14,0.00,0.00,0.00,0.63,2.26,5.16
"Jan 4, 2020",7.79,6.43,6.12,4.81,7.13,5.99,7.99,6.50,6.92
"Jan 5, 2020",0.00,0.00,0.94,2.95,0.69,5.32,5.68,5.35,10.32
"Jan 6, 2020",0.00,0.99,0.33,0.00,4.22,4.06,0.74,1.55,3.25
"Jan 7, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 8, 2020",4.80,9.38,9.78,4.87,8.49,7.32,8.79,7.29,8.02
"Jan 9, 2020",0.00,1.40,5.30,0.00,3.11,9.48,0.98,5.39,8.11
"Jan 10, 2020",5.38,7.06,6.90,6.44,7.67,7.21,8.01,7.94,7.77
"Jan 11, 2020",3.04,1.27,3.36,6.72,4.61,5.53,4.25,6.13,6.78
"Jan 12, 2020",5.19,7.18,6.88,8.89,6.82,7.37,8.45,6.78,7.87
"Jan 13, 2020",2.49,6.71,5.95,3.31,5.11,6.43,4.87,4.32,4.89
"Jan 14, 2020",6.76,8.06,8.46,8.35,7.96,10.26,9.07,8.22,12.18
"Jan 15, 2020",2.46,7.60,7.78,3.90,6.57,6.38,5.72,6.22,5.68
"Jan 16, 2020",0.00,1.82,0.00,8.31,0.00,6.83,5.99,0.03,8.49
"Jan 17, 2020",6.27,6.49,6.92,1.80,6.83,6.82,0.00,7.47,4.80
"Jan 18, 2020",6.65,0.00,0.03,0.00,1.01,5.65,0.00,6.38,8.34
"Jan 19, 2020",6.69,9.72,9.01,1.53,7.85,7.57,4.43,6.10,8.12
"Jan 20, 2020",0.00,0.00,0.00,0.00,0.00,1.47,0.00,0.30,0.98
"Jan 21, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 22, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 23, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 24, 2020",0.00,0.89,0.00,0.66,0.61,1.84,1.68,0.00,3.20
"Jan 25, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 26, 2020",0.00,8.22,9.89,1.95,7.79,13.62,0.00,1.00,11.64
"Jan 27, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 28, 2020",5.32,7.45,7.92,5.85,6.45,7.39,6.98,7.30,8.35
"Jan 29, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 30, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 31, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 1, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 2, 2020",0.49,0.06,3.03,0.00,0.00,2.94,0.00,0.00,0.00
"Feb 3, 2020",0.00,0.42,4.03,1.24,2.96,9.08,1.49,9.07,2.43
"Feb 4, 2020",0.17,4.52,7.97,2.28,4.56,11.36,2.12,1.03,8.02
"Feb 5, 2020",4.20,5.48,4.98,2.38,5.99,4.07,3.58,4.78,4.32
"Feb 6, 2020",4.24,3.78,4.04,4.40,3.36,4.23,4.64,4.77,4.12
"Feb 7, 2020",5.07,5.17,7.21,4.46,4.47,7.23,7.53,8.70,6.64
"Feb 8, 2020",0.00,0.00,0.00,0.00,0.00,1.10,0.00,0.00,0.00
"Feb 9, 2020",0.37,7.56,7.19,3.59,1.90,8.98,2.48,6.31,0.48
"Feb 10, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.26
"Feb 11, 2020",6.09,5.30,5.08,6.38,4.79,4.25,6.79,4.48,3.49
"Feb 12, 2020",0.00,0.00,0.00,2.76,0.10,0.00,4.17,5.98,10.86
"Feb 13, 2020",0.85,8.75,9.18,2.59,7.98,8.34,4.02,6.25,8.93
"Feb 14, 2020",7.04,5.29,5.66,6.69,6.09,4.95,8.04,9.84,4.27
"Feb 15, 2020",14.02,12.53,14.08,7.79,13.13,10.01,2.44,2.10,0.00
"Feb 16, 2020",0.00,7.47,7.79,1.31,3.28,10.69,3.18,8.64,9.10
"Feb 17, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,3.24
"Feb 18, 2020",6.82,6.96,11.54,4.01,6.31,10.40,0.01,4.18,5.61
"Feb 19, 2020",0.00,0.00,0.00,0.00,0.00,0.74,0.00,0.00,0.00
"Feb 20, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 21, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 22, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 23, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 24, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 25, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 26, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 27, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 28, 2020",0.00,0.00,0.00,0.00,0.00,2.91,0.00,2.27,11.57
"Feb 29, 2020",0.00,0.00,0.00,3.36,0.11,0.00,3.40,8.25,8.21
"Mar 1, 2020",1.07,5.17,7.53,0.00,7.04,9.60,6.76,6.17,9.32
"Mar 2, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00
"Mar 3, 2020",0.00,1.11,0.87,0.00,1.07,4.83,0.30,0.00,3.01
"Mar 4, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 5, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.62,0.00
"Mar 6, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 7, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 8, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 9, 2020",7.60,0.80,6.25,3.53,0.51,10.75,8.11,1.58,0.00
"Mar 10, 2020",0.00,0.00,0.41,0.00,0.00,6.63,1.70,2.63,7.72
"Mar 11, 2020",0.00,0.00,0.00,0.00,0.00,0.00,6.02,1.52,0.00
"Mar 12, 2020",0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00
"Mar 13, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 14, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 15, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.12,0.00
"Mar 16, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 17, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 18, 2020",5.50,8.32,7.27,8.31,5.31,7.02,8.02,6.25,7.97
"Mar 19, 2020",1.62,10.00,10.16,3.90,5.71,8.37,3.76,5.73,7.40
"Mar 20, 2020",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 21, 2020",0.56,3.74,4.21,0.00,0.02,2.48,0.00,1.76,5.65
"Mar 22, 2020",1.31,3.52,3.40,0.00,1.62,3.04,2.28,5.24,2.43
"Mar 23, 2020",1.14,9.65,12.26,6.59,3.03,12.08,13.47,12.55,10.74
