Fecha,Guamani,Centro,ElCamal,Cotocollao,Belisario,LosChillos,Carapungo,SanAntonio,Tumbaco
"Jan 1, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 2, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 3, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 4, 2023",8.04,2.96,8.01,6.36,0.00,9.25,4.65,7.61,8.25
"Jan 5, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 6, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 7, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 8, 2023",0.00,0.00,0.00,0.00,0.00,14.43,0.00,0.00,0.00
"Jan 9, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 10, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.00
"Jan 11, 2023",0.05,0.00,2.04,0.00,0.00,13.16,0.00,0.00,0.00
"Jan 12, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 13, 2023",1.68,9.91,9.50,8.24,4.25,10.29,6.97,1.27,10.27
"Jan 14, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 15, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 16, 2023",10.36,0.75,0.00,0.00,1.32,0.31,0.50,11.90,2.88
"Jan 17, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 18, 2023",0.00,2.16,2.39,0.65,5.28,2.49,5.44,10.01,7.55
"Jan 19, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 20, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 21, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 22, 2023",0.00,0.00,0.02,0.00,0.00,10.92,1.58,9.67,6.08
"Jan 23, 2023",0.00,6.87,5.68,2.46,4.46,6.78,5.97,6.05,4.97
"Jan 24, 2023",0.00,1.90,1.43,0.28,0.12,0.00,0.00,0.20,0.00
"Jan 25, 2023",0.03,4.49,5.22,0.01,0.69,1.93,4.40,0.76,2.91
"Jan 26, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Jan 27, 2023",6.46,5.07,4.92,8.50,7.20,6.45,7.67,5.37,6.29
"Jan 28, 2023",6.01,6.49,6.18,7.40,8.16,5.50,7.32,9.34,6.30
"Jan 29, 2023",4.96,3.40,3.08,2.65,4.53,4.63,6.03,5.33,3.27
"Jan 30, 2023",11.04,8.57,7.35,10.55,0.56,10.54,10.66,4.91,11.16
"Jan 31, 2023",3.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 1, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 2, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 3, 2023",9.77,5.90,6.88,6.99,5.98,7.75,7.56,7.93,5.80
"Feb 4, 2023",6.52,6.86,6.61,7.50,6.58,6.77,6.46,6.14,5.74
"Feb 5, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 6, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00
"Feb 7, 2023",0.00,0.07,2.14,0.00,0.17,12.47,1.98,1.30,0.00
"Feb 8, 2023",0.07,3.77,3.65,2.42,5.98,7.72,1.61,6.07,7.59
"Feb 9, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.78,0.00
"Feb 10, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 11, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 12, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 13, 2023",0.00,0.00,0.00,5.50,0.00,0.00,6.01,0.00,0.13
"Feb 14, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 15, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 16, 2023",0.00,0.00,0.00,0.28,0.10,11.52,5.08,1.06,13.18
"Feb 17, 2023",0.00,1.21,1.24,5.09,0.80,0.34,5.70,2.59,0.00
"Feb 18, 2023",0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00
"Feb 19, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 20, 2023",4.97,9.20,7.42,0.58,8.78,8.38,4.82,3.49,8.91
"Feb 21, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 22, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Feb 23, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.52,0.00
"Feb 24, 2023",2.01,6.49,6.68,1.86,5.17,5.79,1.37,5.86,5.84
"Feb 25, 2023",6.59,4.70,3.76,5.96,4.98,3.39,4.65,5.64,5.69
"Feb 26, 2023",0.00,0.00,0.00,0.13,0.00,8.59,5.91,12.73,2.72
"Feb 27, 2023",0.73,10.73,15.14,0.00,0.00,20.14,0.03,7.01,12.35
"Feb 28, 2023",0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.00,0.00
"Mar 1, 2023",0.00,2.96,1.73,0.00,0.95,0.72,0.00,7.29,0.69
"Mar 2, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.91,0.00
"Mar 3, 2023",0.00,0.00,0.02,0.54,0.00,0.92,0.00,0.00,0.00
"Mar 4, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 5, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 6, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 7, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 8, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 9, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 10, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 11, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 12, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 13, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 14, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 15, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 16, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 17, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 18, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 19, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 20, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 21, 2023",0.00,0.00,0.00,0.00,0.00,0.65,0.15,3.03,3.67
"Mar 22, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 23, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 24, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 25, 2023",0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.26,1.25
"Mar 26, 2023",0.00,0.00,3.56,0.00,0.00,3.57,0.00,0.00,1.67
"Mar 27, 2023",0.05,1.14,4.69,0.00,1.31,8.25,0.00,6.88,6.93
"Mar 28, 2023",4.96,2.59,7.46,0.00,0.00,12.67,0.00,0.00,0.00
"Mar 29, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Mar 30, 2023",0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.85,0.00
"Mar 31, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 1, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 2, 2023",0.00,0.05,2.15,1.02,0.64,2.31,2.46,1.75,2.34
"Apr 3, 2023",5.87,2.38,4.28,0.00,1.41,9.54,0.00,0.00,7.04
"Apr 4, 2023",0.00,2.23,0.00,0.00,5.04,0.00,0.00,0.00,0.00
"Apr 5, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 6, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 7, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 8, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 9, 2023",7.28,3.53,3.31,7.36,5.24,7.35,8.19,6.02,7.70
"Apr 10, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 11, 2023",0.00,3.16,3.66,1.40,2.95,7.46,2.12,5.69,5.66
"Apr 12, 2023",0.00,0.00,0.00,0.00,0.00,0.00,6.33,7.12,13.07
"Apr 13, 2023",0.00,2.11,3.02,1.34,1.99,1.07,0.00,0.00,0.71
"Apr 14, 2023",0.00,2.77,5.24,0.00,0.00,9.41,0.00,8.64,1.67
"Apr 15, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 16, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 17, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 18, 2023",0.13,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00
"Apr 19, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 20, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 21, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 22, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 23, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 24, 2023",0.00,0.48,0.00,0.00,0.58,6.73,0.31,2.40,7.91
"Apr 25, 2023",0.89,0.00,0.00,0.00,0.00,2.56,0.40,1.31,8.74
"Apr 26, 2023",0.00,0.00,0.00,0.00,0.00,0.99,7.63,5.57,0.74
"Apr 27, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 28, 2023",0.49,5.27,9.37,7.49,5.22,10.34,8.38,7.39,9.67
"Apr 29, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Apr 30, 2023",0.00,2.70,0.49,1.59,3.15,0.00,0.84,3.90,0.00
"May 1, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"May 2, 2023",2.45,6.02,6.40,0.33,5.10,10.51,0.31,8.09,8.10
"May 3, 2023",0.00,0.00,0.00,0.74,1.41,1.01,5.57,6.48,7.04
"May 4, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"May 5, 2023",2.48,1.63,3.10,0.28,0.89,4.65,1.65,4.83,6.80
"May 6, 2023",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
